inputName,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_163,32,414,134,1113,166,8208.42,405765.42,0.02,49.43,22542.52,1.83
values_900,32,765,153,2009,185,15130.55,1210443.63,0.01,80,67246.87,3.79
values_392,32,253,80,721,112,4908.10,248350.01,0.02,50.60,13797.22,1.32
values_447,32,289,102,804,134,5681.14,257544.82,0.02,45.33,14308.05,1.35
values_523,32,718,151,1889,183,14197.16,1080112.18,0.01,76.08,60006.23,3.51
values_679,32,358,121,985,153,7148.53,338403.00,0.02,47.34,18800.17,1.62
values_419,32,589,147,1555,179,11637.33,746055.99,0.02,64.11,41447.56,2.74
values_895,32,289,96,813,128,5691,274116.50,0.02,48.17,15228.69,1.41
values_298,32,214,52,613,84,3918.49,258017.53,0.02,65.85,14334.31,1.35
values_155,32,225,62,657,94,4306.36,250046.99,0.02,58.06,13891.50,1.32
values_12,32,198,37,578,69,3530.73,302306.58,0.01,85.62,16794.81,1.50
values_160,32,973,152,2533,184,19057.18,1951856.69,0.01,102.42,108436.48,5.21
values_626,32,198,38,579,70,3548.85,295862.43,0.01,83.37,16436.80,1.48
values_38,32,253,81,723,113,4930.99,246427.72,0.02,49.98,13690.43,1.31
values_146,32,193,33,562,65,3384.57,316713.77,0.01,93.58,17595.21,1.55
values_81,32,225,60,648,92,4227.27,253636.09,0.02,60,14090.89,1.34
values_687,32,333,115,917,147,6602.10,305878.14,0.02,46.33,16993.23,1.51
values_213,32,385,124,1059,156,7715.24,383273.26,0.02,49.68,21292.96,1.76
values_212,32,673,149,1781,181,13357.23,965306.07,0.01,72.27,53628.12,3.26
values_568,32,673,150,1769,182,13281.29,953419.45,0.01,71.79,52967.75,3.23
values_5,32,214,53,618,85,3961.00,255895.78,0.02,64.60,14216.43,1.34
values_40,32,358,120,983,152,7124.71,340086.29,0.02,47.73,18893.68,1.62
values_970,32,478,143,1283,175,9559.90,511287.73,0.02,53.48,28404.87,2.13
values_707,32,238,70,683,102,4557.27,247915.30,0.02,54.40,13773.07,1.32
values_406,32,414,132,1129,164,8306.68,416844.12,0.02,50.18,23158.01,1.86
values_893,32,270,90,757,122,5246.57,251835.27,0.02,48,13990.85,1.33
values_144,32,765,152,2025,184,15235.21,1226835.57,0.01,80.53,68157.53,3.82
values_979,32,253,86,713,118,4907.32,230986.62,0.02,47.07,12832.59,1.25
values_831,32,333,116,934,148,6733.63,309282.57,0.02,45.93,17182.36,1.52
values_402,32,358,119,984,151,7122.59,342841.99,0.02,48.13,19046.78,1.63
values_404,32,214,53,619,85,3967.41,256309.85,0.02,64.60,14239.44,1.34
values_310,32,310,115,860,147,6191.72,267051.50,0.02,43.13,14836.19,1.38
values_70,32,333,116,928,148,6690.37,307295.74,0.02,45.93,17071.99,1.52
values_268,32,718,151,1893,183,14227.22,1082399.34,0.01,76.08,60133.30,3.51
values_412,32,918,152,2425,184,18244.64,1763008.15,0.01,96.63,97944.90,4.86
values_290,32,918,151,2411,183,18120.35,1762594.27,0.01,97.27,97921.90,4.86
values_916,32,238,63,682,95,4480.64,270829.89,0.02,60.44,15046.10,1.40
values_567,32,513,146,1373,178,10264.18,577043.88,0.02,56.22,32057.99,2.31
values_913,32,765,151,2008,183,15091.53,1223313.04,0.01,81.06,67961.84,3.81
values_232,32,238,67,685,99,4541.11,258097.67,0.02,56.84,14338.76,1.35
values_319,32,238,70,678,102,4523.90,246100.40,0.02,54.40,13672.24,1.31
values_23,32,478,141,1294,173,9620.41,521821.90,0.02,54.24,28990.11,2.16
values_899,32,765,152,2007,184,15099.79,1215930.36,0.01,80.53,67551.69,3.80
values_428,32,445,138,1218,170,9024.64,465619.01,0.02,51.59,25867.72,2.00
values_858,32,445,136,1202,168,8885.57,465185.49,0.02,52.35,25843.64,2.00
values_546,32,214,51,617,83,3933.40,264077.63,0.01,67.14,14670.98,1.37
values_432,32,385,127,1056,159,7722.40,374567.02,0.02,48.50,20809.28,1.73
values_231,32,238,70,677,102,4517.23,245737.42,0.02,54.40,13652.08,1.31
values_388,32,918,152,2377,184,17883.51,1728111.50,0.01,96.63,96006.19,4.80
values_350,32,973,153,2550,185,19205.02,1954142.44,0.01,101.75,108563.47,5.21
values_603,32,414,134,1121,166,8267.42,408681.98,0.02,49.43,22704.55,1.84
values_364,32,550,144,1478,176,11025.04,673752.44,0.02,61.11,37430.69,2.56
values_530,32,513,143,1378,175,10267.77,589355.58,0.02,57.40,32741.98,2.34
values_72,32,513,142,1372,174,10211.72,590266.09,0.02,57.80,32792.56,2.35
values_536,32,478,140,1287,172,9557.60,522118.18,0.02,54.63,29006.57,2.16
values_79,32,193,33,562,65,3384.57,316713.77,0.01,93.58,17595.21,1.55
values_342,32,198,37,575,69,3512.40,300737.52,0.01,85.62,16707.64,1.50
values_803,32,225,58,639,90,4148.29,257480.33,0.02,62.07,14304.46,1.35
values_501,32,198,37,576,69,3518.51,301260.54,0.01,85.62,16736.70,1.50
values_540,32,550,145,1477,177,11029.65,669385.86,0.02,60.69,37188.10,2.55
values_955,32,289,89,808,121,5590.44,290451.70,0.02,51.96,16136.21,1.46
values_191,32,310,102,864,134,6105.10,296875.50,0.02,48.63,16493.08,1.48
values_812,32,238,71,683,103,4566.88,244939.13,0.02,53.63,13607.73,1.30
values_545,32,253,80,717,112,4880.87,246972.20,0.02,50.60,13720.68,1.31
values_78,32,718,152,1890,184,14219.53,1074697.27,0.01,75.58,59705.40,3.50
values_526,32,478,134,1285,166,9476.93,540892.00,0.02,57.07,30049.56,2.21
values_695,32,358,123,996,155,7247.02,337487.24,0.02,46.57,18749.29,1.62
values_87,32,214,52,618,84,3950.45,260122.08,0.02,65.85,14451.23,1.36
values_300,32,718,151,1904,183,14309.89,1088689.04,0.01,76.08,60482.72,3.53
values_964,32,918,153,2388,185,17984.94,1726554.14,0.01,96,95919.67,4.80
values_998,32,814,152,2121,184,15957.47,1367303.64,0.01,85.68,75961.31,4.11
values_988,32,225,61,646,93,4224.30,249302.75,0.02,59.02,13850.15,1.32
values_6,32,513,145,1369,177,10223.15,578700.91,0.02,56.61,32150.05,2.31
values_625,32,310,110,871,142,6227.43,280800.47,0.02,45.09,15600.03,1.43
values_518,32,918,152,2390,184,17981.31,1737562.67,0.01,96.63,96531.26,4.82
values_122,32,198,37,577,69,3524.62,301783.56,0.01,85.62,16765.75,1.50
values_541,32,205,44,597,76,3730.01,278055.49,0.01,74.55,15447.53,1.42
values_279,32,918,153,2419,185,18218.41,1748967.53,0.01,96,97164.86,4.84
values_256,32,630,145,1673,177,12493.30,868500.04,0.01,69.52,48250.00,3.03
values_796,32,214,51,616,83,3927.02,263649.63,0.01,67.14,14647.20,1.37
values_504,32,445,136,1211,168,8952.10,468668.58,0.02,52.35,26037.14,2.01
values_752,32,414,131,1127,163,8282.02,418779.22,0.02,50.56,23265.51,1.87
values_459,32,765,153,2047,185,15416.74,1233339.03,0.01,80,68518.83,3.83
values_658,32,765,150,1990,182,14940.51,1219145.72,0.01,81.60,67730.32,3.80
values_408,32,550,145,1458,177,10887.77,660774.94,0.02,60.69,36709.72,2.53
values_867,32,198,38,576,70,3530.47,294329.46,0.01,83.37,16351.64,1.47
values_727,32,765,151,2019,183,15174.20,1230014.46,0.01,81.06,68334.14,3.83
values_177,32,414,135,1144,167,8446.96,414464.06,0.02,49.07,23025.78,1.85
values_823,32,310,109,866,141,6182.85,281348.10,0.02,45.50,15630.45,1.43
values_822,32,973,153,2548,185,19189.96,1952609.78,0.01,101.75,108478.32,5.21
values_218,32,238,64,683,96,4497.53,267603.00,0.02,59.50,14866.83,1.38
values_426,32,270,86,767,118,5278.99,265177.03,0.02,50.23,14732.06,1.38
values_776,32,973,153,2535,185,19092.05,1942647.49,0.01,101.75,107924.86,5.19
values_143,32,310,105,867,137,6153.99,290702.95,0.02,47.24,16150.16,1.46
values_739,32,198,38,576,70,3530.47,294329.46,0.01,83.37,16351.64,1.47
values_312,32,630,149,1680,181,12599.74,852385.17,0.01,67.65,47354.73,3.00
values_174,32,253,79,714,111,4851.21,248578.61,0.02,51.24,13809.92,1.32
values_669,32,630,151,1674,183,12581.28,839863.03,0.01,66.75,46659.06,2.97
values_120,32,550,146,1485,178,11101.46,669129.35,0.02,60.27,37173.85,2.55
values_974,32,513,143,1380,175,10282.67,590210.95,0.02,57.40,32789.50,2.35
values_217,32,973,153,2545,185,19167.37,1950310.79,0.01,101.75,108350.60,5.20
values_866,32,310,105,864,137,6132.70,289697.05,0.02,47.24,16094.28,1.46
values_192,32,814,153,2138,185,16102.09,1370677.56,0.01,85.12,76148.75,4.11
values_328,32,765,153,2008,185,15123.01,1209841.12,0.01,80,67213.40,3.78
values_68,32,238,65,681,97,4494.54,263310.94,0.02,58.58,14628.39,1.37
values_387,32,205,43,596,75,3712.38,283176.58,0.01,76.28,15732.03,1.44
values_69,32,814,151,2153,183,16181.30,1395664.07,0.01,86.25,77536.89,4.16
values_749,32,214,53,622,85,3986.64,257552.06,0.02,64.60,14308.45,1.35
values_135,32,214,52,617,84,3944.06,259701.17,0.02,65.85,14427.84,1.36
values_341,32,214,52,621,84,3969.63,261384.81,0.02,65.85,14521.38,1.36
values_494,32,918,152,2408,184,18116.74,1750648.92,0.01,96.63,97258.27,4.84
values_1,32,765,153,2011,185,15145.61,1211648.65,0.01,80,67313.81,3.79
values_589,32,673,151,1789,183,13445.59,958821.73,0.01,71.31,53267.87,3.24
values_925,32,358,122,986,154,7165.05,336405.04,0.02,46.95,18689.17,1.61
values_524,32,445,137,1205,169,8918.06,463478.72,0.02,51.97,25748.82,2.00
values_994,32,385,123,1058,155,7698.14,385532.85,0.02,50.08,21418.49,1.77
values_856,32,478,142,1289,174,9593.95,516722.26,0.02,53.86,28706.79,2.15
values_156,32,358,124,983,156,7161.55,330817.42,0.02,46.19,18378.75,1.59
values_470,32,973,153,2531,185,19061.93,1939582.17,0.01,101.75,107754.56,5.18
values_207,32,445,135,1195,167,8823.53,465359.33,0.02,52.74,25853.30,2.00
values_655,32,193,33,562,65,3384.57,316713.77,0.01,93.58,17595.21,1.55
values_441,32,310,108,862,140,6145.44,282235.11,0.02,45.93,15679.73,1.43
values_109,32,270,94,761,126,5309.71,244020.72,0.02,45.96,13556.71,1.30
values_45,32,550,144,1474,176,10995.20,671929.02,0.02,61.11,37329.39,2.56
values_125,32,414,136,1123,168,8301.57,404335.41,0.02,48.71,22463.08,1.82
values_600,32,513,143,1363,175,10156.00,582940.24,0.02,57.40,32385.57,2.33
values_708,32,253,77,719,109,4866.32,255829.63,0.02,52.57,14212.76,1.34
values_791,32,673,150,1781,182,13371.38,959886.96,0.01,71.79,53327.05,3.24
values_912,32,414,130,1127,162,8272.01,421490.77,0.02,50.95,23416.15,1.87
values_533,32,513,148,1387,180,10391.20,576290.35,0.02,55.46,32016.13,2.31
values_418,32,814,153,2150,185,16192.47,1378370.79,0.01,85.12,76576.16,4.13
values_228,32,973,152,2521,184,18966.90,1942609.83,0.01,102.42,107922.77,5.19
values_585,32,973,151,2532,183,19029.75,1961954.83,0.01,103.10,108997.49,5.22
values_465,32,225,59,652,91,4243.08,258899.93,0.02,61.02,14383.33,1.35
values_239,32,385,136,1057,168,7813.68,353913.72,0.02,45.29,19661.87,1.67
values_842,32,478,141,1306,173,9709.62,526661.05,0.02,54.24,29258.95,2.17
values_208,32,718,150,1889,182,14182.22,1086169.27,0.01,76.59,60342.74,3.52
values_932,32,214,48,621,80,3925.92,280048.77,0.01,71.33,15558.27,1.43
values_957,32,225,62,639,94,4188.38,243196.39,0.02,58.06,13510.91,1.30
values_563,32,358,119,984,151,7122.59,342841.99,0.02,48.13,19046.78,1.63
values_766,32,358,127,987,159,7217.82,325540.53,0.02,45.10,18085.58,1.58
values_476,32,253,75,720,107,4853.86,261978.80,0.02,53.97,14554.38,1.36
values_175,32,193,33,565,65,3402.64,318404.41,0.01,93.58,17689.13,1.55
values_591,32,310,99,858,131,6034.68,302343.41,0.02,50.10,16796.86,1.50
values_997,32,310,106,864,138,6141.77,287388.26,0.02,46.79,15966.01,1.45
values_385,32,198,37,577,69,3524.62,301783.56,0.01,85.62,16765.75,1.50
values_115,32,814,153,2145,185,16154.81,1375165.28,0.01,85.12,76398.07,4.12
values_653,32,333,116,930,148,6704.79,307958.02,0.02,45.93,17108.78,1.52
values_753,32,358,123,985,155,7166.98,333759.97,0.02,46.57,18542.22,1.60
values_241,32,198,37,575,69,3512.40,300737.52,0.01,85.62,16707.64,1.50
values_197,32,478,136,1288,168,9521.30,535433.38,0.02,56.24,29746.30,2.20
values_636,32,214,52,618,84,3950.45,260122.08,0.02,65.85,14451.23,1.36
values_450,32,333,116,925,148,6668.74,306302.33,0.02,45.93,17016.80,1.51
values_106,32,193,33,562,65,3384.57,316713.77,0.01,93.58,17595.21,1.55
values_699,32,673,151,1769,183,13295.27,948102.65,0.01,71.31,52672.37,3.22
values_578,32,589,148,1553,180,11634.85,740856.80,0.02,63.68,41158.71,2.73
values_644,32,253,81,713,113,4862.79,243019.31,0.02,49.98,13501.07,1.30
values_570,32,918,152,2388,184,17966.27,1736108.65,0.01,96.63,96450.48,4.82
values_873,32,310,103,867,135,6135.60,295461.86,0.02,48.16,16414.55,1.48
values_33,32,253,80,716,112,4874.07,246627.75,0.02,50.60,13701.54,1.31
values_210,32,765,151,1994,183,14986.31,1214783.97,0.01,81.06,67488.00,3.79
values_486,32,253,73,716,105,4807.40,266580.20,0.02,55.45,14810.01,1.38
values_252,32,513,145,1372,177,10245.55,579969.06,0.02,56.61,32220.50,2.32
values_694,32,814,152,2133,184,16047.76,1375039.45,0.01,85.68,76391.08,4.12
values_759,32,478,140,1287,172,9557.60,522118.18,0.02,54.63,29006.57,2.16
values_245,32,918,153,2398,185,18060.25,1733784.26,0.01,96,96321.35,4.81
values_15,32,289,92,814,124,5660.72,284512.50,0.02,50.26,15806.25,1.44
values_792,32,918,152,2382,184,17921.12,1731746.56,0.01,96.63,96208.14,4.81
values_248,32,918,153,2411,185,18158.16,1743183.43,0.01,96,96843.52,4.83
values_246,32,630,149,1675,181,12562.24,849848.31,0.01,67.65,47213.79,2.99
values_556,32,589,143,1581,175,11780.36,776350.75,0.02,65.90,43130.60,2.82
values_513,32,270,90,755,122,5232.71,251169.92,0.02,48,13953.88,1.33
values_93,32,478,137,1287,169,9524.93,531727.58,0.02,55.82,29540.42,2.19
values_558,32,289,95,810,127,5660.83,275533.68,0.02,48.67,15307.43,1.41
values_991,32,765,151,2020,183,15181.71,1230623.68,0.01,81.06,68367.98,3.83
values_181,32,630,149,1676,181,12569.74,850355.68,0.01,67.65,47241.98,2.99
values_674,32,765,153,2017,185,15190.80,1215263.71,0.01,80,67514.65,3.80
values_652,32,973,153,2557,185,19257.74,1959506.76,0.01,101.75,108861.49,5.22
values_344,32,253,77,722,109,4886.63,256897.07,0.02,52.57,14272.06,1.35
values_715,32,289,98,809,130,5681.10,268054.96,0.02,47.18,14891.94,1.39
values_528,32,765,152,2024,184,15227.69,1226229.73,0.01,80.53,68123.87,3.82
values_276,32,270,81,762,113,5196.98,277172.07,0.02,53.33,15398.45,1.42
values_24,32,310,102,866,134,6119.23,297562.71,0.02,48.63,16531.26,1.49
values_296,32,865,153,2294,185,17276.99,1562833.52,0.01,90.46,86824.08,4.49
values_244,32,445,133,1220,165,8986.91,481103.92,0.02,53.53,26728.00,2.05
values_380,32,358,116,994,148,7166.20,353861.85,0.02,49.38,19658.99,1.67
values_25,32,238,68,686,100,4557.69,255230.38,0.02,56,14179.47,1.34
values_740,32,198,38,577,70,3536.60,294840.45,0.01,83.37,16380.02,1.48
values_478,32,385,124,1058,156,7707.96,382911.34,0.02,49.68,21272.85,1.76
values_379,32,918,153,2388,185,17984.94,1726554.14,0.01,96,95919.67,4.80
values_810,32,673,152,1785,184,13429.56,951378.17,0.01,70.84,52854.34,3.22
values_440,32,238,69,681,101,4534.24,250237.59,0.02,55.19,13902.09,1.32
values_543,32,814,152,2134,184,16055.28,1375684.10,0.01,85.68,76426.89,4.12
values_130,32,205,44,592,76,3698.77,275726.72,0.01,74.55,15318.15,1.41
values_225,32,238,67,685,99,4541.11,258097.67,0.02,56.84,14338.76,1.35
values_285,32,253,72,724,104,4851.12,272740.65,0.02,56.22,15152.26,1.40
values_363,32,358,124,994,156,7241.69,334519.35,0.02,46.19,18584.41,1.61
values_667,32,865,153,2270,185,17096.24,1546483.04,0.01,90.46,85915.72,4.46
values_26,32,289,93,814,125,5670.15,281922.22,0.02,49.72,15662.35,1.43
values_793,32,550,145,1478,177,11037.12,669839.07,0.02,60.69,37213.28,2.55
values_772,32,414,128,1124,160,8229.85,425894.59,0.02,51.75,23660.81,1.89
values_931,32,673,152,1777,184,13369.37,947114.29,0.01,70.84,52617.46,3.21
values_981,32,238,69,676,101,4500.95,248400.31,0.02,55.19,13800.02,1.32
values_422,32,550,149,1480,181,11099.77,655557.00,0.02,59.06,36419.83,2.52
values_920,32,270,89,758,121,5244.50,254564.41,0.02,48.54,14142.47,1.34
values_259,32,918,153,2398,185,18060.25,1733784.26,0.01,96,96321.35,4.81
values_477,32,414,136,1142,168,8442.03,411176.35,0.02,48.71,22843.13,1.84
values_738,32,238,67,679,99,4501.33,255836.96,0.02,56.84,14213.16,1.34
values_430,32,253,72,714,104,4784.11,268973.52,0.02,56.22,14942.97,1.39
values_922,32,310,108,867,140,6181.09,283872.21,0.02,45.93,15770.68,1.44
values_903,32,310,104,866,136,6137.74,292723.12,0.02,47.69,16262.40,1.47
values_761,32,973,153,2520,185,18979.08,1931152.53,0.01,101.75,107286.25,5.17
values_204,32,333,115,931,147,6702.89,310548.04,0.02,46.33,17252.67,1.53
values_48,32,358,118,989,150,7149.30,347044.07,0.02,48.54,19280.23,1.65
values_71,32,193,33,562,65,3384.57,316713.77,0.01,93.58,17595.21,1.55
values_851,32,673,149,1780,181,13349.73,964764.07,0.01,72.27,53598.00,3.25
values_347,32,589,147,1576,179,11794.49,756131.35,0.02,64.11,42007.30,2.77
values_725,32,718,146,1895,178,14166.51,1114691.25,0.01,78.68,61927.29,3.58
values_266,32,630,152,1669,184,12556.82,832715.76,0.02,66.32,46261.99,2.95
values_448,32,205,42,594,74,3688.42,288047.67,0.01,78.10,16002.65,1.45
values_934,32,589,150,1579,182,11854.81,744798.05,0.02,62.83,41377.67,2.74
values_531,32,225,60,646,92,4214.22,252853.26,0.02,60,14047.40,1.33
values_224,32,253,81,715,113,4876.43,243700.99,0.02,49.98,13538.94,1.30
values_686,32,358,120,988,152,7160.95,341816.13,0.02,47.73,18989.78,1.63
values_927,32,478,139,1287,171,9546.78,525278.74,0.02,55.02,29182.15,2.17
values_407,32,513,144,1383,176,10316.39,588034.45,0.02,57,32668.58,2.34
values_76,32,198,38,577,70,3536.60,294840.45,0.01,83.37,16380.02,1.48
values_949,32,310,101,868,133,6123.99,300742.24,0.02,49.11,16707.90,1.50
values_969,32,310,112,870,144,6237.83,276246.97,0.02,44.29,15347.05,1.41
values_781,32,630,152,1666,184,12534.25,831218.96,0.02,66.32,46178.83,2.95
values_7,32,589,148,1574,180,11792.18,750874.82,0.02,63.68,41715.27,2.75
values_683,32,513,149,1374,181,10304.79,567662.43,0.02,55.09,31536.80,2.29
values_376,32,333,113,916,145,6576.80,310098.88,0.02,47.15,17227.72,1.53
values_877,32,214,49,622,81,3943.39,275554.21,0.01,69.88,15308.57,1.41
values_654,32,385,126,1051,158,7676.27,375284.49,0.02,48.89,20849.14,1.73
values_508,32,289,93,808,125,5628.35,279844.17,0.02,49.72,15546.90,1.43
values_332,32,253,75,719,107,4847.11,261614.94,0.02,53.97,14534.16,1.36
values_281,32,478,141,1299,173,9657.58,523838.21,0.02,54.24,29102.12,2.17
values_381,32,253,82,719,114,4912.85,242526.93,0.02,49.37,13473.72,1.30
values_769,32,289,97,819,129,5742.20,273731.03,0.02,47.67,15207.28,1.41
values_701,32,973,153,2538,185,19114.65,1944946.48,0.01,101.75,108052.58,5.19
values_855,32,205,44,596,76,3723.76,277589.74,0.01,74.55,15421.65,1.42
values_320,32,630,148,1670,180,12511.39,852127.42,0.01,68.11,47340.41,3.00
values_50,32,513,140,1375,172,10211.11,598663.03,0.02,58.63,33259.06,2.37
values_918,32,214,49,623,81,3949.73,275997.22,0.01,69.88,15333.18,1.41
values_615,32,814,152,2145,184,16138.04,1382775.25,0.01,85.68,76820.85,4.14
values_704,32,814,152,2140,184,16100.42,1379552.00,0.01,85.68,76641.78,4.13
values_633,32,814,151,2141,183,16091.11,1387885.17,0.01,86.25,77104.73,4.15
values_847,32,513,145,1372,177,10245.55,579969.06,0.02,56.61,32220.50,2.32
values_602,32,865,151,2283,183,17158.34,1572658.70,0.01,91.66,87369.93,4.51
values_399,32,973,152,2547,184,19162.51,1962644.68,0.01,102.42,109035.82,5.23
values_22,32,630,146,1662,178,12424.67,857812.76,0.01,69.04,47656.26,3.01
values_313,32,225,63,646,95,4244.13,242521.53,0.02,57.14,13473.42,1.30
values_375,32,225,60,646,92,4214.22,252853.26,0.02,60,14047.40,1.33
values_963,32,214,53,621,85,3980.23,257137.99,0.02,64.60,14285.44,1.35
values_168,32,673,151,1775,183,13340.37,951318.37,0.01,71.31,52851.02,3.22
values_226,32,478,141,1287,173,9568.37,518999.06,0.02,54.24,28833.28,2.15
values_190,32,765,151,2027,183,15234.32,1234888.22,0.01,81.06,68604.90,3.84
values_429,32,310,96,864,128,6048,312480,0.02,51.67,17360,1.53
values_236,32,214,51,623,83,3971.65,266645.65,0.01,67.14,14813.65,1.38
values_777,32,289,98,809,130,5681.10,268054.96,0.02,47.18,14891.94,1.39
values_909,32,358,120,977,152,7081.23,338010.48,0.02,47.73,18778.36,1.62
values_438,32,270,94,765,126,5337.62,245303.35,0.02,45.96,13627.96,1.31
values_607,32,550,145,1488,177,11111.80,674371.13,0.02,60.69,37465.06,2.56
values_717,32,918,153,2390,185,18000.00,1728000.16,0.01,96,96000.01,4.80
values_782,32,358,117,985,149,7110.88,348129.28,0.02,48.96,19340.52,1.65
values_258,32,198,38,574,70,3518.21,293307.48,0.01,83.37,16294.86,1.47
values_872,32,865,153,2261,185,17028.45,1540351.61,0.01,90.46,85575.09,4.45
values_637,32,513,140,1376,172,10218.54,599098.42,0.02,58.63,33283.25,2.37
values_746,32,718,150,1877,182,14092.13,1079269.30,0.01,76.59,59959.41,3.51
values_4,32,814,153,2108,185,15876.15,1351444.48,0.01,85.12,75080.25,4.07
values_345,32,205,44,596,76,3723.76,277589.74,0.01,74.55,15421.65,1.42
values_102,32,630,151,1686,183,12671.47,845883.56,0.01,66.75,46993.53,2.98
values_962,32,589,147,1550,179,11599.91,743657.10,0.02,64.11,41314.28,2.74
values_356,32,765,152,2028,184,15257.78,1228653.10,0.01,80.53,68258.51,3.82
values_853,32,289,99,814,131,5725.21,267407.62,0.02,46.71,14855.98,1.38
values_849,32,630,151,1664,183,12506.12,834845.93,0.01,66.75,46380.33,2.96
values_814,32,310,102,863,134,6098.03,296531.90,0.02,48.63,16473.99,1.48
values_370,32,765,150,2022,182,15180.76,1238750.08,0.01,81.60,68819.45,3.84
values_778,32,198,38,576,70,3530.47,294329.46,0.01,83.37,16351.64,1.47
values_458,32,238,71,679,103,4540.13,243504.64,0.02,53.63,13528.04,1.30
values_818,32,814,153,2124,185,15996.65,1361702.12,0.01,85.12,75650.12,4.10
values_119,32,814,153,2143,185,16139.75,1373883.07,0.01,85.12,76326.84,4.12
values_373,32,253,76,716,108,4836.50,257607.23,0.02,53.26,14311.51,1.35
values_351,32,414,134,1128,166,8319.04,411233.96,0.02,49.43,22846.33,1.84
values_32,32,865,152,2276,184,17123.63,1559151.30,0.01,91.05,86619.52,4.48
values_770,32,550,148,1470,180,11013.02,654828.46,0.02,59.46,36379.36,2.51
values_371,32,198,37,578,69,3530.73,302306.58,0.01,85.62,16794.81,1.50
values_283,32,205,44,593,76,3705.02,276192.48,0.01,74.55,15344.03,1.41
values_535,32,673,150,1803,182,13536.55,971744.07,0.01,71.79,53985.78,3.27
values_250,32,310,110,860,142,6148.78,277254.19,0.02,45.09,15403.01,1.42
values_132,32,865,153,2270,185,17096.24,1546483.04,0.01,90.46,85915.72,4.46
values_649,32,589,150,1561,182,11719.67,736307.64,0.02,62.83,40905.98,2.72
values_77,32,385,130,1042,162,7648.12,362403.40,0.02,47.38,20133.52,1.69
values_260,32,358,118,987,150,7134.84,346342.26,0.02,48.54,19241.24,1.64
values_891,32,445,134,1215,166,8960.67,476119.34,0.02,53.13,26451.07,2.03
values_91,32,673,149,1777,181,13327.23,963138.06,0.01,72.27,53507.67,3.25
values_137,32,205,42,593,74,3682.21,287562.74,0.01,78.10,15975.71,1.45
values_42,32,718,151,1892,183,14219.70,1081827.55,0.01,76.08,60101.53,3.51
values_13,32,414,134,1135,166,8370.67,413785.94,0.02,49.43,22988.11,1.85
values_577,32,814,152,2148,184,16160.61,1384709.20,0.01,85.68,76928.29,4.14
values_41,32,385,122,1048,154,7615.59,384524.99,0.02,50.49,21362.50,1.76
values_809,32,718,151,1886,183,14174.61,1078396.81,0.01,76.08,59910.93,3.51
values_414,32,270,84,762,116,5225.78,268754.48,0.02,51.43,14930.80,1.39
values_360,32,414,136,1122,168,8294.18,403975.36,0.02,48.71,22443.08,1.82
values_386,32,718,150,1897,182,14242.29,1090769.24,0.01,76.59,60598.29,3.53
