inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_669,122,23,10,23,12,45,32,69,80,56,110,55,69,102,84,31
values_120,122,23,10,23,12,45,32,69,120,29,47,10,56,30,28,125
values_974,122,23,10,23,12,45,32,96,88,49,122,84,11,28,74,46
values_217,122,23,10,23,12,45,32,85,29,95,71,93,78,122,51,101
values_866,122,23,10,23,12,45,32,63,105,77,54,126,119,120,18,66
values_192,122,23,10,23,12,45,32,77,104,108,82,57,24,68,111,75
values_328,122,23,10,23,12,45,32,17,73,40,30,80,90,67,34,80
values_68,122,23,10,23,12,45,32,85,79,66,82,126,72,126,113,40
values_387,122,23,10,23,12,45,32,87,53,72,118,66,16,123,54,123
values_69,122,23,10,23,12,45,32,20,18,119,23,53,122,21,12,13
values_749,122,23,10,23,12,45,32,43,39,71,50,18,29,104,13,88
values_135,122,23,10,23,12,45,32,35,84,78,72,27,100,88,67,48
values_341,122,23,10,23,12,45,32,41,20,29,106,120,54,46,89,65
values_494,122,23,10,23,12,45,32,66,23,74,109,56,79,107,90,47
values_1,122,23,10,23,12,45,32,34,47,76,54,14,21,106,50,10
values_589,122,23,10,23,12,45,32,23,70,108,86,120,89,123,78,88
values_925,122,23,10,23,12,45,32,31,84,26,15,72,34,104,22,60
values_524,122,23,10,23,12,45,32,120,71,70,64,15,84,72,39,10
values_994,122,23,10,23,12,45,32,121,43,118,74,56,47,64,126,44
values_856,122,23,10,23,12,45,32,126,120,47,61,67,29,101,124,60
values_156,122,23,10,23,12,45,32,97,22,117,45,17,69,38,77,20
values_470,122,23,10,23,12,45,32,32,47,14,77,109,36,103,59,84
values_207,122,23,10,23,12,45,32,31,76,11,73,87,68,57,58,10
values_655,122,23,10,23,12,45,32,62,87,21,67,194,188,212,35,31
values_441,122,23,10,23,12,45,32,30,125,124,10,65,115,105,10,47
values_109,122,23,10,23,12,45,32,91,10,15,108,91,82,56,99,112
values_45,122,23,10,23,12,45,32,124,123,59,107,30,125,69,72,95
values_125,122,23,10,23,12,45,32,91,46,26,65,53,93,31,115,25
values_600,122,23,10,23,12,45,32,86,69,11,23,14,61,45,47,45
values_708,122,23,10,23,12,45,32,53,43,98,112,110,97,55,102,99
values_791,122,23,10,23,12,45,32,27,31,65,80,54,44,111,90,10
values_912,122,23,10,23,12,45,32,122,58,33,84,121,29,103,23,64
values_533,122,23,10,23,12,45,32,89,112,15,45,62,105,95,107,64
values_418,122,23,10,23,12,45,32,111,76,36,69,37,34,78,19,27
values_228,122,23,10,23,12,45,32,81,103,96,60,93,56,29,63,101
values_585,122,23,10,23,12,45,32,126,40,58,81,48,17,71,23,82
values_465,122,23,10,23,12,45,32,22,43,17,43,80,36,61,74,36
values_239,122,23,10,23,12,45,32,118,68,97,101,74,15,11,62,106
values_842,122,23,10,23,12,45,32,16,84,84,76,112,53,23,10,11
values_208,122,23,10,23,12,45,32,127,57,125,25,53,77,121,38,45
values_932,122,23,10,23,12,45,32,97,26,39,69,89,91,39,116,23
values_957,122,23,10,23,12,45,32,46,118,103,16,48,95,105,56,92
values_563,122,23,10,23,12,45,32,61,22,17,25,33,75,127,63,40
values_766,122,23,10,23,12,45,32,27,25,32,46,94,124,104,66,43
values_476,122,23,10,23,12,45,32,99,95,58,69,13,81,109,25,21
values_175,122,23,10,23,12,45,32,77,26,46,85,194,188,212,35,31
values_591,122,23,10,23,12,45,32,121,76,13,26,39,51,62,78,10
values_997,122,23,10,23,12,45,32,76,21,26,43,60,92,30,107,79
values_385,122,23,10,23,12,45,32,106,107,99,31,81,121,99,11,194
values_115,122,23,10,23,12,45,32,107,49,50,70,97,30,11,89,82
values_653,122,23,10,23,12,45,32,126,66,16,122,125,58,29,18,85
values_753,122,23,10,23,12,45,32,58,83,105,74,111,75,81,49,57
values_241,122,23,10,23,12,45,32,67,51,47,101,98,25,105,25,112
values_197,122,23,10,23,12,45,32,56,54,42,68,121,86,101,73,40
values_636,122,23,10,23,12,45,32,29,103,49,93,31,61,35,117,44
values_450,122,23,10,23,12,45,32,14,61,116,23,59,38,80,75,24
values_106,122,23,10,23,12,45,32,87,120,104,42,194,188,212,35,31
values_699,122,23,10,23,12,45,32,55,87,97,96,31,105,93,17,62
values_578,122,23,10,23,12,45,32,124,28,33,10,69,11,10,11,12
values_644,122,23,10,23,12,45,32,17,45,85,10,43,57,17,53,36
values_570,122,23,10,23,12,45,32,37,47,42,69,47,69,77,10,11
values_873,122,23,10,23,12,45,32,17,108,42,89,55,124,18,25,58
values_33,122,23,10,23,12,45,32,123,56,74,39,121,34,106,45,56
values_210,122,23,10,23,12,45,32,59,44,24,18,14,69,127,120,97
values_486,122,23,10,23,12,45,32,50,76,58,104,10,111,15,15,62
values_252,122,23,10,23,12,45,32,77,105,108,10,111,28,30,17,82
values_694,122,23,10,23,12,45,32,62,64,91,23,59,108,109,16,94
values_759,122,23,10,23,12,45,32,127,29,60,89,57,54,105,26,46
values_245,122,23,10,23,12,45,32,76,17,124,101,90,60,123,61,10
values_15,122,23,10,23,12,45,32,71,86,28,55,25,51,92,85,58
values_792,122,23,10,23,12,45,32,50,16,97,38,13,81,111,74,10
values_248,122,23,10,23,12,45,32,69,58,53,31,61,12,110,49,80
values_246,122,23,10,23,12,45,32,71,55,88,33,52,47,108,127,58
values_556,122,23,10,23,12,45,32,86,15,84,28,19,95,81,76,10
values_513,122,23,10,23,12,45,32,56,104,92,41,41,17,115,79,68
values_93,122,23,10,23,12,45,32,45,17,12,92,53,112,74,12,85
values_558,122,23,10,23,12,45,32,124,56,79,113,83,18,12,95,91
values_991,122,23,10,23,12,45,32,44,50,108,86,72,10,59,31,10
values_181,122,23,10,23,12,45,32,25,58,78,47,112,21,13,18,56
values_674,122,23,10,23,12,45,32,94,77,19,65,58,117,106,77,117
values_652,122,23,10,23,12,45,32,69,17,114,10,85,56,102,66,119
values_344,122,23,10,23,12,45,32,110,41,70,119,75,92,90,91,60
values_715,122,23,10,23,12,45,32,102,42,49,25,101,13,56,113,105
values_528,122,23,10,23,12,45,32,92,82,66,33,112,97,88,70,62
values_276,122,23,10,23,12,45,32,68,98,77,110,15,51,115,78,19
values_24,122,23,10,23,12,45,32,29,91,123,61,16,43,23,46,72
values_296,122,23,10,23,12,45,32,124,101,12,109,53,37,28,73,44
values_244,122,23,10,23,12,45,32,37,68,29,103,85,31,42,52,94
values_380,122,23,10,23,12,45,32,110,119,52,24,79,32,15,61,10
values_25,122,23,10,23,12,45,32,107,63,54,58,124,120,58,101,33
values_740,122,23,10,23,12,45,32,30,116,126,22,119,114,88,79,111
values_478,122,23,10,23,12,45,32,76,95,10,20,126,44,92,105,101
values_379,122,23,10,23,12,45,32,77,60,19,66,53,20,26,126,115
values_810,122,23,10,23,12,45,32,69,45,33,89,79,55,27,17,77
values_440,122,23,10,23,12,45,32,113,95,110,44,123,32,88,12,112
values_543,122,23,10,23,12,45,32,79,113,124,29,10,10,91,103,126
values_130,122,23,10,23,12,45,32,34,101,30,85,64,69,52,58,18
values_225,122,23,10,23,12,45,32,35,65,76,102,87,43,116,16,94
values_285,122,23,10,23,12,45,32,98,125,36,58,42,41,78,127,119
values_363,122,23,10,23,12,45,32,38,58,125,20,86,93,75,41,18
values_667,122,23,10,23,12,45,32,33,67,21,10,78,113,16,54,93
values_26,122,23,10,23,12,45,32,109,49,122,68,110,65,44,108,77
values_793,122,23,10,23,12,45,32,45,60,106,67,117,57,107,76,86
values_772,122,23,10,23,12,45,32,30,99,94,120,30,86,49,123,111
values_931,122,23,10,23,12,45,32,115,97,28,69,12,112,74,90,69
values_981,122,23,10,23,12,45,32,33,74,81,27,49,68,110,56,43
values_422,122,23,10,23,12,45,32,39,26,50,121,50,101,36,10,11
values_920,122,23,10,23,12,45,32,32,107,71,79,60,118,31,36,115
values_259,122,23,10,23,12,45,32,18,33,60,61,114,82,18,43,54
values_477,122,23,10,23,12,45,32,100,82,116,76,13,115,30,54,10
values_738,122,23,10,23,12,45,32,108,82,61,48,127,58,120,68,115
values_430,122,23,10,23,12,45,32,55,88,44,50,33,50,76,44,93
values_922,122,23,10,23,12,45,32,28,57,13,81,126,42,101,60,43
values_903,122,23,10,23,12,45,32,28,53,52,76,26,127,40,109,10
values_761,122,23,10,23,12,45,32,64,118,57,36,68,67,42,24,48
values_204,122,23,10,23,12,45,32,76,86,87,93,20,103,106,105,124
values_48,122,23,10,23,12,45,32,12,14,96,63,21,31,52,28,10
values_71,122,23,10,23,12,45,32,108,34,91,194,188,212,35,31,143
values_851,122,23,10,23,12,45,32,45,26,63,17,62,41,56,117,30
values_347,122,23,10,23,12,45,32,53,28,92,69,29,57,42,68,85
values_725,122,23,10,23,12,45,32,122,126,107,68,114,74,49,85,10
values_266,122,23,10,23,12,45,32,121,24,54,44,126,91,47,85,117
values_448,122,23,10,23,12,45,32,10,51,60,88,80,59,60,97,13
values_934,122,23,10,23,12,45,32,18,11,79,11,80,84,13,107,10
values_531,122,23,10,23,12,45,32,98,26,108,58,49,102,94,95,63
values_224,122,23,10,23,12,45,32,120,21,67,121,74,75,62,33,108
values_686,122,23,10,23,12,45,32,113,54,80,124,98,44,45,118,73
values_927,122,23,10,23,12,45,32,24,31,48,113,89,36,70,111,85
values_407,122,23,10,23,12,45,32,118,79,38,119,13,11,80,23,10
values_76,122,23,10,23,12,45,32,98,34,22,120,93,16,15,19,194
values_949,122,23,10,23,12,45,32,120,14,43,84,55,69,29,11,119
values_969,122,23,10,23,12,45,32,35,59,18,18,46,14,68,91,95
values_781,122,23,10,23,12,45,32,98,104,23,33,124,49,78,102,10
values_7,122,23,10,23,12,45,32,71,99,103,13,90,52,68,72,77
values_683,122,23,10,23,12,45,32,88,81,83,56,74,36,21,12,28
values_376,122,23,10,23,12,45,32,55,76,65,89,59,51,122,78,22
values_877,122,23,10,23,12,45,32,36,46,16,25,112,86,18,86,64
values_654,122,23,10,23,12,45,32,72,96,11,34,111,10,39,67,127
values_508,122,23,10,23,12,45,32,75,63,96,122,70,104,68,120,32
values_332,122,23,10,23,12,45,32,98,77,48,109,31,40,62,82,28
values_281,122,23,10,23,12,45,32,46,47,40,73,124,27,93,116,105
values_381,122,23,10,23,12,45,32,85,85,30,16,16,15,95,109,55
values_769,122,23,10,23,12,45,32,29,56,39,126,121,105,49,91,76
values_701,122,23,10,23,12,45,32,112,93,46,64,17,21,107,125,10
values_855,122,23,10,23,12,45,32,74,93,41,107,95,82,61,14,127
values_320,122,23,10,23,12,45,32,75,28,109,14,33,11,30,50,98
values_50,122,23,10,23,12,45,32,41,127,39,95,127,27,102,47,73
values_918,122,23,10,23,12,45,32,117,72,99,96,34,126,74,48,50
values_615,122,23,10,23,12,45,32,53,111,35,74,70,56,118,15,113
values_704,122,23,10,23,12,45,32,112,46,80,77,98,19,92,64,120
values_633,122,23,10,23,12,45,32,51,54,124,89,10,59,61,95,16
values_847,122,23,10,23,12,45,32,61,91,29,20,124,15,108,43,18
values_602,122,23,10,23,12,45,32,24,14,82,77,80,121,85,84,10
values_399,122,23,10,23,12,45,32,72,104,126,42,20,93,91,90,60
values_22,122,23,10,23,12,45,32,121,101,25,108,55,98,31,29,78
values_313,122,23,10,23,12,45,32,50,113,106,32,72,58,25,70,26
values_375,122,23,10,23,12,45,32,21,56,39,20,56,37,89,76,29
values_963,122,23,10,23,12,45,32,88,94,23,102,69,30,24,80,62
values_168,122,23,10,23,12,45,32,22,51,67,37,50,38,118,103,69
values_226,122,23,10,23,12,45,32,98,20,49,56,69,46,45,119,10
values_190,122,23,10,23,12,45,32,109,84,16,126,74,28,22,117,89
values_429,122,23,10,23,12,45,32,99,109,108,56,71,72,29,91,12
values_236,122,23,10,23,12,45,32,105,65,41,12,97,14,51,21,126
values_777,122,23,10,23,12,45,32,61,24,42,75,25,105,14,90,125
values_909,122,23,10,23,12,45,32,126,111,41,71,121,54,68,35,49
values_438,122,23,10,23,12,45,32,58,105,18,125,116,43,49,95,81
values_607,122,23,10,23,12,45,32,85,98,79,19,33,61,33,76,75
values_717,122,23,10,23,12,45,32,64,23,36,112,45,116,72,113,10
values_782,122,23,10,23,12,45,32,41,118,96,105,42,65,51,127,109
values_258,122,23,10,23,12,45,32,125,70,121,14,41,60,15,86,99
values_872,122,23,10,23,12,45,32,43,74,106,119,123,48,127,56,76
values_637,122,23,10,23,12,45,32,43,90,94,21,75,112,102,12,10
values_746,122,23,10,23,12,45,32,52,71,34,112,28,64,34,98,10
values_4,122,23,10,23,12,45,32,87,119,39,67,106,69,50,76,21
values_345,122,23,10,23,12,45,32,107,72,22,17,65,109,77,59,125
values_102,122,23,10,23,12,45,32,69,89,90,69,117,83,115,90,74
values_962,122,23,10,23,12,45,32,63,85,22,76,117,59,105,33,29
values_356,122,23,10,23,12,45,32,65,72,19,57,14,79,41,96,120
values_853,122,23,10,23,12,45,32,68,52,65,28,15,35,15,109,83
values_849,122,23,10,23,12,45,32,70,71,42,19,13,81,83,88,51
values_814,122,23,10,23,12,45,32,89,55,109,50,24,90,61,57,99
values_370,122,23,10,23,12,45,32,57,119,71,84,79,55,115,22,74
values_778,122,23,10,23,12,45,32,124,54,39,48,110,47,122,194,188
values_458,122,23,10,23,12,45,32,37,104,17,41,126,72,46,49,19
values_818,122,23,10,23,12,45,32,81,52,61,83,125,10,53,77,59
values_119,122,23,10,23,12,45,32,48,120,93,48,75,85,124,71,10
values_373,122,23,10,23,12,45,32,120,12,32,86,94,45,56,76,69
values_351,122,23,10,23,12,45,32,72,68,101,65,49,93,20,109,23
values_32,122,23,10,23,12,45,32,57,43,82,112,58,13,10,70,50
values_770,122,23,10,23,12,45,32,11,63,81,107,71,46,100,48,104
values_371,122,23,10,23,12,45,32,57,125,98,21,70,116,124,64,194
values_283,122,23,10,23,12,45,32,89,119,27,78,109,34,68,59,103
values_535,122,23,10,23,12,45,32,96,79,53,92,51,52,107,87,28
values_250,122,23,10,23,12,45,32,118,96,89,84,67,21,118,117,53
values_132,122,23,10,23,12,45,32,69,30,114,17,126,17,47,35,92
values_649,122,23,10,23,12,45,32,49,30,28,119,32,113,54,114,117
values_77,122,23,10,23,12,45,32,15,16,72,122,26,47,19,34,15
values_260,122,23,10,23,12,45,32,69,125,61,52,119,120,68,75,27
values_891,122,23,10,23,12,45,32,113,123,17,117,95,12,66,54,87
values_91,122,23,10,23,12,45,32,96,110,124,120,106,20,19,58,27
values_137,122,23,10,23,12,45,32,101,109,51,38,126,127,43,107,66
values_42,122,23,10,23,12,45,32,14,109,22,77,35,87,92,64,60
values_13,122,23,10,23,12,45,32,24,52,43,31,95,82,59,87,38
values_577,122,23,10,23,12,45,32,108,114,22,79,37,42,32,114,70
values_41,122,23,10,23,12,45,32,90,91,117,10,68,119,105,58,42
values_809,122,23,10,23,12,45,32,17,44,24,83,126,74,39,104,12
values_414,122,23,10,23,12,45,32,62,80,72,27,49,41,56,92,39
values_360,122,23,10,23,12,45,32,35,47,117,20,57,78,11,68,27
values_386,122,23,10,23,12,45,32,121,120,124,80,117,25,41,51,15
values_158,122,23,10,23,12,45,32,66,68,43,82,26,86,90,17,73
values_904,122,23,10,23,12,45,32,11,97,117,52,51,123,49,18,123
values_480,122,23,10,23,12,45,32,28,67,63,67,35,112,117,47,71
values_647,122,23,10,23,12,45,32,81,20,19,22,77,59,103,70,43
values_104,122,23,10,23,12,45,32,106,23,93,107,39,108,77,18,88
values_55,122,23,10,23,12,45,32,99,88,115,126,125,79,15,28,67
values_491,122,23,10,23,12,45,32,86,50,103,82,111,38,98,55,91
values_391,122,23,10,23,12,45,32,88,47,87,28,12,27,93,84,120
values_972,122,23,10,23,12,45,32,36,117,25,22,97,50,38,93,84
values_571,122,23,10,23,12,45,32,116,34,71,29,29,94,117,85,52
values_940,122,23,10,23,12,45,32,94,98,68,112,17,86,55,53,21
values_861,122,23,10,23,12,45,32,65,108,75,106,34,47,39,49,112
values_324,122,23,10,23,12,45,32,27,73,40,47,96,108,10,50,85
values_549,122,23,10,23,12,45,32,116,78,19,26,194,188,212,35,31
values_170,122,23,10,23,12,45,32,70,21,76,96,100,47,81,32,119
values_269,122,23,10,23,12,45,32,43,126,49,75,93,76,105,122,20
values_442,122,23,10,23,12,45,32,19,82,107,83,194,188,212,35,31
values_520,122,23,10,23,12,45,32,102,38,70,103,49,127,22,66,123
values_455,122,23,10,23,12,45,32,97,31,96,120,84,76,82,116,10
values_31,122,23,10,23,12,45,32,120,58,94,26,40,101,27,108,43
values_971,122,23,10,23,12,45,32,124,43,66,48,13,113,66,100,43
values_397,122,23,10,23,12,45,32,37,83,72,63,83,88,44,72,10
values_254,122,23,10,23,12,45,32,105,121,95,112,123,56,66,103,87
values_616,122,23,10,23,12,45,32,114,122,24,80,11,127,83,61,10
values_66,122,23,10,23,12,45,32,71,76,36,37,99,116,50,104,51
values_943,122,23,10,23,12,45,32,81,61,74,123,66,123,67,73,56
values_117,122,23,10,23,12,45,32,43,116,20,44,16,33,61,42,18
values_451,122,23,10,23,12,45,32,116,95,119,114,194,188,212,35,31
values_643,122,23,10,23,12,45,32,100,110,65,32,25,78,14,26,62
values_688,122,23,10,23,12,45,32,58,32,93,97,35,124,114,19,121
values_569,122,23,10,23,12,45,32,99,66,100,59,82,78,43,46,114
values_745,122,23,10,23,12,45,32,64,35,107,51,115,72,63,97,122
values_65,122,23,10,23,12,45,32,110,115,30,37,126,72,55,34,10
values_980,122,23,10,23,12,45,32,22,45,104,61,112,31,80,47,23
values_982,122,23,10,23,12,45,32,47,49,17,50,82,62,118,81,64
values_62,122,23,10,23,12,45,32,54,83,70,18,126,59,28,114,10
values_789,122,23,10,23,12,45,32,25,29,81,62,82,108,104,47,10
values_401,122,23,10,23,12,45,32,35,93,53,32,88,89,125,100,92
values_21,122,23,10,23,12,45,32,30,104,33,65,56,49,32,85,84
values_598,122,23,10,23,12,45,32,62,33,120,23,63,42,19,78,91
values_273,122,23,10,23,12,45,32,57,72,106,21,69,73,98,26,123
values_534,122,23,10,23,12,45,32,19,88,19,26,41,21,50,114,69
values_118,122,23,10,23,12,45,32,58,115,52,46,194,188,212,35,31
values_141,122,23,10,23,12,45,32,126,105,30,70,22,109,71,57,10
values_366,122,23,10,23,12,45,32,42,126,28,83,121,99,80,126,85
values_222,122,23,10,23,12,45,32,42,19,51,89,101,100,60,88,10
values_876,122,23,10,23,12,45,32,119,101,29,53,92,102,41,10,11
values_700,122,23,10,23,12,45,32,115,11,54,118,28,58,104,21,98
values_95,122,23,10,23,12,45,32,38,24,25,38,194,188,212,35,31
values_806,122,23,10,23,12,45,32,15,44,26,41,23,69,50,89,86
