inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_893," 191 
"," 34 
"," 81 
"," 33 
"," 272 
"," 67 
"," 1649.98 
"," 68849.01 
"," 0.02 
"," 41.73 
"," 3824.94 
"," 0.56 
"
values_144," 192 
"," 34 
"," 81 
"," 32 
"," 273 
"," 66 
"," 1650.12 
"," 71006.71 
"," 0.02 
"," 43.03 
"," 3944.82 
"," 0.57 
"
values_979," 180 
"," 34 
"," 74 
"," 26 
"," 254 
"," 60 
"," 1500.35 
"," 72593.87 
"," 0.02 
"," 48.38 
"," 4032.99 
"," 0.58 
"
values_831," 192 
"," 34 
"," 82 
"," 34 
"," 274 
"," 68 
"," 1667.96 
"," 68386.56 
"," 0.02 
"," 41 
"," 3799.25 
"," 0.56 
"
values_402," 181 
"," 34 
"," 75 
"," 28 
"," 256 
"," 62 
"," 1524.27 
"," 69408.92 
"," 0.02 
"," 45.54 
"," 3856.05 
"," 0.56 
"
values_404," 181 
"," 34 
"," 75 
"," 28 
"," 256 
"," 62 
"," 1524.27 
"," 69408.92 
"," 0.02 
"," 45.54 
"," 3856.05 
"," 0.56 
"
values_310," 192 
"," 34 
"," 85 
"," 38 
"," 277 
"," 72 
"," 1709.07 
"," 64989.61 
"," 0.03 
"," 38.03 
"," 3610.53 
"," 0.54 
"
values_70," 203 
"," 34 
"," 89 
"," 42 
"," 292 
"," 76 
"," 1824.39 
"," 65721.65 
"," 0.03 
"," 36.02 
"," 3651.20 
"," 0.54 
"
values_268," 209 
"," 34 
"," 92 
"," 42 
"," 301 
"," 76 
"," 1880.63 
"," 70030.94 
"," 0.03 
"," 37.24 
"," 3890.61 
"," 0.57 
"
values_1018," 208 
"," 34 
"," 92 
"," 40 
"," 300 
"," 74 
"," 1862.84 
"," 72836.89 
"," 0.03 
"," 39.10 
"," 4046.49 
"," 0.58 
"
values_412," 182 
"," 34 
"," 75 
"," 28 
"," 257 
"," 62 
"," 1530.23 
"," 69680.05 
"," 0.02 
"," 45.54 
"," 3871.11 
"," 0.56 
"
values_290," 192 
"," 34 
"," 85 
"," 35 
"," 277 
"," 69 
"," 1692.06 
"," 69857.96 
"," 0.02 
"," 41.29 
"," 3881.00 
"," 0.57 
"
values_916," 175 
"," 34 
"," 71 
"," 23 
"," 246 
"," 57 
"," 1434.89 
"," 75300.58 
"," 0.02 
"," 52.48 
"," 4183.37 
"," 0.59 
"
values_567," 199 
"," 34 
"," 87 
"," 37 
"," 286 
"," 71 
"," 1758.83 
"," 70305.57 
"," 0.03 
"," 39.97 
"," 3905.87 
"," 0.57 
"
values_913," 175 
"," 34 
"," 71 
"," 23 
"," 246 
"," 57 
"," 1434.89 
"," 75300.58 
"," 0.02 
"," 52.48 
"," 4183.37 
"," 0.59 
"
values_232," 201 
"," 34 
"," 87 
"," 39 
"," 288 
"," 73 
"," 1782.67 
"," 67604.31 
"," 0.03 
"," 37.92 
"," 3755.80 
"," 0.55 
"
values_319," 195 
"," 34 
"," 85 
"," 37 
"," 280 
"," 71 
"," 1721.93 
"," 67248.32 
"," 0.03 
"," 39.05 
"," 3736.02 
"," 0.55 
"
values_23," 194 
"," 34 
"," 85 
"," 36 
"," 279 
"," 70 
"," 1710.07 
"," 68640.31 
"," 0.02 
"," 40.14 
"," 3813.35 
"," 0.56 
"
values_899," 175 
"," 34 
"," 71 
"," 23 
"," 246 
"," 57 
"," 1434.89 
"," 75300.58 
"," 0.02 
"," 52.48 
"," 4183.37 
"," 0.59 
"
values_428," 198 
"," 34 
"," 87 
"," 37 
"," 285 
"," 71 
"," 1752.68 
"," 70059.75 
"," 0.03 
"," 39.97 
"," 3892.21 
"," 0.57 
"
values_858," 196 
"," 34 
"," 87 
"," 39 
"," 283 
"," 73 
"," 1751.72 
"," 66430.63 
"," 0.03 
"," 37.92 
"," 3690.59 
"," 0.55 
"
values_546," 195 
"," 34 
"," 87 
"," 37 
"," 282 
"," 71 
"," 1734.23 
"," 69322.28 
"," 0.03 
"," 39.97 
"," 3851.24 
"," 0.56 
"
values_432," 201 
"," 34 
"," 87 
"," 39 
"," 288 
"," 73 
"," 1782.67 
"," 67604.31 
"," 0.03 
"," 37.92 
"," 3755.80 
"," 0.55 
"
values_231," 198 
"," 34 
"," 87 
"," 38 
"," 285 
"," 72 
"," 1758.43 
"," 68439.89 
"," 0.03 
"," 38.92 
"," 3802.22 
"," 0.56 
"
values_388," 182 
"," 34 
"," 75 
"," 28 
"," 257 
"," 62 
"," 1530.23 
"," 69680.05 
"," 0.02 
"," 45.54 
"," 3871.11 
"," 0.56 
"
values_350," 197 
"," 34 
"," 88 
"," 37 
"," 285 
"," 71 
"," 1752.68 
"," 70865.03 
"," 0.02 
"," 40.43 
"," 3936.95 
"," 0.57 
"
values_603," 187 
"," 34 
"," 79 
"," 30 
"," 266 
"," 64 
"," 1596 
"," 71447.60 
"," 0.02 
"," 44.77 
"," 3969.31 
"," 0.57 
"
values_364," 208 
"," 34 
"," 91 
"," 41 
"," 299 
"," 75 
"," 1862.42 
"," 70272.17 
"," 0.03 
"," 37.73 
"," 3904.01 
"," 0.57 
"
values_530," 200 
"," 34 
"," 89 
"," 42 
"," 289 
"," 76 
"," 1805.65 
"," 65046.43 
"," 0.03 
"," 36.02 
"," 3613.69 
"," 0.54 
"
values_72," 201 
"," 34 
"," 89 
"," 40 
"," 290 
"," 74 
"," 1800.74 
"," 68113.05 
"," 0.03 
"," 37.83 
"," 3784.06 
"," 0.56 
"
values_536," 202 
"," 34 
"," 89 
"," 40 
"," 291 
"," 74 
"," 1806.95 
"," 68347.92 
"," 0.03 
"," 37.83 
"," 3797.11 
"," 0.56 
"
values_79," 201 
"," 34 
"," 89 
"," 41 
"," 290 
"," 75 
"," 1806.36 
"," 66658.99 
"," 0.03 
"," 36.90 
"," 3703.28 
"," 0.55 
"
values_342," 202 
"," 34 
"," 88 
"," 39 
"," 290 
"," 73 
"," 1795.05 
"," 68856.24 
"," 0.03 
"," 38.36 
"," 3825.35 
"," 0.56 
"
values_803," 192 
"," 34 
"," 82 
"," 32 
"," 274 
"," 66 
"," 1656.16 
"," 72146.64 
"," 0.02 
"," 43.56 
"," 4008.15 
"," 0.58 
"
values_501," 190 
"," 34 
"," 80 
"," 33 
"," 270 
"," 67 
"," 1637.84 
"," 67499.03 
"," 0.02 
"," 41.21 
"," 3749.95 
"," 0.55 
"
values_540," 202 
"," 34 
"," 89 
"," 40 
"," 291 
"," 74 
"," 1806.95 
"," 68347.92 
"," 0.03 
"," 37.83 
"," 3797.11 
"," 0.56 
"
values_955," 184 
"," 34 
"," 77 
"," 29 
"," 261 
"," 63 
"," 1560.07 
"," 70418.33 
"," 0.02 
"," 45.14 
"," 3912.13 
"," 0.57 
"
values_191," 178 
"," 34 
"," 74 
"," 27 
"," 252 
"," 61 
"," 1494.55 
"," 69634.76 
"," 0.02 
"," 46.59 
"," 3868.60 
"," 0.56 
"
values_812," 196 
"," 34 
"," 82 
"," 34 
"," 278 
"," 68 
"," 1692.31 
"," 69384.90 
"," 0.02 
"," 41 
"," 3854.72 
"," 0.56 
"
values_545," 199 
"," 34 
"," 87 
"," 39 
"," 286 
"," 73 
"," 1770.29 
"," 67134.84 
"," 0.03 
"," 37.92 
"," 3729.71 
"," 0.55 
"
values_78," 203 
"," 34 
"," 89 
"," 40 
"," 292 
"," 74 
"," 1813.16 
"," 68582.79 
"," 0.03 
"," 37.83 
"," 3810.16 
"," 0.56 
"
values_526," 202 
"," 34 
"," 89 
"," 40 
"," 291 
"," 74 
"," 1806.95 
"," 68347.92 
"," 0.03 
"," 37.83 
"," 3797.11 
"," 0.56 
"
values_695," 188 
"," 34 
"," 81 
"," 34 
"," 269 
"," 68 
"," 1637.53 
"," 66319.86 
"," 0.02 
"," 40.50 
"," 3684.44 
"," 0.55 
"
values_87," 204 
"," 34 
"," 89 
"," 40 
"," 293 
"," 74 
"," 1819.37 
"," 68817.66 
"," 0.03 
"," 37.83 
"," 3823.20 
"," 0.56 
"
values_300," 194 
"," 34 
"," 85 
"," 37 
"," 279 
"," 71 
"," 1715.78 
"," 67008.14 
"," 0.03 
"," 39.05 
"," 3722.67 
"," 0.55 
"
values_964," 179 
"," 34 
"," 74 
"," 26 
"," 253 
"," 60 
"," 1494.44 
"," 72308.07 
"," 0.02 
"," 48.38 
"," 4017.11 
"," 0.58 
"
values_998," 204 
"," 34 
"," 92 
"," 44 
"," 296 
"," 78 
"," 1860.48 
"," 66131.57 
"," 0.03 
"," 35.55 
"," 3673.98 
"," 0.55 
"
values_988," 179 
"," 34 
"," 74 
"," 27 
"," 253 
"," 61 
"," 1500.48 
"," 69911.09 
"," 0.02 
"," 46.59 
"," 3883.95 
"," 0.57 
"
values_6," 194 
"," 34 
"," 85 
"," 34 
"," 279 
"," 68 
"," 1698.40 
"," 72182.09 
"," 0.02 
"," 42.50 
"," 4010.12 
"," 0.58 
"
values_625," 188 
"," 34 
"," 78 
"," 30 
"," 266 
"," 64 
"," 1596 
"," 70543.20 
"," 0.02 
"," 44.20 
"," 3919.07 
"," 0.57 
"
values_518," 200 
"," 34 
"," 89 
"," 41 
"," 289 
"," 75 
"," 1800.13 
"," 66429.14 
"," 0.03 
"," 36.90 
"," 3690.51 
"," 0.55 
"
values_122," 193 
"," 34 
"," 86 
"," 37 
"," 279 
"," 71 
"," 1715.78 
"," 67796.47 
"," 0.03 
"," 39.51 
"," 3766.47 
"," 0.55 
"
values_541," 202 
"," 34 
"," 89 
"," 40 
"," 291 
"," 74 
"," 1806.95 
"," 68347.92 
"," 0.03 
"," 37.83 
"," 3797.11 
"," 0.56 
"
values_279," 203 
"," 34 
"," 92 
"," 44 
"," 295 
"," 78 
"," 1854.19 
"," 65908.16 
"," 0.03 
"," 35.55 
"," 3661.56 
"," 0.54 
"
values_256," 207 
"," 34 
"," 92 
"," 44 
"," 299 
"," 78 
"," 1879.34 
"," 66801.83 
"," 0.03 
"," 35.55 
"," 3711.21 
"," 0.55 
"
values_796," 199 
"," 34 
"," 85 
"," 34 
"," 284 
"," 68 
"," 1728.84 
"," 73475.68 
"," 0.02 
"," 42.50 
"," 4081.98 
"," 0.58 
"
values_504," 189 
"," 34 
"," 80 
"," 33 
"," 269 
"," 67 
"," 1631.78 
"," 67249.03 
"," 0.02 
"," 41.21 
"," 3736.06 
"," 0.55 
"
values_752," 201 
"," 34 
"," 87 
"," 39 
"," 288 
"," 73 
"," 1782.67 
"," 67604.31 
"," 0.03 
"," 37.92 
"," 3755.80 
"," 0.55 
"
values_459," 212 
"," 34 
"," 93 
"," 43 
"," 305 
"," 77 
"," 1911.37 
"," 70276.18 
"," 0.03 
"," 36.77 
"," 3904.23 
"," 0.57 
"
values_658," 185 
"," 34 
"," 78 
"," 30 
"," 263 
"," 64 
"," 1578 
"," 69747.60 
"," 0.02 
"," 44.20 
"," 3874.87 
"," 0.56 
"
values_408," 182 
"," 34 
"," 75 
"," 28 
"," 257 
"," 62 
"," 1530.23 
"," 69680.05 
"," 0.02 
"," 45.54 
"," 3871.11 
"," 0.56 
"
values_867," 194 
"," 34 
"," 81 
"," 34 
"," 275 
"," 68 
"," 1674.05 
"," 67799.12 
"," 0.02 
"," 40.50 
"," 3766.62 
"," 0.55 
"
values_727," 213 
"," 34 
"," 97 
"," 45 
"," 310 
"," 79 
"," 1954.17 
"," 71609.55 
"," 0.03 
"," 36.64 
"," 3978.31 
"," 0.57 
"
values_177," 181 
"," 34 
"," 74 
"," 26 
"," 255 
"," 60 
"," 1506.26 
"," 72879.67 
"," 0.02 
"," 48.38 
"," 4048.87 
"," 0.58 
"
values_823," 190 
"," 34 
"," 82 
"," 34 
"," 272 
"," 68 
"," 1655.79 
"," 67887.39 
"," 0.02 
"," 41 
"," 3771.52 
"," 0.55 
"
values_822," 190 
"," 34 
"," 82 
"," 35 
"," 272 
"," 69 
"," 1661.52 
"," 66175.91 
"," 0.03 
"," 39.83 
"," 3676.44 
"," 0.55 
"
values_218," 206 
"," 34 
"," 92 
"," 43 
"," 298 
"," 77 
"," 1867.50 
"," 67924.97 
"," 0.03 
"," 36.37 
"," 3773.61 
"," 0.55 
"
values_426," 201 
"," 34 
"," 87 
"," 38 
"," 288 
"," 72 
"," 1776.94 
"," 69160.31 
"," 0.03 
"," 38.92 
"," 3842.24 
"," 0.56 
"
values_776," 196 
"," 34 
"," 85 
"," 35 
"," 281 
"," 69 
"," 1716.50 
"," 70866.74 
"," 0.02 
"," 41.29 
"," 3937.04 
"," 0.57 
"
values_143," 186 
"," 34 
"," 81 
"," 33 
"," 267 
"," 67 
"," 1619.65 
"," 67583.40 
"," 0.02 
"," 41.73 
"," 3754.63 
"," 0.55 
"
values_739," 199 
"," 34 
"," 87 
"," 35 
"," 286 
"," 69 
"," 1747.04 
"," 73824.83 
"," 0.02 
"," 42.26 
"," 4101.38 
"," 0.59 
"
values_312," 194 
"," 34 
"," 85 
"," 35 
"," 279 
"," 69 
"," 1704.28 
"," 70362.35 
"," 0.02 
"," 41.29 
"," 3909.02 
"," 0.57 
"
values_174," 181 
"," 34 
"," 74 
"," 27 
"," 255 
"," 61 
"," 1512.34 
"," 70463.75 
"," 0.02 
"," 46.59 
"," 3914.65 
"," 0.57 
"
values_669," 186 
"," 34 
"," 78 
"," 30 
"," 264 
"," 64 
"," 1584 
"," 70012.80 
"," 0.02 
"," 44.20 
"," 3889.60 
"," 0.57 
"
values_120," 201 
"," 34 
"," 86 
"," 38 
"," 287 
"," 72 
"," 1770.77 
"," 68127.99 
"," 0.03 
"," 38.47 
"," 3784.89 
"," 0.56 
"
values_974," 179 
"," 34 
"," 74 
"," 27 
"," 253 
"," 61 
"," 1500.48 
"," 69911.09 
"," 0.02 
"," 46.59 
"," 3883.95 
"," 0.57 
"
values_217," 206 
"," 34 
"," 92 
"," 39 
"," 298 
"," 73 
"," 1844.57 
"," 73971.90 
"," 0.02 
"," 40.10 
"," 4109.55 
"," 0.59 
"
values_866," 188 
"," 34 
"," 81 
"," 34 
"," 269 
"," 68 
"," 1637.53 
"," 66319.86 
"," 0.02 
"," 40.50 
"," 3684.44 
"," 0.55 
"
values_192," 208 
"," 34 
"," 92 
"," 41 
"," 300 
"," 75 
"," 1868.65 
"," 71281.99 
"," 0.03 
"," 38.15 
"," 3960.11 
"," 0.57 
"
values_328," 202 
"," 34 
"," 88 
"," 40 
"," 290 
"," 74 
"," 1800.74 
"," 67347.73 
"," 0.03 
"," 37.40 
"," 3741.54 
"," 0.55 
"
values_68," 203 
"," 34 
"," 89 
"," 41 
"," 292 
"," 75 
"," 1818.82 
"," 67118.71 
"," 0.03 
"," 36.90 
"," 3728.82 
"," 0.55 
"
values_387," 183 
"," 34 
"," 75 
"," 28 
"," 258 
"," 62 
"," 1536.18 
"," 69951.17 
"," 0.02 
"," 45.54 
"," 3886.18 
"," 0.57 
"
values_69," 208 
"," 34 
"," 89 
"," 39 
"," 297 
"," 73 
"," 1838.38 
"," 71319.63 
"," 0.03 
"," 38.79 
"," 3962.20 
"," 0.57 
"
values_749," 201 
"," 34 
"," 87 
"," 40 
"," 288 
"," 74 
"," 1788.32 
"," 66123.23 
"," 0.03 
"," 36.97 
"," 3673.51 
"," 0.55 
"
values_135," 195 
"," 34 
"," 81 
"," 31 
"," 276 
"," 65 
"," 1662.17 
"," 73832.68 
"," 0.02 
"," 44.42 
"," 4101.82 
"," 0.59 
"
values_341," 202 
"," 34 
"," 88 
"," 39 
"," 290 
"," 73 
"," 1795.05 
"," 68856.24 
"," 0.03 
"," 38.36 
"," 3825.35 
"," 0.56 
"
values_494," 187 
"," 34 
"," 80 
"," 33 
"," 267 
"," 67 
"," 1619.65 
"," 66749.04 
"," 0.02 
"," 41.21 
"," 3708.28 
"," 0.55 
"
values_1," 198 
"," 34 
"," 85 
"," 36 
"," 283 
"," 70 
"," 1734.59 
"," 69624.40 
"," 0.02 
"," 40.14 
"," 3868.02 
"," 0.56 
"
values_589," 186 
"," 34 
"," 79 
"," 31 
"," 265 
"," 65 
"," 1595.93 
"," 69139.70 
"," 0.02 
"," 43.32 
"," 3841.09 
"," 0.56 
"
values_925," 175 
"," 34 
"," 71 
"," 23 
"," 246 
"," 57 
"," 1434.89 
"," 75300.58 
"," 0.02 
"," 52.48 
"," 4183.37 
"," 0.59 
"
values_524," 202 
"," 34 
"," 89 
"," 42 
"," 291 
"," 76 
"," 1818.15 
"," 65496.58 
"," 0.03 
"," 36.02 
"," 3638.70 
"," 0.54 
"
values_994," 204 
"," 34 
"," 92 
"," 45 
"," 296 
"," 79 
"," 1865.92 
"," 64851.05 
"," 0.03 
"," 34.76 
"," 3602.84 
"," 0.54 
"
values_856," 196 
"," 34 
"," 87 
"," 38 
"," 283 
"," 72 
"," 1746.09 
"," 67959.61 
"," 0.03 
"," 38.92 
"," 3775.53 
"," 0.56 
"
values_156," 191 
"," 34 
"," 81 
"," 33 
"," 272 
"," 67 
"," 1649.98 
"," 68849.01 
"," 0.02 
"," 41.73 
"," 3824.94 
"," 0.56 
"
values_470," 212 
"," 34 
"," 93 
"," 44 
"," 305 
"," 78 
"," 1917.05 
"," 68883.01 
"," 0.03 
"," 35.93 
"," 3826.83 
"," 0.56 
"
values_207," 202 
"," 34 
"," 92 
"," 42 
"," 294 
"," 76 
"," 1836.89 
"," 68402.31 
"," 0.03 
"," 37.24 
"," 3800.13 
"," 0.56 
"
values_655," 188 
"," 34 
"," 78 
"," 30 
"," 266 
"," 64 
"," 1596 
"," 70543.20 
"," 0.02 
"," 44.20 
"," 3919.07 
"," 0.57 
"
values_441," 201 
"," 34 
"," 87 
"," 36 
"," 288 
"," 70 
"," 1765.23 
"," 72521.68 
"," 0.02 
"," 41.08 
"," 4028.98 
"," 0.58 
"
values_109," 198 
"," 34 
"," 86 
"," 38 
"," 284 
"," 72 
"," 1752.26 
"," 67415.85 
"," 0.03 
"," 38.47 
"," 3745.32 
"," 0.55 
"
