inputName,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_160,26,1512,143,3934,169,29115.06,4001997.30,0.01,137.45,222333.18,8.40
values_626,26,936,143,2481,169,18361.58,1562403.69,0.01,85.09,86800.21,4.49
values_38,26,632,143,1706,169,12625.90,725415.36,0.02,57.45,40300.85,2.69
values_146,26,104,52,342,78,2149.61,55889.80,0.04,26,3104.99,0.49
values_81,26,1022,143,2678,169,19819.56,1841416.85,0.01,92.91,102300.94,5.01
values_687,26,62,24,233,50,1315.02,44162.70,0.03,33.58,2453.48,0.42
values_213,26,566,142,1534,168,11339.81,587594.07,0.02,51.82,32644.12,2.34
values_212,26,1022,143,2691,169,19915.77,1850355.77,0.01,92.91,102797.54,5.02
values_568,26,1304,143,3362,169,24881.76,2949619.15,0.01,118.55,163867.73,6.86
values_5,26,776,143,2055,169,15208.81,1072912.22,0.01,70.55,59606.23,3.49
values_40,26,1112,143,2889,169,21381.14,2161438.95,0.01,101.09,120079.94,5.57
values_970,26,1206,143,3133,169,23186.96,2542133.46,0.01,109.64,141229.64,6.21
values_707,26,254,120,734,146,5277.33,145214.56,0.04,27.52,8067.48,0.92
values_406,26,504,139,1354,165,9974.00,470141.37,0.02,47.14,26118.96,2.02
values_893,26,446,133,1229,159,8987.53,391802.39,0.02,43.59,21766.80,1.78
values_144,26,854,143,2261,169,16733.39,1299119.43,0.01,77.64,72173.30,3.97
values_979,26,1304,143,3366,169,24911.36,2953128.52,0.01,118.55,164062.70,6.86
values_831,26,182,91,546,117,3751.22,97531.70,0.04,26,5418.43,0.71
values_402,26,392,135,1086,161,7961.38,300527.19,0.03,37.75,16695.96,1.50
values_404,26,1622,143,4192,169,31024.49,4574701.57,0.01,147.45,254150.09,9.19
values_310,26,504,140,1382,166,10192.30,476999.85,0.02,46.80,26499.99,2.03
values_70,26,62,23,233,49,1308.23,45844.84,0.03,35.04,2546.94,0.43
values_268,26,254,115,722,141,5154.76,148008.74,0.03,28.71,8222.71,0.93
values_412,26,1206,143,3156,169,23357.18,2560795.79,0.01,109.64,142266.43,6.24
values_290,26,62,24,234,50,1320.66,44352.24,0.03,33.58,2464.01,0.42
values_916,26,342,125,961,151,6956.11,247414.81,0.03,35.57,13745.27,1.31
values_567,26,1206,143,3115,169,23053.74,2527528.16,0.01,109.64,140418.23,6.19
values_913,26,216,104,628,130,4410.05,119071.27,0.04,27,6615.07,0.81
values_232,26,504,137,1360,163,9994.27,477974.15,0.02,47.82,26554.12,2.04
values_319,26,936,143,2443,169,18080.35,1538473.29,0.01,85.09,85470.74,4.44
values_23,26,1406,143,3626,169,26835.59,3430076.17,0.01,127.82,190559.79,7.58
values_899,26,86,44,297,70,1820.40,46254.63,0.04,25.41,2569.70,0.43
values_428,26,702,141,1853,167,13682.00,885545.88,0.02,64.72,49196.99,3.07
values_858,26,254,119,731,145,5248.51,145635.22,0.04,27.75,8090.85,0.92
values_546,26,936,143,2482,169,18368.98,1563033.44,0.01,85.09,86835.19,4.49
values_432,26,104,61,345,87,2222.82,49266.34,0.05,22.16,2737.02,0.45
values_231,26,702,142,1890,168,13971.48,897913.56,0.02,64.27,49884.09,3.10
values_388,26,72,33,258,59,1517.72,43048.11,0.04,28.36,2391.56,0.41
values_350,26,254,116,731,142,5226.47,148774.03,0.04,28.47,8265.22,0.94
values_603,26,126,75,405,101,2696.58,58893.21,0.05,21.84,3271.85,0.50
values_364,26,216,110,635,136,4500.54,114886.48,0.04,25.53,6382.58,0.79
values_530,26,1206,143,3153,169,23334.97,2558361.57,0.01,109.64,142131.20,6.24
values_72,26,152,85,473,111,3213.76,74710.44,0.04,23.25,4150.58,0.59
values_536,26,702,143,1865,169,13802.64,880859.40,0.02,63.82,48936.63,3.06
values_79,26,72,33,264,59,1553.02,44049.23,0.04,28.36,2447.18,0.42
values_342,26,254,113,730,139,5196.83,151857.72,0.03,29.22,8436.54,0.95
values_803,26,632,141,1681,167,12412.01,723241.48,0.02,58.27,40180.08,2.69
values_501,26,182,95,551,121,3812.29,94946.18,0.04,24.91,5274.79,0.69
values_540,26,702,143,1873,169,13861.85,884637.88,0.02,63.82,49146.55,3.07
values_955,26,296,118,844,144,6051.42,197337.72,0.03,32.61,10963.21,1.13
values_191,26,126,71,397,97,2620.17,60448.32,0.04,23.07,3358.24,0.51
values_812,26,504,137,1349,163,9913.43,474108.19,0.02,47.82,26339.34,2.03
values_545,26,776,143,2059,169,15238.41,1075000.61,0.01,70.55,59722.26,3.50
values_78,26,702,143,1875,169,13876.65,885582.51,0.02,63.82,49199.03,3.07
values_526,26,182,98,540,124,3755.27,90662.85,0.04,24.14,5036.83,0.67
values_695,26,1022,143,2658,169,19671.54,1827664.67,0.01,92.91,101536.93,4.98
values_87,26,702,142,1866,168,13794.06,886511.49,0.02,64.27,49250.64,3.08
values_300,26,632,141,1718,167,12685.20,739160.54,0.02,58.27,41064.47,2.73
values_964,26,1304,143,3385,169,25051.98,2969797.99,0.01,118.55,164988.78,6.89
values_998,26,1406,143,3651,169,27020.61,3453725.35,0.01,127.82,191873.63,7.62
values_988,26,1112,143,2895,169,21425.55,2165927.92,0.01,101.09,120329.33,5.58
values_6,26,854,143,2246,169,16622.38,1290500.77,0.01,77.64,71694.49,3.95
values_625,26,216,107,640,133,4515.38,118497.10,0.04,26.24,6583.17,0.80
values_518,26,216,109,633,135,4479.62,115401.70,0.04,25.76,6411.21,0.79
values_122,26,504,141,1372,167,10130.44,470742.25,0.02,46.47,26152.35,2.02
values_541,26,1206,143,3140,169,23238.76,2547813.30,0.01,109.64,141545.18,6.22
values_279,26,1112,143,2922,169,21625.37,2186128.28,0.01,101.09,121451.57,5.61
values_256,26,104,58,347,84,2218.13,51705.47,0.04,23.31,2872.53,0.46
values_796,26,296,119,844,145,6059.84,195951.91,0.03,32.34,10886.22,1.12
values_504,26,152,80,468,106,3148.67,77772.07,0.04,24.70,4320.67,0.61
values_752,26,152,83,477,109,3228.42,76859.83,0.04,23.81,4269.99,0.60
values_459,26,182,93,553,119,3812.83,97001.78,0.04,25.44,5388.99,0.70
values_658,26,566,141,1549,167,11437.36,596851.63,0.02,52.18,33158.42,2.36
values_408,26,632,141,1691,167,12485.84,727543.93,0.02,58.27,40419.11,2.70
values_867,26,566,143,1538,169,11382.55,585684.07,0.02,51.45,32538.00,2.33
values_727,26,776,143,2062,169,15260.61,1076566.91,0.01,70.55,59809.27,3.50
values_177,26,566,140,1507,166,11114.18,584129.78,0.02,52.56,32451.65,2.33
values_823,26,342,130,954,156,6950.27,237699.36,0.03,34.20,13205.52,1.28
values_822,26,86,46,301,72,1857.15,45136.76,0.04,24.30,2507.60,0.42
values_218,26,126,64,405,90,2629.20,67291.10,0.04,25.59,3738.39,0.55
values_426,26,702,141,1865,167,13770.61,891280.66,0.02,64.72,49515.59,3.09
values_776,26,216,110,628,136,4450.93,113620.02,0.04,25.53,6312.22,0.78
values_143,26,392,133,1093,159,7992.98,306257.38,0.03,38.32,17014.30,1.51
values_739,26,1622,143,4223,169,31253.91,4608531.66,0.01,147.45,256029.54,9.23
values_312,26,936,143,2446,169,18102.55,1540362.53,0.01,85.09,85575.70,4.45
values_174,26,566,142,1527,168,11288.07,584912.74,0.02,51.82,32495.15,2.33
values_669,26,504,141,1351,167,9975.38,463537.02,0.02,46.47,25752.06,2.00
values_120,26,104,54,341,80,2155.78,53974.28,0.04,25.04,2998.57,0.48
values_974,26,936,143,2460,169,18206.16,1549179.00,0.01,85.09,86065.50,4.46
values_217,26,1622,143,4206,169,31128.10,4589979.68,0.01,147.45,254998.87,9.21
values_866,26,504,138,1361,164,10013.63,475429.66,0.02,47.48,26412.76,2.03
values_192,26,504,139,1383,165,10187.62,480210.86,0.02,47.14,26678.38,2.04
values_328,26,72,31,261,57,1522.38,45966.18,0.03,30.19,2553.68,0.43
values_68,26,1206,143,3123,169,23112.95,2534019.40,0.01,109.64,140778.86,6.20
values_387,26,1622,143,4187,169,30987.48,4569245.10,0.01,147.45,253846.95,9.18
values_69,26,936,143,2438,169,18043.34,1535324.55,0.01,85.09,85295.81,4.44
values_749,26,1112,143,2902,169,21477.35,2171165.05,0.01,101.09,120620.28,5.59
values_135,26,342,127,947,153,6872.75,240600.24,0.03,35.01,13366.68,1.29
values_341,26,504,136,1370,162,10055.59,484443.05,0.02,48.18,26913.50,2.06
values_494,26,1022,143,2686,169,19878.76,1846917.72,0.01,92.91,102606.54,5.02
values_1,26,296,119,852,145,6117.28,197809.27,0.03,32.34,10989.40,1.13
values_589,26,152,91,468,117,3215.33,69818.61,0.05,21.71,3878.81,0.57
values_925,26,1022,143,2660,169,19686.34,1829039.89,0.01,92.91,101613.33,4.99
values_524,26,702,143,1849,169,13684.23,873302.43,0.02,63.82,48516.80,3.05
values_994,26,182,87,540,113,3682.90,100157.86,0.04,27.20,5564.33,0.72
values_856,26,1622,143,4174,169,30891.27,4555058.29,0.01,147.45,253058.79,9.16
values_156,26,254,122,728,148,5248.48,142053.18,0.04,27.07,7891.84,0.91
values_470,26,1112,143,2914,169,21566.16,2180142.99,0.01,101.09,121119.06,5.60
values_207,26,1022,143,2693,169,19930.57,1851730.98,0.01,92.91,102873.94,5.03
values_655,26,104,57,345,83,2199.39,52167.95,0.04,23.72,2898.22,0.47
values_441,26,392,135,1081,161,7924.72,299143.55,0.03,37.75,16619.09,1.49
values_109,26,86,46,298,72,1838.64,44686.89,0.04,24.30,2482.60,0.42
values_45,26,1622,143,4177,169,30913.47,4558332.17,0.01,147.45,253240.68,9.16
values_125,26,126,72,403,98,2665.73,60645.31,0.04,22.75,3369.18,0.51
values_600,26,854,143,2244,169,16607.57,1289351.61,0.01,77.64,71630.65,3.95
values_708,26,126,75,407,101,2709.89,59184.04,0.05,21.84,3288.00,0.51
values_791,26,296,125,832,151,6022.35,185392.11,0.03,30.78,10299.56,1.08
values_912,26,702,142,1886,168,13941.91,896013.22,0.02,64.27,49778.51,3.10
values_533,26,936,143,2452,169,18146.96,1544141.02,0.01,85.09,85785.61,4.45
values_418,26,296,119,845,145,6067.02,196184.08,0.03,32.34,10899.12,1.13
values_228,26,1206,143,3128,169,23149.95,2538076.43,0.01,109.64,141004.25,6.20
values_585,26,446,138,1217,164,8954.14,376203.68,0.02,42.01,20900.20,1.74
values_465,26,104,55,343,81,2174.57,53454.85,0.04,24.58,2969.71,0.47
values_239,26,1112,143,2914,169,21566.16,2180142.99,0.01,101.09,121119.06,5.60
values_842,26,216,114,640,140,4562.74,112387.52,0.04,24.63,6243.75,0.78
values_208,26,1304,143,3350,169,24792.95,2939091.07,0.01,118.55,163282.84,6.84
values_932,26,254,108,731,134,5165.31,157924.61,0.03,30.57,8773.59,0.97
values_957,26,86,43,297,69,1814.23,47170.03,0.04,26,2620.56,0.44
values_563,26,1304,143,3382,169,25029.77,2967165.97,0.01,118.55,164842.55,6.88
values_766,26,72,34,261,60,1541.70,42442.05,0.04,27.53,2357.89,0.41
values_476,26,126,73,401,99,2658.37,59649.50,0.04,22.44,3313.86,0.51
values_175,26,152,82,471,108,3181.55,76667.64,0.04,24.10,4259.31,0.60
values_591,26,854,143,2244,169,16607.57,1289351.61,0.01,77.64,71630.65,3.95
values_997,26,104,54,350,80,2212.67,55398.82,0.04,25.04,3077.71,0.48
values_385,26,392,132,1086,158,7931.91,306219.64,0.03,38.61,17012.20,1.51
values_115,26,254,113,735,139,5232.42,152897.84,0.03,29.22,8494.32,0.95
values_653,26,216,100,622,126,4339.87,121863.50,0.04,28.08,6770.19,0.82
values_753,26,1406,143,3638,169,26924.40,3441427.78,0.01,127.82,191190.43,7.60
values_241,26,72,34,262,60,1547.61,42604.66,0.04,27.53,2366.93,0.41
values_197,26,566,138,1529,164,11249.70,599820.80,0.02,53.32,33323.38,2.37
values_636,26,632,143,1694,169,12537.09,720312.79,0.02,57.45,40017.38,2.68
values_450,26,632,139,1708,165,12581.68,743676.76,0.02,59.11,41315.38,2.74
values_106,26,342,129,947,155,6890.49,237481.53,0.03,34.47,13193.42,1.28
values_699,26,446,137,1208,163,8877.26,375696.16,0.02,42.32,20872.01,1.74
values_578,26,182,98,545,124,3790.04,91502.32,0.04,24.14,5083.46,0.68
values_644,26,152,87,469,113,3198.66,72650.11,0.04,22.71,4036.12,0.58
values_570,26,72,34,261,60,1541.70,42442.05,0.04,27.53,2357.89,0.41
values_873,26,1112,143,2904,169,21492.15,2172661.37,0.01,101.09,120703.41,5.59
values_33,26,296,123,845,149,6100.20,190841.95,0.03,31.28,10602.33,1.10
values_210,26,936,143,2471,169,18287.57,1556106.22,0.01,85.09,86450.35,4.48
values_486,26,126,74,401,100,2664.19,58972.12,0.05,22.14,3276.23,0.51
values_252,26,446,137,1230,163,9038.94,382538.31,0.02,42.32,21252.13,1.76
values_694,26,104,51,346,77,2168.31,57481.42,0.04,26.51,3193.41,0.50
values_759,26,632,143,1685,169,12470.48,716485.87,0.02,57.45,39804.77,2.67
values_245,26,1304,143,3388,169,25074.18,2972430.01,0.01,118.55,165135.00,6.89
values_15,26,1206,143,3140,169,23238.76,2547813.30,0.01,109.64,141545.18,6.22
values_792,26,1304,143,3407,169,25214.80,2989099.48,0.01,118.55,166061.08,6.92
values_248,26,296,119,834,145,5988.04,193630.20,0.03,32.34,10757.23,1.12
values_246,26,632,141,1689,167,12471.08,726683.44,0.02,58.27,40371.30,2.69
values_556,26,1206,143,3182,169,23549.60,2581892.33,0.01,109.64,143438.46,6.27
values_513,26,566,143,1509,169,11167.93,574640.61,0.02,51.45,31924.48,2.30
values_93,26,504,140,1363,166,10052.18,470441.97,0.02,46.80,26135.66,2.02
values_558,26,504,141,1382,167,10204.28,474173.32,0.02,46.47,26342.96,2.03
values_991,26,446,135,1211,161,8877.74,381282.51,0.02,42.95,21182.36,1.75
values_181,26,152,86,474,112,3226.69,74138.74,0.04,22.98,4118.82,0.59
values_674,26,182,97,534,123,3707.30,90427.61,0.04,24.39,5023.76,0.67
values_652,26,1304,143,3381,169,25022.37,2966288.63,0.01,118.55,164793.81,6.88
values_344,26,566,141,1529,167,11289.68,589145.35,0.02,52.18,32730.30,2.34
values_715,26,776,142,2049,168,15146.86,1076066.95,0.01,71.04,59781.50,3.50
values_528,26,216,106,628,132,4423.88,117191.07,0.04,26.49,6510.62,0.80
values_276,26,392,134,1082,160,7922.33,301284.88,0.03,38.03,16738.05,1.50
values_24,26,632,143,1693,169,12529.69,719887.58,0.02,57.45,39993.75,2.68
values_296,26,1512,143,3914,169,28967.04,3981651.61,0.01,137.45,221202.87,8.37
values_244,26,702,141,1864,167,13763.22,890802.76,0.02,64.72,49489.04,3.09
values_380,26,254,114,724,140,5161.60,149505.32,0.03,28.96,8305.85,0.94
values_25,26,1206,143,3155,169,23349.77,2559984.38,0.01,109.64,142221.35,6.24
values_740,26,1512,143,3915,169,28974.44,3982668.89,0.01,137.45,221259.38,8.38
values_478,26,854,143,2244,169,16607.57,1289351.61,0.01,77.64,71630.65,3.95
values_379,26,182,99,539,125,3754.56,89730.14,0.04,23.90,4985.01,0.67
values_810,26,62,24,236,50,1331.95,44731.32,0.03,33.58,2485.07,0.42
values_440,26,152,82,475,108,3208.57,77318.75,0.04,24.10,4295.49,0.60
values_543,26,504,140,1382,166,10192.30,476999.85,0.02,46.80,26499.99,2.03
values_130,26,392,136,1074,162,7883.00,295380.61,0.03,37.47,16410.03,1.48
values_225,26,104,57,346,83,2205.76,52319.17,0.04,23.72,2906.62,0.47
values_285,26,1622,143,4169,169,30854.27,4549601.82,0.01,147.45,252755.66,9.15
values_363,26,72,32,263,58,1540.65,45063.98,0.03,29.25,2503.55,0.42
values_667,26,566,142,1527,168,11288.07,584912.74,0.02,51.82,32495.15,2.33
values_26,26,254,123,726,149,5241.12,140700.54,0.04,26.85,7816.70,0.90
values_793,26,72,31,262,57,1528.22,46142.30,0.03,30.19,2563.46,0.43
values_772,26,504,138,1365,164,10043.06,476826.95,0.02,47.48,26490.39,2.03
values_931,26,504,138,1360,164,10006.27,475080.33,0.02,47.48,26393.35,2.03
values_981,26,1304,143,3399,169,25155.59,2982080.76,0.01,118.55,165671.15,6.91
values_422,26,182,92,549,118,3778.57,97174.99,0.04,25.72,5398.61,0.70
values_920,26,1406,143,3632,169,26879.99,3435751.97,0.01,127.82,190875.11,7.59
values_259,26,342,129,968,155,7043.29,242747.75,0.03,34.47,13485.99,1.30
values_477,26,1622,143,4191,169,31017.09,4573610.28,0.01,147.45,254089.46,9.18
values_738,26,126,67,407,93,2661.44,65066.19,0.04,24.45,3614.79,0.54
values_430,26,776,143,2058,169,15231.01,1074478.52,0.01,70.55,59693.25,3.50
values_922,26,296,125,834,151,6036.83,185837.76,0.03,30.78,10324.32,1.09
values_903,26,702,140,1866,166,13761.82,897074.30,0.02,65.19,49837.46,3.10
values_761,26,776,142,2060,168,15228.17,1081843.79,0.01,71.04,60102.43,3.51
values_204,26,566,138,1521,164,11190.84,596682.43,0.02,53.32,33149.02,2.36
values_48,26,936,143,2454,169,18161.76,1545400.51,0.01,85.09,85855.58,4.46
values_71,26,342,132,944,158,6894.77,232228.36,0.03,33.68,12901.58,1.26
values_851,26,216,111,635,137,4507.25,114021.25,0.04,25.30,6334.51,0.78
values_347,26,86,43,302,69,1844.77,47964.13,0.04,26,2664.67,0.44
values_725,26,446,134,1231,160,9013.29,389993.10,0.02,43.27,21666.28,1.78
values_266,26,566,142,1541,168,11391.56,590275.40,0.02,51.82,32793.08,2.35
values_448,26,254,117,729,143,5219.55,147307.19,0.04,28.22,8183.73,0.93
values_934,26,566,141,1521,167,11230.61,586062.83,0.02,52.18,32559.05,2.33
values_531,26,1406,143,3633,169,26887.39,3436697.94,0.01,127.82,190927.66,7.59
values_224,26,936,143,2466,169,18250.57,1552957.48,0.01,85.09,86275.42,4.47
values_686,26,86,45,301,71,1851.07,45988.90,0.04,24.84,2554.94,0.43
values_927,26,1406,143,3638,169,26924.40,3441427.78,0.01,127.82,191190.43,7.60
values_407,26,504,136,1360,162,9982.20,480906.97,0.02,48.18,26717.05,2.05
values_76,26,216,100,637,126,4444.53,124802.33,0.04,28.08,6933.46,0.83
values_949,26,1304,142,3383,168,25008.21,2985487.14,0.01,119.38,165860.40,6.91
values_969,26,632,143,1708,169,12640.70,726265.79,0.02,57.45,40348.10,2.69
values_781,26,72,33,261,59,1535.37,43548.67,0.04,28.36,2419.37,0.41
values_7,26,182,97,552,123,3832.27,93475.73,0.04,24.39,5193.10,0.69
values_683,26,152,85,470,111,3193.38,74236.59,0.04,23.25,4124.25,0.59
values_376,26,776,143,2048,169,15157.00,1069257.53,0.01,70.55,59403.20,3.49
values_877,26,62,24,233,50,1315.02,44162.70,0.03,33.58,2453.48,0.42
values_654,26,1406,143,3669,169,27153.83,3470752.75,0.01,127.82,192819.60,7.64
values_508,26,446,135,1227,161,8995.04,386320.10,0.02,42.95,21462.23,1.77
values_332,26,1512,143,3876,169,28685.81,3942994.80,0.01,137.45,219055.27,8.32
values_281,26,1406,143,3670,169,27161.23,3471698.72,0.01,127.82,192872.15,7.64
values_381,26,72,33,260,59,1529.49,43381.82,0.04,28.36,2410.10,0.41
values_769,26,126,73,404,99,2678.26,60095.75,0.04,22.44,3338.65,0.51
values_701,26,632,142,1692,168,12507.80,723690.80,0.02,57.86,40205.04,2.69
values_855,26,936,143,2467,169,18257.97,1553587.23,0.01,85.09,86310.40,4.47
values_320,26,566,140,1536,166,11328.06,595370.50,0.02,52.56,33076.14,2.36
values_50,26,126,69,400,95,2627.94,62385.06,0.04,23.74,3465.84,0.52
values_918,26,104,58,349,84,2230.92,52003.49,0.04,23.31,2889.08,0.46
values_615,26,182,101,542,127,3787.87,88733.60,0.04,23.43,4929.64,0.66
values_704,26,104,58,349,84,2230.92,52003.49,0.04,23.31,2889.08,0.46
values_633,26,216,104,632,130,4438.14,119829.68,0.04,27,6657.20,0.81
values_847,26,854,142,2246,168,16603.14,1298085.32,0.01,78.18,72115.85,3.97
values_602,26,86,43,299,69,1826.45,47487.67,0.04,26,2638.20,0.44
values_399,26,152,83,458,109,3099.83,73798.32,0.04,23.81,4099.91,0.59
values_22,26,104,51,350,77,2193.38,58145.95,0.04,26.51,3230.33,0.50
values_313,26,1406,143,3623,169,26813.39,3427238.27,0.01,127.82,190402.13,7.58
values_375,26,1022,143,2673,169,19782.55,1837978.80,0.01,92.91,102109.93,5.00
values_963,26,566,140,1522,166,11224.81,589943.94,0.02,52.56,32774.66,2.34
values_168,26,446,137,1233,163,9060.98,383471.33,0.02,42.32,21303.96,1.76
values_226,26,182,97,539,123,3742.02,91274.31,0.04,24.39,5070.80,0.68
values_190,26,854,143,2239,169,16570.57,1286478.73,0.01,77.64,71471.04,3.94
values_429,26,296,120,842,146,6053.83,194126.22,0.03,32.07,10784.79,1.12
values_236,26,152,85,465,111,3159.40,73446.84,0.04,23.25,4080.38,0.58
values_777,26,86,45,301,71,1851.07,45988.90,0.04,24.84,2554.94,0.43
values_909,26,152,86,476,112,3240.30,74451.57,0.04,22.98,4136.20,0.59
values_438,26,1622,143,4186,169,30980.08,4568153.81,0.01,147.45,253786.32,9.18
values_607,26,254,116,729,142,5212.17,148366.99,0.04,28.47,8242.61,0.93
values_717,26,504,139,1366,165,10062.40,474308.05,0.02,47.14,26350.45,2.03
values_782,26,392,134,1090,160,7980.90,303512.50,0.03,38.03,16861.81,1.51
values_258,26,504,136,1346,162,9879.44,475956.46,0.02,48.18,26442.03,2.03
values_872,26,254,112,736,138,5231.87,154246.86,0.03,29.48,8569.27,0.96
values_637,26,1304,143,3394,169,25118.58,2977694.05,0.01,118.55,165427.45,6.90
values_746,26,632,142,1683,168,12441.27,719841.38,0.02,57.86,39991.19,2.68
values_4,26,446,140,1215,166,8960.67,371099.87,0.02,41.41,20616.66,1.72
values_345,26,62,24,235,50,1326.31,44541.78,0.03,33.58,2474.54,0.42
values_102,26,1112,143,2904,169,21492.15,2172661.37,0.01,101.09,120703.41,5.59
values_962,26,86,46,300,72,1850.98,44986.80,0.04,24.30,2499.27,0.42
values_356,26,1304,143,3381,169,25022.37,2966288.63,0.01,118.55,164793.81,6.88
values_853,26,1022,143,2685,169,19871.36,1846230.11,0.01,92.91,102568.34,5.02
values_849,26,702,142,1880,168,13897.56,893162.70,0.02,64.27,49620.15,3.09
values_814,26,854,143,2284,169,16903.61,1312334.71,0.01,77.64,72907.48,4.00
values_370,26,1622,143,4168,169,30846.87,4548510.53,0.01,147.45,252695.03,9.15
values_778,26,566,139,1540,165,11344.14,600504.71,0.02,52.94,33361.37,2.37
values_458,26,342,123,960,149,6930.40,250508.67,0.03,36.15,13917.15,1.32
values_818,26,104,59,348,85,2230.47,51111.74,0.04,22.92,2839.54,0.46
values_119,26,152,84,469,110,3180.46,74816.48,0.04,23.52,4156.47,0.59
values_373,26,1622,143,4175,169,30898.67,4556149.58,0.01,147.45,253119.42,9.16
values_351,26,632,142,1689,168,12485.62,722407.66,0.02,57.86,40133.76,2.68
values_32,26,1022,143,2644,169,19567.93,1818038.14,0.01,92.91,101002.12,4.97
values_770,26,254,112,748,138,5317.18,156761.75,0.03,29.48,8708.99,0.97
values_371,26,1406,143,3609,169,26709.77,3413994.73,0.01,127.82,189666.37,7.56
values_283,26,776,143,2054,169,15201.41,1072390.12,0.01,70.55,59577.23,3.49
values_535,26,342,130,952,156,6935.70,237201.04,0.03,34.20,13177.84,1.28
values_250,26,216,109,633,135,4479.62,115401.70,0.04,25.76,6411.21,0.79
values_132,26,182,99,555,125,3866.01,92393.74,0.04,23.90,5132.99,0.68
values_649,26,1022,143,2665,169,19723.34,1832477.93,0.01,92.91,101804.33,4.99
values_77,26,632,138,1696,164,12478.41,742917.40,0.02,59.54,41273.19,2.73
values_260,26,216,109,622,135,4401.78,113396.30,0.04,25.76,6299.79,0.78
values_891,26,854,143,2241,169,16585.37,1287627.88,0.01,77.64,71534.88,3.95
values_91,26,152,87,470,113,3205.48,72805.02,0.04,22.71,4044.72,0.58
values_137,26,702,143,1879,169,13906.25,887471.75,0.02,63.82,49303.99,3.08
values_42,26,1206,143,3150,169,23312.77,2555927.35,0.01,109.64,141995.96,6.23
values_13,26,936,141,2458,167,18149.15,1566232.61,0.01,86.30,87012.92,4.50
values_577,26,1622,143,4203,169,31105.90,4586705.80,0.01,147.45,254816.99,9.20
values_41,26,504,138,1367,164,10057.77,477525.60,0.02,47.48,26529.20,2.04
