inputName,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_895,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_298,33,117,40,353,73,2185.01,105453.95,0.02,48.26,5858.55,0.74
values_155,33,112,35,342,68,2081.91,109924.97,0.02,52.80,6106.94,0.76
values_12,33,121,43,366,76,2286.74,106173.94,0.02,46.43,5898.55,0.75
values_160,33,105,28,325,61,1927.49,119263.42,0.02,61.88,6625.75,0.81
values_626,33,109,32,337,65,2029.54,114066.38,0.02,56.20,6337.02,0.78
values_38,33,116,39,354,72,2184.15,107191.53,0.02,49.08,5955.09,0.75
values_146,33,115,38,351,71,2158.56,107786.05,0.02,49.93,5988.11,0.75
values_81,33,110,31,335,64,2010,117682.26,0.02,58.55,6537.90,0.80
values_687,33,119,41,361,74,2241.61,107351.38,0.02,47.89,5963.97,0.75
values_213,33,122,44,369,77,2312.44,105794.32,0.02,45.75,5877.46,0.75
values_212,33,109,32,336,65,2023.52,113727.90,0.02,56.20,6318.22,0.78
values_568,33,116,39,353,72,2177.98,106888.73,0.02,49.08,5938.26,0.75
values_5,33,120,39,360,72,2221.17,112767.24,0.02,50.77,6264.85,0.78
values_40,33,120,43,366,76,2286.74,105296.47,0.02,46.05,5849.80,0.74
values_970,33,127,50,381,83,2428.89,101794.78,0.02,41.91,5655.27,0.73
values_707,33,129,49,385,82,2447.66,106323.25,0.02,43.44,5906.85,0.75
values_406,33,114,36,351,69,2144.09,112028.81,0.02,52.25,6223.82,0.77
values_893,33,106,29,327,62,1947.02,117425.58,0.02,60.31,6523.64,0.80
values_144,33,116,39,353,72,2177.98,106888.73,0.02,49.08,5938.26,0.75
values_979,33,124,46,376,79,2370.22,105423.33,0.02,44.48,5856.85,0.74
values_831,33,121,42,362,75,2254.83,107185.07,0.02,47.54,5954.73,0.75
values_402,33,107,29,331,62,1970.84,119983.32,0.02,60.88,6665.74,0.81
values_404,33,107,30,331,63,1978.48,116433.53,0.02,58.85,6468.53,0.79
values_310,33,110,33,337,66,2036.96,112032.85,0.02,55,6224.05,0.77
values_70,33,129,48,380,81,2409.14,106830.43,0.02,44.34,5935.02,0.75
values_268,33,106,29,328,62,1952.98,117784.68,0.02,60.31,6543.59,0.80
values_412,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_290,33,114,36,345,69,2107.44,110113.79,0.02,52.25,6117.43,0.77
values_916,33,108,30,336,63,2008.37,119296.94,0.02,59.40,6627.61,0.81
values_567,33,123,42,375,75,2335.81,112869.53,0.02,48.32,6270.53,0.78
values_913,33,121,44,370,77,2318.71,105211.51,0.02,45.38,5845.08,0.74
values_232,33,106,29,328,62,1952.98,117784.68,0.02,60.31,6543.59,0.80
values_319,33,107,30,333,63,1990.43,117137.05,0.02,58.85,6507.61,0.80
values_23,33,117,40,357,73,2209.77,106648.90,0.02,48.26,5924.94,0.75
values_899,33,119,40,360,73,2228.34,109383.48,0.02,49.09,6076.86,0.76
values_428,33,115,37,348,70,2132.99,109387.82,0.02,51.28,6077.10,0.76
values_858,33,122,44,368,77,2306.18,105507.62,0.02,45.75,5861.53,0.74
values_546,33,121,41,367,74,2278.87,110969.82,0.02,48.70,6164.99,0.77
values_432,33,117,40,353,73,2185.01,105453.95,0.02,48.26,5858.55,0.74
values_231,33,106,29,329,62,1958.93,118143.78,0.02,60.31,6563.54,0.80
values_388,33,113,36,347,69,2119.66,109780.62,0.02,51.79,6098.92,0.76
values_350,33,127,48,382,81,2421.82,105727.70,0.02,43.66,5873.76,0.75
values_603,33,130,50,387,83,2467.14,105840.32,0.02,42.90,5880.02,0.75
values_364,33,114,36,345,69,2107.44,110113.79,0.02,52.25,6117.43,0.77
values_530,33,125,47,374,80,2364.40,103756.96,0.02,43.88,5764.28,0.74
values_72,33,105,28,325,61,1927.49,119263.42,0.02,61.88,6625.75,0.81
values_536,33,109,32,337,65,2029.54,114066.38,0.02,56.20,6337.02,0.78
values_79,33,113,36,346,69,2113.55,109464.25,0.02,51.79,6081.35,0.76
values_342,33,115,37,348,70,2132.99,109387.82,0.02,51.28,6077.10,0.76
values_803,33,109,31,338,64,2028,117656.71,0.02,58.02,6536.48,0.80
values_501,33,108,31,333,64,1998,114852.77,0.02,57.48,6380.71,0.79
values_540,33,120,42,363,75,2261.06,106592.88,0.02,47.14,5921.83,0.75
values_955,33,111,33,339,66,2049.05,113722.25,0.02,55.50,6317.90,0.78
values_191,33,114,36,346,69,2113.55,110432.96,0.02,52.25,6135.16,0.77
values_812,33,129,50,385,83,2454.39,104483.39,0.02,42.57,5804.63,0.74
values_545,33,129,49,384,82,2441.30,106047.08,0.02,43.44,5891.50,0.75
values_78,33,110,33,338,66,2043.01,112365.29,0.02,55,6242.52,0.78
values_526,33,130,47,389,80,2459.23,112235.07,0.02,45.64,6235.28,0.78
values_695,33,112,35,342,68,2081.91,109924.97,0.02,52.80,6106.94,0.76
values_87,33,107,30,330,63,1972.50,116081.76,0.02,58.85,6448.99,0.79
values_300,33,118,40,357,73,2209.77,107560.43,0.02,48.68,5975.58,0.75
values_964,33,111,34,341,67,2068.54,111427.19,0.02,53.87,6190.40,0.77
values_998,33,117,39,350,72,2159.47,106893.95,0.02,49.50,5938.55,0.75
values_988,33,118,40,360,73,2228.34,108464.30,0.02,48.68,6025.79,0.76
values_6,33,106,29,328,62,1952.98,117784.68,0.02,60.31,6543.59,0.80
values_625,33,113,36,347,69,2119.66,109780.62,0.02,51.79,6098.92,0.76
values_518,33,107,30,332,63,1984.46,116785.29,0.02,58.85,6488.07,0.80
values_122,33,120,43,362,76,2261.75,104145.69,0.02,46.05,5785.87,0.74
values_541,33,114,36,350,69,2137.98,111709.64,0.02,52.25,6206.09,0.77
values_279,33,114,35,348,68,2118.44,113850.86,0.02,53.74,6325.05,0.78
values_256,33,128,49,385,82,2447.66,105499.03,0.02,43.10,5861.06,0.74
values_796,33,108,31,332,64,1992,114507.87,0.02,57.48,6361.55,0.79
values_504,33,118,41,360,74,2235.40,106154.39,0.02,47.49,5897.47,0.75
values_752,33,108,31,333,64,1998,114852.77,0.02,57.48,6380.71,0.79
values_459,33,106,29,329,62,1958.93,118143.78,0.02,60.31,6563.54,0.80
values_658,33,105,28,325,61,1927.49,119263.42,0.02,61.88,6625.75,0.81
values_408,33,107,30,330,63,1972.50,116081.76,0.02,58.85,6448.99,0.79
values_867,33,104,27,324,60,1913.83,121634.69,0.02,63.56,6757.48,0.82
values_727,33,108,30,335,63,2002.39,118941.89,0.02,59.40,6607.88,0.81
values_177,33,112,34,341,67,2068.54,112431.04,0.02,54.35,6246.17,0.78
values_823,33,130,49,392,82,2492.16,109095.59,0.02,43.78,6060.87,0.76
values_822,33,116,39,352,72,2171.81,106585.93,0.02,49.08,5921.44,0.75
values_218,33,128,50,385,83,2454.39,103673.44,0.02,42.24,5759.64,0.74
values_426,33,123,42,371,75,2310.89,111665.59,0.02,48.32,6203.64,0.77
values_776,33,113,36,345,69,2107.44,109147.88,0.02,51.79,6063.77,0.76
values_143,33,120,43,365,76,2280.49,105008.77,0.02,46.05,5833.82,0.74
values_739,33,127,48,381,81,2415.48,105450.92,0.02,43.66,5858.38,0.74
values_312,33,107,30,332,63,1984.46,116785.29,0.02,58.85,6488.07,0.80
values_174,33,115,37,349,70,2139.12,109702.16,0.02,51.28,6094.56,0.76
values_669,33,110,33,337,66,2036.96,112032.85,0.02,55,6224.05,0.77
values_120,33,116,38,353,71,2170.86,109342.83,0.02,50.37,6074.60,0.76
values_974,33,125,46,378,79,2382.83,106838.81,0.02,44.84,5935.49,0.75
values_217,33,130,49,390,82,2479.45,108538.98,0.02,43.78,6029.94,0.76
values_866,33,114,36,347,69,2119.66,110752.13,0.02,52.25,6152.90,0.77
values_192,33,108,31,334,64,2004,115197.68,0.02,57.48,6399.87,0.79
values_328,33,107,30,332,63,1984.46,116785.29,0.02,58.85,6488.07,0.80
values_68,33,126,47,374,80,2364.40,104587.02,0.02,44.23,5810.39,0.74
values_387,33,124,47,375,80,2370.72,103202.11,0.02,43.53,5733.45,0.73
values_69,33,117,39,356,72,2196.49,108726.42,0.02,49.50,6040.36,0.76
values_749,33,124,45,372,78,2338.17,106308.78,0.02,45.47,5906.04,0.75
values_135,33,128,48,388,81,2459.86,108233.92,0.02,44,6013.00,0.76
values_341,33,111,34,341,67,2068.54,111427.19,0.02,53.87,6190.40,0.77
values_494,33,129,48,383,81,2428.16,107673.83,0.02,44.34,5981.88,0.75
values_1,33,114,36,351,69,2144.09,112028.81,0.02,52.25,6223.82,0.77
values_589,33,121,41,364,74,2260.24,110062.71,0.02,48.70,6114.60,0.77
values_925,33,120,41,363,74,2254.03,108853.23,0.02,48.29,6047.40,0.76
values_524,33,122,43,366,76,2286.74,107051.41,0.02,46.81,5947.30,0.75
values_994,33,117,38,353,71,2170.86,110285.44,0.02,50.80,6126.97,0.77
values_856,33,124,45,375,78,2357.03,107166.11,0.02,45.47,5953.67,0.75
values_156,33,110,33,339,66,2049.05,112697.73,0.02,55,6260.98,0.78
values_470,33,118,40,360,73,2228.34,108464.30,0.02,48.68,6025.79,0.76
values_207,33,115,38,351,71,2158.56,107786.05,0.02,49.93,5988.11,0.75
values_655,33,116,38,354,71,2177.01,109652.58,0.02,50.37,6091.81,0.76
values_441,33,121,41,364,74,2260.24,110062.71,0.02,48.70,6114.60,0.77
values_109,33,114,37,349,70,2139.12,108748.22,0.02,50.84,6041.57,0.76
values_45,33,123,45,371,78,2331.88,105167.98,0.02,45.10,5842.67,0.74
values_125,33,129,51,382,84,2441.87,101911.96,0.02,41.74,5661.78,0.73
values_600,33,129,49,386,82,2454.02,106599.41,0.02,43.44,5922.19,0.75
values_708,33,127,47,380,80,2402.33,107108.26,0.02,44.59,5950.46,0.75
values_791,33,115,38,352,71,2164.71,108093.13,0.02,49.93,6005.17,0.76
values_912,33,118,37,355,70,2175.90,114499.15,0.02,52.62,6361.06,0.79
values_533,33,120,42,367,75,2285.98,107767.46,0.02,47.14,5987.08,0.75
values_418,33,128,49,383,82,2434.94,104950.99,0.02,43.10,5830.61,0.74
values_228,33,107,30,329,63,1966.53,115730.00,0.02,58.85,6429.44,0.79
values_585,33,109,31,334,64,2004,116264.32,0.02,58.02,6459.13,0.79
values_465,33,118,39,361,72,2227.34,111195.81,0.02,49.92,6177.55,0.77
values_239,33,130,50,394,83,2511.77,107754.74,0.02,42.90,5986.37,0.75
values_842,33,126,48,376,81,2383.78,103247.63,0.02,43.31,5735.98,0.73
values_208,33,111,32,341,65,2053.63,117538.08,0.02,57.23,6529.89,0.80
values_932,33,123,42,372,75,2317.12,111966.58,0.02,48.32,6220.37,0.77
values_957,33,109,32,338,65,2035.56,114404.85,0.02,56.20,6355.83,0.79
values_563,33,129,50,390,83,2486.27,105840.32,0.02,42.57,5880.02,0.75
values_766,33,104,27,323,60,1907.93,121259.28,0.02,63.56,6736.63,0.82
values_476,33,117,39,357,72,2202.66,109031.83,0.02,49.50,6057.32,0.76
values_175,33,112,34,343,67,2080.67,113090.46,0.02,54.35,6282.80,0.78
values_591,33,129,45,386,78,2426.17,114757.62,0.02,47.30,6375.42,0.79
values_997,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_385,33,107,30,331,63,1978.48,116433.53,0.02,58.85,6468.53,0.79
values_115,33,123,44,374,77,2343.78,108106.77,0.02,46.12,6005.93,0.76
values_653,33,123,45,367,78,2306.74,104034.09,0.02,45.10,5779.67,0.74
values_753,33,120,43,364,76,2274.25,104721.08,0.02,46.05,5817.84,0.74
values_241,33,129,48,385,81,2440.84,108236.10,0.02,44.34,6013.12,0.76
values_197,33,108,30,334,63,1996.41,118586.84,0.02,59.40,6588.16,0.80
values_636,33,111,33,339,66,2049.05,113722.25,0.02,55.50,6317.90,0.78
values_450,33,108,31,334,64,2004,115197.68,0.02,57.48,6399.87,0.79
values_106,33,110,33,338,66,2043.01,112365.29,0.02,55,6242.52,0.78
values_699,33,110,31,340,64,2040,119438.71,0.02,58.55,6635.48,0.81
values_578,33,118,40,355,73,2197.39,106957.85,0.02,48.68,5942.10,0.75
values_644,33,115,38,353,71,2170.86,108400.22,0.02,49.93,6022.23,0.76
values_570,33,108,29,332,62,1976.79,121470.53,0.02,61.45,6748.36,0.82
values_873,33,118,41,357,74,2216.77,105269.77,0.02,47.49,5848.32,0.74
values_33,33,122,42,367,75,2285.98,109563.59,0.02,47.93,6086.87,0.76
values_210,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_486,33,107,30,331,63,1978.48,116433.53,0.02,58.85,6468.53,0.79
values_252,33,119,40,357,73,2209.77,108471.96,0.02,49.09,6026.22,0.76
values_694,33,125,46,373,79,2351.31,105425.59,0.02,44.84,5856.98,0.74
values_759,33,116,38,351,71,2158.56,108723.32,0.02,50.37,6040.18,0.76
values_245,33,110,33,339,66,2049.05,112697.73,0.02,55,6260.98,0.78
values_15,33,105,28,325,61,1927.49,119263.42,0.02,61.88,6625.75,0.81
values_792,33,117,39,355,72,2190.32,108421.01,0.02,49.50,6023.39,0.76
values_248,33,110,33,338,66,2043.01,112365.29,0.02,55,6242.52,0.78
values_246,33,127,47,381,80,2408.65,107390.12,0.02,44.59,5966.12,0.75
values_556,33,115,38,350,71,2152.41,107478.97,0.02,49.93,5971.05,0.75
values_513,33,130,51,386,84,2467.43,103777.39,0.02,42.06,5765.41,0.74
values_93,33,122,42,369,75,2298.43,110160.66,0.02,47.93,6120.04,0.77
values_558,33,113,35,345,68,2100.17,111879.31,0.02,53.27,6215.52,0.77
values_991,33,115,36,350,69,2137.98,112689.55,0.02,52.71,6260.53,0.78
values_181,33,125,45,372,78,2338.17,107166.11,0.02,45.83,5953.67,0.75
values_674,33,129,47,385,80,2433.94,110226.52,0.02,45.29,6123.70,0.77
values_652,33,111,34,342,67,2074.60,111753.96,0.02,53.87,6208.55,0.77
values_344,33,126,46,374,79,2357.61,106553.90,0.02,45.20,5919.66,0.75
values_715,33,116,39,353,72,2177.98,106888.73,0.02,49.08,5938.26,0.75
values_528,33,112,35,342,68,2081.91,109924.97,0.02,52.80,6106.94,0.76
values_276,33,115,37,353,70,2163.64,110959.49,0.02,51.28,6164.42,0.77
values_24,33,111,34,344,67,2086.73,112407.49,0.02,53.87,6244.86,0.78
values_296,33,114,36,346,69,2113.55,110432.96,0.02,52.25,6135.16,0.77
values_244,33,115,37,352,70,2157.51,110645.15,0.02,51.28,6146.95,0.77
values_380,33,125,47,378,80,2389.69,104866.66,0.02,43.88,5825.93,0.74
values_25,33,128,50,383,83,2441.64,103134.88,0.02,42.24,5729.72,0.73
values_740,33,127,48,379,81,2402.80,104897.38,0.02,43.66,5827.63,0.74
values_478,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_379,33,125,48,375,81,2377.44,102155.79,0.02,42.97,5675.32,0.73
values_810,33,126,47,379,80,2396.01,105985.24,0.02,44.23,5888.07,0.75
values_440,33,106,29,328,62,1952.98,117784.68,0.02,60.31,6543.59,0.80
values_543,33,107,30,331,63,1978.48,116433.53,0.02,58.85,6468.53,0.79
values_130,33,106,29,328,62,1952.98,117784.68,0.02,60.31,6543.59,0.80
values_225,33,118,41,356,74,2210.57,104974.90,0.02,47.49,5831.94,0.74
values_285,33,118,36,360,69,2199.07,118932.97,0.02,54.08,6607.39,0.81
values_363,33,130,48,382,81,2421.82,108225.20,0.02,44.69,6012.51,0.76
values_667,33,116,38,357,71,2195.46,110581.84,0.02,50.37,6143.44,0.77
values_26,33,108,31,332,64,1992,114507.87,0.02,57.48,6361.55,0.79
values_793,33,126,45,380,78,2388.45,110346.52,0.02,46.20,6130.36,0.77
values_772,33,125,48,378,81,2396.46,102973.03,0.02,42.97,5720.72,0.73
values_931,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_981,33,109,31,334,64,2004,116264.32,0.02,58.02,6459.13,0.79
values_422,33,130,51,391,84,2499.40,105121.66,0.02,42.06,5840.09,0.74
values_920,33,107,30,329,63,1966.53,115730.00,0.02,58.85,6429.44,0.79
values_259,33,125,48,375,81,2377.44,102155.79,0.02,42.97,5675.32,0.73
values_477,33,105,28,325,61,1927.49,119263.42,0.02,61.88,6625.75,0.81
values_738,33,113,33,346,66,2091.36,118161.86,0.02,56.50,6564.55,0.80
values_430,33,120,42,362,75,2254.83,106299.24,0.02,47.14,5905.51,0.75
values_922,33,128,49,385,82,2447.66,105499.03,0.02,43.10,5861.06,0.74
values_903,33,130,50,381,83,2428.89,104199.38,0.02,42.90,5788.85,0.74
values_761,33,123,43,371,76,2317.98,109403.32,0.02,47.20,6077.96,0.76
values_204,33,112,35,344,68,2094.09,110567.81,0.02,52.80,6142.66,0.77
values_48,33,123,46,371,79,2338.70,103182.54,0.02,44.12,5732.36,0.73
values_71,33,108,30,334,63,1996.41,118586.84,0.02,59.40,6588.16,0.80
values_851,33,113,36,347,69,2119.66,109780.62,0.02,51.79,6098.92,0.76
values_347,33,117,38,355,71,2183.16,110910.28,0.02,50.80,6161.68,0.77
values_725,33,104,27,323,60,1907.93,121259.28,0.02,63.56,6736.63,0.82
values_266,33,124,47,374,80,2364.40,102926.91,0.02,43.53,5718.16,0.73
values_448,33,122,42,369,75,2298.43,110160.66,0.02,47.93,6120.04,0.77
values_934,33,109,32,336,65,2023.52,113727.90,0.02,56.20,6318.22,0.78
values_531,33,128,49,380,82,2415.87,104128.92,0.02,43.10,5784.94,0.74
values_224,33,128,49,385,82,2447.66,105499.03,0.02,43.10,5861.06,0.74
values_686,33,115,38,349,71,2146.26,107171.89,0.02,49.93,5953.99,0.75
values_927,33,113,36,347,69,2119.66,109780.62,0.02,51.79,6098.92,0.76
values_407,33,104,27,323,60,1907.93,121259.28,0.02,63.56,6736.63,0.82
values_76,33,109,32,333,65,2005.45,112712.47,0.02,56.20,6261.80,0.78
values_949,33,117,37,359,70,2200.41,114808.01,0.02,52.18,6378.22,0.79
values_969,33,107,30,331,63,1978.48,116433.53,0.02,58.85,6468.53,0.79
values_781,33,120,41,365,74,2266.45,109452.97,0.02,48.29,6080.72,0.76
values_7,33,106,29,326,62,1941.07,117066.48,0.02,60.31,6503.69,0.80
values_683,33,120,42,361,75,2248.60,106005.60,0.02,47.14,5889.20,0.75
values_376,33,106,29,328,62,1952.98,117784.68,0.02,60.31,6543.59,0.80
values_877,33,122,43,368,76,2299.24,107636.39,0.02,46.81,5979.80,0.75
values_654,33,104,27,324,60,1913.83,121634.69,0.02,63.56,6757.48,0.82
values_508,33,109,32,336,65,2023.52,113727.90,0.02,56.20,6318.22,0.78
values_332,33,107,30,331,63,1978.48,116433.53,0.02,58.85,6468.53,0.79
values_281,33,121,43,369,76,2305.49,107044.22,0.02,46.43,5946.90,0.75
values_381,33,106,29,329,62,1958.93,118143.78,0.02,60.31,6563.54,0.80
values_769,33,106,29,330,62,1964.88,118502.88,0.02,60.31,6583.49,0.80
values_701,33,115,38,349,71,2146.26,107171.89,0.02,49.93,5953.99,0.75
values_855,33,125,45,376,78,2363.31,108318.43,0.02,45.83,6017.69,0.76
values_320,33,115,37,352,70,2157.51,110645.15,0.02,51.28,6146.95,0.77
values_50,33,120,41,362,74,2247.82,108553.36,0.02,48.29,6030.74,0.76
values_918,33,116,37,354,70,2169.77,112241.42,0.02,51.73,6235.63,0.78
values_615,33,111,34,340,67,2062.47,111100.42,0.02,53.87,6172.25,0.77
values_704,33,104,27,324,60,1913.83,121634.69,0.02,63.56,6757.48,0.82
values_633,33,110,33,337,66,2036.96,112032.85,0.02,55,6224.05,0.77
values_847,33,125,46,379,79,2389.13,107121.45,0.02,44.84,5951.19,0.75
values_602,33,119,42,359,75,2236.15,104539.82,0.02,46.75,5807.77,0.74
values_399,33,115,36,351,69,2144.09,113011.52,0.02,52.71,6278.42,0.78
values_22,33,107,29,329,62,1958.93,119258.34,0.02,60.88,6625.46,0.81
values_313,33,114,37,348,70,2132.99,108436.62,0.02,50.84,6024.26,0.76
values_375,33,111,33,340,66,2055.09,114057.72,0.02,55.50,6336.54,0.78
values_963,33,105,28,324,61,1921.56,118896.46,0.02,61.88,6605.36,0.81
values_168,33,119,42,361,75,2248.60,105122.22,0.02,46.75,5840.12,0.74
values_226,33,130,47,389,80,2459.23,112235.07,0.02,45.64,6235.28,0.78
values_190,33,112,35,345,68,2100.17,110889.22,0.02,52.80,6160.51,0.77
values_429,33,130,51,387,84,2473.83,104046.25,0.02,42.06,5780.35,0.74
values_236,33,113,36,345,69,2107.44,109147.88,0.02,51.79,6063.77,0.76
values_777,33,119,40,360,73,2228.34,109383.48,0.02,49.09,6076.86,0.76
values_909,33,108,30,332,63,1984.46,117876.74,0.02,59.40,6548.71,0.80
values_438,33,130,49,388,82,2466.73,107982.37,0.02,43.78,5999.02,0.76
values_607,33,117,39,353,72,2177.98,107810.18,0.02,49.50,5989.45,0.76
values_717,33,118,41,356,74,2210.57,104974.90,0.02,47.49,5831.94,0.74
values_782,33,104,27,323,60,1907.93,121259.28,0.02,63.56,6736.63,0.82
values_258,33,113,35,347,68,2112.35,112527.88,0.02,53.27,6251.55,0.78
values_872,33,116,38,356,71,2189.31,110272.09,0.02,50.37,6126.23,0.77
values_637,33,128,49,380,82,2415.87,104128.92,0.02,43.10,5784.94,0.74
values_746,33,118,37,357,70,2188.15,115144.21,0.02,52.62,6396.90,0.79
values_4,33,108,31,333,64,1998,114852.77,0.02,57.48,6380.71,0.79
values_345,33,111,33,343,66,2073.23,115064.11,0.02,55.50,6392.45,0.79
values_102,33,119,40,361,73,2234.53,109687.33,0.02,49.09,6093.74,0.76
values_962,33,111,34,339,67,2056.40,110773.66,0.02,53.87,6154.09,0.77
values_356,33,108,31,331,64,1986,114162.97,0.02,57.48,6342.39,0.78
values_853,33,126,49,383,82,2434.94,103311.13,0.02,42.43,5739.51,0.73
values_849,33,115,37,350,70,2145.25,110016.49,0.02,51.28,6112.03,0.77
values_814,33,130,49,389,82,2473.09,108260.68,0.02,43.78,6014.48,0.76
values_370,33,108,31,332,64,1992,114507.87,0.02,57.48,6361.55,0.79
values_778,33,122,41,367,74,2278.87,111886.93,0.02,49.10,6215.94,0.77
values_458,33,109,32,338,65,2035.56,114404.85,0.02,56.20,6355.83,0.79
values_818,33,118,40,356,73,2203.58,107259.14,0.02,48.68,5958.84,0.75
values_119,33,113,33,345,66,2085.32,117820.35,0.02,56.50,6545.58,0.80
values_373,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_351,33,113,36,346,69,2113.55,109464.25,0.02,51.79,6081.35,0.76
values_32,33,115,37,351,70,2151.38,110330.82,0.02,51.28,6129.49,0.77
values_770,33,117,38,356,71,2189.31,111222.71,0.02,50.80,6179.04,0.77
values_371,33,124,39,367,72,2264.36,118791.94,0.02,52.46,6599.55,0.81
values_283,33,126,47,373,80,2358.08,104307.37,0.02,44.23,5794.85,0.74
values_535,33,125,44,381,77,2387.65,111920.89,0.02,46.88,6217.83,0.77
values_250,33,128,46,381,79,2401.74,110271.21,0.02,45.91,6126.18,0.77
values_132,33,117,40,356,73,2203.58,106350.16,0.02,48.26,5908.34,0.75
values_649,33,117,40,359,73,2222.15,107246.37,0.02,48.26,5958.13,0.75
values_77,33,128,50,378,83,2409.76,101788.47,0.02,42.24,5654.91,0.73
values_260,33,105,28,326,61,1933.42,119630.39,0.02,61.88,6646.13,0.81
values_891,33,108,30,331,63,1978.48,117521.69,0.02,59.40,6528.98,0.80
values_91,33,105,28,325,61,1927.49,119263.42,0.02,61.88,6625.75,0.81
values_137,33,118,40,362,73,2240.72,109066.88,0.02,48.68,6059.27,0.76
values_42,33,109,32,335,65,2017.49,113389.42,0.02,56.20,6299.41,0.78
values_13,33,130,51,394,84,2518.57,105928.22,0.02,42.06,5884.90,0.75
values_577,33,120,42,362,75,2254.83,106299.24,0.02,47.14,5905.51,0.75
values_41,33,116,39,352,72,2171.81,106585.93,0.02,49.08,5921.44,0.75
values_809,33,107,30,332,63,1984.46,116785.29,0.02,58.85,6488.07,0.80
values_414,33,117,40,358,73,2215.96,106947.63,0.02,48.26,5941.54,0.75
values_360,33,130,47,387,80,2446.59,111658.03,0.02,45.64,6203.22,0.77
values_386,33,104,27,323,60,1907.93,121259.28,0.02,63.56,6736.63,0.82
values_158,33,111,33,343,66,2073.23,115064.11,0.02,55.50,6392.45,0.79
values_904,33,114,36,348,69,2125.77,111071.30,0.02,52.25,6170.63,0.77
values_480,33,110,33,337,66,2036.96,112032.85,0.02,55,6224.05,0.77
values_647,33,104,27,324,60,1913.83,121634.69,0.02,63.56,6757.48,0.82
values_104,33,114,37,350,70,2145.25,109059.82,0.02,50.84,6058.88,0.76
values_55,33,114,36,347,69,2119.66,110752.13,0.02,52.25,6152.90,0.77
