inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity
values_895," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_298," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_155," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_12," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_160," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_626," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_38," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_146," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_81," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_687," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_213," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_212," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_568," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_5," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_40," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_970," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_707," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_406," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_893," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_144," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_979," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_831," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_402," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_404," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_310," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_70," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_268," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_412," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_290," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_916," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_567," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_913," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_232," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_319," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_23," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_899," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_428," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_858," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_546," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_432," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_231," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_388," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_350," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_603," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_364," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_530," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_72," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_536," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_79," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_342," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_803," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_501," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_540," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_955," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_191," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_812," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_545," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_78," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_526," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_695," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_87," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_300," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_964," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_998," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_988," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_6," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_625," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_518," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_122," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_541," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_279," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_256," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_796," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_504," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_752," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_459," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_658," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_408," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_867," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_727," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_177," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_823," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_822," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_218," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_426," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_776," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_143," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_739," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_312," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_174," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_669," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_120," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_974," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_217," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_866," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_192," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_328," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_68," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_387," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_69," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_749," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_135," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_341," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_494," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_1," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_589," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_925," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_524," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_994," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_856," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_156," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_470," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_207," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_655," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_441," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_109," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_45," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_125," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_600," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_708," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_791," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_912," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_533," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_418," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_228," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_585," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_465," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_239," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_842," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_208," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_932," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_957," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_563," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_766," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_476," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_175," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_591," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_997," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_385," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_115," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_653," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_753," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_241," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_197," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_636," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_450," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_106," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_699," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_578," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_644," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_570," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_873," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_33," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_210," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_486," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_252," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_694," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_759," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_245," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_15," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_792," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_248," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_246," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_556," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_513," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_93," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_558," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_991," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_181," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_674," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_652," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_344," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_715," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_528," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_276," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_24," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_296," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_244," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_380," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_25," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_740," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_478," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
values_379," 58
"," 12
"," 4
"," 12
"," 6
"," 2
"," 24
"," 2
"," 2
"," 1
"," 0
"," 14
"
