inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_609," 158 
"," 26 
"," 57 
"," 22 
"," 215 
"," 48 
"," 1200.77 
"," 40444.01 
"," 0.03 
"," 33.68 
"," 2246.89 
"," 0.39 
"
values_993," 187 
"," 26 
"," 76 
"," 38 
"," 263 
"," 64 
"," 1578 
"," 41028 
"," 0.04 
"," 26 
"," 2279.33 
"," 0.40 
"
values_731," 159 
"," 26 
"," 60 
"," 25 
"," 219 
"," 51 
"," 1242.26 
"," 38758.55 
"," 0.03 
"," 31.20 
"," 2153.25 
"," 0.38 
"
values_127," 159 
"," 26 
"," 60 
"," 24 
"," 219 
"," 50 
"," 1236.00 
"," 40170.15 
"," 0.03 
"," 32.50 
"," 2231.67 
"," 0.39 
"
values_889," 179 
"," 26 
"," 71 
"," 33 
"," 250 
"," 59 
"," 1470.66 
"," 41133.94 
"," 0.04 
"," 27.97 
"," 2285.22 
"," 0.40 
"
values_987," 148 
"," 26 
"," 53 
"," 18 
"," 201 
"," 44 
"," 1097.35 
"," 42003.96 
"," 0.03 
"," 38.28 
"," 2333.55 
"," 0.40 
"
values_780," 152 
"," 26 
"," 54 
"," 19 
"," 206 
"," 45 
"," 1131.32 
"," 41799.36 
"," 0.03 
"," 36.95 
"," 2322.19 
"," 0.40 
"
values_435," 157 
"," 26 
"," 58 
"," 23 
"," 215 
"," 49 
"," 1207.16 
"," 39573.94 
"," 0.03 
"," 32.78 
"," 2198.55 
"," 0.39 
"
values_950," 157 
"," 26 
"," 58 
"," 23 
"," 215 
"," 49 
"," 1207.16 
"," 39573.94 
"," 0.03 
"," 32.78 
"," 2198.55 
"," 0.39 
"
values_976," 148 
"," 26 
"," 52 
"," 17 
"," 200 
"," 43 
"," 1085.25 
"," 43154.76 
"," 0.03 
"," 39.76 
"," 2397.49 
"," 0.41 
"
values_557," 161 
"," 26 
"," 61 
"," 26 
"," 222 
"," 52 
"," 1265.50 
"," 38597.68 
"," 0.03 
"," 30.50 
"," 2144.32 
"," 0.38 
"
values_398," 165 
"," 26 
"," 62 
"," 27 
"," 227 
"," 53 
"," 1300.24 
"," 38814.51 
"," 0.03 
"," 29.85 
"," 2156.36 
"," 0.38 
"
values_892," 188 
"," 26 
"," 75 
"," 38 
"," 263 
"," 64 
"," 1578 
"," 40488.16 
"," 0.04 
"," 25.66 
"," 2249.34 
"," 0.39 
"
values_670," 166 
"," 26 
"," 63 
"," 28 
"," 229 
"," 54 
"," 1317.87 
"," 38547.68 
"," 0.03 
"," 29.25 
"," 2141.54 
"," 0.38 
"
values_574," 165 
"," 26 
"," 64 
"," 27 
"," 229 
"," 53 
"," 1311.69 
"," 40419.60 
"," 0.03 
"," 30.81 
"," 2245.53 
"," 0.39 
"
values_163," 180 
"," 26 
"," 73 
"," 36 
"," 253 
"," 62 
"," 1506.41 
"," 39710.69 
"," 0.04 
"," 26.36 
"," 2206.15 
"," 0.39 
"
values_900," 172 
"," 26 
"," 67 
"," 31 
"," 239 
"," 57 
"," 1394.06 
"," 39168.61 
"," 0.04 
"," 28.10 
"," 2176.03 
"," 0.38 
"
values_392," 177 
"," 26 
"," 72 
"," 35 
"," 249 
"," 61 
"," 1476.75 
"," 39492.61 
"," 0.04 
"," 26.74 
"," 2194.03 
"," 0.39 
"
values_447," 151 
"," 26 
"," 54 
"," 19 
"," 205 
"," 45 
"," 1125.83 
"," 41596.45 
"," 0.03 
"," 36.95 
"," 2310.91 
"," 0.40 
"
values_523," 167 
"," 26 
"," 64 
"," 28 
"," 231 
"," 54 
"," 1329.38 
"," 39501.55 
"," 0.03 
"," 29.71 
"," 2194.53 
"," 0.39 
"
values_679," 175 
"," 26 
"," 72 
"," 33 
"," 247 
"," 59 
"," 1453.01 
"," 41212.73 
"," 0.04 
"," 28.36 
"," 2289.60 
"," 0.40 
"
values_419," 183 
"," 26 
"," 75 
"," 37 
"," 258 
"," 63 
"," 1542.14 
"," 40637.43 
"," 0.04 
"," 26.35 
"," 2257.63 
"," 0.39 
"
values_895," 185 
"," 26 
"," 77 
"," 39 
"," 262 
"," 65 
"," 1577.86 
"," 40498.42 
"," 0.04 
"," 25.67 
"," 2249.91 
"," 0.39 
"
values_298," 187 
"," 26 
"," 78 
"," 39 
"," 265 
"," 65 
"," 1595.93 
"," 41494.11 
"," 0.04 
"," 26 
"," 2305.23 
"," 0.40 
"
values_155," 173 
"," 26 
"," 67 
"," 29 
"," 240 
"," 55 
"," 1387.53 
"," 41673.64 
"," 0.03 
"," 30.03 
"," 2315.20 
"," 0.40 
"
values_12," 167 
"," 26 
"," 65 
"," 30 
"," 232 
"," 56 
"," 1347.31 
"," 37949.13 
"," 0.04 
"," 28.17 
"," 2108.28 
"," 0.38 
"
values_160," 167 
"," 26 
"," 65 
"," 30 
"," 232 
"," 56 
"," 1347.31 
"," 37949.13 
"," 0.04 
"," 28.17 
"," 2108.28 
"," 0.38 
"
values_626," 188 
"," 26 
"," 78 
"," 38 
"," 266 
"," 64 
"," 1596 
"," 42588 
"," 0.04 
"," 26.68 
"," 2366 
"," 0.41 
"
values_38," 184 
"," 26 
"," 76 
"," 38 
"," 260 
"," 64 
"," 1560 
"," 40560 
"," 0.04 
"," 26 
"," 2253.33 
"," 0.39 
"
values_146," 158 
"," 26 
"," 58 
"," 23 
"," 216 
"," 49 
"," 1212.78 
"," 39758.00 
"," 0.03 
"," 32.78 
"," 2208.78 
"," 0.39 
"
values_81," 154 
"," 26 
"," 56 
"," 20 
"," 210 
"," 46 
"," 1159.95 
"," 42222.11 
"," 0.03 
"," 36.40 
"," 2345.67 
"," 0.40 
"
values_687," 180 
"," 26 
"," 74 
"," 38 
"," 254 
"," 64 
"," 1524 
"," 38581.26 
"," 0.04 
"," 25.32 
"," 2143.40 
"," 0.38 
"
values_213," 182 
"," 26 
"," 75 
"," 38 
"," 257 
"," 64 
"," 1542 
"," 39564.47 
"," 0.04 
"," 25.66 
"," 2198.03 
"," 0.39 
"
values_212," 167 
"," 26 
"," 64 
"," 28 
"," 231 
"," 54 
"," 1329.38 
"," 39501.55 
"," 0.03 
"," 29.71 
"," 2194.53 
"," 0.39 
"
values_568," 165 
"," 26 
"," 63 
"," 26 
"," 228 
"," 52 
"," 1299.70 
"," 40940.56 
"," 0.03 
"," 31.50 
"," 2274.48 
"," 0.40 
"
values_5," 154 
"," 26 
"," 57 
"," 22 
"," 211 
"," 48 
"," 1178.43 
"," 39691.57 
"," 0.03 
"," 33.68 
"," 2205.09 
"," 0.39 
"
values_40," 155 
"," 26 
"," 56 
"," 19 
"," 211 
"," 45 
"," 1158.78 
"," 44399.61 
"," 0.03 
"," 38.32 
"," 2466.64 
"," 0.42 
"
values_970," 183 
"," 26 
"," 74 
"," 39 
"," 257 
"," 65 
"," 1547.75 
"," 38177.80 
"," 0.04 
"," 24.67 
"," 2120.99 
"," 0.38 
"
values_707," 153 
"," 26 
"," 57 
"," 22 
"," 210 
"," 48 
"," 1172.84 
"," 39503.46 
"," 0.03 
"," 33.68 
"," 2194.64 
"," 0.39 
"
values_406," 165 
"," 26 
"," 63 
"," 28 
"," 228 
"," 54 
"," 1312.11 
"," 38379.34 
"," 0.03 
"," 29.25 
"," 2132.19 
"," 0.38 
"
values_893," 165 
"," 26 
"," 62 
"," 26 
"," 227 
"," 52 
"," 1294.00 
"," 40113.99 
"," 0.03 
"," 31 
"," 2228.56 
"," 0.39 
"
values_144," 182 
"," 26 
"," 75 
"," 39 
"," 257 
"," 65 
"," 1547.75 
"," 38693.71 
"," 0.04 
"," 25 
"," 2149.65 
"," 0.38 
"
values_979," 188 
"," 26 
"," 78 
"," 39 
"," 266 
"," 65 
"," 1601.95 
"," 41650.70 
"," 0.04 
"," 26 
"," 2313.93 
"," 0.40 
"
values_831," 168 
"," 26 
"," 65 
"," 30 
"," 233 
"," 56 
"," 1353.11 
"," 38112.70 
"," 0.04 
"," 28.17 
"," 2117.37 
"," 0.38 
"
values_402," 185 
"," 26 
"," 76 
"," 39 
"," 261 
"," 65 
"," 1571.84 
"," 39819.90 
"," 0.04 
"," 25.33 
"," 2212.22 
"," 0.39 
"
values_404," 184 
"," 26 
"," 78 
"," 37 
"," 262 
"," 63 
"," 1566.05 
"," 42918.16 
"," 0.04 
"," 27.41 
"," 2384.34 
"," 0.41 
"
values_310," 153 
"," 26 
"," 56 
"," 20 
"," 209 
"," 46 
"," 1154.42 
"," 42021.05 
"," 0.03 
"," 36.40 
"," 2334.50 
"," 0.40 
"
values_70," 155 
"," 26 
"," 56 
"," 21 
"," 211 
"," 47 
"," 1172.02 
"," 40629.97 
"," 0.03 
"," 34.67 
"," 2257.22 
"," 0.39 
"
values_268," 164 
"," 26 
"," 63 
"," 27 
"," 227 
"," 53 
"," 1300.24 
"," 39440.55 
"," 0.03 
"," 30.33 
"," 2191.14 
"," 0.39 
"
values_412," 154 
"," 26 
"," 57 
"," 22 
"," 211 
"," 48 
"," 1178.43 
"," 39691.57 
"," 0.03 
"," 33.68 
"," 2205.09 
"," 0.39 
"
values_290," 159 
"," 26 
"," 59 
"," 23 
"," 218 
"," 49 
"," 1224.01 
"," 40817.96 
"," 0.03 
"," 33.35 
"," 2267.66 
"," 0.40 
"
values_916," 166 
"," 26 
"," 65 
"," 29 
"," 231 
"," 55 
"," 1335.49 
"," 38913.53 
"," 0.03 
"," 29.14 
"," 2161.86 
"," 0.38 
"
values_567," 176 
"," 26 
"," 70 
"," 33 
"," 246 
"," 59 
"," 1447.13 
"," 39905.71 
"," 0.04 
"," 27.58 
"," 2216.98 
"," 0.39 
"
values_913," 171 
"," 26 
"," 65 
"," 28 
"," 236 
"," 54 
"," 1358.15 
"," 40987.13 
"," 0.03 
"," 30.18 
"," 2277.06 
"," 0.40 
"
values_232," 177 
"," 26 
"," 71 
"," 32 
"," 248 
"," 58 
"," 1452.78 
"," 41903.60 
"," 0.03 
"," 28.84 
"," 2327.98 
"," 0.40 
"
values_319," 184 
"," 26 
"," 75 
"," 36 
"," 259 
"," 62 
"," 1542.14 
"," 41766.21 
"," 0.04 
"," 27.08 
"," 2320.34 
"," 0.40 
"
values_23," 157 
"," 26 
"," 59 
"," 24 
"," 216 
"," 50 
"," 1219.07 
"," 38959.54 
"," 0.03 
"," 31.96 
"," 2164.42 
"," 0.38 
"
values_899," 160 
"," 26 
"," 61 
"," 25 
"," 221 
"," 51 
"," 1253.61 
"," 39764.38 
"," 0.03 
"," 31.72 
"," 2209.13 
"," 0.39 
"
values_428," 175 
"," 26 
"," 69 
"," 34 
"," 244 
"," 60 
"," 1441.28 
"," 38024.39 
"," 0.04 
"," 26.38 
"," 2112.47 
"," 0.38 
"
values_858," 185 
"," 26 
"," 76 
"," 39 
"," 261 
"," 65 
"," 1571.84 
"," 39819.90 
"," 0.04 
"," 25.33 
"," 2212.22 
"," 0.39 
"
values_546," 171 
"," 26 
"," 67 
"," 30 
"," 238 
"," 56 
"," 1382.15 
"," 40128.44 
"," 0.03 
"," 29.03 
"," 2229.36 
"," 0.39 
"
values_432," 180 
"," 26 
"," 74 
"," 37 
"," 254 
"," 63 
"," 1518.23 
"," 39473.96 
"," 0.04 
"," 26 
"," 2193.00 
"," 0.39 
"
values_231," 171 
"," 26 
"," 65 
"," 29 
"," 236 
"," 55 
"," 1364.40 
"," 39755.82 
"," 0.03 
"," 29.14 
"," 2208.66 
"," 0.39 
"
values_388," 157 
"," 26 
"," 59 
"," 24 
"," 216 
"," 50 
"," 1219.07 
"," 38959.54 
"," 0.03 
"," 31.96 
"," 2164.42 
"," 0.38 
"
values_350," 163 
"," 26 
"," 63 
"," 26 
"," 226 
"," 52 
"," 1288.30 
"," 40581.43 
"," 0.03 
"," 31.50 
"," 2254.52 
"," 0.39 
"
values_603," 188 
"," 26 
"," 78 
"," 41 
"," 266 
"," 67 
"," 1613.58 
"," 39906.58 
"," 0.04 
"," 24.73 
"," 2217.03 
"," 0.39 
"
values_364," 158 
"," 26 
"," 58 
"," 23 
"," 216 
"," 49 
"," 1212.78 
"," 39758.00 
"," 0.03 
"," 32.78 
"," 2208.78 
"," 0.39 
"
values_530," 182 
"," 26 
"," 75 
"," 35 
"," 257 
"," 61 
"," 1524.20 
"," 42459.84 
"," 0.04 
"," 27.86 
"," 2358.88 
"," 0.41 
"
values_72," 155 
"," 26 
"," 56 
"," 21 
"," 211 
"," 47 
"," 1172.02 
"," 40629.97 
"," 0.03 
"," 34.67 
"," 2257.22 
"," 0.39 
"
values_536," 166 
"," 26 
"," 64 
"," 28 
"," 230 
"," 54 
"," 1323.62 
"," 39330.55 
"," 0.03 
"," 29.71 
"," 2185.03 
"," 0.39 
"
values_79," 159 
"," 26 
"," 59 
"," 22 
"," 218 
"," 48 
"," 1217.52 
"," 42447.24 
"," 0.03 
"," 34.86 
"," 2358.18 
"," 0.41 
"
values_342," 170 
"," 26 
"," 66 
"," 28 
"," 236 
"," 54 
"," 1358.15 
"," 41617.70 
"," 0.03 
"," 30.64 
"," 2312.09 
"," 0.40 
"
values_803," 183 
"," 26 
"," 76 
"," 41 
"," 259 
"," 67 
"," 1571.12 
"," 37860.09 
"," 0.04 
"," 24.10 
"," 2103.34 
"," 0.38 
"
values_501," 171 
"," 26 
"," 68 
"," 32 
"," 239 
"," 58 
"," 1400.06 
"," 38676.59 
"," 0.04 
"," 27.62 
"," 2148.70 
"," 0.38 
"
values_540," 176 
"," 26 
"," 71 
"," 34 
"," 247 
"," 60 
"," 1459.00 
"," 39607.61 
"," 0.04 
"," 27.15 
"," 2200.42 
"," 0.39 
"
values_955," 182 
"," 26 
"," 75 
"," 37 
"," 257 
"," 63 
"," 1536.16 
"," 40479.92 
"," 0.04 
"," 26.35 
"," 2248.88 
"," 0.39 
"
values_191," 153 
"," 26 
"," 57 
"," 22 
"," 210 
"," 48 
"," 1172.84 
"," 39503.46 
"," 0.03 
"," 33.68 
"," 2194.64 
"," 0.39 
"
values_812," 175 
"," 26 
"," 72 
"," 36 
"," 247 
"," 62 
"," 1470.69 
"," 38237.85 
"," 0.04 
"," 26 
"," 2124.32 
"," 0.38 
"
values_545," 153 
"," 26 
"," 55 
"," 20 
"," 208 
"," 46 
"," 1148.90 
"," 41073.21 
"," 0.03 
"," 35.75 
"," 2281.84 
"," 0.40 
"
values_78," 162 
"," 26 
"," 63 
"," 25 
"," 225 
"," 51 
"," 1276.30 
"," 41811.45 
"," 0.03 
"," 32.76 
"," 2322.86 
"," 0.40 
"
values_526," 167 
"," 26 
"," 66 
"," 30 
"," 233 
"," 56 
"," 1353.11 
"," 38699.05 
"," 0.03 
"," 28.60 
"," 2149.95 
"," 0.38 
"
values_695," 182 
"," 26 
"," 76 
"," 36 
"," 258 
"," 62 
"," 1536.18 
"," 42159.68 
"," 0.04 
"," 27.44 
"," 2342.20 
"," 0.40 
"
values_87," 170 
"," 26 
"," 66 
"," 29 
"," 236 
"," 55 
"," 1364.40 
"," 40367.45 
"," 0.03 
"," 29.59 
"," 2242.64 
"," 0.39 
"
values_300," 170 
"," 26 
"," 67 
"," 31 
"," 237 
"," 57 
"," 1382.39 
"," 38840.84 
"," 0.04 
"," 28.10 
"," 2157.82 
"," 0.38 
"
values_964," 152 
"," 26 
"," 55 
"," 20 
"," 207 
"," 46 
"," 1143.38 
"," 40875.74 
"," 0.03 
"," 35.75 
"," 2270.87 
"," 0.40 
"
values_998," 178 
"," 26 
"," 75 
"," 37 
"," 253 
"," 63 
"," 1512.25 
"," 39849.88 
"," 0.04 
"," 26.35 
"," 2213.88 
"," 0.39 
"
values_988," 165 
"," 26 
"," 65 
"," 29 
"," 230 
"," 55 
"," 1329.71 
"," 38745.08 
"," 0.03 
"," 29.14 
"," 2152.50 
"," 0.38 
"
values_6," 185 
"," 26 
"," 78 
"," 40 
"," 263 
"," 66 
"," 1589.68 
"," 40298.28 
"," 0.04 
"," 25.35 
"," 2238.79 
"," 0.39 
"
values_625," 164 
"," 26 
"," 63 
"," 28 
"," 227 
"," 54 
"," 1306.36 
"," 38211.01 
"," 0.03 
"," 29.25 
"," 2122.83 
"," 0.38 
"
values_518," 172 
"," 26 
"," 69 
"," 32 
"," 241 
"," 58 
"," 1411.77 
"," 39573.77 
"," 0.04 
"," 28.03 
"," 2198.54 
"," 0.39 
"
values_122," 164 
"," 26 
"," 64 
"," 29 
"," 228 
"," 55 
"," 1318.15 
"," 37817.27 
"," 0.03 
"," 28.69 
"," 2100.96 
"," 0.38 
"
values_541," 178 
"," 26 
"," 71 
"," 33 
"," 249 
"," 59 
"," 1464.78 
"," 40969.40 
"," 0.04 
"," 27.97 
"," 2276.08 
"," 0.40 
"
values_279," 189 
"," 26 
"," 78 
"," 37 
"," 267 
"," 63 
"," 1595.93 
"," 43737.21 
"," 0.04 
"," 27.41 
"," 2429.85 
"," 0.41 
"
values_256," 182 
"," 26 
"," 74 
"," 36 
"," 256 
"," 62 
"," 1524.27 
"," 40732.00 
"," 0.04 
"," 26.72 
"," 2262.89 
"," 0.39 
"
values_796," 158 
"," 26 
"," 57 
"," 21 
"," 215 
"," 47 
"," 1194.24 
"," 42139.49 
"," 0.03 
"," 35.29 
"," 2341.08 
"," 0.40 
"
values_504," 173 
"," 26 
"," 69 
"," 32 
"," 242 
"," 58 
"," 1417.63 
"," 39737.98 
"," 0.04 
"," 28.03 
"," 2207.67 
"," 0.39 
"
values_752," 186 
"," 26 
"," 76 
"," 36 
"," 262 
"," 62 
"," 1560.00 
"," 42813.32 
"," 0.04 
"," 27.44 
"," 2378.52 
"," 0.41 
"
values_459," 175 
"," 26 
"," 71 
"," 35 
"," 246 
"," 61 
"," 1458.96 
"," 38474.90 
"," 0.04 
"," 26.37 
"," 2137.49 
"," 0.38 
"
values_658," 154 
"," 26 
"," 56 
"," 21 
"," 210 
"," 47 
"," 1166.46 
"," 40437.41 
"," 0.03 
"," 34.67 
"," 2246.52 
"," 0.39 
"
values_408," 169 
"," 26 
"," 65 
"," 29 
"," 234 
"," 55 
"," 1352.84 
"," 39418.91 
"," 0.03 
"," 29.14 
"," 2189.94 
"," 0.39 
"
values_867," 155 
"," 26 
"," 59 
"," 23 
"," 214 
"," 49 
"," 1201.55 
"," 40069.01 
"," 0.03 
"," 33.35 
"," 2226.06 
"," 0.39 
"
values_727," 163 
"," 26 
"," 62 
"," 27 
"," 225 
"," 53 
"," 1288.78 
"," 38472.53 
"," 0.03 
"," 29.85 
"," 2137.36 
"," 0.38 
"
values_177," 153 
"," 26 
"," 56 
"," 21 
"," 209 
"," 47 
"," 1160.91 
"," 40244.85 
"," 0.03 
"," 34.67 
"," 2235.82 
"," 0.39 
"
values_823," 151 
"," 26 
"," 55 
"," 20 
"," 206 
"," 46 
"," 1137.85 
"," 40678.27 
"," 0.03 
"," 35.75 
"," 2259.90 
"," 0.39 
"
values_822," 149 
"," 26 
"," 52 
"," 17 
"," 201 
"," 43 
"," 1090.68 
"," 43370.54 
"," 0.03 
"," 39.76 
"," 2409.47 
"," 0.41 
"
values_218," 151 
"," 26 
"," 54 
"," 19 
"," 205 
"," 45 
"," 1125.83 
"," 41596.45 
"," 0.03 
"," 36.95 
"," 2310.91 
"," 0.40 
"
values_426," 171 
"," 26 
"," 67 
"," 32 
"," 238 
"," 58 
"," 1394.20 
"," 37948.37 
"," 0.04 
"," 27.22 
"," 2108.24 
"," 0.38 
"
values_776," 191 
"," 26 
"," 78 
"," 40 
"," 269 
"," 66 
"," 1625.94 
"," 41217.63 
"," 0.04 
"," 25.35 
"," 2289.87 
"," 0.40 
"
values_143," 163 
"," 26 
"," 61 
"," 25 
"," 224 
"," 51 
"," 1270.62 
"," 40304.17 
"," 0.03 
"," 31.72 
"," 2239.12 
"," 0.39 
"
values_739," 168 
"," 26 
"," 67 
"," 31 
"," 235 
"," 57 
"," 1370.73 
"," 38513.07 
"," 0.04 
"," 28.10 
"," 2139.61 
"," 0.38 
"
values_312," 148 
"," 26 
"," 52 
"," 17 
"," 200 
"," 43 
"," 1085.25 
"," 43154.76 
"," 0.03 
"," 39.76 
"," 2397.49 
"," 0.41 
"
values_174," 164 
"," 26 
"," 62 
"," 26 
"," 226 
"," 52 
"," 1288.30 
"," 39937.28 
"," 0.03 
"," 31 
"," 2218.74 
"," 0.39 
"
values_669," 183 
"," 26 
"," 75 
"," 38 
"," 258 
"," 64 
"," 1548 
"," 39718.42 
"," 0.04 
"," 25.66 
"," 2206.58 
"," 0.39 
"
values_120," 147 
"," 26 
"," 52 
"," 17 
"," 199 
"," 43 
"," 1079.83 
"," 42938.99 
"," 0.03 
"," 39.76 
"," 2385.50 
"," 0.41 
"
values_974," 165 
"," 26 
"," 64 
"," 29 
"," 229 
"," 55 
"," 1323.93 
"," 37983.13 
"," 0.03 
"," 28.69 
"," 2110.17 
"," 0.38 
"
values_217," 161 
"," 26 
"," 65 
"," 30 
"," 226 
"," 56 
"," 1312.46 
"," 36967.69 
"," 0.04 
"," 28.17 
"," 2053.76 
"," 0.37 
"
values_866," 170 
"," 26 
"," 65 
"," 27 
"," 235 
"," 53 
"," 1346.06 
"," 42126.73 
"," 0.03 
"," 31.30 
"," 2340.37 
"," 0.40 
"
values_192," 177 
"," 26 
"," 71 
"," 34 
"," 248 
"," 60 
"," 1464.91 
"," 39767.97 
"," 0.04 
"," 27.15 
"," 2209.33 
"," 0.39 
"
values_328," 177 
"," 26 
"," 73 
"," 37 
"," 250 
"," 63 
"," 1494.32 
"," 38327.29 
"," 0.04 
"," 25.65 
"," 2129.29 
"," 0.38 
"
values_68," 160 
"," 26 
"," 60 
"," 25 
"," 220 
"," 51 
"," 1247.93 
"," 38935.53 
"," 0.03 
"," 31.20 
"," 2163.08 
"," 0.38 
"
values_387," 157 
"," 26 
"," 58 
"," 23 
"," 215 
"," 49 
"," 1207.16 
"," 39573.94 
"," 0.03 
"," 32.78 
"," 2198.55 
"," 0.39 
"
values_69," 170 
"," 26 
"," 68 
"," 31 
"," 238 
"," 57 
"," 1388.23 
"," 39586.88 
"," 0.04 
"," 28.52 
"," 2199.27 
"," 0.39 
"
values_749," 188 
"," 26 
"," 78 
"," 43 
"," 266 
"," 69 
"," 1624.87 
"," 38316.64 
"," 0.04 
"," 23.58 
"," 2128.70 
"," 0.38 
"
values_135," 166 
"," 26 
"," 65 
"," 27 
"," 231 
"," 53 
"," 1323.15 
"," 41409.68 
"," 0.03 
"," 31.30 
"," 2300.54 
"," 0.40 
"
values_341," 158 
"," 26 
"," 61 
"," 25 
"," 219 
"," 51 
"," 1242.26 
"," 39404.52 
"," 0.03 
"," 31.72 
"," 2189.14 
"," 0.39 
"
values_494," 153 
"," 26 
"," 55 
"," 20 
"," 208 
"," 46 
"," 1148.90 
"," 41073.21 
"," 0.03 
"," 35.75 
"," 2281.84 
"," 0.40 
"
values_1," 161 
"," 26 
"," 60 
"," 25 
"," 221 
"," 51 
"," 1253.61 
"," 39112.51 
"," 0.03 
"," 31.20 
"," 2172.92 
"," 0.38 
"
values_589," 188 
"," 26 
"," 77 
"," 40 
"," 265 
"," 66 
"," 1601.76 
"," 40084.16 
"," 0.04 
"," 25.03 
"," 2226.90 
"," 0.39 
"
values_925," 174 
"," 26 
"," 71 
"," 35 
"," 245 
"," 61 
"," 1453.03 
"," 38318.49 
"," 0.04 
"," 26.37 
"," 2128.81 
"," 0.38 
"
values_524," 181 
"," 26 
"," 76 
"," 36 
"," 257 
"," 62 
"," 1530.23 
"," 41996.27 
"," 0.04 
"," 27.44 
"," 2333.13 
"," 0.40 
"
values_994," 169 
"," 26 
"," 65 
"," 28 
"," 234 
"," 54 
"," 1346.64 
"," 40639.78 
"," 0.03 
"," 30.18 
"," 2257.77 
"," 0.39 
"
values_856," 149 
"," 26 
"," 53 
"," 18 
"," 202 
"," 44 
"," 1102.81 
"," 42212.93 
"," 0.03 
"," 38.28 
"," 2345.16 
"," 0.40 
"
values_156," 171 
"," 26 
"," 67 
"," 31 
"," 238 
"," 57 
"," 1388.23 
"," 39004.72 
"," 0.04 
"," 28.10 
"," 2166.93 
"," 0.38 
"
values_470," 189 
"," 26 
"," 76 
"," 39 
"," 265 
"," 65 
"," 1595.93 
"," 40430.16 
"," 0.04 
"," 25.33 
"," 2246.12 
"," 0.39 
"
values_207," 157 
"," 26 
"," 57 
"," 22 
"," 214 
"," 48 
"," 1195.18 
"," 40255.90 
"," 0.03 
"," 33.68 
"," 2236.44 
"," 0.39 
"
values_655," 172 
"," 26 
"," 68 
"," 29 
"," 240 
"," 55 
"," 1387.53 
"," 42295.63 
"," 0.03 
"," 30.48 
"," 2349.76 
"," 0.40 
"
values_441," 178 
"," 26 
"," 71 
"," 33 
"," 249 
"," 59 
"," 1464.78 
"," 40969.40 
"," 0.04 
"," 27.97 
"," 2276.08 
"," 0.40 
"
values_109," 157 
"," 26 
"," 57 
"," 22 
"," 214 
"," 48 
"," 1195.18 
"," 40255.90 
"," 0.03 
"," 33.68 
"," 2236.44 
"," 0.39 
"
values_45," 185 
"," 26 
"," 76 
"," 38 
"," 261 
"," 64 
"," 1566 
"," 40716 
"," 0.04 
"," 26 
"," 2262 
"," 0.39 
"
values_125," 181 
"," 26 
"," 76 
"," 37 
"," 257 
"," 63 
"," 1536.16 
"," 41019.65 
"," 0.04 
"," 26.70 
"," 2278.87 
"," 0.40 
"
values_600," 165 
"," 26 
"," 64 
"," 28 
"," 229 
"," 54 
"," 1317.87 
"," 39159.54 
"," 0.03 
"," 29.71 
"," 2175.53 
"," 0.38 
"
