inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_419,81,12,12,49,14,15,91,15,105,88,17,109,41,39,10,11
values_895,81,12,12,49,14,77,116,39,21,24,72,49,58,86,10,11
values_298,81,12,12,49,14,114,51,119,55,68,102,119,90,33,86,10
values_155,81,12,12,49,14,10,101,30,92,65,98,33,42,60,36,10
values_12,81,12,12,49,14,24,108,116,38,17,110,88,91,10,11,12
values_160,81,12,12,49,14,41,83,59,89,51,19,112,109,124,23,10
values_626,81,12,12,49,14,19,68,48,69,73,100,20,100.0,81,50.0,19
values_38,81,12,12,49,14,117,63,30,59,64,58,20,97,125,106,10
values_146,81,12,12,49,14,123,112,55,35,60,59,50,108,56,10,11
values_81,81,12,12,49,14,19,121,108,33,88,67,25,44,117,60,10
values_687,81,12,12,49,14,107,71,84,48,113,21,22,105,57,54,10
values_213,81,12,12,49,14,100,17,80,22,16,79,117,25,33,104,10
values_212,81,12,12,49,14,106,54,18,24,110,90,92,14,110,10,11
values_568,81,12,12,49,14,56,82,31,95,26,104,74,26,63,35,10
values_5,81,12,12,49,14,101,91,115,91,43,79,88,77,81,10,11
values_40,81,12,12,49,14,77,120,62,69,73,100,20,100.0,81,50.0,19
values_970,81,12,12,49,14,122,13,27,55,111,33,48,17,37,48,10
values_707,81,12,12,49,14,87,104,114,112,27,24,65,17,53,10,11
values_406,81,12,12,49,14,115,26,41,37,62,108,64,126,94,10,11
values_893,81,12,12,49,14,28,78,88,102,69,48,96,61,122,117,10
values_144,81,12,12,49,14,72,22,18,126,108,88,75,85,99,99,100
values_979,81,12,12,49,14,119,64,58,53,86,75,69,73,100,23,100.0
values_831,81,12,12,49,14,18,35,16,126,90,20,127,110,66,10,11
values_402,81,12,12,49,14,120,92,118,24,71,24,34,112,10,11,12
values_404,81,12,12,49,14,86,82,83,119,121,35,49,88,44,99,10
values_310,81,12,12,49,14,10,15,79,105,90,69,75,73,100,22,100.0
values_70,81,12,12,49,14,87,124,113,39,12,99,87,63,71,10,11
values_268,81,12,12,49,14,64,125,10,55,95,69,75,73,100,22,100.0
values_412,81,12,12,49,14,32,83,14,14,85,125,99,99,100,12,100.0
values_290,81,12,12,49,14,40,98,84,122,76,127,106,69,75,73,100
values_916,81,12,12,49,14,78,80,22,111,87,15,55,40,117,10,11
values_567,81,12,12,49,14,41,63,117,62,84,117,34,91,27,105,10
values_913,81,12,12,49,14,94,49,73,73,100,12,100.0,81,50.0,11,
values_232,81,12,12,49,14,16,56,40,45,30,40,123,92,90,10,11
values_319,81,12,12,49,14,125,108,100,35,53,101,42,118,71,10,11
values_23,81,12,12,49,14,33,84,95,72,84,48,56,16,89,10,11
values_899,81,12,12,49,14,65,95,47,43,75,18,105,119,122,10,11
values_428,81,12,12,49,14,31,110,123,75,69,73,100,23,100.0,81,50.0
values_858,81,12,12,49,14,117,31,117,121,28,21,59,121,10,11,12
values_546,81,12,12,49,14,95,77,37,72,62,51,111,24,99,99,100
values_432,81,12,12,49,14,41,116,30,89,126,18,14,59,26,28,10
values_231,81,12,12,49,14,64,68,102,75,75,29,121,47,114,10,11
values_388,81,12,12,49,14,111,81,82,126,44,38,69,75,73,100,23
values_350,81,12,12,49,14,56,66,73,73,100,12,100.0,81,50.0,11,
values_603,81,12,12,49,14,78,75,16,11,89,107,117,47,18,36,10
values_364,81,12,12,49,14,53,79,75,69,73,100,23,100.0,81,50.0,22
values_530,81,12,12,49,14,26,60,91,20,69,75,73,100,23,100.0,81
values_72,81,12,12,49,14,105,13,42,101,20,93,99,99,100,12,100.0
values_536,81,12,12,49,14,106,28,70,75,81,110,57,94,118,99,99
values_79,81,12,12,49,14,26,38,92,116,55,124,29,30,84,10,11
values_342,81,12,12,49,14,90,78,86,126,28,30,50,66,117,10,11
values_803,81,12,12,49,14,121,18,91,92,38,66,50,13,10,11,12
values_501,81,12,12,49,14,110,92,84,56,23,79,95,18,124,17,10
values_540,81,12,12,49,14,18,33,86,21,84,26,104,93,59,10,11
values_955,81,12,12,49,14,52,45,108,63,94,47,93,36,21,10,11
values_191,81,12,12,49,14,24,17,118,56,85,102,18,74,87,20,10
values_812,81,12,12,49,14,117,81,10,49,82,48,53,20,81,73,10
values_545,81,12,12,49,14,33,106,101,36,107,69,75,73,100,23,100.0
values_78,81,12,12,49,14,59,51,52,55,59,12,11,26,61,39,10
values_526,81,12,12,49,14,57,44,86,113,84,80,123,58,78,31,10
values_695,81,12,12,49,14,59,26,115,74,14,75,69,73,100,23,100.0
values_87,81,12,12,49,14,92,95,79,120,31,37,22,69,115,29,10
values_300,81,12,12,49,14,30,33,108,92,120,58,48,26,107,10,11
values_964,81,12,12,49,14,77,65,116,16,99,93,51,93,10,11,12
values_998,81,12,12,49,14,70,52,55,94,48,64,69,75,73,100,23
values_988,81,12,12,49,14,75,63,57,64,98,120,77,109,29,109,10
values_6,81,12,12,49,14,123,120,79,73,76,89,24,95,99,16,10
values_625,81,12,12,49,14,75,31,123,69,73,100,20,100.0,81,50.0,19
values_518,81,12,12,49,14,77,15,73,73,100,12,100.0,81,50.0,11,
values_122,81,12,12,49,14,98,20,21,41,46,62,96,123,21,32,10
values_541,81,12,12,49,14,32,83,25,66,40,19,105,107,54,43,10
values_279,81,12,12,49,14,27,104,108,80,38,24,108,25,100,122,10
values_256,81,12,12,49,14,95,92,69,73,100,20,100.0,81,50.0,19,
values_796,81,12,12,49,14,54,34,52,43,77,26,97,113,48,109,10
values_504,81,12,12,49,14,19,79,40,66,96,89,24,48,98,10,11
values_752,81,12,12,49,14,32,60,63,88,75,69,73,100,23,100.0,81
values_459,81,12,12,49,14,92,77,10,61,65,87,112,94,58,10,11
values_658,81,12,12,49,14,68,44,44,126,76,122,69,107,76,10,11
values_408,81,12,12,49,14,79,95,77,40,75,32,105,52,42,97,10
values_867,81,12,12,49,14,86,94,80,106,50,113,90,72,109,116,10
values_727,81,12,12,49,14,13,25,40,78,90,71,21,90,10,11,12
values_177,81,12,12,49,14,107,24,73,73,100,12,100.0,81,50.0,11,
values_823,81,12,12,49,14,55,110,86,112,30,60,30,74,10,11,12
values_822,81,12,12,49,14,21,109,82,69,73,100,20,100.0,81,50.0,19
values_218,81,12,12,49,14,36,49,120,36,75,69,73,100,23,100.0,81
values_426,81,12,12,49,14,19,60,34,17,69,100,124,61,68,10,11
values_776,81,12,12,49,14,21,32,122,121,75,67,107,38,57,10,11
values_143,81,12,12,49,14,53,52,73,73,100,12,100.0,81,50.0,11,
values_739,81,12,12,49,14,87,120,46,29,114,62,92,47,10,11,12
values_312,81,12,12,49,14,33,89,21,90,113,45,18,95,10,11,12
values_174,81,12,12,49,14,83,60,50,107,58,103,113,99,99,100,12
values_669,81,12,12,49,14,69,22,63,17,41,23,66,71,32,10,11
values_120,81,12,12,49,14,86,47,88,65,50,69,75,73,100,23,100.0
values_974,81,12,12,49,14,20,126,11,102,98,62,88,69,75,73,100
values_217,81,12,12,49,14,61,62,124,27,93,114,51,105,51,15,10
values_866,81,12,12,49,14,17,121,47,36,69,75,73,100,22,100.0,81
values_192,81,12,12,49,14,91,48,24,52,61,97,56,43,10,11,12
values_328,81,12,12,49,14,19,105,104,69,73,100,20,100.0,81,50.0,19
values_68,81,12,12,49,14,81,99,61,16,86,12,112,64,110,110,10
values_387,81,12,12,49,14,88,44,58,28,121,103,99,122,110,54,10
values_69,81,12,12,49,14,87,104,59,91,74,46,77,37,10,11,12
values_749,81,12,12,49,14,65,18,67,19,111,78,43,127,49,50,10
values_135,81,12,12,49,14,82,121,33,49,37,107,123,121,108,10,11
values_341,81,12,12,49,14,76,33,73,73,100,12,100.0,81,50.0,11,
values_494,81,12,12,49,14,103,57,29,17,29,40,59,28,99,21,10
values_1,81,12,12,49,14,31,88,89,33,111,31,99,36,40,80,10
values_589,81,12,12,49,14,40,69,50,117,27,59,104,83,41,40,10
values_925,81,12,12,49,14,117,19,114,36,54,28,63,70,27,66,10
values_524,81,12,12,49,14,63,84,70,95,40,92,53,39,10,11,12
values_994,81,12,12,49,14,93,92,58,14,45,61,30,18,10,11,12
values_856,81,12,12,49,14,22,56,111,92,26,22,45,37,10,11,12
values_156,81,12,12,49,14,127,109,64,52,75,67,50,107,37,111,10
values_470,81,12,12,49,14,114,16,102,54,22,115,57,42,10,11,12
values_207,81,12,12,49,14,96,102,99,85,11,97,50,75,69,73,100
values_655,81,12,12,49,14,103,20,45,94,81,21,33,42,28,10,11
values_441,81,12,12,49,14,69,56,108,26,64,99,20,121,67,10,11
values_109,81,12,12,49,14,121,72,58,52,30,95,62,76,55,10,11
values_45,81,12,12,49,14,71,94,72,40,10,66,23,35,12,10,11
values_125,81,12,12,49,14,109,45,66,118,125,60,109,92,38,93,10
values_600,81,12,12,49,14,59,97,35,10,104,100,59,124,90,14,10
values_708,81,12,12,49,14,61,13,94,73,12,55,60,47,102,10,11
values_791,81,12,12,49,14,61,72,48,73,42,54,107,99,99,100,12
values_912,81,12,12,49,14,45,122,57,31,122,78,13,105,102,10,11
values_533,81,12,12,49,14,92,126,19,61,56,62,35,24,110,100,10
values_418,81,12,12,49,14,26,102,95,83,107,10,15,28,66,10,11
values_228,81,12,12,49,14,110,118,96,89,127,30,55,101,24,10,11
values_585,81,12,12,49,14,71,18,112,79,92,34,127,43,100,76,10
values_465,81,12,12,49,14,59,114,32,63,48,44,75,15,33,10,11
values_239,81,12,12,49,14,73,13,65,121,23,18,109,84,91,99,99
values_842,81,12,12,49,14,80,12,34,70,102,100,99,63,10,11,99
values_208,81,12,12,49,14,119,63,106,38,32,13,125,121,93,48,10
values_932,81,12,12,49,14,65,77,121,60,127,101,90,126,42,10,11
values_957,81,12,12,49,14,123,38,59,54,85,109,117,21,33,113,10
values_563,81,12,12,49,14,30,10,12,113,94,26,47,46,97,56,10
values_766,81,12,12,49,14,83,125,10,88,88,73,76,111,46,78,10
values_476,81,12,12,49,14,49,11,73,73,100,12,100.0,81,50.0,11,
values_175,81,12,12,49,14,17,86,122,123,74,35,71,102,84,10,11
values_591,81,12,12,49,14,107,46,116,14,29,121,100,21,90,43,10
values_997,81,12,12,49,14,48,90,98,66,114,84,35,113,98,10,11
values_385,81,12,12,49,14,98,62,123,52,98,77,122,123,10,11,12
values_115,81,12,12,49,14,55,77,14,21,75,69,73,100,23,100.0,81
values_653,81,12,12,49,14,62,76,28,46,69,75,73,100,22,100.0,81
values_753,81,12,12,49,14,93,122,63,27,109,91,127,120,39,10,11
values_241,81,12,12,49,14,80,76,78,106,45,31,112,99,10,11,12
values_197,81,12,12,49,14,94,102,96,75,69,73,100,23,100.0,81,50.0
values_636,81,12,12,49,14,116,24,103,59,112,59,81,116,65,10,11
values_450,81,12,12,49,14,105,126,122,108,10,100,43,66,111,44,10
values_106,81,12,12,49,14,93,87,31,71,51,101,86,76,10,11,12
values_699,81,12,12,49,14,90,13,88,54,39,71,45,63,114,94,10
values_578,81,12,12,49,14,38,28,78,110,65,23,69,75,73,100,22
values_644,81,12,12,49,14,11,88,125,85,103,58,115,81,91,61,10
values_570,81,12,12,49,14,89,100,37,90,57,115,13,75,69,73,100
values_873,81,12,12,49,14,41,65,80,109,119,83,116,127,62,81,99
values_33,81,12,12,49,14,114,52,107,82,108,28,77,19,71,10,11
values_210,81,12,12,49,14,12,31,68,121,40,35,38,15,10,11,12
values_486,81,12,12,49,14,50,72,73,77,69,75,73,100,23,100.0,81
values_252,81,12,12,49,14,99,19,100,25,80,19,48,40,110,113,10
values_694,81,12,12,49,14,120,21,34,126,52,115,80,85,108,25,10
values_759,81,12,12,49,14,70,37,73,73,100,12,100.0,81,50.0,11,
values_245,81,12,12,49,14,36,86,75,69,73,100,23,100.0,81,50.0,22
values_15,81,12,12,49,14,80,120,95,27,122,39,12,99,99,100,12
values_792,81,12,12,49,14,14,71,16,82,98,83,100,46,92,70,10
values_248,81,12,12,49,14,72,11,83,115,75,69,73,100,23,100.0,81
values_246,81,12,12,49,14,66,61,38,53,66,60,14,117,104,46,10
values_556,81,12,12,49,14,88,22,44,58,110,26,39,28,73,10,11
values_513,81,12,12,49,14,118,82,13,43,105,26,65,82,25,14,10
values_93,81,12,12,49,14,38,114,121,104,45,12,50,60,112,109,10
values_558,81,12,12,49,14,95,126,86,74,111,114,77,82,51,10,99
values_991,81,12,12,49,14,96,56,30,45,74,37,99,108,14,10,99
values_181,81,12,12,49,14,118,57,126,115,46,119,70,91,104,10,11
values_674,81,12,12,49,14,119,60,124,118,15,77,105,85,95,10,11
values_652,81,12,12,49,14,124,39,118,101,12,76,85,114,115,10,11
values_344,81,12,12,49,14,89,95,126,127,85,35,94,73,114,102,10
values_715,81,12,12,49,14,80,53,96,74,32,90,78,71,45,99,99
values_528,81,12,12,49,14,91,66,48,19,16,90,39,109,98,41,10
values_276,81,12,12,49,14,95,66,10,85,69,89,79,61,10,11,12
values_24,81,12,12,49,14,44,67,125,61,68,35,112,56,99,84,10
values_296,81,12,12,49,14,49,26,118,33,85,55,99,99,100,12,100.0
values_244,81,12,12,49,14,39,77,91,19,47,108,77,12,117,74,10
values_380,81,12,12,49,14,106,77,73,73,100,12,100.0,81,50.0,11,
values_25,81,12,12,49,14,15,17,30,51,127,110,22,96,24,10,11
values_740,81,12,12,49,14,77,92,88,35,54,36,58,73,46,23,10
values_478,81,12,12,49,14,46,93,127,67,78,17,86,73,77,10,11
values_379,81,12,12,49,14,32,114,60,108,98,114,37,122,75,46,10
values_810,81,12,12,49,14,78,87,119,87,71,109,83,22,101,118,10
values_440,81,12,12,49,14,68,92,103,76,83,16,10,15,105,32,99
values_543,81,12,12,49,14,118,66,119,74,95,96,107,121,73,99,99
values_130,81,12,12,49,14,102,76,75,113,30,86,123,75,69,73,100
values_225,81,12,12,49,14,58,20,63,70,68,88,104,26,115,10,11
values_285,81,12,12,49,14,16,105,113,107,67,123,107,58,117,87,10
values_363,81,12,12,49,14,107,115,20,78,70,112,94,117,90,10,11
values_667,81,12,12,49,14,40,86,74,38,95,72,66,68,10,11,12
values_26,81,12,12,49,14,18,79,122,67,90,43,69,106,97,10,11
values_793,81,12,12,49,14,47,63,72,75,69,73,100,23,100.0,81,50.0
values_772,81,12,12,49,14,110,112,93,10,84,93,10,11,99,99,100
values_931,81,12,12,49,14,75,62,61,92,106,50,30,37,36,99,99
values_981,81,12,12,49,14,47,22,46,34,32,35,27,65,85,10,11
values_422,81,12,12,49,14,68,127,73,73,100,12,100.0,81,50.0,11,
values_920,81,12,12,49,14,16,70,67,19,75,69,73,100,23,100.0,81
values_259,81,12,12,49,14,21,34,91,51,90,100,13,75,69,73,100
values_477,81,12,12,49,14,124,36,107,90,18,105,127,31,109,10,11
values_738,81,12,12,49,14,110,97,17,40,10,121,66,53,70,24,10
values_430,81,12,12,49,14,110,44,104,64,50,101,119,123,10,11,12
values_922,81,12,12,49,14,26,49,110,55,53,29,19,124,125,10,10
values_903,81,12,12,49,14,121,39,83,67,56,70,101,82,76,41,10
values_761,81,12,12,49,14,69,28,12,60,75,69,73,100,23,100.0,81
values_204,81,12,12,49,14,26,49,106,69,75,73,100,22,100.0,81,50.0
values_48,81,12,12,49,14,76,18,110,49,96,12,28,57,10,11,12
values_71,81,12,12,49,14,40,96,19,117,40,71,59,107,74,99,99
values_851,81,12,12,49,14,85,48,115,57,115,120,32,60,39,30,10
values_347,81,12,12,49,14,64,23,92,29,48,75,69,73,100,23,100.0
values_725,81,12,12,49,14,84,47,127,71,65,73,55,32,110,99,99
values_266,81,12,12,49,14,80,125,79,23,22,71,103,45,10,11,12
values_448,81,12,12,49,14,119,114,89,63,106,23,54,99,99,100,12
values_934,81,12,12,49,14,38,95,24,35,64,126,85,87,11,64,10
values_531,81,12,12,49,14,117,50,107,47,124,75,127,13,103,58,10
values_224,81,12,12,49,14,114,14,100,64,119,69,75,73,100,23,100.0
values_686,81,12,12,49,14,90,119,11,69,73,100,20,100.0,81,50.0,19
values_927,81,12,12,49,14,15,117,47,48,69,75,73,100,22,100.0,81
values_407,81,12,12,49,14,51,123,98,19,47,93,111,31,31,10,11
values_76,81,12,12,49,14,39,127,78,64,27,30,74,107,92,10,11
values_949,81,12,12,49,14,31,28,36,19,38,66,112,27,112,77,10
values_969,81,12,12,49,14,117,71,12,112,15,70,49,99,103,77,10
values_781,81,12,12,49,14,13,95,79,12,121,47,56,50,10,11,12
values_7,81,12,12,49,14,28,49,61,106,115,67,115,41,10,11,12
values_683,81,12,12,49,14,119,79,58,67,78,63,73,68,44,10,11
values_376,81,12,12,49,14,35,83,113,63,42,52,23,104,12,73,10
values_877,81,12,12,49,14,21,85,38,51,24,87,40,97,42,50,10
values_654,81,12,12,49,14,62,77,122,79,107,56,105,72,10,11,12
values_508,81,12,12,49,14,31,119,71,11,58,44,122,34,20,19,10
values_332,81,12,12,49,14,101,96,26,106,99,34,70,114,69,70,10
values_281,81,12,12,49,14,23,69,96,125,57,97,21,75,38,51,10
values_381,81,12,12,49,14,100,20,103,111,78,125,46,61,19,55,10
values_769,81,12,12,49,14,15,48,64,30,27,75,69,73,100,23,100.0
values_701,81,12,12,49,14,65,50,127,27,82,55,72,119,68,65,10
values_855,81,12,12,49,14,67,100,110,55,62,120,20,19,45,111,10
values_320,81,12,12,49,14,119,98,63,60,26,100,81,27,101,10,11
values_50,81,12,12,49,14,56,84,25,66,22,18,73,47,106,10,11
values_918,81,12,12,49,14,41,80,32,20,121,42,61,10,11,12,13
values_615,81,12,12,49,14,16,63,45,73,124,42,75,81,99,99,100
values_704,81,12,12,49,14,102,27,103,27,66,13,40,35,11,69,10
values_633,81,12,12,49,14,86,111,115,89,75,69,73,100,23,100.0,81
values_847,81,12,12,49,14,67,123,31,15,52,66,18,105,10,11,12
values_602,81,12,12,49,14,19,86,93,117,86,118,33,71,10,11,12
values_399,81,12,12,49,14,97,19,78,82,31,66,16,59,104,87,10
values_22,81,12,12,49,14,94,90,47,15,98,52,57,39,39,106,10
values_313,81,12,12,49,14,42,114,28,26,66,105,32,52,60,98,10
values_375,81,12,12,49,14,114,19,44,45,12,31,47,52,125,111,10
values_963,81,12,12,49,14,38,115,51,75,69,73,100,23,100.0,81,50.0
values_168,81,12,12,49,14,103,40,54,69,73,100,20,100.0,81,50.0,19
values_226,81,12,12,49,14,110,93,11,30,93,116,120,70,25,10,11
values_190,81,12,12,49,14,47,43,115,89,26,80,66,126,125,126,10
values_429,81,12,12,49,14,58,36,109,75,69,73,100,23,100.0,81,50.0
values_236,81,12,12,49,14,11,12,51,28,125,39,89,29,63,72,10
values_777,81,12,12,49,14,57,36,65,69,73,100,20,100.0,81,50.0,19
values_909,81,12,12,49,14,125,29,43,105,38,51,32,90,105,47,10
values_438,81,12,12,49,14,27,119,57,75,69,73,100,23,100.0,81,50.0
values_607,81,12,12,49,14,20,110,16,36,34,84,107,115,62,10,11
values_717,81,12,12,49,14,80,98,123,15,115,65,32,88,82,10,11
values_782,81,12,12,49,14,45,68,23,75,73,127,75,106,10,11,12
values_258,81,12,12,49,14,124,35,108,89,16,66,11,108,46,10,11
values_872,81,12,12,49,14,73,30,63,77,122,23,101,75,69,73,100
values_637,81,12,12,49,14,106,31,77,121,95,23,32,126,10,11,12
values_746,81,12,12,49,14,59,49,105,22,14,103,49,113,10,11,12
values_4,81,12,12,49,14,83,124,122,75,69,73,100,23,100.0,81,50.0
values_345,81,12,12,49,14,23,70,31,69,73,100,20,100.0,81,50.0,19
values_102,81,12,12,49,14,11,90,32,72,57,51,92,78,99,10,11
values_962,81,12,12,49,14,93,73,22,59,37,41,112,114,116,80,10
values_356,81,12,12,49,14,83,33,72,85,123,83,115,88,68,35,99
values_853,81,12,12,49,14,52,37,74,98,63,75,69,73,100,23,100.0
values_849,81,12,12,49,14,51,80,105,18,52,105,67,31,47,90,10
values_814,81,12,12,49,14,56,62,116,69,73,100,20,100.0,81,50.0,19
values_370,81,12,12,49,14,36,122,120,110,36,26,63,47,99,99,100
values_778,81,12,12,49,14,64,124,38,116,15,83,98,11,120,99,99
values_458,81,12,12,49,14,49,33,76,94,89,26,17,104,10,11,12
values_818,81,12,12,49,14,56,101,86,90,126,36,109,45,84,10,11
values_119,81,12,12,49,14,119,57,117,39,104,70,52,54,73,32,10
values_373,81,12,12,49,14,49,124,47,11,77,126,65,34,75,10,11
values_351,81,12,12,49,14,76,54,17,21,39,12,10,43,48,124,10
values_32,81,12,12,49,14,116,81,16,44,90,102,102,74,37,105,10
values_770,81,12,12,49,14,119,118,102,62,104,62,65,38,40,13,10
values_371,81,12,12,49,14,121,15,99,59,77,18,87,110,55,108,10
values_283,81,12,12,49,14,105,28,60,37,26,102,69,107,39,10,11
values_535,81,12,12,49,14,50,125,104,55,30,91,11,30,10,10,11
values_250,81,12,12,49,14,54,40,48,52,76,106,88,28,125,31,10
values_132,81,12,12,49,14,60,127,99,51,59,57,86,120,75,10,11
values_649,81,12,12,49,14,54,41,48,123,53,51,116,91,33,10,11
values_77,81,12,12,49,14,99,44,69,100,89,49,69,95,77,88,10
values_260,81,12,12,49,14,89,115,43,104,114,63,65,107,75,56,10
values_891,81,12,12,49,14,58,124,112,69,73,100,20,100.0,81,50.0,19
values_91,81,12,12,49,14,53,117,115,107,54,61,59,75,69,73,100
values_137,81,12,12,49,14,100,96,47,23,21,35,119,30,77,10,99
values_42,81,12,12,49,14,87,115,84,75,69,73,100,23,100.0,81,50.0
values_13,81,12,12,49,14,112,17,118,22,90,92,44,32,102,10,11
values_577,81,12,12,49,14,122,63,89,25,38,67,99,99,100,12,100.0
values_41,81,12,12,49,14,60,112,72,124,86,43,35,86,10,11,12
values_809,81,12,12,49,14,68,83,110,71,109,114,27,15,13,66,10
values_414,81,12,12,49,14,17,27,35,45,33,75,69,73,100,23,100.0
values_360,81,12,12,49,14,27,15,69,24,27,77,76,34,78,10,11
values_386,81,12,12,49,14,62,100,74,74,19,21,49,19,54,99,99
values_158,81,12,12,49,14,63,87,88,42,125,72,102,124,89,58,10
values_904,81,12,12,49,14,113,89,125,124,71,84,72,72,84,10,11
values_480,81,12,12,49,14,24,72,25,110,118,124,110,118,29,99,99
values_647,81,12,12,49,14,80,70,104,69,73,48,16,20,66,99,99
values_104,81,12,12,49,14,26,114,50,93,27,102,117,109,58,124,10
values_55,81,12,12,49,14,16,110,77,10,67,65,61,41,10,11,12
values_491,81,12,12,49,14,102,93,70,28,79,110,60,105,42,62,10
values_391,81,12,12,49,14,111,118,83,88,54,100,71,101,30,10,11
values_972,81,12,12,49,14,15,66,47,64,38,110,117,69,10,11,12
values_571,81,12,12,49,14,92,57,45,94,117,34,51,46,10,11,12
values_940,81,12,12,49,14,127,59,119,21,90,81,41,124,93,31,10
values_861,81,12,12,49,14,69,54,125,54,85,60,124,30,10,11,99
values_324,81,12,12,49,14,61,76,53,69,50,26,21,57,81,10,99
values_549,81,12,12,49,14,65,56,73,73,100,12,100.0,81,50.0,11,
values_170,81,12,12,49,14,109,16,65,118,52,81,19,59,61,10,11
values_269,81,12,12,49,14,123,26,51,49,110,50,75,69,73,100,23
values_442,81,12,12,49,14,40,49,120,26,94,120,16,12,96,10,11
values_520,81,12,12,49,14,18,36,26,46,69,75,73,100,23,100.0,81
values_455,81,12,12,49,14,98,108,89,13,115,26,59,49,32,28,10
values_31,81,12,12,49,14,63,32,116,38,66,77,85,22,103,37,10
values_971,81,12,12,49,14,76,60,59,29,19,77,25,12,10,11,12
values_397,81,12,12,49,14,67,72,122,49,69,75,73,100,23,100.0,81
values_254,81,12,12,49,14,73,37,102,74,63,69,75,73,100,23,100.0
values_616,81,12,12,49,14,62,56,96,17,80,100,52,31,10,11,12
values_66,81,12,12,49,14,93,38,57,84,90,23,37,114,92,43,10
values_943,81,12,12,49,14,86,36,97,118,31,15,62,84,55,57,10
values_117,81,12,12,49,14,64,112,66,88,29,45,69,75,73,100,22
values_451,81,12,12,49,14,12,93,19,120,15,112,74,31,126,63,10
values_643,81,12,12,49,14,47,75,16,92,88,69,10,111,58,74,10
values_688,81,12,12,49,14,99,116,34,79,22,63,45,106,59,76,99
values_569,81,12,12,49,14,77,56,58,115,31,105,16,15,99,10,11
values_745,81,12,12,49,14,110,81,70,60,101,75,84,122,69,10,11
values_65,81,12,12,49,14,82,17,30,36,102,25,93,10,11,12,99
values_980,81,12,12,49,14,124,51,109,71,45,16,61,20,12,123,10
values_982,81,12,12,49,14,68,33,73,73,100,12,100.0,81,50.0,11,
values_62,81,12,12,49,14,102,127,126,12,44,20,112,24,17,10,11
values_789,81,12,12,49,14,64,47,100,26,69,75,73,100,22,100.0,81
values_401,81,12,12,49,14,109,97,21,111,126,97,112,41,97,33,10
values_21,81,12,12,49,14,10,107,82,76,34,71,99,103,51,10,11
values_598,81,12,12,49,14,17,106,124,21,69,83,82,105,80,79,10
values_273,81,12,12,49,14,27,44,91,92,41,24,68,95,51,10,99
values_534,81,12,12,49,14,49,101,103,112,28,30,100,75,115,100,10
values_118,81,12,12,49,14,21,68,48,45,69,75,73,100,22,100.0,81
values_141,81,12,12,49,14,121,56,83,86,82,70,75,69,73,100,23
