inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_895," 257 
"," 133 
"," 690 
"," 184 
"," 5191.26 
"," 255796.30 
"," 0.02 
"," 49.27 
"," 14210.91 
"," 1.34 
"
values_298," 252 
"," 129 
"," 679 
"," 180 
"," 5086.97 
"," 253402.00 
"," 0.02 
"," 49.81 
"," 14077.89 
"," 1.33 
"
values_155," 275 
"," 147 
"," 739 
"," 198 
"," 5638.09 
"," 268960.12 
"," 0.02 
"," 47.70 
"," 14942.23 
"," 1.39 
"
values_12," 249 
"," 126 
"," 671 
"," 177 
"," 5010.76 
"," 252506.68 
"," 0.02 
"," 50.39 
"," 14028.15 
"," 1.33 
"
values_160," 250 
"," 127 
"," 672 
"," 178 
"," 5023.69 
"," 252173.56 
"," 0.02 
"," 50.20 
"," 14009.64 
"," 1.33 
"
values_626," 263 
"," 137 
"," 708 
"," 188 
"," 5348.65 
"," 261830.03 
"," 0.02 
"," 48.95 
"," 14546.11 
"," 1.36 
"
values_38," 260 
"," 137 
"," 698 
"," 188 
"," 5273.10 
"," 255187.39 
"," 0.02 
"," 48.39 
"," 14177.08 
"," 1.34 
"
values_146," 255 
"," 131 
"," 686 
"," 182 
"," 5150.35 
"," 255649.86 
"," 0.02 
"," 49.64 
"," 14202.77 
"," 1.34 
"
values_81," 271 
"," 143 
"," 723 
"," 194 
"," 5494.74 
"," 265534.13 
"," 0.02 
"," 48.33 
"," 14751.90 
"," 1.38 
"
values_687," 263 
"," 138 
"," 707 
"," 189 
"," 5346.51 
"," 259828.54 
"," 0.02 
"," 48.60 
"," 14434.92 
"," 1.36 
"
values_213," 273 
"," 149 
"," 736 
"," 200 
"," 5625.88 
"," 262849.33 
"," 0.02 
"," 46.72 
"," 14602.74 
"," 1.37 
"
values_212," 250 
"," 127 
"," 673 
"," 178 
"," 5031.17 
"," 252548.82 
"," 0.02 
"," 50.20 
"," 14030.49 
"," 1.33 
"
values_568," 253 
"," 130 
"," 679 
"," 181 
"," 5092.40 
"," 252719.91 
"," 0.02 
"," 49.63 
"," 14040.00 
"," 1.33 
"
values_5," 268 
"," 143 
"," 716 
"," 194 
"," 5441.54 
"," 260052.22 
"," 0.02 
"," 47.79 
"," 14447.35 
"," 1.36 
"
values_40," 260 
"," 136 
"," 701 
"," 187 
"," 5290.37 
"," 257905.68 
"," 0.02 
"," 48.75 
"," 14328.09 
"," 1.35 
"
values_970," 254 
"," 131 
"," 684 
"," 182 
"," 5135.33 
"," 253904.90 
"," 0.02 
"," 49.44 
"," 14105.83 
"," 1.34 
"
values_707," 275 
"," 150 
"," 734 
"," 201 
"," 5615.87 
"," 262542.01 
"," 0.02 
"," 46.75 
"," 14585.67 
"," 1.37 
"
values_406," 265 
"," 141 
"," 715 
"," 192 
"," 5423.25 
"," 259912.05 
"," 0.02 
"," 47.93 
"," 14439.56 
"," 1.36 
"
values_893," 254 
"," 131 
"," 682 
"," 182 
"," 5120.32 
"," 253162.49 
"," 0.02 
"," 49.44 
"," 14064.58 
"," 1.33 
"
values_144," 270 
"," 145 
"," 725 
"," 196 
"," 5520.66 
"," 262136.39 
"," 0.02 
"," 47.48 
"," 14563.13 
"," 1.37 
"
values_979," 274 
"," 146 
"," 732 
"," 197 
"," 5579.34 
"," 267005.90 
"," 0.02 
"," 47.86 
"," 14833.66 
"," 1.38 
"
values_831," 253 
"," 130 
"," 680 
"," 181 
"," 5099.90 
"," 253092.11 
"," 0.02 
"," 49.63 
"," 14060.67 
"," 1.33 
"
values_402," 269 
"," 145 
"," 721 
"," 196 
"," 5490.21 
"," 259724.60 
"," 0.02 
"," 47.31 
"," 14429.14 
"," 1.36 
"
values_404," 260 
"," 136 
"," 696 
"," 187 
"," 5252.64 
"," 256066.13 
"," 0.02 
"," 48.75 
"," 14225.90 
"," 1.34 
"
values_310," 264 
"," 139 
"," 708 
"," 190 
"," 5359.46 
"," 259567.41 
"," 0.02 
"," 48.43 
"," 14420.41 
"," 1.36 
"
values_70," 256 
"," 133 
"," 689 
"," 184 
"," 5183.73 
"," 254431.71 
"," 0.02 
"," 49.08 
"," 14135.09 
"," 1.34 
"
values_268," 253 
"," 130 
"," 680 
"," 181 
"," 5099.90 
"," 253092.11 
"," 0.02 
"," 49.63 
"," 14060.67 
"," 1.33 
"
values_412," 264 
"," 139 
"," 705 
"," 190 
"," 5336.75 
"," 258467.55 
"," 0.02 
"," 48.43 
"," 14359.31 
"," 1.35 
"
values_290," 254 
"," 131 
"," 683 
"," 182 
"," 5127.82 
"," 253533.70 
"," 0.02 
"," 49.44 
"," 14085.21 
"," 1.34 
"
values_916," 260 
"," 136 
"," 700 
"," 187 
"," 5282.83 
"," 257537.77 
"," 0.02 
"," 48.75 
"," 14307.65 
"," 1.35 
"
values_567," 271 
"," 146 
"," 721 
"," 197 
"," 5495.50 
"," 260114.03 
"," 0.02 
"," 47.33 
"," 14450.78 
"," 1.36 
"
values_913," 271 
"," 143 
"," 729 
"," 194 
"," 5540.34 
"," 267737.73 
"," 0.02 
"," 48.33 
"," 14874.32 
"," 1.38 
"
values_232," 263 
"," 137 
"," 704 
"," 188 
"," 5318.43 
"," 260350.76 
"," 0.02 
"," 48.95 
"," 14463.93 
"," 1.36 
"
values_319," 260 
"," 136 
"," 699 
"," 187 
"," 5275.28 
"," 257169.86 
"," 0.02 
"," 48.75 
"," 14287.21 
"," 1.35 
"
values_23," 262 
"," 138 
"," 701 
"," 189 
"," 5301.13 
"," 256643.93 
"," 0.02 
"," 48.41 
"," 14258.00 
"," 1.35 
"
values_899," 266 
"," 141 
"," 711 
"," 192 
"," 5392.91 
"," 259433.31 
"," 0.02 
"," 48.11 
"," 14412.96 
"," 1.36 
"
values_428," 265 
"," 140 
"," 710 
"," 191 
"," 5379.97 
"," 259679.84 
"," 0.02 
"," 48.27 
"," 14426.66 
"," 1.36 
"
values_858," 269 
"," 146 
"," 719 
"," 197 
"," 5480.26 
"," 257478.16 
"," 0.02 
"," 46.98 
"," 14304.34 
"," 1.35 
"
values_546," 257 
"," 134 
"," 691 
"," 185 
"," 5204.18 
"," 254519.58 
"," 0.02 
"," 48.91 
"," 14139.98 
"," 1.34 
"
values_432," 264 
"," 139 
"," 706 
"," 190 
"," 5344.32 
"," 258834.17 
"," 0.02 
"," 48.43 
"," 14379.68 
"," 1.35 
"
values_231," 272 
"," 146 
"," 728 
"," 197 
"," 5548.85 
"," 263608.56 
"," 0.02 
"," 47.51 
"," 14644.92 
"," 1.37 
"
values_388," 249 
"," 126 
"," 671 
"," 177 
"," 5010.76 
"," 252506.68 
"," 0.02 
"," 50.39 
"," 14028.15 
"," 1.33 
"
values_350," 260 
"," 135 
"," 699 
"," 186 
"," 5269.87 
"," 258809.27 
"," 0.02 
"," 49.11 
"," 14378.29 
"," 1.35 
"
values_603," 269 
"," 144 
"," 718 
"," 195 
"," 5462.06 
"," 260187.65 
"," 0.02 
"," 47.64 
"," 14454.87 
"," 1.36 
"
values_364," 253 
"," 130 
"," 679 
"," 181 
"," 5092.40 
"," 252719.91 
"," 0.02 
"," 49.63 
"," 14040.00 
"," 1.33 
"
values_530," 266 
"," 142 
"," 717 
"," 193 
"," 5443.79 
"," 260036.89 
"," 0.02 
"," 47.77 
"," 14446.49 
"," 1.36 
"
values_72," 272 
"," 146 
"," 729 
"," 197 
"," 5556.48 
"," 263970.66 
"," 0.02 
"," 47.51 
"," 14665.04 
"," 1.37 
"
values_536," 249 
"," 125 
"," 670 
"," 176 
"," 4997.82 
"," 253869.22 
"," 0.02 
"," 50.80 
"," 14103.85 
"," 1.34 
"
values_79," 272 
"," 144 
"," 729 
"," 195 
"," 5545.74 
"," 267119.99 
"," 0.02 
"," 48.17 
"," 14840.00 
"," 1.38 
"
values_342," 273 
"," 143 
"," 729 
"," 194 
"," 5540.34 
"," 269713.65 
"," 0.02 
"," 48.68 
"," 14984.09 
"," 1.39 
"
values_803," 272 
"," 144 
"," 732 
"," 195 
"," 5568.57 
"," 268219.25 
"," 0.02 
"," 48.17 
"," 14901.07 
"," 1.39 
"
values_501," 261 
"," 137 
"," 701 
"," 188 
"," 5295.77 
"," 257269.90 
"," 0.02 
"," 48.58 
"," 14292.77 
"," 1.35 
"
values_540," 270 
"," 146 
"," 724 
"," 197 
"," 5518.37 
"," 260232.51 
"," 0.02 
"," 47.16 
"," 14457.36 
"," 1.36 
"
values_955," 274 
"," 147 
"," 734 
"," 198 
"," 5599.95 
"," 266168.95 
"," 0.02 
"," 47.53 
"," 14787.16 
"," 1.38 
"
values_191," 251 
"," 126 
"," 678 
"," 177 
"," 5063.04 
"," 257190.20 
"," 0.02 
"," 50.80 
"," 14288.34 
"," 1.35 
"
values_812," 259 
"," 136 
"," 694 
"," 187 
"," 5237.54 
"," 254348.27 
"," 0.02 
"," 48.56 
"," 14130.46 
"," 1.34 
"
values_545," 265 
"," 141 
"," 709 
"," 192 
"," 5377.74 
"," 257730.97 
"," 0.02 
"," 47.93 
"," 14318.39 
"," 1.35 
"
values_78," 254 
"," 131 
"," 683 
"," 182 
"," 5127.82 
"," 253533.70 
"," 0.02 
"," 49.44 
"," 14085.21 
"," 1.34 
"
values_526," 252 
"," 129 
"," 678 
"," 180 
"," 5079.48 
"," 253028.80 
"," 0.02 
"," 49.81 
"," 14057.16 
"," 1.33 
"
values_695," 267 
"," 142 
"," 714 
"," 193 
"," 5421.01 
"," 259922.37 
"," 0.02 
"," 47.95 
"," 14440.13 
"," 1.36 
"
values_87," 274 
"," 147 
"," 732 
"," 198 
"," 5584.69 
"," 265443.69 
"," 0.02 
"," 47.53 
"," 14746.87 
"," 1.38 
"
values_300," 250 
"," 127 
"," 673 
"," 178 
"," 5031.17 
"," 252548.82 
"," 0.02 
"," 50.20 
"," 14030.49 
"," 1.33 
"
values_964," 275 
"," 149 
"," 735 
"," 200 
"," 5618.23 
"," 264415.22 
"," 0.02 
"," 47.06 
"," 14689.73 
"," 1.37 
"
values_998," 259 
"," 134 
"," 694 
"," 185 
"," 5226.78 
"," 257613.88 
"," 0.02 
"," 49.29 
"," 14311.88 
"," 1.35 
"
values_988," 258 
"," 133 
"," 695 
"," 184 
"," 5228.88 
"," 258652.42 
"," 0.02 
"," 49.47 
"," 14369.58 
"," 1.35 
"
values_6," 263 
"," 137 
"," 707 
"," 188 
"," 5341.09 
"," 261460.21 
"," 0.02 
"," 48.95 
"," 14525.57 
"," 1.36 
"
values_625," 260 
"," 136 
"," 698 
"," 187 
"," 5267.73 
"," 256801.95 
"," 0.02 
"," 48.75 
"," 14266.78 
"," 1.35 
"
values_518," 262 
"," 136 
"," 705 
"," 187 
"," 5320.56 
"," 261372.54 
"," 0.02 
"," 49.12 
"," 14520.70 
"," 1.36 
"
values_122," 273 
"," 147 
"," 737 
"," 198 
"," 5622.84 
"," 266281.44 
"," 0.02 
"," 47.36 
"," 14793.41 
"," 1.38 
"
values_541," 265 
"," 141 
"," 709 
"," 192 
"," 5377.74 
"," 257730.97 
"," 0.02 
"," 47.93 
"," 14318.39 
"," 1.35 
"
values_279," 274 
"," 148 
"," 731 
"," 199 
"," 5582.37 
"," 263540.79 
"," 0.02 
"," 47.21 
"," 14641.16 
"," 1.37 
"
values_256," 271 
"," 147 
"," 730 
"," 198 
"," 5569.43 
"," 261820.06 
"," 0.02 
"," 47.01 
"," 14545.56 
"," 1.36 
"
values_796," 275 
"," 149 
"," 737 
"," 200 
"," 5633.52 
"," 265134.72 
"," 0.02 
"," 47.06 
"," 14729.71 
"," 1.38 
"
values_504," 270 
"," 144 
"," 725 
"," 195 
"," 5515.31 
"," 263700.97 
"," 0.02 
"," 47.81 
"," 14650.05 
"," 1.37 
"
values_752," 253 
"," 129 
"," 682 
"," 180 
"," 5109.44 
"," 255531.60 
"," 0.02 
"," 50.01 
"," 14196.20 
"," 1.34 
"
values_459," 275 
"," 147 
"," 740 
"," 198 
"," 5645.72 
"," 269324.07 
"," 0.02 
"," 47.70 
"," 14962.45 
"," 1.39 
"
values_658," 252 
"," 129 
"," 679 
"," 180 
"," 5086.97 
"," 253402.00 
"," 0.02 
"," 49.81 
"," 14077.89 
"," 1.33 
"
values_408," 267 
"," 143 
"," 717 
"," 194 
"," 5449.14 
"," 259443.73 
"," 0.02 
"," 47.61 
"," 14413.54 
"," 1.36 
"
values_867," 249 
"," 125 
"," 670 
"," 176 
"," 4997.82 
"," 253869.22 
"," 0.02 
"," 50.80 
"," 14103.85 
"," 1.34 
"
values_727," 274 
"," 146 
"," 733 
"," 197 
"," 5586.96 
"," 267370.67 
"," 0.02 
"," 47.86 
"," 14853.93 
"," 1.38 
"
values_177," 268 
"," 142 
"," 721 
"," 193 
"," 5474.16 
"," 263453.66 
"," 0.02 
"," 48.13 
"," 14636.31 
"," 1.37 
"
values_823," 268 
"," 144 
"," 720 
"," 195 
"," 5477.28 
"," 259942.48 
"," 0.02 
"," 47.46 
"," 14441.25 
"," 1.36 
"
values_822," 272 
"," 148 
"," 727 
"," 199 
"," 5551.83 
"," 260185.58 
"," 0.02 
"," 46.86 
"," 14454.75 
"," 1.36 
"
values_218," 272 
"," 144 
"," 724 
"," 195 
"," 5507.71 
"," 265287.89 
"," 0.02 
"," 48.17 
"," 14738.22 
"," 1.38 
"
values_426," 275 
"," 150 
"," 737 
"," 201 
"," 5638.83 
"," 263615.07 
"," 0.02 
"," 46.75 
"," 14645.28 
"," 1.37 
"
values_776," 255 
"," 132 
"," 688 
"," 183 
"," 5170.80 
"," 254720.73 
"," 0.02 
"," 49.26 
"," 14151.15 
"," 1.34 
"
values_143," 250 
"," 127 
"," 674 
"," 178 
"," 5038.64 
"," 252924.08 
"," 0.02 
"," 50.20 
"," 14051.34 
"," 1.33 
"
values_739," 266 
"," 141 
"," 715 
"," 192 
"," 5423.25 
"," 260892.85 
"," 0.02 
"," 48.11 
"," 14494.05 
"," 1.36 
"
values_312," 265 
"," 140 
"," 715 
"," 191 
"," 5417.86 
"," 261508.57 
"," 0.02 
"," 48.27 
"," 14528.25 
"," 1.36 
"
values_174," 256 
"," 133 
"," 691 
"," 184 
"," 5198.78 
"," 255170.26 
"," 0.02 
"," 49.08 
"," 14176.13 
"," 1.34 
"
values_669," 254 
"," 131 
"," 684 
"," 182 
"," 5135.33 
"," 253904.90 
"," 0.02 
"," 49.44 
"," 14105.83 
"," 1.34 
"
values_120," 260 
"," 137 
"," 697 
"," 188 
"," 5265.55 
"," 254821.80 
"," 0.02 
"," 48.39 
"," 14156.77 
"," 1.34 
"
values_974," 264 
"," 139 
"," 710 
"," 190 
"," 5374.60 
"," 260300.65 
"," 0.02 
"," 48.43 
"," 14461.15 
"," 1.36 
"
values_217," 270 
"," 146 
"," 721 
"," 197 
"," 5495.50 
"," 259154.20 
"," 0.02 
"," 47.16 
"," 14397.46 
"," 1.35 
"
values_866," 274 
"," 147 
"," 734 
"," 198 
"," 5599.95 
"," 266168.95 
"," 0.02 
"," 47.53 
"," 14787.16 
"," 1.38 
"
values_192," 256 
"," 132 
"," 688 
"," 183 
"," 5170.80 
"," 255719.64 
"," 0.02 
"," 49.45 
"," 14206.65 
"," 1.34 
"
values_328," 260 
"," 135 
"," 701 
"," 186 
"," 5284.95 
"," 259549.78 
"," 0.02 
"," 49.11 
"," 14419.43 
"," 1.36 
"
values_68," 252 
"," 129 
"," 677 
"," 180 
"," 5071.98 
"," 252655.60 
"," 0.02 
"," 49.81 
"," 14036.42 
"," 1.33 
"
values_387," 255 
"," 132 
"," 683 
"," 183 
"," 5133.22 
"," 252869.56 
"," 0.02 
"," 49.26 
"," 14048.31 
"," 1.33 
"
values_69," 249 
"," 126 
"," 670 
"," 177 
"," 5003.30 
"," 252130.37 
"," 0.02 
"," 50.39 
"," 14007.24 
"," 1.33 
"
values_749," 259 
"," 135 
"," 696 
"," 186 
"," 5247.25 
"," 256707.35 
"," 0.02 
"," 48.92 
"," 14261.52 
"," 1.35 
"
values_135," 273 
"," 144 
"," 726 
"," 195 
"," 5522.92 
"," 266998.75 
"," 0.02 
"," 48.34 
"," 14833.26 
"," 1.38 
"
values_341," 249 
"," 126 
"," 671 
"," 177 
"," 5010.76 
"," 252506.68 
"," 0.02 
"," 50.39 
"," 14028.15 
"," 1.33 
"
values_494," 258 
"," 134 
"," 695 
"," 185 
"," 5234.31 
"," 256989.00 
"," 0.02 
"," 49.10 
"," 14277.17 
"," 1.35 
"
values_1," 256 
"," 132 
"," 688 
"," 183 
"," 5170.80 
"," 255719.64 
"," 0.02 
"," 49.45 
"," 14206.65 
"," 1.34 
"
values_589," 256 
"," 131 
"," 688 
"," 182 
"," 5165.36 
"," 257400.67 
"," 0.02 
"," 49.83 
"," 14300.04 
"," 1.35 
"
values_925," 262 
"," 136 
"," 702 
"," 187 
"," 5297.92 
"," 260260.32 
"," 0.02 
"," 49.12 
"," 14458.91 
"," 1.36 
"
values_524," 259 
"," 136 
"," 692 
"," 187 
"," 5222.45 
"," 253615.28 
"," 0.02 
"," 48.56 
"," 14089.74 
"," 1.34 
"
values_994," 251 
"," 127 
"," 676 
"," 178 
"," 5053.60 
"," 254689.29 
"," 0.02 
"," 50.40 
"," 14149.41 
"," 1.34 
"
values_856," 270 
"," 143 
"," 725 
"," 194 
"," 5509.94 
"," 265286.12 
"," 0.02 
"," 48.15 
"," 14738.12 
"," 1.38 
"
values_156," 257 
"," 134 
"," 693 
"," 185 
"," 5219.25 
"," 255256.25 
"," 0.02 
"," 48.91 
"," 14180.90 
"," 1.34 
"
values_470," 270 
"," 147 
"," 720 
"," 198 
"," 5493.14 
"," 257280.59 
"," 0.02 
"," 46.84 
"," 14293.37 
"," 1.35 
"
values_207," 249 
"," 125 
"," 672 
"," 176 
"," 5012.74 
"," 254627.04 
"," 0.02 
"," 50.80 
"," 14145.95 
"," 1.34 
"
values_655," 251 
"," 127 
"," 676 
"," 178 
"," 5053.60 
"," 254689.29 
"," 0.02 
"," 50.40 
"," 14149.41 
"," 1.34 
"
values_441," 262 
"," 138 
"," 701 
"," 189 
"," 5301.13 
"," 256643.93 
"," 0.02 
"," 48.41 
"," 14258.00 
"," 1.35 
"
values_109," 270 
"," 145 
"," 724 
"," 196 
"," 5513.05 
"," 261774.82 
"," 0.02 
"," 47.48 
"," 14543.05 
"," 1.36 
"
values_45," 264 
"," 141 
"," 714 
"," 192 
"," 5415.66 
"," 258569.11 
"," 0.02 
"," 47.74 
"," 14364.95 
"," 1.35 
"
values_125," 255 
"," 130 
"," 686 
"," 181 
"," 5144.89 
"," 257343.65 
"," 0.02 
"," 50.02 
"," 14296.87 
"," 1.35 
"
values_600," 255 
"," 131 
"," 687 
"," 182 
"," 5157.85 
"," 256022.53 
"," 0.02 
"," 49.64 
"," 14223.47 
"," 1.34 
"
values_708," 258 
"," 133 
"," 691 
"," 184 
"," 5198.78 
"," 257163.78 
"," 0.02 
"," 49.47 
"," 14286.88 
"," 1.35 
"
values_791," 267 
"," 143 
"," 713 
"," 194 
"," 5418.74 
"," 257996.34 
"," 0.02 
"," 47.61 
"," 14333.13 
"," 1.35 
"
values_912," 270 
"," 144 
"," 727 
"," 195 
"," 5530.53 
"," 264428.42 
"," 0.02 
"," 47.81 
"," 14690.47 
"," 1.37 
"
values_533," 254 
"," 131 
"," 683 
"," 182 
"," 5127.82 
"," 253533.70 
"," 0.02 
"," 49.44 
"," 14085.21 
"," 1.34 
"
values_418," 272 
"," 145 
"," 729 
"," 196 
"," 5551.12 
"," 265535.12 
"," 0.02 
"," 47.83 
"," 14751.95 
"," 1.38 
"
values_228," 251 
"," 127 
"," 676 
"," 178 
"," 5053.60 
"," 254689.29 
"," 0.02 
"," 50.40 
"," 14149.41 
"," 1.34 
"
values_585," 274 
"," 145 
"," 733 
"," 196 
"," 5581.58 
"," 268955.28 
"," 0.02 
"," 48.19 
"," 14941.96 
"," 1.39 
"
values_465," 271 
"," 146 
"," 727 
"," 197 
"," 5541.23 
"," 262278.64 
"," 0.02 
"," 47.33 
"," 14571.04 
"," 1.37 
"
values_239," 260 
"," 136 
"," 697 
"," 187 
"," 5260.19 
"," 256434.04 
"," 0.02 
"," 48.75 
"," 14246.34 
"," 1.35 
"
values_842," 275 
"," 147 
"," 733 
"," 198 
"," 5592.32 
"," 266776.41 
"," 0.02 
"," 47.70 
"," 14820.91 
"," 1.38 
"
values_208," 263 
"," 137 
"," 707 
"," 188 
"," 5341.09 
"," 261460.21 
"," 0.02 
"," 48.95 
"," 14525.57 
"," 1.36 
"
values_932," 267 
"," 144 
"," 713 
"," 195 
"," 5424.03 
"," 256454.75 
"," 0.02 
"," 47.28 
"," 14247.49 
"," 1.35 
"
values_957," 261 
"," 137 
"," 705 
"," 188 
"," 5325.99 
"," 258737.91 
"," 0.02 
"," 48.58 
"," 14374.33 
"," 1.35 
"
values_563," 251 
"," 127 
"," 678 
"," 178 
"," 5068.55 
"," 255442.81 
"," 0.02 
"," 50.40 
"," 14191.27 
"," 1.34 
"
values_766," 264 
"," 139 
"," 710 
"," 190 
"," 5374.60 
"," 260300.65 
"," 0.02 
"," 48.43 
"," 14461.15 
"," 1.36 
"
values_476," 252 
"," 129 
"," 678 
"," 180 
"," 5079.48 
"," 253028.80 
"," 0.02 
"," 49.81 
"," 14057.16 
"," 1.33 
"
values_175," 273 
"," 146 
"," 731 
"," 197 
"," 5571.72 
"," 265668.00 
"," 0.02 
"," 47.68 
"," 14759.33 
"," 1.38 
"
values_591," 260 
"," 137 
"," 698 
"," 188 
"," 5273.10 
"," 255187.39 
"," 0.02 
"," 48.39 
"," 14177.08 
"," 1.34 
"
values_997," 275 
"," 148 
"," 737 
"," 199 
"," 5628.19 
"," 266673.64 
"," 0.02 
"," 47.38 
"," 14815.20 
"," 1.38 
"
values_385," 263 
"," 137 
"," 703 
"," 188 
"," 5310.88 
"," 259980.95 
"," 0.02 
"," 48.95 
"," 14443.39 
"," 1.36 
"
values_115," 270 
"," 145 
"," 721 
"," 196 
"," 5490.21 
"," 260690.12 
"," 0.02 
"," 47.48 
"," 14482.78 
"," 1.36 
"
values_653," 265 
"," 140 
"," 711 
"," 191 
"," 5387.55 
"," 260045.59 
"," 0.02 
"," 48.27 
"," 14446.98 
"," 1.36 
"
values_753," 254 
"," 131 
"," 681 
"," 182 
"," 5112.81 
"," 252791.29 
"," 0.02 
"," 49.44 
"," 14043.96 
"," 1.33 
"
