id,mean,mode,median,var,std,median,min,q1,q2,q3,q4,max
total of function:gcd---feature:GlobalVariables,1.98046875,2.0,2.0,0.0191497802734375,0.1383827311243621,2.0,1.0,2.0,2.0,2.0,2.0,2.0
total of function:gcd---feature:If,5.90234375,6.0,6.0,0.4787445068359375,0.6919136556218106,6.0,1.0,6.0,6.0,6.0,6.0,6.0
total of function:gcd---feature:Loop,1.98046875,2.0,2.0,0.0191497802734375,0.1383827311243621,2.0,1.0,2.0,2.0,2.0,2.0,2.0
total of function:gcd---feature:Goto,0.98046875,1.0,1.0,0.0191497802734375,0.1383827311243621,1.0,0.0,1.0,1.0,1.0,1.0,1.0
total of function:gcd---feature:Assignment,9.9609375,10.0,10.0,0.07659912109375,0.2767654622487242,10.0,8.0,10.0,10.0,10.0,10.0,10.0
total of function:gcd---feature:ExitPoint,2.98046875,3.0,3.0,0.0191497802734375,0.1383827311243621,3.0,2.0,3.0,3.0,3.0,3.0,3.0
total of function:gcd---feature:Function,2.98046875,3.0,3.0,0.0191497802734375,0.1383827311243621,3.0,2.0,3.0,3.0,3.0,3.0,3.0
total of function:gcd---feature:FunctionCall,1.98046875,2.0,2.0,0.0191497802734375,0.1383827311243621,2.0,1.0,2.0,2.0,2.0,2.0,2.0
total of function:gcd---feature:PointerDereferencing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:CyclomaticComplexity,8.8828125,9.0,9.0,0.68939208984375,0.8302963867461727,9.0,3.0,9.0,9.0,9.0,9.0,9.0
total of function:gcd---feature:SCALAR_INPUT,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:gcd---feature:RANGE_SCALAR_VALUES,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:gcd---feature:SCALAR_INDEX_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:RANGE_SCALAR_INDEX_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:RANGE_ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:cInstr,67.0400390625,75,67.0,616.5618734359741,24.830663974931763,67.0,15,53.0,67.0,81.0,131.0,255
total of function:gcd---feature:assemblyInstr,34.78125,35.0,35.0,1.7021484375,1.3046641090717563,35.0,27.0,35.0,35.0,35.0,35.0,35.0
total of function:gcd---feature:clockCycles,49.7265625,50.0,50.0,2.65960693359375,1.6308301363396955,50.0,40.0,50.0,50.0,50.0,50.0,50.0
total of function:gcd---feature:text,408.0,408.0,408.0,0.0,0.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0
total of function:gcd---feature:data,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:gcd---feature:bss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:CC4CS,0.8754085333670291,0.6666666666666666,0.746268656716418,0.21055883876591136,0.45886690746436637,0.746268656716418,0.196078431372549,0.6121408711770158,0.746268656716418,0.9433962264150944,2.631578947368421,3.333333333333333
total of function:gcd---feature:SS_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:SV_VAL_1,62.146484375,112.0,59.0,1335.3633079528809,36.54262316737649,59.0,3.0,32.0,59.0,91.0,126.0,126.0
total of function:gcd---feature:V_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:Total_Operands,384.2948207171315,97.0,314.0,62156.13419628292,249.31131983181774,314.0,97.0,165.0,314.0,552.0,907.0,907.0
total of function:banker_algorithm---feature:DistinctOperands,155.48505976095618,27.0,166.0,6383.3653146378665,79.8959655717225,166.0,25.0,82.0,166.0,235.0,262.0,265.0
total of function:banker_algorithm---feature:ProgramLength,898.2101593625498,306.0,810.0,259354.34527527328,509.268441271667,810.0,306.0,450.0,810.0,1242.0,1962.0,1962.0
total of function:banker_algorithm---feature:VocabularySize,185.49701195219123,57.0,196.0,6381.913337685126,79.88687838240475,196.0,55.0,112.0,196.0,265.0,292.0,295.0
total of function:banker_algorithm---feature:ProgramVolume,6948.253944223111,1784.86,6161.92,19336819.05301434,4397.365012483538,6161.92,1769.1,3063.31,6161.92,10018.0425,16068.44,16097.37
total of function:banker_algorithm---feature:Effort,269121.4136354593,96184.36,173015.05,48438389182.85842,220087.23084917586,173015.05,80336.32,96184.36,173015.05,378162.0125,842522.68,859310.06
total of function:banker_algorithm---feature:ProgramLevel,0.028535856573705807,0.03,0.03,4.954951111887179e-05,0.007039141362330479,0.03,0.02,0.02,0.03,0.03,0.04,0.04
total of function:banker_algorithm---feature:ProgramLevel.1,0.028535856573705807,0.03,0.03,4.954951111887179e-05,0.007039141362330479,0.03,0.02,0.02,0.03,0.03,0.04,0.04
total of function:banker_algorithm---feature:DifficultyLevel,36.691065737051616,53.89,33.81,72.79309298771024,8.531886836316469,33.81,25.53,29.31,33.81,43.78,55.96,58.2
total of function:banker_algorithm---feature:TimeToImplement,14951.189910358538,5343.58,9611.95,149501189.88340592,12227.067918491575,9611.95,4463.13,5343.58,9611.95,21009.0025,46806.82,47739.45
total of function:banker_algorithm---feature:BugsDelivered,2.316084648074371,0.5949533333333333,2.0539733333333334,2.148535450334919,1.4657883374945098,2.0539733333333334,0.5897,1.0211033333333333,2.0539733333333334,3.3393474999999997,5.356146666666667,5.3657900000000005
total of function:banker_algorithm---feature:Sloc,38.0796812749004,38.0,38.0,1.5872763924382152,1.2598715777563263,38.0,38.0,38.0,38.0,38.0,38.0,58.0
total of function:banker_algorithm---feature:DecisionPoint,6.0239043824701195,6.0,6.0,0.14285487531943933,0.3779614733268979,6.0,6.0,6.0,6.0,6.0,6.0,12.0
total of function:banker_algorithm---feature:GlobalVariables,6.98804780876494,7.0,7.0,0.03571371882985983,0.18898073666344894,7.0,4.0,7.0,7.0,7.0,7.0,7.0
total of function:banker_algorithm---feature:If,6.0239043824701195,6.0,6.0,0.14285487531943933,0.3779614733268979,6.0,6.0,6.0,6.0,6.0,6.0,12.0
total of function:banker_algorithm---feature:Loop,4.00796812749004,4.0,4.0,0.015872763924382156,0.12598715777563266,4.0,4.0,4.0,4.0,4.0,4.0,6.0
total of function:banker_algorithm---feature:Goto,1.00398406374502,1.0,1.0,0.003968190981095539,0.06299357888781633,1.0,1.0,1.0,1.0,1.0,1.0,2.0
total of function:banker_algorithm---feature:Assignment,16.03187250996016,16.0,16.0,0.2539642227901145,0.5039486311025306,16.0,16.0,16.0,16.0,16.0,16.0,24.0
total of function:banker_algorithm---feature:ExitPoint,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:banker_algorithm---feature:Function,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:banker_algorithm---feature:FunctionCall,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:banker_algorithm---feature:PointerDereferencing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:CyclomaticComplexity,8.02390438247012,8.0,8.0,0.14285487531943933,0.3779614733268979,8.0,8.0,8.0,8.0,8.0,8.0,14.0
total of function:banker_algorithm---feature:SCALAR_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:RANGE_SCALAR_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:SCALAR_INDEX_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:RANGE_SCALAR_INDEX_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:RANGE_ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:cInstr,623.6035856573706,854,494.0,256921.41456881812,506.874160486425,494.0,26,164.75,494.0,1026.0,1647.0,3846
total of function:banker_algorithm---feature:assemblyInstr,19126.8984063745,0.0,14119.0,331238546.7685624,18199.960076015617,14119.0,0.0,2540.0,14119.0,34803.0,59265.0,111610.0
total of function:banker_algorithm---feature:clockCycles,25042.182270916335,0.0,17655.0,567645787.9319124,23825.31821260552,17655.0,0.0,3259.0,17655.0,43899.0,73613.0,150128.0
total of function:banker_algorithm---feature:text,1147.003984063745,1148.0,1148.0,255.0318566371913,15.969716861522352,1148.0,858.0,1148.0,1148.0,1148.0,1148.0,1148.0
total of function:banker_algorithm---feature:data,1277.9701195219122,1281.0,1281.0,2870.4572744876104,53.57664859327812,1281.0,254.0,1281.0,1281.0,1281.0,1281.0,1281.0
total of function:banker_algorithm---feature:bss,626.51593625498,628.0,628.0,690.7397858763795,26.281928884242486,628.0,124.0,628.0,628.0,628.0,628.0,628.0
total of function:banker_algorithm---feature:CC4CS,44.87017692799652,0.0,52.6124031007752,339.7527175415807,18.432382307818507,52.6124031007752,0.0,42.22245077872465,52.6124031007752,54.90398126463701,64.99308755760369,185.11467324291
total of function:banker_algorithm---feature:SS_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:SV_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_1,121.59262948207171,40.0,121.0,5604.046200655561,74.86017766914236,121.0,0.0,54.75,121.0,186.0,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_2,128.4093625498008,156.0,128.0,5338.1999521832895,73.06298619809684,128.0,0.0,67.0,128.0,190.0,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_3,118.25498007968127,0.0,117.0,5968.811479182853,77.25808358471528,117.0,0.0,52.0,117.0,186.0,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_4,108.0089641434263,0.0,104.0,6470.91326625769,80.44198696114915,104.0,0.0,31.0,104.0,176.25,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_5,105.7191235059761,0.0,99.5,6900.447004809492,83.06892923837103,99.5,0.0,26.0,99.5,178.25,252.0,255.0
total of function:banker_algorithm---feature:V_VAL_6,96.59760956175299,0.0,89.0,6915.567165600499,83.15988916298829,89.0,0.0,4.75,89.0,167.25,251.0,255.0
total of function:banker_algorithm---feature:V_VAL_7,91.199203187251,0.0,78.5,7248.237210520449,85.13657974408208,78.5,0.0,0.0,78.5,165.0,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_8,84.10258964143426,0.0,58.5,7566.321148672172,86.98460294024554,58.5,0.0,0.0,58.5,161.25,252.0,255.0
total of function:banker_algorithm---feature:V_VAL_9,76.30677290836654,0.0,44.0,7081.184774844842,84.14977584548186,44.0,0.0,0.0,44.0,148.25,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_10,70.71513944223108,0.0,25.5,7145.454711036391,84.53079149656882,25.5,0.0,0.0,25.5,139.25,252.0,255.0
total of function:banker_algorithm---feature:V_VAL_11,66.38545816733068,0.0,0.0,7292.762776582989,85.39767430429818,0.0,0.0,0.0,0.0,136.0,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_12,56.57370517928287,0.0,0.0,6299.152934080435,79.36720313883082,0.0,0.0,0.0,0.0,109.25,246.0,253.0
total of function:banker_algorithm---feature:V_VAL_13,50.38844621513944,0.0,0.0,5954.514448183243,77.16550037538306,0.0,0.0,0.0,0.0,97.0,248.0,255.0
total of function:banker_algorithm---feature:V_VAL_14,45.73207171314741,0.0,0.0,5825.132397699933,76.32255497361139,0.0,0.0,0.0,0.0,74.0,249.0,255.0
total of function:banker_algorithm---feature:V_VAL_15,37.60059760956175,0.0,0.0,5054.586493666799,71.09561515077283,0.0,0.0,0.0,0.0,36.25,250.0,254.0
total of function:banker_algorithm---feature:V_VAL_16,31.457171314741036,0.0,0.0,4255.616691600135,65.23508788681238,0.0,0.0,0.0,0.0,0.0,239.0,255.0
total of function:banker_algorithm---feature:V_VAL_17,26.98605577689243,0.0,0.0,3855.9878533674655,62.09660098079013,0.0,0.0,0.0,0.0,0.0,248.0,255.0
total of function:banker_algorithm---feature:V_VAL_18,18.745019920318725,0.0,0.0,2789.3851843621187,52.81463040069597,0.0,0.0,0.0,0.0,0.0,237.0,253.0
total of function:banker_algorithm---feature:V_VAL_19,12.911354581673306,0.0,0.0,2128.052898961963,46.13082374033617,0.0,0.0,0.0,0.0,0.0,227.0,255.0
total of function:banker_algorithm---feature:V_VAL_20,4.5348605577689245,0.0,0.0,739.7607369327252,27.198542919294873,0.0,0.0,0.0,0.0,0.0,192.0,253.0
total of function:banker_algorithm---feature:V_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:M_VAL_1,21.68220671082279,1.2187758684158323,21.359783172607422,139.06270993023742,11.79248531609166,21.359783172607422,0.0,13.184958696365356,21.359783172607422,29.810837745666504,49.60312061309816,64.18826293945312
total of function:banker_algorithm---feature:M_VAL_2,32.65157487769138,0.0,25.555561065673828,849.5545664189252,29.14711935027071,25.555561065673828,0.0,3.295737385749817,25.555561065673828,61.57835578918457,90.2139241790772,107.5736846923828
total of function:banker_algorithm---feature:M_VAL_3,10.439659615876561,0.0,7.621772766113281,88.76665773425786,9.421605899965137,7.621772766113281,0.0,2.3974671959877014,7.621772766113281,16.539116859436035,38.068786315917976,53.87624740600586
total of function:banker_algorithm---feature:M_VAL_4,8.754474973266172,0.0,0.5527482032775879,141.19166363384315,11.882409841183023,0.5527482032775879,0.0,0.0,0.5527482032775879,16.217183589935303,43.69676704406743,60.66839599609375
total of function:banker_algorithm---feature:M_VAL_5,10.355264094243553,0.0,0.0,297.16575837906754,17.238496407142577,0.0,0.0,0.0,0.0,21.01903200149536,57.097907257080095,79.06515502929688
total of function:banker_algorithm---feature:M_VAL_6,31.408242663624602,0.0,35.11362266540527,589.6836587144936,24.283402947579106,35.11362266540527,0.0,5.335441946983337,35.11362266540527,52.216468811035156,78.38540153503418,87.82243347167969
total of function:banker_algorithm---feature:M_VAL_7,0.1689687209130558,0.0,0.0,0.27223029467948723,0.5217569306482542,0.0,0.0,0.0,0.0,0.0,2.6627641344070456,5.444915771484375
total of function:banker_algorithm---feature:M_VAL_8,4.286180863316464,0.0,0.8571714162826538,35.936638139702026,5.994717519591897,0.8571714162826538,0.0,0.0,0.8571714162826538,7.286771893501282,23.52350215911866,37.27964782714844
total of function:banker_algorithm---feature:M_VAL_9,16.759917565402517,0.0,17.225730895996094,155.94248560038253,12.487693365885573,17.225730895996094,0.0,4.762073874473572,17.225730895996094,25.181000709533688,45.88011508941651,58.50380325317383
total of function:banker_algorithm---feature:M_VAL_10,19.651437964446856,0.0,1.0926024317741394,647.9962247242865,25.455769969189433,1.0926024317741394,0.0,0.0,1.0926024317741394,46.32777214050293,74.93168800354005,89.11888885498047
total of function:banker_algorithm---feature:M_VAL_11,12.398286380333849,0.0,10.782206058502195,111.58991129618592,10.563612606309734,10.782206058502195,0.0,3.1080986857414246,10.782206058502195,19.914870262145993,39.88069522857666,51.05733489990234
total of function:banker_algorithm---feature:M_VAL_12,11.543406512341225,0.0,4.139904022216797,231.0280181568515,15.199605855312548,4.139904022216797,0.0,0.0,4.139904022216797,19.359706878662113,52.34285430908204,64.07364654541016
total of function:banker_algorithm---feature:M_VAL_13,5.267753208731394,0.0,0.0,160.97295712053446,12.687511856961335,0.0,0.0,0.0,0.0,0.0,52.30498939514161,76.74844360351562
total of function:banker_algorithm---feature:M_VAL_14,29.880068016559463,0.0,26.967635154724125,782.3405488174749,27.970351245872386,26.967635154724125,0.0,0.0,26.967635154724125,54.045427322387695,86.52396354675297,106.90950775146484
