id,mean,mode,median,var,std,median,min,q1,q2,q3,q4,max
total of function:banker_algorithm---feature:M_VAL_5,10.36154438115377,0.0,0.0,297.35421983564055,17.243961836992117,0.0,0.0,0.0,0.0,21.01903200149536,57.12276210784912,79.06515502929688
total of function:banker_algorithm---feature:M_VAL_6,31.46815454779938,0.0,35.50453567504883,588.4893521530048,24.258799478807784,35.50453567504883,0.0,5.491455316543579,35.50453567504883,52.216468811035156,78.38763168334961,87.82243347167969
total of function:banker_algorithm---feature:M_VAL_7,0.16885236574197188,0.0,0.0,0.27303120414551213,0.5225238790194302,0.0,0.0,0.0,0.0,0.0,2.6658618354797357,5.444915771484375
total of function:banker_algorithm---feature:M_VAL_8,4.300348760727793,0.0,0.8640927374362946,36.022746565638045,6.00189524780615,0.8640927374362946,0.0,0.0,0.8640927374362946,7.29356849193573,23.536692981719966,37.27964782714844
total of function:banker_algorithm---feature:M_VAL_9,16.80921234974265,0.0,17.294001579284668,155.55988363396673,12.472364797181276,17.294001579284668,0.0,4.8937766551971436,17.294001579284668,25.186437606811523,45.898385505676266,58.50380325317383
total of function:banker_algorithm---feature:M_VAL_10,19.666291997127875,0.0,1.096953272819519,647.534818082428,25.446705446529382,1.096953272819519,0.0,0.0,1.096953272819519,46.32777214050293,74.94052124023438,89.11888885498047
total of function:banker_algorithm---feature:M_VAL_11,12.417918549075722,0.0,10.837797164916992,111.36096221578283,10.552770357388757,10.837797164916992,0.0,3.2232941985130314,10.837797164916992,19.914870262145993,39.88898380279541,51.05733489990234
total of function:banker_algorithm---feature:M_VAL_12,11.560428160851526,0.0,4.162578821182251,231.15637911582536,15.203827778419004,4.162578821182251,0.0,0.0,4.162578821182251,19.359706878662113,52.35651229858398,64.07364654541016
total of function:banker_algorithm---feature:M_VAL_13,5.238119624093175,0.0,0.0,159.44866856162082,12.627298545675588,0.0,0.0,0.0,0.0,0.0,52.16356269836427,76.74844360351562
total of function:banker_algorithm---feature:M_VAL_14,29.949288504919036,0.0,27.11173152923584,782.3226902639074,27.970032003269274,27.11173152923584,0.0,0.0,27.11173152923584,54.09185600280762,86.57090362548828,106.90950775146484
total of function:banker_algorithm---feature:M_VAL_15,0.36479592800315,0.0,0.0,0.7025289183348635,0.8381699817667437,0.0,0.0,0.0,0.0,0.08194262534379955,3.8012816643714897,6.652702808380127
total of function:banker_algorithm---feature:M_VAL_16,6.520825891527347,0.0,2.953180193901062,64.40777794590053,8.025445654036949,2.953180193901062,0.0,0.0,2.953180193901062,10.278080224990845,29.9024144744873,35.94744110107422
total of function:banker_algorithm---feature:M_VAL_17,15.627650596104562,0.0,12.725557804107666,164.7932323910947,12.83718163738033,12.725557804107666,0.0,5.176973462104797,12.725557804107666,24.465587615966797,46.13157444000244,60.71833801269531
total of function:banker_algorithm---feature:M_VAL_18,28.26882563555811,0.0,25.9259090423584,736.496311139416,27.138465526617676,25.9259090423584,0.0,0.9514880478382111,25.9259090423584,43.020328521728516,91.4808218383789,117.0954818725586
