id,mean,mode,median,var,std,median,min,q1,q2,q3,q4,max
total of function:gcd---feature:SCALAR_INPUT,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:gcd---feature:RANGE_SCALAR_VALUES,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
total of function:gcd---feature:SCALAR_INDEX_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:RANGE_SCALAR_INDEX_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:RANGE_ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:cInstr,476.7060546875,45,55.0,543122.3911352158,736.968378653532,55.0,15,35.0,55.0,674.0,2851.31,3140
total of function:gcd---feature:assemblyInstr,1717.076171875,1751.0,1716.0,21715.08794784546,147.36040155973197,1716.0,1368.0,1642.0,1716.0,1773.0,2222.0,2868.0
total of function:gcd---feature:clockCycles,4641.5859375,4667.0,4638.0,46415.557067871094,215.44270019629604,4638.0,4136.0,4530.0,4638.0,4721.0,5378.0,6336.0
total of function:gcd---feature:CC4CS,90.37998890810582,155.56666666666666,83.80000000000001,7473.089670511226,86.44703390233367,83.80000000000001,1.4153005464480874,6.9093113492965035,83.80000000000001,134.0142857142857,316.8,357.8666666666667
total of function:gcd---feature:SS_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:SV_VAL_1,69.03125,82.0,74.5,1025.7177734375,32.02682896319116,74.5,6.0,48.75,74.5,93.25,127.0,127.0
total of function:gcd---feature:V_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:V_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:gcd---feature:M_VAL_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:BugsDelivered,3.9811272333333334,0.5949533333333333,3.3224066666666667,7.548152639380411,2.747390150557509,3.3224066666666667,0.5923499999999999,1.3824633333333334,3.3224066666666667,6.302813333333333,9.682576666666666,9.682576666666666
total of function:banker_algorithm---feature:DifficultyLevel,47.5884,53.89,41.42,374.93915223999994,19.36334558489312,41.42,25.97,30.99,41.42,60.73,93.5,94.2
total of function:banker_algorithm---feature:DistinctOperands,194.155,270.0,230.0,6537.698974999999,80.8560385809248,230.0,26.0,125.0,230.0,264.25,270.0,270.0
total of function:banker_algorithm---feature:DistinctOperators,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
total of function:banker_algorithm---feature:Effort,712999.15927,96184.36,360012.81,556487781060.0386,745981.0862616013,360012.81,80336.32,120585.6775,360012.81,1149737.96,2715962.75,2733022.28
total of function:banker_algorithm---feature:ProgramLength,1488.792,3090.0,1242.0,947566.2207360001,973.4301314095429,1242.0,306.0,570.0,1242.0,2306.0,3530.0,3530.0
total of function:banker_algorithm---feature:ProgramLevel,0.024250000000000008,0.03,0.02,8.603749999999998e-05,0.009275640139634568,0.02,0.01,0.02,0.02,0.03,0.04,0.04
total of function:banker_algorithm---feature:ProgramVolume,11943.381700000002,1784.86,9967.220000000001,67933373.75442371,8242.170451672528,9967.220000000001,1777.05,4147.39,9967.220000000001,18908.44,29047.73,29047.73
total of function:banker_algorithm---feature:TimeToImplement,39611.06441,5343.58,20000.71,1717554835.621028,41443.393148016105,20000.71,4463.13,6699.2075,20000.71,63874.33,150886.82,151834.57
total of function:banker_algorithm---feature:Total_Operands,675.302,1465.0,552.0,229667.928796,479.23681911556,552.0,97.0,223.0,552.0,1077.0,1683.0,1683.0
total of function:banker_algorithm---feature:VocabularySize,224.155,300.0,260.0,6537.698974999999,80.8560385809248,260.0,56.0,155.0,260.0,294.25,300.0,300.0
total of function:banker_algorithm---feature:Sloc,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
total of function:banker_algorithm---feature:DecisionPoint,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
total of function:banker_algorithm---feature:GlobalVariables,68.352,67.0,69.5,1172.0800960000001,34.23565533183205,69.5,10.0,38.0,69.5,97.0,126.0,128.0
total of function:banker_algorithm---feature:If,67.797,95.0,68.0,1170.8017909999999,34.21698103281469,68.0,10.0,38.0,68.0,98.0,126.0,128.0
total of function:banker_algorithm---feature:Loop,67.549,25.0,66.0,1184.079599,34.41045769820564,66.0,10.0,38.0,66.0,96.0,127.0,128.0
total of function:banker_algorithm---feature:Goto,68.857,28.0,70.0,1174.334551,34.26856505603933,70.0,10.0,38.0,70.0,98.0,126.0,128.0
total of function:banker_algorithm---feature:Assignment,68.956,49.0,68.0,1190.022064,34.496696421541586,68.0,10.0,38.0,68.0,99.0,127.0,128.0
total of function:banker_algorithm---feature:ExitPoint,69.551,92.0,70.0,1201.827399,34.66738234998426,70.0,10.0,39.0,70.0,100.0,127.0,128.0
total of function:banker_algorithm---feature:Function,69.594,104.0,70.5,1176.429164,34.29911316637793,70.5,10.0,39.0,70.5,100.0,126.00999999999999,128.0
total of function:banker_algorithm---feature:FunctionCall,68.332,10.0,67.0,1208.725776,34.76673375512862,67.0,10.0,39.0,67.0,98.25,126.00999999999999,128.0
total of function:banker_algorithm---feature:PointerDereferencing,60.579,10.0,56.0,1401.639759,37.43847965663136,56.0,10.0,26.0,56.0,95.0,126.0,128.0
total of function:banker_algorithm---feature:CyclomaticComplexity,45.726,10.0,29.0,1519.602924,38.98208465436399,29.0,10.0,10.0,29.0,80.0,126.0,128.0
total of function:banker_algorithm---feature:SyntacticallyReachableFunctions,32.99,11.0,12.0,1185.7098999999996,34.43413858367884,12.0,10.0,11.0,12.0,47.0,124.0,128.0
total of function:banker_algorithm---feature:SemanticallyReachedFunctions,35.402,12.0,14.0,1209.0783959999999,34.77180461235798,14.0,10.0,12.0,14.0,52.0,125.00999999999999,127.0
total of function:banker_algorithm---feature:CoverageEstimation,39.502,13.0,15.0,1318.7239959999997,36.314239576232346,15.0,10.0,13.0,15.0,64.0,125.00999999999999,128.0
total of function:banker_algorithm---feature:SCALAR_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:RANGE_SCALAR_VALUES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:SCALAR_INDEX_INPUT,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
total of function:banker_algorithm---feature:RANGE_SCALAR_INDEX_VALUES,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
total of function:banker_algorithm---feature:ARRAY_INPUT,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
total of function:banker_algorithm---feature:RANGE_ARRAY_INPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:cInstr,436.147,40,371.0,97892.73139100001,312.87814144008206,371.0,16,161.0,371.0,677.0,1138.11,1531
total of function:banker_algorithm---feature:assemblyInstr,24188.454,2286.0,18436.0,352033219.743884,18762.548327556255,18436.0,1865.0,7414.0,18436.0,41340.0,61345.799999999996,62183.0
total of function:banker_algorithm---feature:clockCycles,32673.187,5944.0,25960.0,516800098.204031,22733.237741334404,25960.0,5413.0,12388.75,25960.0,53035.0,78211.37,79227.0
total of function:banker_algorithm---feature:CC4CS,207.80023873687128,2246.75,74.51146679407549,156618.76625198426,395.75088913606277,74.51146679407549,5.115318416523236,33.40697367043551,74.51146679407549,193.77039737898963,2246.75,4092.0
total of function:banker_algorithm---feature:SS_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:SV_VAL_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total of function:banker_algorithm---feature:V_VAL_1,128.228,6.0,130.5,5660.818016,75.23840785130956,130.5,0.0,65.0,130.5,192.25,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_2,124.086,82.0,118.0,5570.364604,74.63487525279318,118.0,0.0,59.0,118.0,187.0,252.0,255.0
total of function:banker_algorithm---feature:V_VAL_3,117.54,0.0,116.5,5561.4184000000005,74.57491803548966,116.5,0.0,51.0,116.5,181.0,249.01,255.0
total of function:banker_algorithm---feature:V_VAL_4,118.393,0.0,117.0,6283.620551,79.26929134917253,117.0,0.0,47.0,117.0,188.0,253.01,255.0
total of function:banker_algorithm---feature:V_VAL_5,119.492,0.0,120.0,6555.3499360000005,80.96511554984653,120.0,0.0,48.0,120.0,194.0,254.0,255.0
total of function:banker_algorithm---feature:V_VAL_6,112.107,0.0,110.0,6669.223551000001,81.66531424662493,110.0,0.0,32.0,110.0,183.0,253.0,255.0
total of function:banker_algorithm---feature:V_VAL_7,101.484,0.0,98.0,6689.117744000001,81.78702674630006,98.0,0.0,17.0,98.0,169.0,251.0,255.0
total of function:banker_algorithm---feature:V_VAL_8,98.343,0.0,89.0,6969.837351,83.48555174998846,89.0,0.0,7.0,89.0,170.25,251.01,255.0
total of function:banker_algorithm---feature:V_VAL_9,93.951,0.0,82.0,7111.664599,84.33068598677471,82.0,0.0,0.0,82.0,167.0,251.01,254.0
total of function:banker_algorithm---feature:V_VAL_10,93.762,0.0,86.0,7369.4333560000005,85.84540381406566,86.0,0.0,0.0,86.0,169.25,250.01,254.0
total of function:banker_algorithm---feature:V_VAL_11,90.193,0.0,74.0,7604.231751000001,87.20224624973832,74.0,0.0,0.0,74.0,173.0,252.0,255.0
total of function:banker_algorithm---feature:V_VAL_12,80.526,0.0,57.5,6937.913324,83.29413739273612,57.5,0.0,0.0,57.5,150.0,251.0,255.0
total of function:banker_algorithm---feature:V_VAL_13,78.247,0.0,49.0,7240.125991000001,85.08892989690257,49.0,0.0,0.0,49.0,152.25,251.01,255.0
total of function:banker_algorithm---feature:V_VAL_14,71.701,0.0,27.0,6979.995599,83.54636795815841,27.0,0.0,0.0,27.0,138.25,252.01,255.0
total of function:banker_algorithm---feature:V_VAL_15,65.77,0.0,9.5,6880.5171,82.94888245178473,9.5,0.0,0.0,9.5,124.25,249.01,255.0
total of function:banker_algorithm---feature:V_VAL_16,64.471,0.0,0.0,6944.109159000001,83.33132159638416,0.0,0.0,0.0,0.0,136.0,250.0,255.0
total of function:banker_algorithm---feature:V_VAL_17,55.807,0.0,0.0,6412.007751,80.07501327505354,0.0,0.0,0.0,0.0,104.25,252.0,255.0
total of function:banker_algorithm---feature:V_VAL_18,51.425,0.0,0.0,5992.844375,77.41346378376309,0.0,0.0,0.0,0.0,95.0,251.0,254.0
total of function:banker_algorithm---feature:V_VAL_19,48.651,0.0,0.0,6096.127198999999,78.07769975479553,0.0,0.0,0.0,0.0,84.0,249.01,255.0
total of function:banker_algorithm---feature:V_VAL_20,43.671,0.0,0.0,5645.386759,75.13578880267379,0.0,0.0,0.0,0.0,66.0,251.0,254.0
total of function:banker_algorithm---feature:V_VAL_21,38.377,0.0,0.0,5064.060871,71.16221519177154,0.0,0.0,0.0,0.0,44.25,249.01,255.0
total of function:banker_algorithm---feature:V_VAL_22,33.102,0.0,0.0,4527.077596,67.28356111265218,0.0,0.0,0.0,0.0,8.25,242.0,254.0
total of function:banker_algorithm---feature:V_VAL_23,30.55,0.0,0.0,4488.3575,66.99520505230207,0.0,0.0,0.0,0.0,0.0,245.01,254.0
total of function:banker_algorithm---feature:V_VAL_24,22.016,0.0,0.0,3192.193744,56.499502157098696,0.0,0.0,0.0,0.0,0.0,246.01,255.0
total of function:banker_algorithm---feature:V_VAL_25,19.095,0.0,0.0,2877.7699749999997,53.64485040523461,0.0,0.0,0.0,0.0,0.0,237.0,255.0
total of function:banker_algorithm---feature:V_VAL_26,13.232,0.0,0.0,2068.0081760000003,45.47535789853666,0.0,0.0,0.0,0.0,0.0,237.01999999999998,253.0
total of function:banker_algorithm---feature:V_VAL_27,8.213,0.0,0.0,1253.9236310000001,35.4107841059754,0.0,0.0,0.0,0.0,0.0,195.06999999999994,254.0
total of function:banker_algorithm---feature:V_VAL_28,3.081,0.0,0.0,533.356439,23.09451101452464,0.0,0.0,0.0,0.0,0.0,163.01,237.0
total of function:banker_algorithm---feature:M_VAL_1,76.25008311787248,107.1756591796875,88.07051467895508,1910.806143979569,43.71276866065073,88.07051467895508,0.7740227580070496,38.582276344299316,88.07051467895508,114.43192291259766,141.0906803894043,161.779052734375
total of function:banker_algorithm---feature:M_VAL_2,4.040008447865955,0.0,0.0,39.024090593187736,6.246926491738776,0.0,0.0,0.0,0.0,7.673775672912598,22.82072557449341,34.327056884765625
total of function:banker_algorithm---feature:M_VAL_3,0.0196827136259526,0.0,0.0,0.1171602342280075,0.34228677191502377,0.0,0.0,0.0,0.0,0.0,0.0,9.04875373840332
total of function:banker_algorithm---feature:M_VAL_4,6.590906174120027,0.0,0.0,82.88279110888169,9.103998632956932,0.0,0.0,0.0,0.0,11.90169382095337,35.40717067718504,47.526123046875
total of function:banker_algorithm---feature:M_VAL_5,28.03552978530992,0.0,25.48130702972412,443.9955761437371,21.071202531980397,25.48130702972412,0.0,11.533896446228027,25.48130702972412,42.056447982788086,79.64960388183593,102.11183166503906
total of function:banker_algorithm---feature:M_VAL_6,34.84507198022306,35.126827239990234,36.90664100646973,224.72391993591768,14.990794506493566,36.90664100646973,0.4099839627742767,27.34598445892334,36.90664100646973,44.401742935180664,67.33234527587891,80.39674377441406
total of function:banker_algorithm---feature:M_VAL_7,3.427776748682256,0.0,0.0,50.44709542454414,7.102611873426855,0.0,0.0,0.0,0.0,2.2834558486938477,30.232289028167724,53.816986083984375
total of function:banker_algorithm---feature:M_VAL_8,81.46735473053157,0.0,106.69857025146484,2766.723655865971,52.59965452230624,106.69857025146484,0.0,12.394097328186035,106.69857025146484,125.37044143676759,149.67185317993165,165.62420654296875
total of function:banker_algorithm---feature:M_VAL_9,69.55509057223797,0.0,77.36151885986328,1924.7317985332174,43.871765391117066,77.36151885986328,0.0,31.632473945617676,77.36151885986328,108.81638526916504,135.01109756469725,152.62911987304688
total of function:banker_algorithm---feature:M_VAL_10,3.9845182068534197,0.0,0.0,39.56858553066966,6.290356550361009,0.0,0.0,0.0,0.0,5.795862913131714,23.606450061798096,32.31562042236328
total of function:banker_algorithm---feature:M_VAL_11,0.00785888285189867,0.0,0.0,0.06670431316846503,0.25827178159540587,0.0,0.0,0.0,0.0,0.0,0.0,10.768479347229004
total of function:banker_algorithm---feature:M_VAL_12,4.860513370210305,0.0,0.0,63.28276635652508,7.955046596753855,0.0,0.0,0.0,0.0,7.76004421710968,30.354886569976802,42.14122772216797
total of function:banker_algorithm---feature:M_VAL_13,19.99432037055865,0.0,21.17621421813965,254.8536569620172,15.96413658680034,21.17621421813965,0.0,1.022959440946579,21.17621421813965,32.12420845031738,56.51406772613525,68.325927734375
total of function:banker_algorithm---feature:M_VAL_14,24.889955352532503,0.0,26.6311616897583,288.5402526460593,16.98647263695613,26.6311616897583,0.0,10.018794536590576,26.6311616897583,36.750640869140625,63.46860679626465,79.99099731445312
total of function:banker_algorithm---feature:M_VAL_15,4.0480379252815615,0.0,0.0,57.151885374097084,7.559886597965415,0.0,0.0,0.0,0.0,4.033010005950929,31.299679889678952,49.46134948730469
total of function:banker_algorithm---feature:M_VAL_16,65.98797074884176,0.0,80.14631652832031,2643.8642889343278,51.418520874625784,80.14631652832031,0.0,10.0131094455719,80.14631652832031,114.91010284423828,144.42901336669922,163.10740661621094
