inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_670,22,11,68,34,87,114,16,114,31,81,16,12,100,22,100.0,22
values_574,22,11,31,40,98,47,48,66,114,89,37,10,11,12,16,12
values_163,22,11,102,106,27,43,31,81,57,37,18,10,16,12,100,22
values_900,22,11,63,124,73,36,17,20,110,10,10,11,12,13,14,16
values_392,22,11,105,96,83,68,98,95,44,90,83,81,10,11,12,13
values_447,22,11,95,28,49,68,85,23,126,37,108,16,12,100,22,100.0
values_523,22,11,112,45,58,125,16,64,57,40,19,10,11,12,13,14
values_679,22,11,22,26,38,90,71,16,12,100,22,100.0,22,100.0,20,
values_419,22,11,11,114,90,48,51,71,122,25,108,10,11,12,13,14
values_895,22,11,23,59,80,64,57,16,12,100,22,100.0,22,100.0,20,
values_298,22,11,21,29,83,87,36,42,18,10,11,12,13,14,15,16
values_155,22,11,74,61,28,15,39,65,93,98,87,10,11,12,13,16
values_12,22,11,83,68,100,53,77,48,121,95,78,10,11,12,14,15
values_160,22,11,21,58,124,49,15,70,75,84,43,67,10,11,12,13
values_626,22,11,125,94,29,64,120,39,122,10,11,12,13,14,15,16
values_38,22,11,15,42,58,26,58,89,120,35,118,73,10,11,12,13
values_146,22,11,62,33,34,86,94,36,26,10,11,12,13,14,15,16
values_81,22,11,12,97,39,71,80,33,17,60,25,110,10,11,16,12
values_687,22,11,67,88,43,17,113,87,54,62,10,11,12,13,16,12
values_213,22,11,81,33,85,113,61,43,50,75,92,13,10,11,12,13
values_212,22,11,85,89,29,16,108,102,65,106,119,10,11,12,13,14
values_568,22,11,38,81,31,94,123,80,29,122,46,10,11,12,13,14
values_5,22,11,29,26,33,86,96,43,93,100,31,82,10,11,12,13
values_40,22,11,102,93,92,27,126,60,97,108,47,104,10,11,12,13
values_970,22,11,52,96,97,41,122,39,101,94,98,10,11,12,13,14
values_707,22,11,85,45,70,18,110,38,103,32,112,97,10,11,12,13
values_406,22,11,76,85,37,105,33,65,123,41,124,10,11,12,13,14
values_893,22,11,16,73,16,24,27,94,51,104,106,10,11,16,12,100
values_144,22,11,123,108,14,17,27,42,120,56,90,10,11,12,13,14
values_979,22,11,47,12,89,82,35,111,39,109,126,16,12,100,22,100.0
values_831,22,11,48,16,64,107,22,41,71,119,27,10,11,12,13,14
values_402,22,11,94,41,20,27,122,16,12,100,22,100.0,22,100.0,20,
values_404,22,11,73,58,55,109,126,105,39,124,108,10,11,12,13,14
values_310,22,11,53,104,43,121,124,16,12,100,22,100.0,22,100.0,20,
values_70,22,11,116,98,79,86,108,121,85,21,10,11,12,13,14,15
values_268,22,11,89,107,18,116,69,72,90,104,59,10,11,12,16,12
values_412,22,11,126,46,42,78,103,90,70,83,58,10,11,12,13,14
values_290,22,11,91,94,16,12,100,22,100.0,22,100.0,20,,,,
values_916,22,11,63,13,35,117,16,12,100,22,100.0,22,100.0,20,,
values_567,22,11,86,60,84,70,21,76,40,16,12,100,22,100.0,22,100.0
values_913,22,11,113,42,15,110,36,60,62,72,33,46,10,16,12,100
values_232,22,11,52,17,104,45,10,33,16,12,100,22,100.0,22,100.0,20
values_319,22,11,51,71,30,50,85,13,65,85,28,22,10,11,12,16
values_23,22,11,57,114,85,16,12,100,22,100.0,22,100.0,20,,,
values_899,22,11,40,96,73,17,63,22,37,16,12,100,22,100.0,22,100.0
values_428,22,11,29,31,47,51,66,71,13,64,64,10,11,12,13,14
values_858,22,11,40,80,46,16,12,100,22,100.0,22,100.0,20,,,
values_546,22,11,84,82,43,29,123,35,27,33,77,56,16,12,100,22
values_432,22,11,108,119,20,51,63,16,12,100,22,100.0,22,100.0,20,
values_231,22,11,59,109,16,12,100,22,100.0,22,100.0,20,,,,
values_388,22,11,57,77,34,120,20,97,42,45,52,67,10,11,12,13
values_350,22,11,58,51,121,109,16,12,100,22,100.0,22,100.0,20,,
values_603,22,11,79,89,60,121,18,46,25,59,10,11,12,13,14,15
values_364,22,11,54,84,123,71,38,86,104,10,11,12,13,14,15,16
values_530,22,11,85,104,92,24,39,18,65,112,39,10,11,12,13,14
values_72,22,11,121,29,82,19,120,45,57,50,22,111,10,11,12,13
values_536,22,11,43,116,126,105,38,109,29,50,100,10,11,12,13,14
values_79,22,11,12,101,56,74,119,16,12,100,22,100.0,22,100.0,20,
values_342,22,11,99,42,52,89,66,120,10,11,12,13,14,15,16,16
values_803,22,11,108,112,59,52,60,119,76,71,85,47,10,11,12,13
values_501,22,11,35,68,30,41,98,55,75,91,98,53,10,11,12,13
values_540,22,11,118,68,73,47,42,117,64,75,22,10,11,12,13,14
values_955,22,11,115,99,56,119,99,115,59,116,107,28,10,11,12,13
values_191,22,11,39,23,13,22,18,124,80,51,16,12,100,22,100.0,22
values_812,22,11,74,76,13,100,121,16,108,47,108,33,10,11,12,13
values_545,22,11,23,28,39,101,16,12,100,22,100.0,22,100.0,20,,
values_78,22,11,64,63,32,101,109,31,74,59,28,66,10,11,12,13
values_526,22,11,45,58,78,21,114,112,92,10,11,12,13,14,15,16
values_695,22,11,82,114,74,27,56,87,123,34,62,55,10,11,12,13
values_87,22,11,16,11,88,120,18,67,40,77,24,38,10,11,12,13
values_300,22,11,24,25,87,47,87,16,12,100,22,100.0,22,100.0,20,
values_964,22,11,41,30,120,20,40,45,118,98,49,97,10,11,12,13
values_998,22,11,25,19,89,100,124,88,14,38,126,49,10,11,12,13
values_988,22,11,13,47,40,92,41,95,16,12,100,22,100.0,22,100.0,20
values_6,22,11,33,73,78,126,72,24,16,12,100,22,100.0,22,100.0,20
values_625,22,11,75,47,60,21,98,13,48,118,93,10,11,12,13,14
values_518,22,11,112,125,27,16,12,100,22,100.0,22,100.0,20,,,
values_122,22,11,54,33,16,12,100,21,100.0,22,100.0,19,,,,
values_541,22,11,104,50,85,104,83,98,116,105,45,10,11,12,13,14
values_279,22,11,30,44,20,74,40,100,108,77,47,10,11,12,13,14
values_256,22,11,64,98,85,79,55,85,30,16,12,100,22,100.0,22,100.0
values_796,22,11,120,125,49,74,107,120,98,20,91,16,12,100,22,100.0
values_504,22,11,48,21,10,14,92,47,26,106,81,33,10,11,12,13
values_752,22,11,78,20,22,93,55,16,93,11,14,67,10,11,12,13
values_459,22,11,105,99,60,109,27,40,117,84,52,39,10,11,12,13
values_658,22,11,56,48,80,119,16,79,63,110,35,35,10,11,12,16
values_408,22,11,15,100,94,125,105,16,12,100,22,100.0,22,100.0,20,
values_867,22,11,36,59,109,81,32,59,71,100,91,84,10,11,12,13
values_727,22,11,55,79,15,11,75,16,12,100,22,100.0,22,100.0,20,
values_177,22,11,57,36,96,104,78,70,39,72,46,26,16,12,100,22
values_823,22,11,59,66,106,32,13,48,79,76,108,10,11,12,13,14
values_822,22,11,52,42,102,98,96,77,97,16,12,100,22,100.0,22,100.0
values_218,22,11,42,48,75,22,125,51,79,105,55,104,10,11,12,13
values_426,22,11,117,121,29,12,27,104,57,125,10,11,12,13,14,15
values_776,22,11,94,56,118,96,104,51,114,73,24,22,10,11,12,13
values_143,22,11,64,25,68,55,104,75,13,72,108,95,10,11,12,13
values_739,22,11,10,26,16,12,100,22,100.0,22,100.0,20,,,,
values_312,22,11,37,39,28,44,16,105,84,114,43,100,10,11,12,13
values_174,22,11,108,115,95,16,12,100,22,100.0,22,100.0,20,,,
values_669,22,11,77,75,10,16,12,100,22,100.0,22,100.0,20,,,
values_120,22,11,80,65,35,103,87,35,110,70,108,10,11,12,13,14
values_974,22,11,108,85,19,62,82,121,69,24,108,10,11,12,13,14
values_217,22,11,64,18,115,126,70,16,12,100,22,100.0,22,100.0,20,
values_866,22,11,23,123,104,102,52,16,12,100,22,100.0,22,100.0,20,
values_192,22,11,97,32,99,87,53,118,35,16,12,100,22,100.0,22,100.0
values_328,22,11,55,54,29,104,52,86,110,123,25,108,10,11,12,13
values_68,22,11,122,54,22,16,12,100,22,100.0,22,100.0,20,,,
values_387,22,11,25,25,81,43,72,63,77,12,36,16,12,100,22,100.0
values_69,22,11,107,124,112,71,48,105,37,98,78,89,16,12,100,22
values_749,22,11,31,116,16,12,100,22,100.0,22,100.0,20,,,,
values_135,22,11,93,88,13,42,105,74,93,81,94,91,10,11,12,13
values_341,22,11,36,126,35,76,16,12,100,22,100.0,22,100.0,20,,
values_494,22,11,45,109,91,78,44,71,56,10,16,12,100,22,100.0,22
values_1,22,11,84,63,104,73,12,16,12,100,22,100.0,22,100.0,20,
values_589,22,11,39,50,88,52,46,16,12,100,22,100.0,22,100.0,20,
values_925,22,11,35,46,105,50,65,33,27,14,31,57,10,11,12,13
values_524,22,11,50,61,98,71,64,51,116,125,102,10,11,12,13,14
values_994,22,11,101,73,88,86,46,75,66,116,10,11,12,13,14,15
values_856,22,11,113,108,52,117,54,46,57,118,50,10,11,12,13,14
values_156,22,11,28,90,78,50,46,126,64,10,11,12,13,14,16,12
values_470,22,11,90,94,53,39,11,47,47,48,47,10,11,12,13,14
values_207,22,11,97,64,61,43,87,98,79,49,16,12,100,22,100.0,22
values_655,22,11,36,97,122,16,115,75,124,43,23,77,10,11,12,13
values_441,22,11,11,14,117,108,42,42,94,76,118,10,11,12,13,14
values_109,22,11,46,97,12,19,93,39,18,110,125,124,10,11,12,13
values_45,22,11,74,92,121,41,48,122,104,68,55,17,10,11,12,13
values_125,22,11,70,20,108,90,106,40,114,46,10,11,12,13,14,15
values_600,22,11,87,43,16,12,100,22,100.0,22,100.0,20,,,,
values_708,22,11,16,80,120,95,45,98,11,47,31,16,12,100,22,100.0
values_791,22,11,91,115,78,48,116,10,83,95,60,46,10,11,12,13
values_912,22,11,123,49,39,47,48,19,90,103,30,25,10,11,12,13
values_533,22,11,33,38,42,69,54,94,16,12,100,22,100.0,22,100.0,20
values_418,22,11,35,104,68,14,121,96,77,49,16,12,100,22,100.0,22
values_228,22,11,118,123,16,12,100,21,100.0,22,100.0,19,,,,
values_585,22,11,27,46,68,121,123,74,97,43,15,10,11,12,13,14
values_465,22,11,25,100,91,125,13,78,126,116,94,33,10,11,12,13
values_239,22,11,79,123,64,41,46,104,82,94,58,112,10,11,12,13
values_842,22,11,77,56,51,24,15,24,110,29,38,99,10,11,12,13
values_208,22,11,48,98,96,85,102,77,86,72,98,117,10,11,12,13
values_932,22,11,59,49,101,47,20,99,90,41,62,77,10,11,16,12
values_957,22,11,68,56,97,20,63,90,16,12,100,22,100.0,22,100.0,20
values_563,22,11,72,119,116,38,122,42,95,36,10,11,12,13,14,15
values_766,22,11,32,39,112,16,12,100,22,100.0,22,100.0,20,,,
values_476,22,11,78,44,94,16,12,100,22,100.0,22,100.0,20,,,
values_175,22,11,59,62,75,82,71,47,63,32,87,10,11,12,13,14
values_591,22,11,112,105,12,30,56,105,33,27,77,10,11,12,13,14
values_997,22,11,21,83,32,83,124,14,99,10,11,16,12,100,22,100.0
values_385,22,11,126,13,23,92,16,12,100,22,100.0,22,100.0,20,,
values_115,22,11,65,32,33,79,10,117,29,51,25,55,10,11,12,13
values_653,22,11,95,43,81,99,41,36,84,10,11,12,13,14,15,16
values_753,22,11,98,90,78,91,63,22,65,16,12,100,22,100.0,22,100.0
values_241,22,11,31,25,112,19,48,83,74,83,39,95,10,11,12,13
values_197,22,11,49,55,80,62,85,87,85,55,75,10,16,12,100,22
values_636,22,11,36,75,37,50,29,19,99,109,51,19,10,11,12,13
values_450,22,11,83,59,37,28,22,65,118,71,10,11,12,13,14,15
values_106,22,11,51,107,29,16,12,100,22,100.0,22,100.0,20,,,
values_699,22,11,32,35,29,77,62,52,16,12,100,22,100.0,22,100.0,20
values_578,22,11,69,41,52,17,73,45,74,15,97,10,11,12,13,14
values_644,22,11,10,107,94,51,123,74,103,56,26,59,10,11,12,13
values_570,22,11,66,38,101,17,98,22,28,109,44,10,11,12,13,14
values_873,22,11,95,34,91,36,109,16,12,100,22,100.0,22,100.0,20,
values_33,22,11,95,81,16,12,100,22,100.0,22,100.0,20,,,,
values_210,22,11,124,104,77,30,69,32,58,95,106,17,10,11,16,12
values_486,22,11,74,50,43,79,57,69,18,83,28,47,10,11,12,13
values_252,22,11,121,84,106,98,11,105,86,32,15,67,10,11,16,12
values_694,22,11,60,20,114,48,67,74,46,124,68,10,11,12,13,14
values_759,22,11,17,31,71,17,98,71,79,53,10,11,12,13,14,15
values_245,22,11,126,88,49,75,115,16,12,100,22,100.0,22,100.0,20,
values_15,22,11,84,61,10,105,58,97,50,105,126,68,10,11,12,13
values_792,22,11,63,20,80,108,72,99,115,15,35,16,12,100,22,100.0
values_248,22,11,76,80,32,45,51,71,49,38,123,95,16,12,100,22
values_246,22,11,81,110,96,71,120,100,65,120,54,16,12,100,22,100.0
values_556,22,11,103,12,13,108,16,12,100,22,100.0,22,100.0,20,,
values_513,22,11,56,109,111,110,103,114,64,114,53,10,11,16,12,100
values_93,22,11,125,92,32,84,42,16,12,100,22,100.0,22,100.0,20,
values_558,22,11,67,115,78,109,16,124,33,18,20,10,12,13,14,15
values_991,22,11,65,70,38,121,35,26,55,118,19,85,10,11,12,16
values_181,22,11,83,18,57,71,117,111,55,23,86,10,11,12,13,14
values_674,22,11,44,73,92,13,110,113,114,94,96,70,10,11,12,13
values_652,22,11,66,96,107,31,102,34,22,91,10,11,12,13,14,15
values_344,22,11,49,116,38,58,77,125,39,42,10,11,12,13,14,15
values_715,22,11,65,91,27,46,59,13,57,50,85,10,11,12,16,12
values_528,22,11,46,113,85,42,99,119,61,93,38,72,16,12,100,22
values_276,22,11,103,42,99,51,120,16,12,100,22,100.0,22,100.0,20,
values_24,22,11,42,115,84,117,73,101,11,87,26,10,11,12,13,14
values_296,22,11,14,92,93,57,29,44,87,28,23,10,11,12,13,14
values_244,22,11,93,60,104,18,61,95,105,95,20,38,10,11,12,13
values_380,22,11,54,72,119,63,89,57,115,87,50,126,10,11,12,13
values_25,22,11,55,114,125,71,114,65,90,10,125,18,10,11,12,13
values_740,22,11,68,17,48,75,50,13,53,91,69,10,11,12,13,14
values_478,22,11,92,126,27,83,73,80,59,68,50,10,11,12,13,16
values_379,22,11,61,24,29,116,115,75,82,121,10,11,12,13,16,12
values_810,22,11,113,58,37,13,59,36,44,98,10,11,12,13,14,15
values_440,22,11,53,23,77,19,103,48,98,16,12,100,22,100.0,22,100.0
values_543,22,11,73,45,35,75,23,97,84,62,111,10,16,12,100,22
values_130,22,11,98,109,52,72,116,18,56,18,65,10,16,12,100,22
values_225,22,11,16,38,71,20,80,50,54,122,126,10,11,12,13,16
values_285,22,11,19,120,101,11,81,40,126,90,10,11,12,13,16,12
values_363,22,11,108,47,123,91,31,28,43,39,70,10,11,12,13,14
values_667,22,11,31,93,81,11,97,34,42,119,121,10,11,12,13,14
values_26,22,11,54,38,110,76,87,116,118,14,106,26,10,11,16,12
values_793,22,11,117,50,109,101,26,107,68,94,116,10,11,12,13,14
values_772,22,11,34,89,67,97,60,62,106,49,10,11,12,13,14,15
values_931,22,11,20,126,39,47,11,47,97,10,101,10,11,12,13,14
values_981,22,11,81,53,74,32,20,107,118,107,34,116,10,11,12,13
values_422,22,11,121,41,117,124,55,121,36,67,13,107,10,11,12,13
values_920,22,11,69,19,21,19,46,41,24,11,16,10,11,12,13,14
values_259,22,11,76,80,97,62,15,14,36,88,120,10,11,12,13,14
values_477,22,11,72,98,12,121,83,48,28,125,33,26,10,11,12,13
values_738,22,11,75,74,41,117,65,77,125,57,42,10,11,12,13,14
values_430,22,11,45,91,60,36,110,81,13,34,97,10,11,12,13,14
values_922,22,11,40,22,36,25,75,85,40,16,12,100,22,100.0,22,100.0
values_903,22,11,26,15,94,109,14,17,34,16,12,100,22,100.0,22,100.0
values_761,22,11,21,97,114,19,92,19,60,94,16,68,10,11,12,16
values_204,22,11,71,97,64,36,13,125,24,10,11,12,13,14,15,16
values_48,22,11,22,46,102,42,58,14,17,87,65,58,10,11,12,13
values_71,22,11,66,32,37,16,12,100,22,100.0,22,100.0,20,,,
values_851,22,11,14,112,78,124,117,46,38,16,12,100,22,100.0,22,100.0
values_347,22,11,40,50,118,123,30,96,45,110,10,11,12,13,14,15
values_725,22,11,61,26,53,86,71,57,12,30,28,46,10,11,12,13
values_266,22,11,76,38,45,32,92,119,33,60,27,21,10,11,12,13
values_448,22,11,15,21,29,71,119,72,45,13,25,10,11,12,13,14
values_934,22,11,59,85,126,116,81,99,47,77,10,97,10,11,12,13
values_531,22,11,26,52,24,119,20,19,39,16,47,50,10,11,12,13
values_224,22,11,36,14,37,119,119,86,43,118,113,27,10,11,12,13
values_686,22,11,15,119,40,105,27,83,44,18,94,10,11,12,13,14
values_927,22,11,88,78,16,12,100,21,100.0,22,100.0,19,,,,
values_407,22,11,23,14,110,104,106,23,31,68,74,10,11,12,16,12
values_76,22,11,51,20,16,12,100,21,100.0,22,100.0,19,,,,
values_949,22,11,107,28,121,69,97,92,87,111,10,11,12,13,14,15
values_969,22,11,122,27,41,44,45,100,49,16,12,100,22,100.0,22,100.0
values_781,22,11,90,107,108,62,60,44,32,57,62,54,10,11,12,13
values_7,22,11,52,65,16,12,100,22,100.0,22,100.0,20,,,,
values_683,22,11,73,93,16,12,100,22,100.0,22,100.0,20,,,,
values_376,22,11,94,81,29,16,12,100,22,100.0,22,100.0,20,,,
values_877,22,11,25,14,107,110,73,115,90,114,10,11,12,13,14,15
values_654,22,11,85,110,31,117,76,60,52,92,109,92,10,11,12,13
values_508,22,11,23,109,16,12,100,22,100.0,22,100.0,20,,,,
values_332,22,11,61,103,38,45,91,12,31,62,82,10,11,16,12,100
values_281,22,11,11,57,58,116,30,11,46,52,58,26,10,11,12,13
values_381,22,11,63,72,33,124,24,106,115,121,50,65,10,11,12,13
values_769,22,11,84,19,65,14,89,120,116,86,99,68,10,11,12,13
values_701,22,11,108,115,112,40,106,52,87,11,29,10,11,12,13,14
values_855,22,11,22,57,87,100,54,109,71,115,37,10,11,12,13,14
values_320,22,11,64,71,86,69,82,15,16,12,100,22,100.0,22,100.0,20
values_50,22,11,108,41,94,44,30,36,27,116,78,10,11,12,13,14
values_918,22,11,85,29,26,107,25,21,119,34,75,113,10,11,12,13
values_615,22,11,60,82,115,114,104,91,16,12,100,22,100.0,22,100.0,20
values_704,22,11,49,84,37,90,77,41,40,74,93,109,10,11,12,13
values_633,22,11,15,35,116,65,16,12,100,22,100.0,22,100.0,20,,
values_847,22,11,50,93,29,46,87,125,18,106,26,10,11,12,13,14
values_602,22,11,76,65,72,66,54,21,14,124,12,10,16,12,100,22
values_399,22,11,52,115,27,98,26,74,28,40,117,30,10,11,12,16
values_22,22,11,41,96,58,26,98,114,16,12,100,22,100.0,22,100.0,20
values_313,22,11,65,43,62,88,105,11,18,16,12,100,22,100.0,22,100.0
values_375,22,11,70,72,52,66,16,12,100,22,100.0,22,100.0,20,,
values_963,22,11,48,50,41,36,17,33,40,74,78,10,11,12,13,14
values_168,22,11,77,119,22,112,66,84,16,12,100,22,100.0,22,100.0,20
values_226,22,11,92,87,50,106,82,68,75,126,10,11,12,13,14,15
values_190,22,11,96,90,34,92,126,126,51,112,126,89,10,16,12,100
values_429,22,11,101,92,16,16,12,100,22,100.0,22,100.0,20,,,
values_236,22,11,98,94,112,80,34,16,12,100,22,100.0,22,100.0,20,
values_777,22,11,31,82,83,106,22,33,35,16,12,100,22,100.0,22,100.0
values_909,22,11,61,125,27,38,118,46,91,18,61,10,11,12,13,14
values_438,22,11,39,14,11,21,99,107,98,79,96,10,11,12,13,14
values_607,22,11,103,69,54,121,102,18,42,24,16,12,100,22,100.0,22
values_717,22,11,62,107,51,126,74,16,12,100,22,100.0,22,100.0,20,
values_782,22,11,45,84,46,106,12,114,102,112,71,85,10,16,12,100
values_258,22,11,16,20,114,27,106,44,80,38,125,10,11,12,13,14
values_872,22,11,112,114,65,100,86,28,57,11,35,10,11,12,13,14
values_637,22,11,59,40,50,16,16,59,51,49,28,71,10,11,16,12
values_746,22,11,118,75,111,101,25,86,69,23,105,16,12,100,22,100.0
values_4,22,11,123,32,37,15,20,11,33,10,11,12,13,14,15,16
values_345,22,11,42,48,89,119,110,53,15,94,125,10,11,12,13,16
values_102,22,11,50,105,52,14,90,26,15,77,44,79,10,11,12,13
values_962,22,11,30,103,112,112,36,46,123,44,97,106,10,11,12,13
values_356,22,11,46,126,14,81,72,16,12,100,22,100.0,22,100.0,20,
values_853,22,11,82,37,10,39,18,59,24,33,78,10,11,12,13,14
values_849,22,11,22,18,50,29,60,106,103,108,41,10,11,16,12,100
values_814,22,11,122,103,89,11,62,12,31,93,111,10,11,12,13,14
values_370,22,11,96,66,104,36,71,29,38,69,114,10,11,12,13,14
values_778,22,11,65,80,39,21,112,57,63,27,86,10,11,12,13,14
values_458,22,11,90,104,64,16,12,100,22,100.0,22,100.0,20,,,
values_818,22,11,118,86,57,37,29,104,35,62,89,10,11,12,13,14
values_119,22,11,64,116,105,64,74,86,67,35,104,10,11,12,13,14
values_373,22,11,84,91,39,68,74,16,12,100,22,100.0,22,100.0,20,
values_351,22,11,112,17,50,92,87,49,17,123,66,10,11,12,13,14
values_32,22,11,56,73,119,63,71,27,97,10,11,12,13,16,12,100
values_770,22,11,97,81,48,82,29,92,80,10,66,82,10,11,12,13
values_371,22,11,20,110,58,80,121,112,99,52,95,10,11,12,13,14
values_283,22,11,34,103,36,84,67,43,18,21,97,51,10,11,12,13
values_535,22,11,120,37,51,78,89,16,12,100,22,100.0,22,100.0,20,
values_250,22,11,64,15,50,111,26,89,64,67,49,100,10,11,16,12
values_132,22,11,107,16,119,120,46,103,16,12,100,22,100.0,22,100.0,20
values_649,22,11,68,61,43,30,54,44,38,45,69,10,11,12,13,14
values_77,22,11,71,27,93,96,50,125,54,23,125,10,11,12,13,14
values_260,22,11,16,33,18,46,97,119,28,102,12,22,10,11,12,13
values_891,22,11,63,93,111,36,111,100,16,12,100,22,100.0,22,100.0,20
values_91,22,11,107,39,25,65,18,90,12,65,10,11,12,13,14,15
values_137,22,11,96,101,62,78,69,44,105,43,81,10,11,12,13,14
values_42,22,11,81,81,99,124,98,78,26,121,85,88,10,11,12,13
values_13,22,11,40,52,56,84,108,22,115,78,16,12,100,22,100.0,22
values_577,22,11,17,119,29,31,54,95,66,12,32,16,12,100,22,100.0
values_41,22,11,71,33,23,65,82,99,46,52,10,11,12,13,14,15
values_809,22,11,11,100,25,30,108,115,92,88,60,66,16,12,100,22
values_414,22,11,85,40,83,117,68,102,71,66,10,16,12,100,22,100.0
values_360,22,11,95,117,75,18,68,60,80,76,123,10,11,12,13,14
values_386,22,11,44,21,41,97,61,100,80,43,16,12,100,22,100.0,22
values_158,22,11,35,121,76,113,125,19,73,113,40,10,11,12,13,14
values_904,22,11,117,81,107,25,58,16,12,100,22,100.0,22,100.0,20,
values_480,22,11,103,116,101,68,116,44,86,58,114,34,10,11,12,13
values_647,22,11,78,79,122,48,92,50,53,63,90,10,11,12,13,14
values_104,22,11,25,106,117,34,31,93,19,47,26,10,11,12,13,14
values_55,22,11,95,15,91,112,110,118,114,113,10,11,12,13,14,15
values_491,22,11,100,114,33,47,75,19,17,114,78,10,11,12,16,12
values_391,22,11,15,70,45,46,60,123,69,104,10,11,12,13,14,15
values_972,22,11,99,108,43,125,55,45,90,107,63,25,16,12,100,22
values_571,22,11,63,40,62,87,106,121,61,117,10,11,12,13,14,15
values_940,22,11,113,118,94,68,101,44,100,69,74,10,16,12,100,22
values_861,22,11,92,74,98,46,59,23,63,61,55,71,10,16,12,100
values_324,22,11,109,91,96,80,123,18,16,12,100,22,100.0,22,100.0,20
values_549,22,11,97,88,54,82,39,64,97,58,15,22,10,11,12,13
values_170,22,11,120,69,101,78,37,18,62,117,15,16,12,100,22,100.0
values_269,22,11,54,83,62,32,42,75,39,105,115,116,16,12,100,22
values_442,22,11,23,14,92,18,84,122,33,23,13,10,11,12,13,14
values_520,22,11,90,113,10,70,95,53,114,110,10,11,12,13,14,15
values_455,22,11,39,69,117,19,77,124,29,94,10,11,12,13,14,15
values_31,22,11,74,22,80,43,61,75,65,91,85,16,12,100,22,100.0
values_971,22,11,93,55,121,47,106,71,20,95,45,90,10,11,12,13
values_397,22,11,101,76,81,67,12,104,61,40,27,34,10,11,12,13
values_254,22,11,19,57,87,33,108,49,113,80,37,66,10,11,12,16
values_616,22,11,77,108,77,43,80,97,81,66,78,13,10,11,16,12
values_66,22,11,28,91,49,98,72,45,29,37,87,48,10,11,12,13
values_943,22,11,123,80,47,47,56,23,50,10,11,12,13,14,15,16
values_117,22,11,51,13,120,17,94,31,104,54,118,10,11,12,16,12
values_451,22,11,63,125,12,104,119,73,98,80,30,10,11,12,13,14
values_643,22,11,73,97,39,99,120,112,75,48,25,16,12,100,22,100.0
values_688,22,11,29,53,11,87,13,118,43,52,76,10,11,12,13,14
values_569,22,11,101,14,49,103,109,69,47,99,31,116,10,11,12,13
values_745,22,11,48,20,96,117,104,19,41,78,110,10,11,12,13,14
values_65,22,11,15,107,110,93,43,59,102,16,12,100,22,100.0,22,100.0
values_980,22,11,65,28,119,83,125,65,33,29,12,19,10,11,12,13
values_982,22,11,33,58,115,122,33,15,75,90,13,48,10,11,12,13
values_62,22,11,64,88,97,64,93,31,77,72,11,10,11,12,13,14
values_789,22,11,64,106,90,70,63,43,35,69,28,10,11,12,13,14
values_401,22,11,84,64,36,125,113,22,28,59,20,123,10,11,12,13
values_21,22,11,82,37,109,16,12,100,22,100.0,22,100.0,20,,,
values_598,22,11,75,43,53,81,19,31,81,77,84,119,10,11,12,13
values_273,22,11,105,88,12,109,81,23,101,85,92,17,10,11,12,13
values_534,22,11,16,77,75,48,73,120,77,106,10,11,12,13,14,15
