inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_895," 632 
"," 142 
"," 1690 
"," 168 
"," 12493.02 
"," 722835.37 
"," 0.02 
"," 57.86 
"," 40157.52 
"," 2.68 
"
values_298," 152 
"," 83 
"," 474 
"," 109 
"," 3208.12 
"," 76376.43 
"," 0.04 
"," 23.81 
"," 4243.14 
"," 0.60 
"
values_155," 342 
"," 129 
"," 961 
"," 155 
"," 6992.36 
"," 240992.35 
"," 0.03 
"," 34.47 
"," 13388.46 
"," 1.29 
"
values_12," 72 
"," 33 
"," 263 
"," 59 
"," 1547.14 
"," 43882.38 
"," 0.04 
"," 28.36 
"," 2437.91 
"," 0.41 
"
values_160," 152 
"," 83 
"," 458 
"," 109 
"," 3099.83 
"," 73798.32 
"," 0.04 
"," 23.81 
"," 4099.91 
"," 0.59 
"
values_626," 566 
"," 143 
"," 1520 
"," 169 
"," 11249.34 
"," 578829.51 
"," 0.02 
"," 51.45 
"," 32157.19 
"," 2.32 
"
values_38," 254 
"," 117 
"," 718 
"," 143 
"," 5140.79 
"," 145084.45 
"," 0.04 
"," 28.22 
"," 8060.25 
"," 0.92 
"
values_146," 104 
"," 60 
"," 346 
"," 86 
"," 2223.49 
"," 50102.59 
"," 0.04 
"," 22.53 
"," 2783.48 
"," 0.45 
"
values_81," 296 
"," 120 
"," 823 
"," 146 
"," 5917.23 
"," 189745.70 
"," 0.03 
"," 32.07 
"," 10541.43 
"," 1.10 
"
values_687," 566 
"," 139 
"," 1513 
"," 165 
"," 11145.25 
"," 589976.38 
"," 0.02 
"," 52.94 
"," 32776.47 
"," 2.34 
"
values_213," 776 
"," 143 
"," 2072 
"," 169 
"," 15334.62 
"," 1081787.89 
"," 0.01 
"," 70.55 
"," 60099.33 
"," 3.51 
"
values_212," 254 
"," 119 
"," 733 
"," 145 
"," 5262.87 
"," 146033.68 
"," 0.04 
"," 27.75 
"," 8112.98 
"," 0.92 
"
values_568," 182 
"," 97 
"," 551 
"," 123 
"," 3825.33 
"," 93306.39 
"," 0.04 
"," 24.39 
"," 5183.69 
"," 0.69 
"
values_5," 504 
"," 136 
"," 1373 
"," 162 
"," 10077.61 
"," 485503.88 
"," 0.02 
"," 48.18 
"," 26972.44 
"," 2.06 
"
values_40," 776 
"," 143 
"," 2062 
"," 169 
"," 15260.61 
"," 1076566.91 
"," 0.01 
"," 70.55 
"," 59809.27 
"," 3.50 
"
values_970," 182 
"," 97 
"," 552 
"," 123 
"," 3832.27 
"," 93475.73 
"," 0.04 
"," 24.39 
"," 5193.10 
"," 0.69 
"
values_707," 504 
"," 140 
"," 1366 
"," 166 
"," 10074.30 
"," 471477.42 
"," 0.02 
"," 46.80 
"," 26193.19 
"," 2.02 
"
values_406," 566 
"," 138 
"," 1537 
"," 164 
"," 11308.56 
"," 602959.17 
"," 0.02 
"," 53.32 
"," 33497.73 
"," 2.38 
"
values_893," 86 
"," 45 
"," 296 
"," 71 
"," 1820.33 
"," 45224.97 
"," 0.04 
"," 24.84 
"," 2512.50 
"," 0.42 
"
values_144," 504 
"," 141 
"," 1365 
"," 167 
"," 10078.76 
"," 468340.51 
"," 0.02 
"," 46.47 
"," 26018.92 
"," 2.01 
"
values_979," 632 
"," 141 
"," 1697 
"," 167 
"," 12530.15 
"," 730125.40 
"," 0.02 
"," 58.27 
"," 40562.52 
"," 2.70 
"
values_831," 342 
"," 127 
"," 963 
"," 153 
"," 6988.86 
"," 244665.29 
"," 0.03 
"," 35.01 
"," 13592.52 
"," 1.30 
"
values_402," 86 
"," 44 
"," 299 
"," 70 
"," 1832.66 
"," 46566.11 
"," 0.04 
"," 25.41 
"," 2587.01 
"," 0.43 
"
values_404," 342 
"," 124 
"," 939 
"," 150 
"," 6787.86 
"," 243377.65 
"," 0.03 
"," 35.85 
"," 13520.98 
"," 1.30 
"
values_310," 72 
"," 33 
"," 265 
"," 59 
"," 1558.90 
"," 44216.08 
"," 0.04 
"," 28.36 
"," 2456.45 
"," 0.42 
"
values_70," 86 
"," 46 
"," 300 
"," 72 
"," 1850.98 
"," 44986.80 
"," 0.04 
"," 24.30 
"," 2499.27 
"," 0.42 
"
values_268," 62 
"," 24 
"," 234 
"," 50 
"," 1320.66 
"," 44352.24 
"," 0.03 
"," 33.58 
"," 2464.01 
"," 0.42 
"
values_412," 182 
"," 95 
"," 558 
"," 121 
"," 3860.73 
"," 96152.39 
"," 0.04 
"," 24.91 
"," 5341.80 
"," 0.70 
"
values_290," 446 
"," 137 
"," 1208 
"," 163 
"," 8877.26 
"," 375696.16 
"," 0.02 
"," 42.32 
"," 20872.01 
"," 1.74 
"
values_916," 776 
"," 143 
"," 2057 
"," 169 
"," 15223.61 
"," 1073956.42 
"," 0.01 
"," 70.55 
"," 59664.25 
"," 3.50 
"
values_567," 342 
"," 125 
"," 962 
"," 151 
"," 6963.35 
"," 247672.27 
"," 0.03 
"," 35.57 
"," 13759.57 
"," 1.31 
"
values_913," 504 
"," 142 
"," 1356 
"," 168 
"," 10023.98 
"," 462515.02 
"," 0.02 
"," 46.14 
"," 25695.28 
"," 1.99 
"
values_232," 504 
"," 139 
"," 1371 
"," 165 
"," 10099.23 
"," 476044.17 
"," 0.02 
"," 47.14 
"," 26446.90 
"," 2.03 
"
values_319," 104 
"," 58 
"," 352 
"," 84 
"," 2250.10 
"," 52450.51 
"," 0.04 
"," 23.31 
"," 2913.92 
"," 0.47 
"
values_23," 126 
"," 67 
"," 403 
"," 93 
"," 2635.28 
"," 64426.72 
"," 0.04 
"," 24.45 
"," 3579.26 
"," 0.54 
"
values_899," 296 
"," 126 
"," 837 
"," 152 
"," 6066.52 
"," 185269.45 
"," 0.03 
"," 30.54 
"," 10292.75 
"," 1.08 
"
values_428," 254 
"," 118 
"," 729 
"," 144 
"," 5226.88 
"," 146263.92 
"," 0.04 
"," 27.98 
"," 8125.77 
"," 0.93 
"
values_858," 504 
"," 141 
"," 1368 
"," 167 
"," 10100.91 
"," 469369.83 
"," 0.02 
"," 46.47 
"," 26076.10 
"," 2.01 
"
values_546," 104 
"," 57 
"," 344 
"," 83 
"," 2193.01 
"," 52016.74 
"," 0.04 
"," 23.72 
"," 2889.82 
"," 0.46 
"
values_432," 342 
"," 132 
"," 947 
"," 158 
"," 6916.68 
"," 232966.37 
"," 0.03 
"," 33.68 
"," 12942.58 
"," 1.26 
"
values_231," 776 
"," 143 
"," 2027 
"," 169 
"," 15001.58 
"," 1058293.46 
"," 0.01 
"," 70.55 
"," 58794.08 
"," 3.46 
"
values_388," 182 
"," 92 
"," 555 
"," 118 
"," 3819.87 
"," 98237.01 
"," 0.04 
"," 25.72 
"," 5457.61 
"," 0.71 
"
values_350," 126 
"," 73 
"," 399 
"," 99 
"," 2645.11 
"," 59351.99 
"," 0.04 
"," 22.44 
"," 3297.33 
"," 0.51 
"
values_603," 504 
"," 139 
"," 1371 
"," 165 
"," 10099.23 
"," 476044.17 
"," 0.02 
"," 47.14 
"," 26446.90 
"," 2.03 
"
values_364," 254 
"," 120 
"," 714 
"," 146 
"," 5133.53 
"," 141257.76 
"," 0.04 
"," 27.52 
"," 7847.65 
"," 0.90 
"
values_530," 776 
"," 143 
"," 2052 
"," 169 
"," 15186.60 
"," 1071345.92 
"," 0.01 
"," 70.55 
"," 59519.22 
"," 3.49 
"
values_72," 776 
"," 143 
"," 2065 
"," 169 
"," 15282.82 
"," 1078133.20 
"," 0.01 
"," 70.55 
"," 59896.29 
"," 3.50 
"
values_536," 126 
"," 74 
"," 404 
"," 100 
"," 2684.12 
"," 59413.31 
"," 0.05 
"," 22.14 
"," 3300.74 
"," 0.51 
"
values_79," 72 
"," 30 
"," 265 
"," 56 
"," 1538.95 
"," 48015.21 
"," 0.03 
"," 31.20 
"," 2667.51 
"," 0.44 
"
values_342," 104 
"," 51 
"," 344 
"," 77 
"," 2155.77 
"," 57149.16 
"," 0.04 
"," 26.51 
"," 3174.95 
"," 0.49 
"
values_803," 854 
"," 143 
"," 2254 
"," 169 
"," 16681.58 
"," 1295097.39 
"," 0.01 
"," 77.64 
"," 71949.85 
"," 3.96 
"
values_501," 776 
"," 142 
"," 2058 
"," 168 
"," 15213.39 
"," 1080793.46 
"," 0.01 
"," 71.04 
"," 60044.08 
"," 3.51 
"
values_540," 504 
"," 140 
"," 1371 
"," 166 
"," 10111.18 
"," 473203.18 
"," 0.02 
"," 46.80 
"," 26289.07 
"," 2.02 
"
values_955," 126 
"," 72 
"," 405 
"," 98 
"," 2678.96 
"," 60946.28 
"," 0.04 
"," 22.75 
"," 3385.90 
"," 0.52 
"
values_191," 182 
"," 98 
"," 543 
"," 124 
"," 3776.13 
"," 91166.53 
"," 0.04 
"," 24.14 
"," 5064.81 
"," 0.68 
"
values_812," 392 
"," 136 
"," 1086 
"," 162 
"," 7971.08 
"," 298680.95 
"," 0.03 
"," 37.47 
"," 16593.39 
"," 1.49 
"
values_545," 254 
"," 113 
"," 734 
"," 139 
"," 5225.30 
"," 152689.82 
"," 0.03 
"," 29.22 
"," 8482.77 
"," 0.95 
"
values_78," 182 
"," 94 
"," 543 
"," 120 
"," 3750.44 
"," 94399.41 
"," 0.04 
"," 25.17 
"," 5244.41 
"," 0.69 
"
values_526," 86 
"," 45 
"," 307 
"," 71 
"," 1887.97 
"," 46905.62 
"," 0.04 
"," 24.84 
"," 2605.87 
"," 0.43 
"
values_695," 152 
"," 81 
"," 469 
"," 107 
"," 3161.75 
"," 77131.04 
"," 0.04 
"," 24.40 
"," 4285.06 
"," 0.60 
"
values_87," 854 
"," 142 
"," 2249 
"," 168 
"," 16625.32 
"," 1299819.18 
"," 0.01 
"," 78.18 
"," 72212.18 
"," 3.97 
"
values_300," 566 
"," 142 
"," 1552 
"," 168 
"," 11472.88 
"," 594488.92 
"," 0.02 
"," 51.82 
"," 33027.16 
"," 2.36 
"
values_964," 566 
"," 138 
"," 1527 
"," 164 
"," 11234.98 
"," 599036.21 
"," 0.02 
"," 53.32 
"," 33279.79 
"," 2.37 
"
values_998," 566 
"," 140 
"," 1547 
"," 166 
"," 11409.19 
"," 599634.22 
"," 0.02 
"," 52.56 
"," 33313.01 
"," 2.37 
"
values_988," 86 
"," 46 
"," 302 
"," 72 
"," 1863.32 
"," 45286.71 
"," 0.04 
"," 24.30 
"," 2515.93 
"," 0.42 
"
values_6," 126 
"," 76 
"," 410 
"," 102 
"," 2735.69 
"," 58961.41 
"," 0.05 
"," 21.55 
"," 3275.63 
"," 0.50 
"
values_625," 182 
"," 101 
"," 554 
"," 127 
"," 3871.73 
"," 90698.18 
"," 0.04 
"," 23.43 
"," 5038.79 
"," 0.67 
"
values_518," 566 
"," 141 
"," 1532 
"," 167 
"," 11311.83 
"," 590301.29 
"," 0.02 
"," 52.18 
"," 32794.52 
"," 2.35 
"
values_122," 392 
"," 139 
"," 1081 
"," 165 
"," 7962.99 
"," 291938.27 
"," 0.03 
"," 36.66 
"," 16218.79 
"," 1.47 
"
values_541," 72 
"," 33 
"," 260 
"," 59 
"," 1529.49 
"," 43381.82 
"," 0.04 
"," 28.36 
"," 2410.10 
"," 0.41 
"
values_279," 566 
"," 142 
"," 1543 
"," 168 
"," 11406.35 
"," 591041.49 
"," 0.02 
"," 51.82 
"," 32835.64 
"," 2.35 
"
values_256," 216 
"," 110 
"," 636 
"," 136 
"," 4507.63 
"," 115067.41 
"," 0.04 
"," 25.53 
"," 6392.63 
"," 0.79 
"
values_796," 392 
"," 130 
"," 1083 
"," 156 
"," 7890.09 
"," 309291.55 
"," 0.03 
"," 39.20 
"," 17182.86 
"," 1.52 
"
values_504," 104 
"," 56 
"," 347 
"," 82 
"," 2206.07 
"," 53260.85 
"," 0.04 
"," 24.14 
"," 2958.94 
"," 0.47 
"
values_752," 342 
"," 133 
"," 958 
"," 159 
"," 7005.74 
"," 234191.94 
"," 0.03 
"," 33.43 
"," 13010.66 
"," 1.27 
"
values_459," 504 
"," 141 
"," 1359 
"," 167 
"," 10034.45 
"," 466281.87 
"," 0.02 
"," 46.47 
"," 25904.55 
"," 2.00 
"
values_658," 632 
"," 139 
"," 1691 
"," 165 
"," 12456.45 
"," 736274.82 
"," 0.02 
"," 59.11 
"," 40904.16 
"," 2.72 
"
values_408," 86 
"," 43 
"," 296 
"," 69 
"," 1808.12 
"," 47011.20 
"," 0.04 
"," 26 
"," 2611.73 
"," 0.43 
"
values_867," 296 
"," 125 
"," 832 
"," 151 
"," 6022.35 
"," 185392.11 
"," 0.03 
"," 30.78 
"," 10299.56 
"," 1.08 
"
values_727," 446 
"," 141 
"," 1237 
"," 167 
"," 9133.64 
"," 375580.55 
"," 0.02 
"," 41.12 
"," 20865.59 
"," 1.74 
"
values_177," 152 
"," 89 
"," 474 
"," 115 
"," 3244.76 
"," 72041.01 
"," 0.05 
"," 22.20 
"," 4002.28 
"," 0.58 
"
values_823," 152 
"," 85 
"," 473 
"," 111 
"," 3213.76 
"," 74710.44 
"," 0.04 
"," 23.25 
"," 4150.58 
"," 0.59 
"
values_822," 152 
"," 79 
"," 462 
"," 105 
"," 3101.98 
"," 77588.80 
"," 0.04 
"," 25.01 
"," 4310.49 
"," 0.61 
"
values_218," 126 
"," 72 
"," 402 
"," 98 
"," 2659.11 
"," 60494.83 
"," 0.04 
"," 22.75 
"," 3360.82 
"," 0.51 
"
values_426," 446 
"," 140 
"," 1234 
"," 166 
"," 9100.80 
"," 376903.08 
"," 0.02 
"," 41.41 
"," 20939.06 
"," 1.74 
"
values_776," 62 
"," 24 
"," 236 
"," 50 
"," 1331.95 
"," 44731.32 
"," 0.03 
"," 33.58 
"," 2485.07 
"," 0.42 
"
values_143," 296 
"," 121 
"," 854 
"," 147 
"," 6148.52 
"," 195533.10 
"," 0.03 
"," 31.80 
"," 10862.95 
"," 1.12 
"
values_739," 632 
"," 142 
"," 1702 
"," 168 
"," 12581.72 
"," 727967.93 
"," 0.02 
"," 57.86 
"," 40442.66 
"," 2.70 
"
values_312," 62 
"," 24 
"," 234 
"," 50 
"," 1320.66 
"," 44352.24 
"," 0.03 
"," 33.58 
"," 2464.01 
"," 0.42 
"
values_174," 632 
"," 142 
"," 1682 
"," 168 
"," 12433.88 
"," 719413.67 
"," 0.02 
"," 57.86 
"," 39967.43 
"," 2.68 
"
values_669," 776 
"," 143 
"," 2058 
"," 169 
"," 15231.01 
"," 1074478.52 
"," 0.01 
"," 70.55 
"," 59693.25 
"," 3.50 
"
values_120," 104 
"," 57 
"," 350 
"," 83 
"," 2231.26 
"," 52924.01 
"," 0.04 
"," 23.72 
"," 2940.22 
"," 0.47 
"
values_974," 126 
"," 70 
"," 403 
"," 96 
"," 2653.74 
"," 62097.51 
"," 0.04 
"," 23.40 
"," 3449.86 
"," 0.52 
"
values_217," 254 
"," 116 
"," 722 
"," 142 
"," 5162.12 
"," 146942.34 
"," 0.04 
"," 28.47 
"," 8163.46 
"," 0.93 
"
values_866," 126 
"," 70 
"," 399 
"," 96 
"," 2627.40 
"," 61481.16 
"," 0.04 
"," 23.40 
"," 3415.62 
"," 0.52 
"
values_192," 182 
"," 96 
"," 548 
"," 122 
"," 3798.04 
"," 93605.96 
"," 0.04 
"," 24.65 
"," 5200.33 
"," 0.69 
"
values_328," 392 
"," 134 
"," 1081 
"," 160 
"," 7915.00 
"," 301006.43 
"," 0.03 
"," 38.03 
"," 16722.58 
"," 1.50 
"
values_68," 296 
"," 125 
"," 843 
"," 151 
"," 6101.98 
"," 187843.20 
"," 0.03 
"," 30.78 
"," 10435.73 
"," 1.09 
"
values_387," 342 
"," 131 
"," 962 
"," 157 
"," 7017.43 
"," 238163.91 
"," 0.03 
"," 33.94 
"," 13231.33 
"," 1.28 
"
values_69," 296 
"," 126 
"," 832 
"," 152 
"," 6030.28 
"," 184162.71 
"," 0.03 
"," 30.54 
"," 10231.26 
"," 1.08 
"
values_749," 776 
"," 143 
"," 2052 
"," 169 
"," 15186.60 
"," 1071345.92 
"," 0.01 
"," 70.55 
"," 59519.22 
"," 3.49 
"
values_135," 342 
"," 128 
"," 961 
"," 154 
"," 6983.38 
"," 242563.40 
"," 0.03 
"," 34.73 
"," 13475.74 
"," 1.30 
"
values_341," 854 
"," 143 
"," 2247 
"," 169 
"," 16629.78 
"," 1291075.34 
"," 0.01 
"," 77.64 
"," 71726.41 
"," 3.95 
"
values_494," 296 
"," 122 
"," 845 
"," 148 
"," 6091.99 
"," 192147.30 
"," 0.03 
"," 31.54 
"," 10674.85 
"," 1.11 
"
values_1," 392 
"," 136 
"," 1085 
"," 162 
"," 7963.74 
"," 298405.92 
"," 0.03 
"," 37.47 
"," 16578.11 
"," 1.49 
"
values_589," 504 
"," 140 
"," 1378 
"," 166 
"," 10162.80 
"," 475619.24 
"," 0.02 
"," 46.80 
"," 26423.29 
"," 2.03 
"
values_925," 126 
"," 73 
"," 407 
"," 99 
"," 2698.15 
"," 60542.01 
"," 0.04 
"," 22.44 
"," 3363.44 
"," 0.51 
"
values_524," 296 
"," 127 
"," 831 
"," 153 
"," 6030.89 
"," 182731.20 
"," 0.03 
"," 30.30 
"," 10151.73 
"," 1.07 
"
values_994," 446 
"," 139 
"," 1210 
"," 165 
"," 8913.25 
"," 371791.53 
"," 0.02 
"," 41.71 
"," 20655.09 
"," 1.72 
"
values_856," 504 
"," 138 
"," 1348 
"," 164 
"," 9917.98 
"," 470888.45 
"," 0.02 
"," 47.48 
"," 26160.47 
"," 2.02 
"
values_156," 702 
"," 143 
"," 1874 
"," 169 
"," 13869.25 
"," 885110.19 
"," 0.02 
"," 63.82 
"," 49172.79 
"," 3.07 
"
values_470," 342 
"," 133 
"," 938 
"," 159 
"," 6859.48 
"," 229302.76 
"," 0.03 
"," 33.43 
"," 12739.04 
"," 1.25 
"
values_207," 296 
"," 117 
"," 839 
"," 143 
"," 6007.13 
"," 197567.90 
"," 0.03 
"," 32.89 
"," 10975.99 
"," 1.13 
"
values_655," 296 
"," 121 
"," 841 
"," 147 
"," 6054.92 
"," 192556.61 
"," 0.03 
"," 31.80 
"," 10697.59 
"," 1.11 
"
values_441," 342 
"," 127 
"," 963 
"," 153 
"," 6988.86 
"," 244665.29 
"," 0.03 
"," 35.01 
"," 13592.52 
"," 1.30 
"
values_109," 126 
"," 76 
"," 406 
"," 102 
"," 2709.00 
"," 58386.18 
"," 0.05 
"," 21.55 
"," 3243.68 
"," 0.50 
"
values_45," 504 
"," 138 
"," 1366 
"," 164 
"," 10050.42 
"," 477176.27 
"," 0.02 
"," 47.48 
"," 26509.79 
"," 2.04 
"
values_125," 126 
"," 69 
"," 396 
"," 95 
"," 2601.66 
"," 61761.21 
"," 0.04 
"," 23.74 
"," 3431.18 
"," 0.52 
"
values_600," 104 
"," 58 
"," 343 
"," 84 
"," 2192.56 
"," 51109.44 
"," 0.04 
"," 23.31 
"," 2839.41 
"," 0.46 
"
values_708," 296 
"," 124 
"," 842 
"," 150 
"," 6086.67 
"," 188882.97 
"," 0.03 
"," 31.03 
"," 10493.50 
"," 1.10 
"
values_791," 104 
"," 56 
"," 347 
"," 82 
"," 2206.07 
"," 53260.85 
"," 0.04 
"," 24.14 
"," 2958.94 
"," 0.47 
"
values_912," 702 
"," 141 
"," 1902 
"," 167 
"," 14043.81 
"," 908962.90 
"," 0.02 
"," 64.72 
"," 50497.94 
"," 3.13 
"
values_533," 86 
"," 46 
"," 296 
"," 72 
"," 1826.30 
"," 44386.98 
"," 0.04 
"," 24.30 
"," 2465.94 
"," 0.42 
"
values_418," 254 
"," 113 
"," 736 
"," 139 
"," 5239.54 
"," 153105.87 
"," 0.03 
"," 29.22 
"," 8505.88 
"," 0.95 
"
values_228," 86 
"," 45 
"," 295 
"," 71 
"," 1814.18 
"," 45072.18 
"," 0.04 
"," 24.84 
"," 2504.01 
"," 0.42 
"
values_585," 216 
"," 108 
"," 638 
"," 134 
"," 4508.16 
"," 117212.29 
"," 0.04 
"," 26 
"," 6511.79 
"," 0.80 
"
values_465," 446 
"," 139 
"," 1231 
"," 165 
"," 9067.94 
"," 378244.11 
"," 0.02 
"," 41.71 
"," 21013.56 
"," 1.74 
"
values_239," 296 
"," 125 
"," 838 
"," 151 
"," 6065.78 
"," 186729.07 
"," 0.03 
"," 30.78 
"," 10373.84 
"," 1.09 
"
values_842," 254 
"," 117 
"," 731 
"," 143 
"," 5233.87 
"," 147711.33 
"," 0.04 
"," 28.22 
"," 8206.18 
"," 0.93 
"
values_208," 854 
"," 143 
"," 2249 
"," 169 
"," 16644.58 
"," 1292224.50 
"," 0.01 
"," 77.64 
"," 71790.25 
"," 3.95 
"
values_932," 296 
"," 125 
"," 838 
"," 151 
"," 6065.78 
"," 186729.07 
"," 0.03 
"," 30.78 
"," 10373.84 
"," 1.09 
"
values_957," 504 
"," 136 
"," 1360 
"," 162 
"," 9982.20 
"," 480906.97 
"," 0.02 
"," 48.18 
"," 26717.05 
"," 2.05 
"
values_563," 182 
"," 99 
"," 549 
"," 125 
"," 3824.22 
"," 91394.89 
"," 0.04 
"," 23.90 
"," 5077.49 
"," 0.68 
"
values_766," 504 
"," 139 
"," 1380 
"," 165 
"," 10165.52 
"," 479169.19 
"," 0.02 
"," 47.14 
"," 26620.51 
"," 2.04 
"
values_476," 126 
"," 73 
"," 404 
"," 99 
"," 2678.26 
"," 60095.75 
"," 0.04 
"," 22.44 
"," 3338.65 
"," 0.51 
"
values_175," 632 
"," 139 
"," 1709 
"," 165 
"," 12589.04 
"," 744112.17 
"," 0.02 
"," 59.11 
"," 41339.56 
"," 2.74 
"
values_591," 182 
"," 92 
"," 549 
"," 118 
"," 3778.57 
"," 97174.99 
"," 0.04 
"," 25.72 
"," 5398.61 
"," 0.70 
"
values_997," 776 
"," 142 
"," 2071 
"," 168 
"," 15309.49 
"," 1087620.63 
"," 0.01 
"," 71.04 
"," 60423.37 
"," 3.53 
"
values_385," 566 
"," 139 
"," 1542 
"," 165 
"," 11358.87 
"," 601284.58 
"," 0.02 
"," 52.94 
"," 33404.70 
"," 2.37 
"
values_115," 504 
"," 140 
"," 1366 
"," 166 
"," 10074.30 
"," 471477.42 
"," 0.02 
"," 46.80 
"," 26193.19 
"," 2.02 
"
values_653," 62 
"," 24 
"," 233 
"," 50 
"," 1315.02 
"," 44162.70 
"," 0.03 
"," 33.58 
"," 2453.48 
"," 0.42 
"
