inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_310,36,12,12,107,32,27,24,28,85,95,75,113,44,10,11,12
values_70,36,12,12,36,33,51,21,85,20,32,27,24,39,90,105,125
values_268,36,12,12,10,117,17,34,125,73,79,52,17,56,10,90,121
values_412,36,12,12,57,126,75,21,40,37,124,73,74,13,18,54,51
values_290,36,12,12,115,79,109,97,45,116,105,86,107,86,10,11,12
values_916,36,12,12,22,92,109,69,53,33,85,114,54,115,19,19,76
values_567,36,12,12,62,67,99,13,18,54,51,100,34,100.0,36,100.0,100.0
values_913,36,12,12,47,54,15,61,48,100,73,103,55,10,11,12,13
values_232,36,12,12,126,96,32,93,68,112,100,82,69,10,11,12,13
values_319,36,12,12,31,82,32,108,20,101,38,122,77,28,10,11,12
values_23,36,12,12,105,60,92,125,86,83,87,62,32,20,120,115,22
values_899,36,12,12,22,65,41,118,20,109,122,90,59,10,11,12,13
values_428,36,12,12,18,99,35,48,60,70,85,74,10,11,12,13,14
values_858,36,12,12,12,26,30,124,64,118,100,123,10,11,12,88,90
values_546,36,12,12,103,125,22,44,26,15,92,69,100,91,97,119,40
values_432,36,12,12,40,124,17,28,69,66,76,122,10,125,33,82,63
values_231,36,12,12,116,36,37,22,125,88,31,86,60,10,11,12,13
values_388,36,12,12,66,71,94,24,119,108,96,70,78,32,10,11,12
values_350,36,12,12,34,83,96,30,75,101,97,46,54,114,10,11,12
values_603,36,12,12,35,84,18,112,83,54,115,44,100,44,10,11,35
values_364,36,12,12,72,88,110,124,87,109,97,29,10,11,12,13,14
values_530,36,12,12,25,91,34,108,97,52,49,27,30,10,11,88,63
values_72,36,12,12,104,103,28,78,67,57,45,55,43,10,11,12,13
values_536,36,12,12,68,83,90,27,98,64,50,93,53,29,111,115,38
values_79,36,12,12,50,38,85,49,92,88,18,14,126,46,35,10,118
values_342,36,12,12,87,95,76,54,98,11,91,45,30,61,10,11,12
values_803,36,12,12,97,49,58,36,77,58,50,43,10,11,12,13,14
values_501,36,12,12,32,83,117,121,44,118,47,126,33,26,10,11,12
values_540,36,12,12,66,96,107,90,117,60,13,45,76,68,26,42,119
values_955,36,12,12,125,73,95,117,53,69,75,10,11,12,13,14,15
values_191,36,12,12,31,103,23,124,115,110,69,44,62,54,10,11,12
values_812,36,12,12,89,72,32,46,41,75,124,55,70,19,10,56,38
values_545,36,12,12,95,66,53,69,113,40,23,57,29,10,11,110,15
values_78,36,12,12,63,48,14,41,18,26,18,89,99,37,10,11,12
values_526,36,12,12,70,121,25,98,44,119,12,76,110,10,11,12,13
values_695,36,12,12,91,71,40,63,77,93,96,27,15,94,78,104,39
values_87,36,12,12,89,56,23,109,93,126,80,125,43,11,72,28,109
values_300,36,12,12,38,59,44,13,30,17,117,100,12,10,11,12,13
values_964,36,12,12,36,24,85,95,73,66,16,45,101,114,31,55,100
values_998,36,12,12,12,89,81,107,71,81,48,121,85,28,10,11,12
values_988,36,12,12,35,48,105,122,97,105,116,111,118,10,11,12,13
values_6,36,12,12,93,81,116,26,26,105,114,88,48,96,114,20,101
values_625,36,12,12,15,112,17,89,66,120,108,51,40,34,76,67,113
values_518,36,12,12,30,125,52,119,74,54,40,47,28,65,10,11,12
values_122,36,12,12,65,19,29,82,118,55,95,111,101,112,10,40,90
values_541,36,12,12,126,24,107,54,123,30,123,57,90,124,113,22,43
values_279,36,12,12,20,102,50,66,59,94,36,52,60,93,10,10,42
values_256,36,12,12,117,71,116,82,64,93,92,10,11,12,13,14,27
values_796,36,12,12,20,52,102,88,82,54,32,82,124,46,67,52,98
values_504,36,12,12,73,37,107,42,39,114,51,100,70,18,10,11,12
values_752,36,12,12,124,29,19,37,121,68,125,10,112,57,10,11,12
values_459,36,12,12,30,10,16,52,73,44,114,98,125,22,10,11,12
values_658,36,12,12,59,26,117,15,93,73,51,99,85,10,11,12,13
values_408,36,12,12,55,47,106,112,62,120,107,99,10,11,12,13,119
values_867,36,12,12,121,103,13,120,90,116,43,59,76,35,10,11,12
values_727,36,12,12,117,35,122,118,81,38,60,44,89,12,10,11,12
values_177,36,12,12,69,42,28,119,108,81,71,20,109,13,18,54,51
values_823,36,12,12,10,122,95,120,46,40,40,65,114,77,10,11,12
values_822,36,12,12,110,103,17,82,85,32,64,13,43,53,47,46,32
values_218,36,12,12,40,80,94,47,89,94,81,71,108,10,11,12,13
values_426,36,12,12,32,10,38,74,57,121,30,26,48,20,115,44,73
values_776,36,12,12,110,122,68,74,59,13,120,11,111,120,10,11,12
values_143,36,12,12,115,61,72,91,107,67,23,116,10,11,12,13,14
values_739,36,12,12,76,13,76,64,68,58,88,121,48,78,10,11,12
values_312,36,12,12,18,62,96,57,76,39,117,77,61,29,26,108,37
values_174,36,12,12,26,21,118,39,21,30,16,102,98,16,50,119,124
values_669,36,12,12,60,115,79,19,13,18,54,51,25,36,100,36,100.0
values_120,36,12,12,105,121,33,84,90,94,13,125,33,71,24,48,16
values_974,36,12,12,13,90,72,60,122,108,33,73,30,99,10,16,13
values_217,36,12,12,59,65,111,102,117,79,52,44,40,10,11,12,13
values_866,36,12,12,42,20,69,58,49,52,22,58,114,124,10,11,12
values_192,36,12,12,53,55,73,71,117,123,99,62,64,32,64,98,122
values_328,36,12,12,74,42,88,100,13,18,54,51,100,34,100.0,36,100.0
values_68,36,12,12,117,63,45,60,27,112,112,74,50,10,11,12,13
values_387,36,12,12,106,42,31,13,18,54,51,100,34,100.0,36,100.0,100.0
values_69,36,12,12,25,56,126,51,110,85,14,20,22,13,18,54,51
values_749,36,12,12,38,101,42,90,121,61,112,34,78,10,11,12,13
values_135,36,12,12,88,77,30,16,76,125,57,78,120,31,10,107,54
values_341,36,12,12,91,76,55,25,87,35,14,43,17,10,31,79,79
values_494,36,12,12,39,29,31,90,87,80,84,98,121,81,10,11,12
values_1,36,12,12,14,110,119,73,113,99,43,126,73,84,10,11,12
values_589,36,12,12,25,52,102,126,13,94,109,28,50,85,60,105,13
values_925,36,12,12,76,55,68,80,71,13,35,48,31,125,10,11,12
values_524,36,12,12,69,63,82,26,35,65,47,112,10,11,12,13,14
values_994,36,12,12,58,71,119,79,70,56,30,123,10,11,12,13,14
values_856,36,12,12,43,93,19,39,88,45,86,101,46,111,10,11,12
values_156,36,12,12,94,22,88,96,119,58,59,45,38,105,10,11,12
values_470,36,12,12,36,82,74,82,90,58,40,78,81,10,11,12,13
values_207,36,12,12,11,33,12,19,23,107,121,31,87,10,11,12,13
values_655,36,12,12,106,35,33,79,112,19,100,116,16,105,10,11,12
values_441,36,12,12,13,60,77,111,13,18,54,51,25,36,100,36,100.0
values_109,36,12,12,112,28,75,71,48,66,103,71,10,11,12,13,14
values_45,36,12,12,63,81,28,39,64,112,61,34,17,40,10,11,12
values_125,36,12,12,112,115,19,125,54,44,122,60,41,23,20,82,92
values_600,36,12,12,37,10,67,62,12,87,21,38,10,11,12,13,14
values_708,36,12,12,71,16,84,116,34,118,122,126,87,106,10,11,12
values_791,36,12,12,76,26,48,41,106,101,36,115,76,96,25,74,30
values_912,36,12,12,95,28,44,89,90,91,21,116,86,13,18,54,51
values_533,36,12,12,102,85,78,60,54,103,27,55,123,10,11,12,13
values_418,36,12,12,124,113,13,48,101,66,108,46,93,18,70,43,43
values_228,36,12,12,67,87,97,15,79,104,51,67,35,10,11,12,13
values_585,36,12,12,103,52,114,87,11,77,65,45,65,10,59,114,87
values_465,36,12,12,70,81,40,20,119,125,41,102,52,10,10,11,12
values_239,36,12,12,20,92,25,89,97,22,115,73,60,19,38,70,48
values_842,36,12,12,21,122,59,25,81,51,94,56,10,11,12,13,14
values_208,36,12,12,56,65,53,31,60,56,39,101,69,61,10,11,12
values_932,36,12,12,91,116,76,41,39,13,37,23,69,47,21,106,19
values_957,36,12,12,51,75,10,13,100,56,79,26,97,99,10,11,12
values_563,36,12,12,14,17,10,126,61,52,81,17,45,80,10,11,40
values_766,36,12,12,92,83,34,29,125,12,117,38,58,121,10,11,12
values_476,36,12,12,114,85,110,93,78,103,79,10,11,12,69,106,52
values_175,36,12,12,24,85,126,91,85,114,112,100,36,10,11,12,13
values_591,36,12,12,117,59,111,92,87,40,106,41,115,82,55,94,85
values_997,36,12,12,46,38,100,78,97,82,72,60,53,76,10,11,12
values_385,36,12,12,87,29,93,85,96,34,77,15,47,95,34,30,75
values_115,36,12,12,102,35,30,72,17,44,83,59,19,10,11,12,13
values_653,36,12,12,94,68,11,32,46,14,32,43,51,10,95,92,115
values_753,36,12,12,34,75,12,83,98,82,17,126,26,46,10,11,12
values_241,36,12,12,78,40,119,101,115,42,124,19,54,125,31,74,25
values_197,36,12,12,77,50,58,111,81,83,101,35,21,48,67,85,84
values_636,36,12,12,100,51,90,40,61,111,22,83,99,69,104,110,121
values_450,36,12,12,62,59,123,56,13,88,115,81,34,10,11,12,13
values_106,36,12,12,101,68,17,43,64,65,121,80,100,10,11,12,13
values_699,36,12,12,116,52,117,120,85,84,33,101,70,53,10,11,12
values_578,36,12,12,44,16,21,103,70,47,41,104,46,124,99,96,79
values_644,36,12,12,41,66,26,67,64,95,118,84,10,11,12,13,14
values_570,36,12,12,123,31,95,109,25,43,118,12,26,45,10,11,12
values_873,36,12,12,104,87,70,27,90,93,73,18,102,65,10,11,12
values_33,36,12,12,34,109,19,122,89,82,75,94,66,73,29,67,123
values_210,36,12,12,126,85,123,67,90,92,95,47,27,101,10,11,12
values_486,36,12,12,84,36,13,116,71,25,12,83,16,10,36,29,73
values_252,36,12,12,126,92,44,123,118,18,24,118,73,99,10,11,12
values_694,36,12,12,121,48,83,31,117,97,43,84,76,10,11,12,13
values_759,36,12,12,79,16,79,15,41,50,36,123,76,40,53,98,43
values_245,36,12,12,16,113,37,112,39,66,38,117,113,12,10,11,12
values_15,36,12,12,29,53,26,123,124,10,73,11,101,37,10,11,12
values_792,36,12,12,24,89,79,95,26,114,95,102,80,21,67,66,76
values_248,36,12,12,99,73,79,68,67,81,96,85,42,29,74,124,79
values_246,36,12,12,19,112,36,13,18,54,51,25,36,100,36,100.0,36
values_556,36,12,12,93,89,50,24,11,32,50,14,106,63,10,11,12
values_513,36,12,12,76,120,114,10,85,64,51,103,95,10,11,12,13
values_93,36,12,12,98,49,24,23,92,115,30,115,111,97,95,11,90
values_558,36,12,12,92,59,44,33,23,93,15,124,105,10,11,12,13
values_991,36,12,12,30,103,55,67,42,79,68,112,92,114,71,73,107
values_181,36,12,12,111,71,25,123,95,124,31,52,25,10,120,44,29
values_674,36,12,12,38,36,21,22,67,116,17,10,11,12,13,14,15
values_652,36,12,12,84,89,18,111,43,68,123,125,75,12,126,115,55
values_344,36,12,12,61,74,78,101,22,55,13,77,112,88,77,17,40
values_715,36,12,12,117,73,106,87,95,76,95,77,37,31,10,11,12
values_528,36,12,12,38,44,62,86,75,65,124,96,10,11,12,13,14
values_276,36,12,12,61,78,23,45,94,12,42,101,10,11,12,13,15
values_24,36,12,12,44,47,23,79,109,33,123,45,13,18,54,51,25
values_296,36,12,12,44,21,79,90,43,97,42,69,99,118,10,11,12
values_244,36,12,12,52,51,81,91,93,123,68,87,120,95,10,11,12
values_380,36,12,12,10,81,99,63,24,47,91,122,111,10,11,12,64
values_25,36,12,12,75,16,13,56,89,91,102,89,32,46,10,11,12
values_740,36,12,12,41,125,93,38,64,65,46,49,47,59,10,11,12
values_478,36,12,12,96,86,26,90,76,80,85,49,88,78,107,89,55
values_379,36,12,12,61,42,110,87,21,33,80,47,86,73,47,58,109
values_810,36,12,12,110,10,118,33,18,52,48,118,107,18,42,40,114
values_440,36,12,12,34,120,108,100,59,17,16,40,103,107,10,89,46
values_543,36,12,12,79,96,44,63,44,66,56,108,116,117,17,53,93
values_130,36,12,12,49,64,79,44,119,114,85,86,41,49,10,11,12
values_225,36,12,12,17,78,44,35,24,41,108,99,34,39,10,11,45
values_285,36,12,12,46,37,117,21,44,45,45,80,70,29,68,67,123
values_363,36,12,12,74,69,32,60,48,29,112,58,77,23,10,11,12
values_667,36,12,12,85,67,23,78,106,32,75,113,22,94,10,11,12
values_26,36,12,12,37,35,83,95,23,30,86,67,73,10,109,117,68
values_793,36,12,12,117,95,82,22,63,43,53,63,13,52,10,11,12
values_772,36,12,12,99,81,54,11,14,29,52,14,10,95,77,118,97
values_931,36,12,12,76,40,106,58,15,57,104,97,24,13,18,54,51
values_981,36,12,12,61,106,47,119,16,56,11,10,11,12,13,14,15
values_422,36,12,12,46,91,29,98,73,86,24,54,122,38,10,11,12
values_920,36,12,12,105,117,88,110,112,92,70,103,116,10,11,12,13
values_259,36,12,12,85,67,81,41,109,122,109,58,126,73,12,83,25
values_477,36,12,12,109,98,105,117,57,60,11,21,33,10,11,12,13
values_738,36,12,12,80,25,46,65,106,123,99,100,43,39,10,11,12
values_430,36,12,12,92,40,44,53,33,92,110,125,95,65,16,66,123
values_922,36,12,12,81,34,106,73,49,12,79,20,10,11,103,47,124
values_903,36,12,12,82,22,95,105,110,84,106,70,28,48,10,11,12
values_761,36,12,12,90,99,62,29,77,70,112,104,88,64,10,11,12
values_204,36,12,12,86,108,103,58,79,102,46,31,76,71,16,109,107
values_48,36,12,12,66,28,120,35,61,68,39,76,10,11,12,13,14
values_71,36,12,12,77,24,97,117,36,86,69,77,42,10,11,12,13
values_851,36,12,12,91,39,81,103,113,45,119,69,10,11,85,57,78
values_347,36,12,12,16,120,56,11,39,107,43,27,40,76,53,123,75
values_725,36,12,12,26,31,47,89,95,14,15,33,86,10,11,12,13
values_266,36,12,12,70,14,23,93,97,103,74,75,65,10,11,12,13
values_448,36,12,12,123,92,65,17,50,101,27,116,66,10,11,12,13
values_934,36,12,12,28,37,15,55,62,125,56,91,29,84,10,11,12
values_531,36,12,12,91,102,37,27,39,120,40,94,50,10,11,12,88
values_224,36,12,12,11,125,22,60,49,25,57,98,32,10,11,12,13
values_686,36,12,12,124,122,66,106,68,98,126,75,48,47,10,11,12
values_927,36,12,12,25,104,89,52,27,19,27,84,28,10,11,12,13
values_407,36,12,12,23,68,108,119,32,66,74,27,120,55,28,38,95
values_76,36,12,12,54,124,13,86,68,14,109,10,13,18,54,51,25
values_949,36,12,12,24,17,77,118,108,20,91,26,80,10,11,12,13
values_969,36,12,12,113,99,78,40,75,105,98,115,19,107,10,11,12
values_781,36,12,12,77,47,60,10,24,43,71,47,120,10,11,12,13
values_7,36,12,12,77,41,46,89,75,112,116,47,43,19,66,86,120
values_683,36,12,12,58,27,101,99,17,96,16,114,48,10,11,12,13
values_376,36,12,12,19,39,72,87,17,47,121,94,56,61,18,114,78
values_877,36,12,12,87,81,103,73,92,40,117,84,114,113,10,11,12
values_654,36,12,12,103,38,125,46,66,85,125,34,13,18,54,51,25
values_508,36,12,12,40,31,98,111,114,29,105,27,79,59,10,11,12
values_332,36,12,12,43,120,121,75,11,83,35,33,12,56,10,11,12
values_281,36,12,12,26,73,99,103,104,103,64,24,44,10,11,12,13
values_381,36,12,12,97,15,50,109,48,55,100,10,11,12,13,14,15
values_769,36,12,12,33,98,121,39,33,86,90,61,63,10,11,12,13
values_701,36,12,12,80,58,105,95,13,18,54,51,100,34,100.0,36,100.0
values_855,36,12,12,33,114,23,78,86,50,62,46,114,56,20,81,104
values_320,36,12,12,49,50,57,72,125,51,73,25,61,10,11,12,13
values_50,36,12,12,49,96,50,72,117,78,16,12,34,122,10,11,12
values_918,36,12,12,24,103,82,90,81,117,102,113,85,51,91,22,120
values_615,36,12,12,68,66,23,21,22,103,87,15,119,10,11,12,13
values_704,36,12,12,94,20,99,32,113,83,48,109,107,58,10,11,12
values_633,36,12,12,78,53,117,39,122,33,22,15,117,10,11,12,13
values_847,36,12,12,104,124,102,111,18,58,66,55,24,67,10,11,12
values_602,36,12,12,37,114,67,54,75,16,95,10,11,12,13,14,15
values_399,36,12,12,22,24,44,105,42,12,99,126,92,115,10,11,12
values_22,36,12,12,110,99,51,87,90,27,30,109,44,94,10,11,12
values_313,36,12,12,53,60,126,76,32,21,89,56,115,123,10,11,12
values_375,36,12,12,87,117,60,14,62,29,116,74,31,10,11,12,13
values_963,36,12,12,28,67,96,40,27,13,58,96,124,107,59,29,68
values_168,36,12,12,86,86,48,16,67,116,82,54,80,65,10,11,12
values_226,36,12,12,44,84,63,84,110,99,77,81,99,94,10,11,12
values_190,36,12,12,56,102,106,117,68,66,73,90,10,53,93,55,115
values_429,36,12,12,65,28,47,32,42,118,48,24,19,45,10,11,12
values_236,36,12,12,24,50,85,40,58,22,62,41,60,10,11,12,13
values_777,36,12,12,50,63,52,96,33,54,83,81,17,119,107,44,18
values_909,36,12,12,70,29,117,95,86,104,20,52,68,47,10,11,12
values_438,36,12,12,93,46,123,125,83,37,103,125,22,105,10,11,85
values_607,36,12,12,90,62,109,60,74,46,69,30,10,11,12,13,14
values_717,36,12,12,95,102,36,109,96,30,35,92,52,13,18,54,51
values_782,36,12,12,58,81,18,112,32,66,111,83,65,29,10,11,12
values_258,36,12,12,48,89,50,99,116,20,92,116,82,98,10,11,12
values_872,36,12,12,33,84,68,96,47,40,23,54,56,80,86,50,44
values_637,36,12,12,43,86,108,56,124,52,60,103,51,44,55,48,84
values_746,36,12,12,118,10,26,116,67,67,77,67,98,93,10,11,12
values_4,36,12,12,70,102,87,115,90,18,41,104,47,10,11,12,13
values_345,36,12,12,14,85,61,14,78,12,16,10,11,12,13,14,15
values_102,36,12,12,63,81,56,113,34,118,50,77,19,86,117,30,88
values_962,36,12,12,83,20,86,93,88,118,25,53,43,120,10,11,12
values_356,36,12,12,125,79,106,69,102,102,20,106,42,16,29,85,71
values_853,36,12,12,15,22,48,21,93,108,29,71,116,115,10,11,12
values_849,36,12,12,106,57,68,30,126,117,29,106,65,10,11,12,13
values_814,36,12,12,14,66,97,57,50,14,39,73,14,113,57,55,54
values_370,36,12,12,93,123,83,119,11,125,65,109,10,11,50,73,44
values_778,36,12,12,12,99,89,86,123,107,60,92,49,57,14,105,87
values_458,36,12,12,80,46,87,76,17,117,24,89,97,66,14,87,19
values_818,36,12,12,31,42,117,118,39,103,89,72,25,15,24,41,23
values_119,36,12,12,107,49,100,31,94,52,122,103,96,10,11,12,13
values_373,36,12,12,87,27,27,75,56,97,117,46,10,11,12,13,14
values_351,36,12,12,119,96,65,100,15,124,114,110,67,77,10,11,123
values_32,36,12,12,95,112,120,89,10,106,75,70,54,49,106,53,102
values_770,36,12,12,97,121,18,73,102,126,109,86,10,11,12,13,25
values_371,36,12,12,108,29,123,66,94,16,122,95,16,105,83,24,95
values_283,36,12,12,83,42,117,76,68,70,64,19,29,105,10,11,12
values_535,36,12,12,90,47,83,125,25,91,30,87,103,10,11,12,37
values_250,36,12,12,61,120,58,21,50,27,39,91,12,10,11,12,13
values_132,36,12,12,82,30,11,62,11,74,43,105,89,103,10,11,12
values_649,36,12,12,66,85,53,120,28,22,89,114,87,10,11,12,13
values_77,36,12,12,43,23,74,84,29,103,10,11,12,13,14,15,16
values_260,36,12,12,11,112,18,111,56,27,16,10,11,12,13,14,15
values_891,36,12,12,12,53,65,119,40,13,123,43,108,10,11,12,13
values_91,36,12,12,84,18,22,89,39,116,45,54,10,11,12,13,14
values_137,36,12,12,14,101,26,124,103,68,30,40,61,73,108,58,13
values_42,36,12,12,97,72,78,63,63,19,112,100,32,102,10,11,12
values_13,36,12,12,68,84,111,79,38,94,53,123,72,82,10,11,12
values_577,36,12,12,34,27,67,36,38,98,14,86,30,44,61,58,10
values_41,36,12,12,44,63,105,23,116,17,54,83,18,10,11,12,13
values_809,36,12,12,111,21,63,44,105,26,57,92,15,102,10,11,12
values_414,36,12,12,104,12,84,93,61,98,91,58,27,24,10,11,12
values_360,36,12,12,118,74,39,33,81,11,100,41,34,79,10,11,12
values_386,36,12,12,39,99,88,68,121,40,49,124,66,121,24,80,96
values_158,36,12,12,23,33,119,72,12,112,15,116,55,26,110,23,104
values_904,36,12,12,31,107,100,72,80,36,110,60,40,10,11,12,13
values_480,36,12,12,68,88,46,87,81,32,78,84,27,19,10,11,12
values_647,36,12,12,69,68,73,71,50,64,18,84,18,77,92,111,90
values_104,36,12,12,111,68,17,18,17,52,90,75,122,38,10,11,12
values_55,36,12,12,99,96,51,74,98,32,83,120,10,11,12,13,14
values_491,36,12,12,88,28,14,99,26,31,64,44,102,10,11,12,27
values_391,36,12,12,95,18,64,55,106,51,71,44,63,10,11,12,13
values_972,36,12,12,50,102,108,65,41,97,90,14,87,79,10,11,12
values_571,36,12,12,48,27,106,29,46,116,92,103,47,84,10,11,12
values_940,36,12,12,108,34,111,27,45,38,117,54,39,13,10,11,12
values_861,36,12,12,102,78,63,16,90,29,73,32,10,11,12,13,28
values_324,36,12,12,88,63,13,18,54,51,25,36,100,36,100.0,36,18
values_549,36,12,12,121,40,94,71,60,45,62,60,82,26,10,11,12
values_170,36,12,12,69,28,119,41,34,91,23,100,66,113,10,11,12
values_269,36,12,12,86,64,103,57,40,96,62,78,13,18,54,51,25
values_442,36,12,12,82,12,126,52,123,42,31,63,52,13,18,54,51
values_520,36,12,12,73,13,113,35,102,106,19,106,10,11,12,81,97
values_455,36,12,12,63,62,40,108,120,83,15,117,46,71,77,64,73
values_31,36,12,12,43,59,38,90,19,26,108,77,34,12,65,92,78
values_971,36,12,12,111,104,111,17,93,43,46,13,79,30,125,120,34
values_397,36,12,12,88,48,12,95,79,24,94,78,126,54,10,11,12
values_254,36,12,12,71,50,32,117,16,121,105,19,124,36,10,11,12
values_616,36,12,12,40,46,29,32,44,91,26,99,66,10,11,12,13
values_66,36,12,12,39,57,96,34,41,47,71,120,109,56,10,11,12
values_943,36,12,12,122,57,31,26,33,111,98,10,104,10,11,12,13
values_117,36,12,12,53,14,78,24,40,71,113,88,117,70,17,58,94
values_451,36,12,12,14,37,17,59,86,126,72,109,73,122,51,93,10
values_643,36,12,12,17,47,20,73,13,18,54,51,25,36,100,36,100.0
values_688,36,12,12,102,19,112,83,78,107,122,86,16,10,11,12,13
values_569,36,12,12,20,30,53,58,29,101,48,10,115,53,10,11,12
values_745,36,12,12,41,47,92,19,66,83,78,20,62,24,10,11,12
values_65,36,12,12,10,25,90,13,70,113,58,107,58,30,73,25,98
values_980,36,12,12,81,51,13,38,99,71,109,55,81,61,10,11,12
values_982,36,12,12,30,14,57,56,115,32,93,74,27,39,10,11,12
values_62,36,12,12,28,53,19,123,95,78,35,35,69,55,10,11,12
values_789,36,12,12,43,38,90,44,114,29,14,114,41,10,11,12,13
values_401,36,12,12,80,81,60,31,94,97,123,78,50,10,11,12,93
values_21,36,12,12,105,116,120,28,58,94,72,64,20,111,70,84,66
values_598,36,12,12,62,91,75,15,17,46,80,28,85,81,80,123,32
values_273,36,12,12,78,68,18,47,77,101,122,41,73,60,10,11,12
values_534,36,12,12,32,11,64,85,98,42,58,45,71,68,88,51,57
values_118,36,12,12,98,43,14,100,85,91,69,26,99,10,11,12,13
values_141,36,12,12,106,115,126,78,89,77,22,34,13,18,54,51,100
values_366,36,12,12,124,31,33,68,75,42,78,31,107,22,61,61,115
values_222,36,12,12,20,28,61,123,94,106,117,115,11,16,60,80,103
values_876,36,12,12,44,67,92,115,89,55,95,108,35,90,92,40,119
values_700,36,12,12,74,67,29,118,69,126,29,37,28,70,10,11,12
values_95,36,12,12,93,40,51,11,16,27,21,103,67,83,76,37,102
