inputName,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_342," 212 
"," 37 
"," 642 
"," 72 
"," 3961.09 
"," 397179.75 
"," 0.01 
"," 100.27 
"," 22065.54 
"," 1.80 
"
values_803," 222 
"," 44 
"," 672 
"," 79 
"," 4236.14 
"," 374031.97 
"," 0.01 
"," 88.30 
"," 20779.55 
"," 1.73 
"
values_501," 209 
"," 34 
"," 636 
"," 69 
"," 3885.02 
"," 417925.48 
"," 0.01 
"," 107.57 
"," 23218.08 
"," 1.86 
"
values_540," 218 
"," 42 
"," 660 
"," 77 
"," 4136.08 
"," 375693.85 
"," 0.01 
"," 90.83 
"," 20871.88 
"," 1.74 
"
values_955," 222 
"," 45 
"," 667 
"," 80 
"," 4216.73 
"," 364044.01 
"," 0.01 
"," 86.33 
"," 20224.67 
"," 1.70 
"
values_191," 200 
"," 25 
"," 614 
"," 60 
"," 3626.83 
"," 507756.32 
"," 0.01 
"," 140 
"," 28208.68 
"," 2.12 
"
values_812," 211 
"," 36 
"," 644 
"," 71 
"," 3960.44 
"," 406219.84 
"," 0.01 
"," 102.57 
"," 22567.77 
"," 1.83 
"
values_545," 218 
"," 43 
"," 664 
"," 78 
"," 4173.51 
"," 370277.43 
"," 0.01 
"," 88.72 
"," 20570.97 
"," 1.72 
"
values_78," 202 
"," 27 
"," 620 
"," 62 
"," 3691.60 
"," 483326.37 
"," 0.01 
"," 130.93 
"," 26851.47 
"," 2.05 
"
values_526," 211 
"," 36 
"," 641 
"," 71 
"," 3941.99 
"," 404327.51 
"," 0.01 
"," 102.57 
"," 22462.64 
"," 1.82 
"
values_695," 208 
"," 30 
"," 635 
"," 65 
"," 3824.20 
"," 464003.37 
"," 0.01 
"," 121.33 
"," 25777.96 
"," 2.00 
"
values_87," 208 
"," 33 
"," 633 
"," 68 
"," 3853.36 
"," 425037.72 
"," 0.01 
"," 110.30 
"," 23613.21 
"," 1.88 
"
values_300," 212 
"," 36 
"," 648 
"," 71 
"," 3985.04 
"," 410680.11 
"," 0.01 
"," 103.06 
"," 22815.56 
"," 1.84 
"
values_964," 218 
"," 40 
"," 662 
"," 75 
"," 4123.48 
"," 393276.71 
"," 0.01 
"," 95.38 
"," 21848.71 
"," 1.79 
"
values_998," 215 
"," 40 
"," 652 
"," 75 
"," 4061.19 
"," 382005.66 
"," 0.01 
"," 94.06 
"," 21222.54 
"," 1.75 
"
values_988," 218 
"," 42 
"," 661 
"," 77 
"," 4142.35 
"," 376263.09 
"," 0.01 
"," 90.83 
"," 20903.50 
"," 1.74 
"
values_6," 207 
"," 33 
"," 630 
"," 68 
"," 3835.10 
"," 420989.56 
"," 0.01 
"," 109.77 
"," 23388.31 
"," 1.87 
"
values_625," 202 
"," 28 
"," 619 
"," 63 
"," 3699.94 
"," 467116.95 
"," 0.01 
"," 126.25 
"," 25950.94 
"," 2.01 
"
values_518," 211 
"," 36 
"," 639 
"," 71 
"," 3929.69 
"," 403065.96 
"," 0.01 
"," 102.57 
"," 22392.55 
"," 1.82 
"
values_122," 207 
"," 33 
"," 632 
"," 68 
"," 3847.28 
"," 422326.04 
"," 0.01 
"," 109.77 
"," 23462.56 
"," 1.88 
"
values_541," 206 
"," 32 
"," 630 
"," 67 
"," 3821.64 
"," 430531.20 
"," 0.01 
"," 112.66 
"," 23918.40 
"," 1.90 
"
values_279," 215 
"," 40 
"," 654 
"," 75 
"," 4073.65 
"," 383177.46 
"," 0.01 
"," 94.06 
"," 21287.64 
"," 1.76 
"
values_256," 202 
"," 28 
"," 621 
"," 63 
"," 3711.89 
"," 468626.22 
"," 0.01 
"," 126.25 
"," 26034.79 
"," 2.01 
"
values_796," 210 
"," 34 
"," 642 
"," 69 
"," 3921.67 
"," 423886.68 
"," 0.01 
"," 108.09 
"," 23549.26 
"," 1.88 
"
values_504," 213 
"," 38 
"," 646 
"," 73 
"," 3998.63 
"," 392233.71 
"," 0.01 
"," 98.09 
"," 21790.76 
"," 1.79 
"
values_752," 226 
"," 48 
"," 675 
"," 83 
"," 4303.15 
"," 354561.76 
"," 0.01 
"," 82.40 
"," 19697.88 
"," 1.67 
"
values_459," 225 
"," 48 
"," 675 
"," 83 
"," 4303.15 
"," 352992.91 
"," 0.01 
"," 82.03 
"," 19610.72 
"," 1.66 
"
values_658," 200 
"," 25 
"," 614 
"," 60 
"," 3626.83 
"," 507756.32 
"," 0.01 
"," 140 
"," 28208.68 
"," 2.12 
"
values_408," 208 
"," 33 
"," 634 
"," 68 
"," 3859.45 
"," 425709.19 
"," 0.01 
"," 110.30 
"," 23650.51 
"," 1.89 
"
values_867," 201 
"," 27 
"," 617 
"," 62 
"," 3673.74 
"," 478606.57 
"," 0.01 
"," 130.28 
"," 26589.25 
"," 2.04 
"
values_727," 213 
"," 36 
"," 650 
"," 71 
"," 3997.34 
"," 413890.79 
"," 0.01 
"," 103.54 
"," 22993.93 
"," 1.85 
"
values_177," 209 
"," 34 
"," 638 
"," 69 
"," 3897.24 
"," 419239.71 
"," 0.01 
"," 107.57 
"," 23291.10 
"," 1.87 
"
values_823," 205 
"," 29 
"," 627 
"," 64 
"," 3762 
"," 465385.34 
"," 0.01 
"," 123.71 
"," 25854.74 
"," 2.00 
"
values_822," 206 
"," 31 
"," 628 
"," 66 
"," 3795.88 
"," 441424.05 
"," 0.01 
"," 116.29 
"," 24523.56 
"," 1.93 
"
values_218," 226 
"," 47 
"," 676 
"," 82 
"," 4297.71 
"," 361647.32 
"," 0.01 
"," 84.15 
"," 20091.52 
"," 1.69 
"
values_426," 215 
"," 41 
"," 649 
"," 76 
"," 4054.90 
"," 372111.70 
"," 0.01 
"," 91.77 
"," 20672.87 
"," 1.72 
"
values_776," 224 
"," 46 
"," 669 
"," 81 
"," 4241.36 
"," 361437.61 
"," 0.01 
"," 85.22 
"," 20079.87 
"," 1.69 
"
values_143," 222 
"," 44 
"," 672 
"," 79 
"," 4236.14 
"," 374031.97 
"," 0.01 
"," 88.30 
"," 20779.55 
"," 1.73 
"
values_739," 212 
"," 38 
"," 643 
"," 73 
"," 3980.06 
"," 388579.27 
"," 0.01 
"," 97.63 
"," 21587.74 
"," 1.78 
"
values_312," 208 
"," 32 
"," 633 
"," 67 
"," 3839.83 
"," 436781.17 
"," 0.01 
"," 113.75 
"," 24265.62 
"," 1.92 
"
values_174," 220 
"," 43 
"," 667 
"," 78 
"," 4192.36 
"," 375362.76 
"," 0.01 
"," 89.53 
"," 20853.49 
"," 1.73 
"
values_669," 224 
"," 47 
"," 674 
"," 82 
"," 4284.99 
"," 357386.40 
"," 0.01 
"," 83.40 
"," 19854.80 
"," 1.68 
"
values_120," 209 
"," 34 
"," 636 
"," 69 
"," 3885.02 
"," 417925.48 
"," 0.01 
"," 107.57 
"," 23218.08 
"," 1.86 
"
values_974," 204 
"," 30 
"," 625 
"," 65 
"," 3763.98 
"," 447913.61 
"," 0.01 
"," 119 
"," 24884.09 
"," 1.95 
"
values_217," 215 
"," 38 
"," 650 
"," 73 
"," 4023.39 
"," 398368.15 
"," 0.01 
"," 99.01 
"," 22131.56 
"," 1.80 
"
values_866," 220 
"," 43 
"," 666 
"," 78 
"," 4186.08 
"," 374800.00 
"," 0.01 
"," 89.53 
"," 20822.22 
"," 1.73 
"
values_192," 218 
"," 39 
"," 660 
"," 74 
"," 4098.24 
"," 400891.86 
"," 0.01 
"," 97.82 
"," 22271.77 
"," 1.81 
"
values_328," 225 
"," 46 
"," 672 
"," 81 
"," 4260.38 
"," 364679.20 
"," 0.01 
"," 85.60 
"," 20259.96 
"," 1.70 
"
values_68," 226 
"," 49 
"," 684 
"," 84 
"," 4372.35 
"," 352910.71 
"," 0.01 
"," 80.71 
"," 19606.15 
"," 1.66 
"
values_387," 220 
"," 45 
"," 665 
"," 80 
"," 4204.08 
"," 359682.59 
"," 0.01 
"," 85.56 
"," 19982.37 
"," 1.69 
"
values_69," 205 
"," 30 
"," 626 
"," 65 
"," 3770.00 
"," 450829.44 
"," 0.01 
"," 119.58 
"," 25046.08 
"," 1.96 
"
values_749," 220 
"," 45 
"," 667 
"," 80 
"," 4216.73 
"," 360764.34 
"," 0.01 
"," 85.56 
"," 20042.46 
"," 1.69 
"
values_135," 206 
"," 31 
"," 627 
"," 66 
"," 3789.84 
"," 440721.15 
"," 0.01 
"," 116.29 
"," 24484.51 
"," 1.93 
"
values_341," 202 
"," 27 
"," 618 
"," 62 
"," 3679.69 
"," 481767.26 
"," 0.01 
"," 130.93 
"," 26764.85 
"," 2.05 
"
values_494," 202 
"," 28 
"," 620 
"," 63 
"," 3705.91 
"," 467871.59 
"," 0.01 
"," 126.25 
"," 25992.87 
"," 2.01 
"
values_1," 222 
"," 44 
"," 665 
"," 79 
"," 4192.01 
"," 370135.80 
"," 0.01 
"," 88.30 
"," 20563.10 
"," 1.72 
"
values_589," 219 
"," 43 
"," 661 
"," 78 
"," 4154.65 
"," 370295.34 
"," 0.01 
"," 89.13 
"," 20571.96 
"," 1.72 
"
values_925," 219 
"," 41 
"," 660 
"," 76 
"," 4123.63 
"," 385459.03 
"," 0.01 
"," 93.48 
"," 21414.39 
"," 1.77 
"
values_524," 223 
"," 46 
"," 672 
"," 81 
"," 4260.38 
"," 361437.61 
"," 0.01 
"," 84.84 
"," 20079.87 
"," 1.69 
"
values_994," 214 
"," 39 
"," 653 
"," 74 
"," 4054.77 
"," 389362.18 
"," 0.01 
"," 96.03 
"," 21631.23 
"," 1.78 
"
values_856," 219 
"," 40 
"," 660 
"," 75 
"," 4111.02 
"," 393887.14 
"," 0.01 
"," 95.81 
"," 21882.62 
"," 1.79 
"
values_156," 219 
"," 44 
"," 659 
"," 79 
"," 4154.19 
"," 361839.52 
"," 0.01 
"," 87.10 
"," 20102.20 
"," 1.69 
"
values_470," 209 
"," 35 
"," 637 
"," 70 
"," 3904.35 
"," 408004.92 
"," 0.01 
"," 104.50 
"," 22666.94 
"," 1.83 
"
values_207," 215 
"," 40 
"," 651 
"," 75 
"," 4054.96 
"," 381419.77 
"," 0.01 
"," 94.06 
"," 21189.99 
"," 1.75 
"
values_655," 206 
"," 31 
"," 631 
"," 66 
"," 3814.01 
"," 443532.77 
"," 0.01 
"," 116.29 
"," 24640.71 
"," 1.94 
"
values_441," 212 
"," 38 
"," 644 
"," 73 
"," 3986.25 
"," 389183.59 
"," 0.01 
"," 97.63 
"," 21621.31 
"," 1.78 
"
values_109," 219 
"," 42 
"," 662 
"," 77 
"," 4148.61 
"," 378560.91 
"," 0.01 
"," 91.25 
"," 21031.16 
"," 1.74 
"
values_45," 205 
"," 30 
"," 627 
"," 65 
"," 3776.02 
"," 451549.61 
"," 0.01 
"," 119.58 
"," 25086.09 
"," 1.96 
"
values_125," 204 
"," 29 
"," 626 
"," 64 
"," 3756 
"," 462376.55 
"," 0.01 
"," 123.10 
"," 25687.59 
"," 1.99 
"
values_600," 209 
"," 34 
"," 635 
"," 69 
"," 3878.91 
"," 417268.36 
"," 0.01 
"," 107.57 
"," 23181.58 
"," 1.86 
"
values_708," 218 
"," 41 
"," 657 
"," 76 
"," 4104.89 
"," 381954.86 
"," 0.01 
"," 93.05 
"," 21219.71 
"," 1.75 
"
values_791," 202 
"," 28 
"," 619 
"," 63 
"," 3699.94 
"," 467116.95 
"," 0.01 
"," 126.25 
"," 25950.94 
"," 2.01 
"
values_912," 209 
"," 35 
"," 636 
"," 70 
"," 3898.22 
"," 407364.41 
"," 0.01 
"," 104.50 
"," 22631.36 
"," 1.83 
"
values_533," 204 
"," 30 
"," 623 
"," 65 
"," 3751.94 
"," 446480.28 
"," 0.01 
"," 119 
"," 24804.46 
"," 1.95 
"
values_418," 205 
"," 30 
"," 625 
"," 65 
"," 3763.98 
"," 450109.26 
"," 0.01 
"," 119.58 
"," 25006.07 
"," 1.96 
"
values_228," 216 
"," 42 
"," 653 
"," 77 
"," 4092.21 
"," 368299.04 
"," 0.01 
"," 90 
"," 20461.06 
"," 1.71 
"
values_585," 207 
"," 33 
"," 630 
"," 68 
"," 3835.10 
"," 420989.56 
"," 0.01 
"," 109.77 
"," 23388.31 
"," 1.87 
"
values_465," 210 
"," 34 
"," 639 
"," 69 
"," 3903.35 
"," 421905.90 
"," 0.01 
"," 108.09 
"," 23439.22 
"," 1.88 
"
values_239," 204 
"," 29 
"," 626 
"," 64 
"," 3756 
"," 462376.55 
"," 0.01 
"," 123.10 
"," 25687.59 
"," 1.99 
"
values_842," 215 
"," 40 
"," 655 
"," 75 
"," 4079.88 
"," 383763.36 
"," 0.01 
"," 94.06 
"," 21320.19 
"," 1.76 
"
values_208," 204 
"," 28 
"," 624 
"," 63 
"," 3729.82 
"," 475552.39 
"," 0.01 
"," 127.50 
"," 26419.58 
"," 2.03 
"
values_932," 215 
"," 39 
"," 652 
"," 74 
"," 4048.56 
"," 390582.58 
"," 0.01 
"," 96.47 
"," 21699.03 
"," 1.78 
"
values_957," 225 
"," 48 
"," 677 
"," 83 
"," 4315.90 
"," 354038.81 
"," 0.01 
"," 82.03 
"," 19668.82 
"," 1.67 
"
values_563," 202 
"," 27 
"," 620 
"," 62 
"," 3691.60 
"," 483326.37 
"," 0.01 
"," 130.93 
"," 26851.47 
"," 2.05 
"
values_766," 219 
"," 41 
"," 663 
"," 76 
"," 4142.38 
"," 387211.12 
"," 0.01 
"," 93.48 
"," 21511.73 
"," 1.77 
"
values_476," 217 
"," 43 
"," 656 
"," 78 
"," 4123.22 
"," 364138.20 
"," 0.01 
"," 88.31 
"," 20229.90 
"," 1.70 
"
values_175," 218 
"," 39 
"," 658 
"," 74 
"," 4085.82 
"," 399677.04 
"," 0.01 
"," 97.82 
"," 22204.28 
"," 1.81 
"
values_591," 218 
"," 44 
"," 659 
"," 79 
"," 4154.19 
"," 360187.29 
"," 0.01 
"," 86.70 
"," 20010.40 
"," 1.69 
"
values_997," 200 
"," 24 
"," 614 
"," 59 
"," 3611.94 
"," 526741.66 
"," 0.01 
"," 145.83 
"," 29263.43 
"," 2.17 
"
values_385," 214 
"," 39 
"," 648 
"," 74 
"," 4023.73 
"," 386380.85 
"," 0.01 
"," 96.03 
"," 21465.60 
"," 1.77 
"
values_115," 209 
"," 35 
"," 637 
"," 70 
"," 3904.35 
"," 408004.92 
"," 0.01 
"," 104.50 
"," 22666.94 
"," 1.83 
"
values_653," 226 
"," 47 
"," 681 
"," 82 
"," 4329.49 
"," 364322.22 
"," 0.01 
"," 84.15 
"," 20240.12 
"," 1.70 
"
values_753," 202 
"," 28 
"," 619 
"," 63 
"," 3699.94 
"," 467116.95 
"," 0.01 
"," 126.25 
"," 25950.94 
"," 2.01 
"
