inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement,BugsDelivered
values_993," 1324 
"," 32 
"," 814 
"," 152 
"," 2138 
"," 184 
"," 16085.38 
"," 1378262.70 
"," 0.01 
"," 85.68 
"," 76570.15 
"," 4.13 
"
values_731," 713 
"," 32 
"," 414 
"," 132 
"," 1127 
"," 164 
"," 8291.96 
"," 416105.68 
"," 0.02 
"," 50.18 
"," 23116.98 
"," 1.86 
"
values_127," 548 
"," 32 
"," 310 
"," 101 
"," 858 
"," 133 
"," 6053.43 
"," 297277.47 
"," 0.02 
"," 49.11 
"," 16515.41 
"," 1.48 
"
values_889," 523 
"," 32 
"," 289 
"," 95 
"," 812 
"," 127 
"," 5674.81 
"," 276214.01 
"," 0.02 
"," 48.67 
"," 15345.22 
"," 1.41 
"
values_987," 589 
"," 32 
"," 333 
"," 117 
"," 922 
"," 149 
"," 6656.07 
"," 303107.34 
"," 0.02 
"," 45.54 
"," 16839.30 
"," 1.50 
"
values_780," 940 
"," 32 
"," 550 
"," 145 
"," 1490 
"," 177 
"," 11126.73 
"," 675277.54 
"," 0.02 
"," 60.69 
"," 37515.42 
"," 2.57 
"
values_435," 466 
"," 32 
"," 253 
"," 76 
"," 719 
"," 108 
"," 4856.76 
"," 258686.59 
"," 0.02 
"," 53.26 
"," 14371.48 
"," 1.35 
"
values_950," 471 
"," 32 
"," 253 
"," 77 
"," 724 
"," 109 
"," 4900.17 
"," 257608.70 
"," 0.02 
"," 52.57 
"," 14311.59 
"," 1.35 
"
values_976," 923 
"," 32 
"," 550 
"," 145 
"," 1473 
"," 177 
"," 10999.78 
"," 667573.04 
"," 0.02 
"," 60.69 
"," 37087.39 
"," 2.55 
"
values_557," 1041 
"," 32 
"," 630 
"," 149 
"," 1671 
"," 181 
"," 12532.24 
"," 847818.82 
"," 0.01 
"," 67.65 
"," 47101.05 
"," 2.99 
"
values_398," 1106 
"," 32 
"," 673 
"," 152 
"," 1779 
"," 184 
"," 13384.42 
"," 948180.26 
"," 0.01 
"," 70.84 
"," 52676.68 
"," 3.22 
"
values_892," 525 
"," 32 
"," 289 
"," 100 
"," 814 
"," 132 
"," 5734.14 
"," 265146.49 
"," 0.02 
"," 46.24 
"," 14730.36 
"," 1.38 
"
values_670," 1560 
"," 32 
"," 973 
"," 152 
"," 2533 
"," 184 
"," 19057.18 
"," 1951856.69 
"," 0.01 
"," 102.42 
"," 108436.48 
"," 5.21 
"
values_574," 819 
"," 32 
"," 478 
"," 140 
"," 1297 
"," 172 
"," 9631.87 
"," 526175.05 
"," 0.02 
"," 54.63 
"," 29231.95 
"," 2.17 
"
values_163," 706 
"," 32 
"," 414 
"," 136 
"," 1120 
"," 168 
"," 8279.40 
"," 403255.26 
"," 0.02 
"," 48.71 
"," 22403.07 
"," 1.82 
"
values_900," 383 
"," 32 
"," 198 
"," 38 
"," 581 
"," 70 
"," 3561.11 
"," 296884.40 
"," 0.01 
"," 83.37 
"," 16493.58 
"," 1.48 
"
values_392," 1311 
"," 32 
"," 814 
"," 152 
"," 2125 
"," 184 
"," 15987.57 
"," 1369882.24 
"," 0.01 
"," 85.68 
"," 76104.57 
"," 4.11 
"
values_447," 387 
"," 32 
"," 205 
"," 43 
"," 592 
"," 75 
"," 3687.46 
"," 281276.07 
"," 0.01 
"," 76.28 
"," 15626.45 
"," 1.43 
"
values_523," 593 
"," 32 
"," 333 
"," 114 
"," 926 
"," 146 
"," 6657.78 
"," 311163.50 
"," 0.02 
"," 46.74 
"," 17286.86 
"," 1.53 
"
values_679," 717 
"," 32 
"," 414 
"," 133 
"," 1131 
"," 165 
"," 8331.31 
"," 414936.84 
"," 0.02 
"," 49.80 
"," 23052.05 
"," 1.85 
"
values_419," 1129 
"," 32 
"," 673 
"," 150 
"," 1802 
"," 182 
"," 13529.05 
"," 971205.11 
"," 0.01 
"," 71.79 
"," 53955.84 
"," 3.27 
"
values_895," 672 
"," 32 
"," 385 
"," 129 
"," 1057 
"," 161 
"," 7748.78 
"," 370019.22 
"," 0.02 
"," 47.75 
"," 20556.62 
"," 1.72 
"
values_298," 924 
"," 32 
"," 550 
"," 146 
"," 1474 
"," 178 
"," 11019.23 
"," 664172.83 
"," 0.02 
"," 60.27 
"," 36898.49 
"," 2.54 
"
values_155," 798 
"," 32 
"," 478 
"," 139 
"," 1276 
"," 171 
"," 9465.18 
"," 520789.17 
"," 0.02 
"," 55.02 
"," 28932.73 
"," 2.16 
"
values_12," 492 
"," 32 
"," 270 
"," 83 
"," 762 
"," 115 
"," 5216.26 
"," 271497.08 
"," 0.02 
"," 52.05 
"," 15083.17 
"," 1.40 
"
values_160," 390 
"," 32 
"," 205 
"," 43 
"," 595 
"," 75 
"," 3706.15 
"," 282701.45 
"," 0.01 
"," 76.28 
"," 15705.64 
"," 1.44 
"
values_626," 807 
"," 32 
"," 478 
"," 144 
"," 1285 
"," 176 
"," 9585.37 
"," 509089.63 
"," 0.02 
"," 53.11 
"," 28282.76 
"," 2.13 
"
values_38," 1090 
"," 32 
"," 673 
"," 149 
"," 1763 
"," 181 
"," 13222.23 
"," 955550.03 
"," 0.01 
"," 72.27 
"," 53086.11 
"," 3.23 
"
values_146," 1172 
"," 32 
"," 718 
"," 151 
"," 1890 
"," 183 
"," 14204.67 
"," 1080683.97 
"," 0.01 
"," 76.08 
"," 60038.00 
"," 3.51 
"
values_81," 700 
"," 32 
"," 414 
"," 129 
"," 1114 
"," 161 
"," 8166.64 
"," 419347.54 
"," 0.02 
"," 51.35 
"," 23297.09 
"," 1.87 
"
values_687," 1331 
"," 32 
"," 814 
"," 152 
"," 2145 
"," 184 
"," 16138.04 
"," 1382775.25 
"," 0.01 
"," 85.68 
"," 76820.85 
"," 4.14 
"
values_213," 919 
"," 32 
"," 550 
"," 150 
"," 1469 
"," 182 
"," 11028.95 
"," 647031.75 
"," 0.02 
"," 58.67 
"," 35946.21 
"," 2.49 
"
values_212," 551 
"," 32 
"," 310 
"," 105 
"," 861 
"," 137 
"," 6111.41 
"," 288691.16 
"," 0.02 
"," 47.24 
"," 16038.40 
"," 1.46 
"
values_568," 377 
"," 32 
"," 198 
"," 36 
"," 575 
"," 68 
"," 3500.29 
"," 308025.62 
"," 0.01 
"," 88 
"," 17112.53 
"," 1.52 
"
values_5," 967 
"," 32 
"," 589 
"," 148 
"," 1556 
"," 180 
"," 11657.32 
"," 742287.95 
"," 0.02 
"," 63.68 
"," 41238.22 
"," 2.73 
"
values_40," 1037 
"," 32 
"," 630 
"," 146 
"," 1667 
"," 178 
"," 12462.05 
"," 860393.43 
"," 0.01 
"," 69.04 
"," 47799.63 
"," 3.02 
"
values_970," 376 
"," 32 
"," 198 
"," 37 
"," 574 
"," 69 
"," 3506.29 
"," 300214.50 
"," 0.01 
"," 85.62 
"," 16678.58 
"," 1.49 
"
values_707," 709 
"," 32 
"," 414 
"," 132 
"," 1123 
"," 164 
"," 8262.53 
"," 414628.82 
"," 0.02 
"," 50.18 
"," 23034.93 
"," 1.85 
"
values_406," 673 
"," 32 
"," 385 
"," 131 
"," 1058 
"," 163 
"," 7774.95 
"," 365600.91 
"," 0.02 
"," 47.02 
"," 20311.16 
"," 1.70 
"
values_893," 672 
"," 32 
"," 385 
"," 127 
"," 1057 
"," 159 
"," 7729.72 
"," 374921.72 
"," 0.02 
"," 48.50 
"," 20828.98 
"," 1.73 
"
values_144," 371 
"," 32 
"," 193 
"," 33 
"," 564 
"," 65 
"," 3396.62 
"," 317840.86 
"," 0.01 
"," 93.58 
"," 17657.83 
"," 1.55 
"
values_979," 424 
"," 32 
"," 225 
"," 61 
"," 649 
"," 93 
"," 4243.91 
"," 250460.50 
"," 0.02 
"," 59.02 
"," 13914.47 
"," 1.32 
"
values_831," 629 
"," 32 
"," 358 
"," 122 
"," 987 
"," 154 
"," 7172.32 
"," 336746.22 
"," 0.02 
"," 46.95 
"," 18708.12 
"," 1.61 
"
values_402," 490 
"," 32 
"," 270 
"," 86 
"," 760 
"," 118 
"," 5230.81 
"," 262756.90 
"," 0.02 
"," 50.23 
"," 14597.61 
"," 1.37 
"
values_404," 1391 
"," 32 
"," 865 
"," 153 
"," 2256 
"," 185 
"," 16990.80 
"," 1536945.26 
"," 0.01 
"," 90.46 
"," 85385.85 
"," 4.44 
"
values_310," 394 
"," 32 
"," 205 
"," 44 
"," 599 
"," 76 
"," 3742.51 
"," 278987.00 
"," 0.01 
"," 74.55 
"," 15499.28 
"," 1.42 
"
values_70," 465 
"," 32 
"," 253 
"," 79 
"," 718 
"," 111 
"," 4878.39 
"," 249971.20 
"," 0.02 
"," 51.24 
"," 13887.29 
"," 1.32 
"
values_268," 1188 
"," 32 
"," 718 
"," 151 
"," 1906 
"," 183 
"," 14324.92 
"," 1089832.62 
"," 0.01 
"," 76.08 
"," 60546.26 
"," 3.53 
"
values_412," 1292 
"," 32 
"," 814 
"," 152 
"," 2106 
"," 184 
"," 15844.62 
"," 1357633.88 
"," 0.01 
"," 85.68 
"," 75424.10 
"," 4.09 
"
values_290," 1552 
"," 32 
"," 973 
"," 153 
"," 2525 
"," 185 
"," 19016.74 
"," 1934984.18 
"," 0.01 
"," 101.75 
"," 107499.12 
"," 5.18 
"
values_916," 1489 
"," 32 
"," 918 
"," 153 
"," 2407 
"," 185 
"," 18128.04 
"," 1740291.38 
"," 0.01 
"," 96 
"," 96682.85 
"," 4.82 
"
values_567," 555 
"," 32 
"," 310 
"," 107 
"," 865 
"," 139 
"," 6157.88 
"," 285449.58 
"," 0.02 
"," 46.36 
"," 15858.31 
"," 1.45 
"
values_913," 441 
"," 32 
"," 238 
"," 68 
"," 679 
"," 100 
"," 4511.18 
"," 252625.99 
"," 0.02 
"," 56 
"," 14034.78 
"," 1.33 
"
values_232," 464 
"," 32 
"," 253 
"," 78 
"," 717 
"," 110 
"," 4862.23 
"," 252337.52 
"," 0.02 
"," 51.90 
"," 14018.75 
"," 1.33 
"
values_319," 1394 
"," 32 
"," 865 
"," 153 
"," 2259 
"," 185 
"," 17013.39 
"," 1538989.07 
"," 0.01 
"," 90.46 
"," 85499.39 
"," 4.44 
"
values_23," 405 
"," 32 
"," 214 
"," 52 
"," 619 
"," 84 
"," 3956.84 
"," 260542.99 
"," 0.02 
"," 65.85 
"," 14474.61 
"," 1.36 
"
values_899," 406 
"," 32 
"," 214 
"," 50 
"," 620 
"," 82 
"," 3941.68 
"," 269926.40 
"," 0.01 
"," 68.48 
"," 14995.91 
"," 1.39 
"
values_428," 549 
"," 32 
"," 310 
"," 108 
"," 859 
"," 140 
"," 6124.05 
"," 281252.86 
"," 0.02 
"," 45.93 
"," 15625.16 
"," 1.43 
"
values_858," 1258 
"," 32 
"," 765 
"," 153 
"," 2023 
"," 185 
"," 15235.98 
"," 1218878.78 
"," 0.01 
"," 80 
"," 67715.49 
"," 3.80 
"
values_546," 408 
"," 32 
"," 214 
"," 54 
"," 622 
"," 86 
"," 3997.14 
"," 253448.07 
"," 0.02 
"," 63.41 
"," 14080.45 
"," 1.33 
"
values_432," 531 
"," 32 
"," 289 
"," 96 
"," 820 
"," 128 
"," 5740 
"," 276476.67 
"," 0.02 
"," 48.17 
"," 15359.81 
"," 1.41 
"
values_231," 916 
"," 32 
"," 550 
"," 144 
"," 1466 
"," 176 
"," 10935.53 
"," 668282.19 
"," 0.02 
"," 61.11 
"," 37126.79 
"," 2.55 
"
values_388," 407 
"," 32 
"," 214 
"," 50 
"," 621 
"," 82 
"," 3948.04 
"," 270361.77 
"," 0.01 
"," 68.48 
"," 15020.10 
"," 1.39 
"
values_350," 392 
"," 32 
"," 205 
"," 44 
"," 597 
"," 76 
"," 3730.01 
"," 278055.49 
"," 0.01 
"," 74.55 
"," 15447.53 
"," 1.42 
"
values_603," 518 
"," 32 
"," 289 
"," 99 
"," 807 
"," 131 
"," 5675.97 
"," 265108.04 
"," 0.02 
"," 46.71 
"," 14728.22 
"," 1.38 
"
values_364," 1406 
"," 32 
"," 865 
"," 152 
"," 2271 
"," 184 
"," 17086.01 
"," 1555726.10 
"," 0.01 
"," 91.05 
"," 86429.23 
"," 4.48 
"
values_530," 1433 
"," 32 
"," 865 
"," 152 
"," 2298 
"," 184 
"," 17289.15 
"," 1574222.18 
"," 0.01 
"," 91.05 
"," 87456.79 
"," 4.51 
"
values_72," 422 
"," 32 
"," 225 
"," 60 
"," 647 
"," 92 
"," 4220.74 
"," 253244.68 
"," 0.02 
"," 60 
"," 14069.15 
"," 1.33 
"
values_536," 1383 
"," 32 
"," 865 
"," 150 
"," 2248 
"," 182 
"," 16877.52 
"," 1557232.73 
"," 0.01 
"," 92.27 
"," 86512.93 
"," 4.48 
"
values_79," 1553 
"," 32 
"," 973 
"," 153 
"," 2526 
"," 185 
"," 19024.27 
"," 1935750.51 
"," 0.01 
"," 101.75 
"," 107541.70 
"," 5.18 
"
values_342," 684 
"," 32 
"," 385 
"," 127 
"," 1069 
"," 159 
"," 7817.47 
"," 379178.16 
"," 0.02 
"," 48.50 
"," 21065.45 
"," 1.75 
"
values_803," 1540 
"," 32 
"," 973 
"," 153 
"," 2513 
"," 185 
"," 18926.36 
"," 1925788.22 
"," 0.01 
"," 101.75 
"," 106988.23 
"," 5.16 
"
values_501," 928 
"," 32 
"," 550 
"," 148 
"," 1478 
"," 180 
"," 11072.96 
"," 658392.15 
"," 0.02 
"," 59.46 
"," 36577.34 
"," 2.52 
"
values_540," 1118 
"," 32 
"," 673 
"," 150 
"," 1791 
"," 182 
"," 13446.46 
"," 965276.56 
"," 0.01 
"," 71.79 
"," 53626.48 
"," 3.26 
"
values_955," 475 
"," 32 
"," 253 
"," 83 
"," 728 
"," 115 
"," 4983.52 
"," 243051.52 
"," 0.02 
"," 48.77 
"," 13502.86 
"," 1.30 
"
values_191," 1105 
"," 32 
"," 673 
"," 148 
"," 1778 
"," 180 
"," 13320.51 
"," 969157.46 
"," 0.01 
"," 72.76 
"," 53842.08 
"," 3.26 
"
values_812," 490 
"," 32 
"," 270 
"," 86 
"," 760 
"," 118 
"," 5230.81 
"," 262756.90 
"," 0.02 
"," 50.23 
"," 14597.61 
"," 1.37 
"
values_545," 1483 
"," 32 
"," 918 
"," 153 
"," 2401 
"," 185 
"," 18082.85 
"," 1735953.30 
"," 0.01 
"," 96 
"," 96441.85 
"," 4.81 
"
values_78," 1340 
"," 32 
"," 814 
"," 153 
"," 2154 
"," 185 
"," 16222.60 
"," 1380935.20 
"," 0.01 
"," 85.12 
"," 76718.62 
"," 4.13 
"
values_526," 560 
"," 32 
"," 310 
"," 101 
"," 870 
"," 133 
"," 6138.10 
"," 301435.20 
"," 0.02 
"," 49.11 
"," 16746.40 
"," 1.50 
"
values_695," 1320 
"," 32 
"," 814 
"," 153 
"," 2134 
"," 185 
"," 16071.97 
"," 1368113.15 
"," 0.01 
"," 85.12 
"," 76006.29 
"," 4.11 
"
values_87," 444 
"," 32 
"," 238 
"," 68 
"," 682 
"," 100 
"," 4531.11 
"," 253742.16 
"," 0.02 
"," 56 
"," 14096.79 
"," 1.34 
"
values_300," 371 
"," 32 
"," 193 
"," 33 
"," 564 
"," 65 
"," 3396.62 
"," 317840.86 
"," 0.01 
"," 93.58 
"," 17657.83 
"," 1.55 
"
values_964," 776 
"," 32 
"," 445 
"," 129 
"," 1221 
"," 161 
"," 8951.05 
"," 494042.42 
"," 0.02 
"," 55.19 
"," 27446.80 
"," 2.08 
"
values_998," 390 
"," 32 
"," 205 
"," 44 
"," 595 
"," 76 
"," 3717.52 
"," 277123.98 
"," 0.01 
"," 74.55 
"," 15395.78 
"," 1.42 
"
values_988," 1334 
"," 32 
"," 814 
"," 152 
"," 2148 
"," 184 
"," 16160.61 
"," 1384709.20 
"," 0.01 
"," 85.68 
"," 76928.29 
"," 4.14 
"
values_6," 442 
"," 32 
"," 238 
"," 63 
"," 680 
"," 95 
"," 4467.50 
"," 270035.67 
"," 0.02 
"," 60.44 
"," 15001.98 
"," 1.39 
"
values_625," 535 
"," 32 
"," 289 
"," 95 
"," 824 
"," 127 
"," 5758.68 
"," 280295.99 
"," 0.02 
"," 48.67 
"," 15572.00 
"," 1.43 
"
values_518," 468 
"," 32 
"," 253 
"," 78 
"," 721 
"," 110 
"," 4889.36 
"," 253745.27 
"," 0.02 
"," 51.90 
"," 14096.96 
"," 1.34 
"
values_122," 586 
"," 32 
"," 333 
"," 115 
"," 919 
"," 147 
"," 6616.50 
"," 306545.27 
"," 0.02 
"," 46.33 
"," 17030.29 
"," 1.52 
"
values_541," 1168 
"," 32 
"," 718 
"," 152 
"," 1886 
"," 184 
"," 14189.44 
"," 1072422.78 
"," 0.01 
"," 75.58 
"," 59579.04 
"," 3.49 
"
values_279," 494 
"," 32 
"," 270 
"," 88 
"," 764 
"," 120 
"," 5276.86 
"," 259046.07 
"," 0.02 
"," 49.09 
"," 14391.45 
"," 1.35 
"
values_256," 389 
"," 32 
"," 205 
"," 44 
"," 594 
"," 76 
"," 3711.27 
"," 276658.23 
"," 0.01 
"," 74.55 
"," 15369.90 
"," 1.42 
"
values_796," 1195 
"," 32 
"," 718 
"," 150 
"," 1913 
"," 182 
"," 14362.41 
"," 1099969.20 
"," 0.01 
"," 76.59 
"," 61109.40 
"," 3.55 
"
values_504," 517 
"," 32 
"," 289 
"," 97 
"," 806 
"," 129 
"," 5651.05 
"," 269386.10 
"," 0.02 
"," 47.67 
"," 14965.89 
"," 1.39 
"
values_752," 714 
"," 32 
"," 414 
"," 126 
"," 1128 
"," 158 
"," 8238.66 
"," 433118.37 
"," 0.02 
"," 52.57 
"," 24062.13 
"," 1.91 
"
values_459," 759 
"," 32 
"," 445 
"," 134 
"," 1204 
"," 166 
"," 8879.55 
"," 471808.79 
"," 0.02 
"," 53.13 
"," 26211.60 
"," 2.02 
"
values_658," 1110 
"," 32 
"," 673 
"," 149 
"," 1783 
"," 181 
"," 13372.23 
"," 966390.07 
"," 0.01 
"," 72.27 
"," 53688.34 
"," 3.26 
"
values_408," 593 
"," 32 
"," 333 
"," 110 
"," 926 
"," 142 
"," 6620.67 
"," 320680.98 
"," 0.02 
"," 48.44 
"," 17815.61 
"," 1.56 
"
values_867," 1411 
"," 32 
"," 865 
"," 151 
"," 2276 
"," 183 
"," 17105.73 
"," 1567836.70 
"," 0.01 
"," 91.66 
"," 87102.04 
"," 4.50 
"
values_727," 493 
"," 32 
"," 270 
"," 90 
"," 763 
"," 122 
"," 5288.15 
"," 253831.32 
"," 0.02 
"," 48 
"," 14101.74 
"," 1.34 
"
values_177," 1114 
"," 32 
"," 673 
"," 151 
"," 1787 
"," 183 
"," 13430.56 
"," 957749.82 
"," 0.01 
"," 71.31 
"," 53208.32 
"," 3.24 
"
values_823," 1343 
"," 32 
"," 814 
"," 151 
"," 2157 
"," 183 
"," 16211.36 
"," 1398257.03 
"," 0.01 
"," 86.25 
"," 77680.95 
"," 4.17 
"
values_822," 1551 
"," 32 
"," 973 
"," 152 
"," 2524 
"," 184 
"," 18989.47 
"," 1944921.54 
"," 0.01 
"," 102.42 
"," 108051.20 
"," 5.19 
"
values_218," 541 
"," 32 
"," 310 
"," 109 
"," 851 
"," 141 
"," 6075.76 
"," 276474.87 
"," 0.02 
"," 45.50 
"," 15359.71 
"," 1.41 
"
values_426," 636 
"," 32 
"," 358 
"," 124 
"," 994 
"," 156 
"," 7241.69 
"," 334519.35 
"," 0.02 
"," 46.19 
"," 18584.41 
"," 1.61 
"
values_776," 774 
"," 32 
"," 445 
"," 137 
"," 1219 
"," 169 
"," 9021.67 
"," 468863.54 
"," 0.02 
"," 51.97 
"," 26047.97 
"," 2.01 
"
values_143," 608 
"," 32 
"," 333 
"," 116 
"," 941 
"," 148 
"," 6784.10 
"," 311600.53 
"," 0.02 
"," 45.93 
"," 17311.14 
"," 1.53 
"
values_739," 755 
"," 32 
"," 445 
"," 135 
"," 1200 
"," 167 
"," 8860.45 
"," 467306.44 
"," 0.02 
"," 52.74 
"," 25961.47 
"," 2.01 
"
values_312," 982 
"," 32 
"," 589 
"," 151 
"," 1571 
"," 183 
"," 11807.16 
"," 736892.17 
"," 0.02 
"," 62.41 
"," 40938.45 
"," 2.72 
"
values_174," 628 
"," 32 
"," 358 
"," 121 
"," 986 
"," 153 
"," 7155.78 
"," 338746.55 
"," 0.02 
"," 47.34 
"," 18819.25 
"," 1.62 
"
values_669," 1314 
"," 32 
"," 814 
"," 153 
"," 2128 
"," 185 
"," 16026.78 
"," 1364266.53 
"," 0.01 
"," 85.12 
"," 75792.59 
"," 4.10 
"
values_120," 671 
"," 32 
"," 385 
"," 127 
"," 1056 
"," 159 
"," 7722.40 
"," 374567.02 
"," 0.02 
"," 48.50 
"," 20809.28 
"," 1.73 
"
values_974," 827 
"," 32 
"," 478 
"," 141 
"," 1305 
"," 173 
"," 9702.19 
"," 526257.79 
"," 0.02 
"," 54.24 
"," 29236.54 
"," 2.17 
"
values_217," 407 
"," 32 
"," 214 
"," 52 
"," 621 
"," 84 
"," 3969.63 
"," 261384.81 
"," 0.02 
"," 65.85 
"," 14521.38 
"," 1.36 
"
values_866," 1167 
"," 32 
"," 718 
"," 152 
"," 1885 
"," 184 
"," 14181.91 
"," 1071854.15 
"," 0.01 
"," 75.58 
"," 59547.45 
"," 3.49 
"
values_192," 402 
"," 32 
"," 214 
"," 49 
"," 616 
"," 81 
"," 3905.35 
"," 272896.13 
"," 0.01 
"," 69.88 
"," 15160.90 
"," 1.40 
"
values_328," 720 
"," 32 
"," 414 
"," 134 
"," 1134 
"," 166 
"," 8363.29 
"," 413421.37 
"," 0.02 
"," 49.43 
"," 22967.85 
"," 1.85 
"
values_68," 1043 
"," 32 
"," 630 
"," 150 
"," 1673 
"," 182 
"," 12560.54 
"," 844068.32 
"," 0.01 
"," 67.20 
"," 46892.68 
"," 2.98 
"
values_387," 495 
"," 32 
"," 270 
"," 83 
"," 765 
"," 115 
"," 5236.80 
"," 272565.97 
"," 0.02 
"," 52.05 
"," 15142.55 
"," 1.40 
"
values_69," 1129 
"," 32 
"," 673 
"," 152 
"," 1802 
"," 184 
"," 13557.46 
"," 960438.91 
"," 0.01 
"," 70.84 
"," 53357.72 
"," 3.24 
"
values_749," 671 
"," 32 
"," 385 
"," 128 
"," 1056 
"," 160 
"," 7731.96 
"," 372100.39 
"," 0.02 
"," 48.12 
"," 20672.24 
"," 1.72 
"
values_135," 865 
"," 32 
"," 513 
"," 146 
"," 1378 
"," 178 
"," 10301.56 
"," 579145.27 
"," 0.02 
"," 56.22 
"," 32174.74 
"," 2.32 
"
values_341," 923 
"," 32 
"," 550 
"," 148 
"," 1473 
"," 180 
"," 11035.50 
"," 656164.84 
"," 0.02 
"," 59.46 
"," 36453.60 
"," 2.52 
"
values_494," 1492 
"," 32 
"," 918 
"," 153 
"," 2410 
"," 185 
"," 18150.63 
"," 1742460.41 
"," 0.01 
"," 96 
"," 96803.36 
"," 4.83 
"
values_1," 664 
"," 32 
"," 385 
"," 128 
"," 1049 
"," 160 
"," 7680.70 
"," 369633.81 
"," 0.02 
"," 48.12 
"," 20535.21 
"," 1.72 
"
values_589," 371 
"," 32 
"," 193 
"," 32 
"," 564 
"," 64 
"," 3384 
"," 326556 
"," 0.01 
"," 96.50 
"," 18142 
"," 1.58 
"
values_925," 655 
"," 32 
"," 385 
"," 133 
"," 1040 
"," 165 
"," 7660.98 
"," 354824.11 
"," 0.02 
"," 46.32 
"," 19712.45 
"," 1.67 
"
values_524," 986 
"," 32 
"," 589 
"," 149 
"," 1575 
"," 181 
"," 11812.26 
"," 747105.45 
"," 0.02 
"," 63.25 
"," 41505.86 
"," 2.74 
"
values_994," 369 
"," 32 
"," 193 
"," 33 
"," 562 
"," 65 
"," 3384.57 
"," 316713.77 
"," 0.01 
"," 93.58 
"," 17595.21 
"," 1.55 
"
values_856," 1163 
"," 32 
"," 718 
"," 152 
"," 1881 
"," 184 
"," 14151.82 
"," 1069579.66 
"," 0.01 
"," 75.58 
"," 59421.09 
"," 3.49 
"
values_156," 401 
"," 32 
"," 214 
"," 50 
"," 615 
"," 82 
"," 3909.89 
"," 267749.57 
"," 0.01 
"," 68.48 
"," 14874.98 
"," 1.38 
"
values_470," 1126 
"," 32 
"," 673 
"," 151 
"," 1799 
"," 183 
"," 13520.74 
"," 964181.27 
"," 0.01 
"," 71.31 
"," 53565.63 
"," 3.25 
"
values_207," 819 
"," 32 
"," 478 
"," 141 
"," 1297 
"," 173 
"," 9642.71 
"," 523031.68 
"," 0.02 
"," 54.24 
"," 29057.32 
"," 2.16 
"
values_655," 559 
"," 32 
"," 310 
"," 102 
"," 869 
"," 134 
"," 6140.43 
"," 298593.53 
"," 0.02 
"," 48.63 
"," 16588.53 
"," 1.49 
"
values_441," 596 
"," 32 
"," 333 
"," 110 
"," 929 
"," 142 
"," 6642.12 
"," 321719.90 
"," 0.02 
"," 48.44 
"," 17873.33 
"," 1.57 
"
values_109," 1043 
"," 32 
"," 630 
"," 150 
"," 1673 
"," 182 
"," 12560.54 
"," 844068.32 
"," 0.01 
"," 67.20 
"," 46892.68 
"," 2.98 
"
values_45," 371 
"," 32 
"," 193 
"," 33 
"," 564 
"," 65 
"," 3396.62 
"," 317840.86 
"," 0.01 
"," 93.58 
"," 17657.83 
"," 1.55 
"
