inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,AnalysisSummary,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_867,24,10,119,101,43,43,118,50,107,124,10,11,12,13,14,15
values_727,24,10,30,87,42,66,37,47,16,104,41,64,10,11,12,13
values_177,24,10,33,73,41,100,55,128,19,99,79,10,11,12,13,14
values_823,24,10,124,27,51,38,94,13,88,91,71,10,11,29,42,102
values_822,24,10,57,43,57,101,30,107,126,127,51,69,21,60,122,63
values_218,24,10,80,85,107,31,114,78,13,25,70,47,39,60,85,115
values_426,24,10,108,32,95,96,68,19,57,126,61,31,10,11,12,13
values_776,24,10,29,78,65,86,43,16,109,40,29,88,13,111,48,54
values_143,24,10,101,38,18,127,56,46,55,83,28,39,10,12,125,88
values_739,24,10,11,11,112,42,30,43,83,61,51,48,10,11,12,13
values_312,24,10,23,38,121,65,105,33,19,76,120,10,11,12,13,14
values_174,24,10,38,71,40,60,99,122,118,16,61,10,11,12,13,14
values_669,24,10,63,35,24,109,16,99,31,121,59,10,11,12,13,14
values_120,24,10,82,47,44,53,40,85,88,119,22,35,99,22,77,91
values_974,24,10,11,37,13,125,112,105,55,66,100,41,10,11,12,13
values_217,24,10,45,42,124,93,51,39,40,16,113,10,11,12,13,14
values_866,24,10,38,33,83,24,98,108,83,16,121,10,11,12,13,14
values_192,24,10,51,45,123,12,30,38,55,113,60,10,11,12,13,14
values_328,24,10,54,19,110,114,115,97,120,109,83,62,85,76,32,77
values_68,24,10,21,18,122,79,94,12,73,50,31,10,11,12,13,14
values_387,24,10,120,60,13,65,104,11,91,105,51,14,10,11,12,13
values_69,24,10,41,127,107,60,75,63,52,120,42,12,10,11,12,13
values_749,24,10,56,116,107,119,80,37,35,108,116,10,11,12,13,14
values_135,24,10,71,20,67,36,112,122,94,109,23,74,10,11,59,20
values_341,24,10,54,18,117,18,16,12,34,113,122,10,11,12,13,14
values_494,24,10,29,58,20,127,14,68,87,125,82,10,11,12,13,14
values_1,24,10,44,82,112,52,46,67,43,29,50,26,10,83,50,83
values_589,24,10,29,99,20,28,61,63,94,118,115,111,78,17,88,67
values_925,24,10,59,44,20,26,34,73,122,87,10,11,12,13,14,15
values_524,24,10,122,21,58,15,75,19,46,69,30,10,11,12,13,14
values_994,24,10,74,116,86,70,92,41,61,90,99,28,93,21,28,83
values_856,24,10,15,13,31,17,48,126,54,85,28,106,10,11,12,13
values_156,24,10,64,14,28,110,39,107,39,53,43,14,16,94,84,60
values_470,24,10,35,68,62,39,80,63,63,89,17,10,11,12,13,14
values_207,24,10,28,117,110,107,114,128,60,69,82,111,10,11,12,13
values_655,24,10,33,106,92,98,84,85,100,33,71,25,45,110,82,66
values_441,24,10,41,53,16,124,91,37,108,12,45,10,11,12,82,102
values_109,24,10,120,37,42,89,64,35,78,115,57,73,63,70,19,118
values_45,24,10,115,32,54,47,99,78,94,124,53,10,11,12,13,14
values_125,24,10,92,56,22,124,22,79,91,70,77,56,97,63,37,44
values_600,24,10,26,107,31,109,32,66,19,10,11,12,13,14,15,16
values_708,24,10,82,10,111,37,66,116,23,69,31,62,113,32,109,55
values_791,24,10,65,62,121,22,101,34,44,45,10,36,73,61,65,115
values_912,24,10,119,92,28,84,40,102,28,71,10,11,12,13,14,15
values_533,24,10,115,114,94,76,64,103,35,39,38,10,11,12,13,14
values_418,24,10,89,75,37,61,38,113,88,48,59,10,111,37,28,93
values_228,24,10,38,23,26,97,32,95,38,48,10,11,12,13,14,15
values_585,24,10,24,17,100,62,24,34,109,80,44,104,10,11,12,13
values_465,24,10,121,38,119,127,55,102,35,115,45,39,89,60,53,14
values_239,24,10,47,113,85,100,42,93,84,26,10,11,12,13,14,15
values_842,24,10,41,84,53,39,121,127,27,73,107,51,112,58,85,75
values_208,24,10,50,31,52,110,111,12,87,10,11,12,13,14,15,16
values_932,24,10,28,19,102,22,15,88,121,91,76,14,77,39,69,16
values_957,24,10,99,108,102,70,94,42,49,15,116,95,46,105,122,106
values_563,24,10,30,87,44,16,56,122,113,83,74,10,11,12,13,14
values_766,24,10,14,62,121,36,88,91,117,12,28,78,10,26,32,44
values_476,24,10,81,72,100,93,32,24,23,106,116,67,115,28,44,18
values_175,24,10,24,45,10,22,23,22,15,89,60,38,117,53,84,103
values_591,24,10,61,59,10,83,39,36,58,14,55,10,11,12,13,14
values_997,24,10,84,114,39,111,40,91,118,68,97,53,128,98,10,56
values_385,24,10,29,71,23,40,85,120,70,12,60,120,10,11,12,20
values_115,24,10,108,24,30,78,113,46,52,46,15,98,111,53,52,127
values_653,24,10,15,116,91,47,52,16,104,15,68,57,48,44,68,78
values_753,24,10,126,78,72,110,38,25,103,121,37,48,10,11,12,13
values_241,24,10,86,15,125,23,54,43,18,50,64,34,16,97,46,67
values_197,24,10,48,55,37,69,34,96,98,77,117,47,10,11,12,13
values_636,24,10,66,25,114,44,76,19,107,41,83,10,11,12,13,14
values_450,24,10,18,77,19,113,87,18,97,13,10,11,12,13,14,15
values_106,24,10,60,52,60,56,99,111,107,81,108,10,11,64,24,56
values_699,24,10,90,92,12,28,78,70,127,77,37,10,11,12,13,75
values_578,24,10,14,92,43,26,87,26,57,85,91,86,58,67,100,40
values_644,24,10,104,82,26,79,117,53,26,77,42,101,53,100,24,61
values_570,24,10,109,14,120,36,83,16,29,88,107,128,122,68,80,104
values_873,24,10,60,109,19,89,111,120,42,92,41,104,10,11,12,13
values_33,24,10,45,92,25,111,35,49,49,38,95,10,54,86,84,38
values_210,24,10,49,68,11,36,49,64,35,20,98,88,10,11,12,13
values_486,24,10,16,99,70,35,29,124,48,17,91,41,92,73,74,61
values_252,24,10,50,40,52,19,72,16,41,27,40,56,10,11,12,13
values_694,24,10,66,41,92,37,33,94,13,86,32,92,51,53,127,113
values_759,24,10,34,88,114,94,53,61,78,31,90,10,11,12,13,14
values_245,24,10,114,41,127,61,52,97,96,88,82,10,11,12,13,14
values_15,24,10,62,11,56,106,56,28,28,10,11,12,13,14,15,16
values_792,24,10,107,33,16,93,11,77,10,79,46,10,11,12,13,14
values_248,24,10,60,99,18,101,76,57,113,92,103,100,10,41,70,54
values_246,24,10,25,45,28,77,55,53,19,35,36,85,10,11,12,13
values_556,24,10,121,65,39,35,74,94,127,52,34,10,11,12,13,14
values_513,24,10,87,101,90,65,32,42,76,57,10,11,12,13,14,15
values_93,24,10,25,75,81,81,23,112,103,92,76,60,10,11,12,13
values_558,24,10,105,95,68,86,60,75,50,27,86,120,10,11,12,13
values_991,24,10,39,14,39,51,23,16,43,22,120,10,11,12,13,34
values_181,24,10,104,108,75,100,50,92,110,10,18,65,115,116,68,103
values_674,24,10,127,120,107,65,102,10,116,75,12,63,11,100,91,92
values_652,24,10,98,30,60,30,105,76,112,95,87,82,10,11,12,13
values_344,24,10,113,116,61,72,30,10,11,12,13,14,15,85,29,107
values_715,24,10,33,96,115,23,65,92,44,87,48,10,11,12,13,14
values_528,24,10,25,116,39,10,102,33,103,72,54,93,103,72,91,26
values_276,24,10,87,50,28,12,83,47,86,94,29,56,10,11,12,23
values_24,24,10,108,14,17,99,74,92,20,81,44,36,10,11,12,13
values_296,24,10,58,87,55,122,59,30,113,124,83,29,10,11,12,13
values_244,24,10,16,62,73,72,104,123,14,73,65,18,10,11,12,13
values_380,24,10,46,66,113,16,51,124,10,10,21,74,76,83,51,88
values_25,24,10,57,32,124,49,97,66,18,54,94,114,10,11,12,13
values_740,24,10,13,39,47,79,26,14,92,120,106,34,10,11,12,13
values_478,24,10,66,57,13,75,113,37,38,22,59,10,11,12,13,14
values_379,24,10,24,90,68,114,112,73,21,116,76,122,18,89,125,126
values_810,24,10,56,127,61,83,46,79,35,28,25,100,24,100.0,24,100.0
values_440,24,10,60,124,112,12,126,117,88,69,78,64,66,128,77,43
values_543,24,10,68,60,34,116,26,116,80,77,47,27,10,11,12,13
values_130,24,10,77,107,120,101,44,114,30,52,103,10,11,12,17,121
values_225,24,10,63,15,38,85,21,97,95,33,125,100,50,57,22,93
values_285,24,10,46,100,41,25,90,39,100,81,102,59,10,11,12,13
values_363,24,10,16,118,17,28,31,35,91,13,25,71,66,111,25,96
values_667,24,10,83,69,91,123,96,55,11,102,114,10,11,12,13,14
values_26,24,10,41,68,15,101,60,75,77,92,77,91,92,36,108,26
values_793,24,10,46,20,99,19,19,124,119,123,116,90,59,50,124,93
values_772,24,10,61,22,127,111,39,81,99,15,14,10,11,12,13,14
values_931,24,10,40,73,109,120,100,34,28,23,38,37,10,11,12,13
values_981,24,10,63,39,104,107,19,74,48,16,122,10,11,12,13,14
values_422,24,10,83,36,70,62,120,37,24,13,115,89,54,89,108,117
values_920,24,10,59,78,51,125,112,57,69,117,35,10,11,12,13,14
values_259,24,10,21,47,60,59,100,84,50,103,97,38,10,11,40,102
values_477,24,10,37,67,23,127,12,17,85,96,100,10,11,12,13,14
values_738,24,10,123,112,38,23,42,43,66,108,57,63,27,34,38,114
values_430,24,10,30,53,52,49,13,106,41,63,10,11,12,13,14,15
values_922,24,10,88,50,83,45,98,109,86,73,116,10,31,119,67,59
values_903,24,10,36,53,65,80,126,23,13,102,69,108,10,11,12,13
values_761,24,10,26,104,28,80,122,89,29,10,11,12,13,14,15,16
values_204,24,10,117,92,115,61,14,97,83,110,10,11,12,13,14,15
values_48,24,10,61,28,11,19,94,109,86,74,64,56,10,11,12,13
values_71,24,10,62,11,55,38,31,42,25,77,71,98,10,11,33,65
values_851,24,10,55,69,10,89,115,45,22,69,43,28,104,83,60,122
values_347,24,10,88,119,110,99,51,62,98,55,58,54,28,12,93,112
values_725,24,10,106,29,26,89,22,126,41,99,93,30,10,11,12,13
values_266,24,10,51,32,31,61,58,78,123,113,47,17,10,11,12,13
values_448,24,10,115,127,58,95,116,23,126,13,68,126,11,102,14,85
values_934,24,10,58,97,23,14,56,71,15,107,10,11,12,13,14,15
values_531,24,10,109,49,123,21,103,90,61,80,10,11,12,13,14,15
values_224,24,10,43,106,103,83,72,36,76,127,38,110,10,11,12,13
values_686,24,10,125,88,47,124,22,64,85,58,68,46,103,96,69,120
values_927,24,10,30,33,49,80,34,125,12,69,10,11,12,13,14,15
values_407,24,10,112,100,45,59,55,69,20,120,10,11,12,13,14,118
values_76,24,10,64,74,92,117,44,13,29,62,66,102,22,16,44,96
values_949,24,10,35,66,40,67,38,117,119,10,11,12,13,14,15,16
values_969,24,10,67,98,43,124,20,115,126,107,10,11,12,13,14,15
values_781,24,10,16,45,56,72,115,64,39,82,35,70,90,127,124,120
values_7,24,10,86,30,11,46,116,21,126,21,73,74,65,66,126,43
values_683,24,10,29,69,92,41,74,106,42,33,50,90,17,124,13,117
values_376,24,10,77,91,56,103,118,11,67,66,110,12,10,11,12,13
values_877,24,10,29,70,23,100,33,22,51,35,28,25,100,24,100.0,24
values_654,24,10,104,60,93,90,92,81,13,89,115,10,11,12,13,14
values_508,24,10,71,59,59,63,39,121,18,19,64,10,11,12,13,76
values_332,24,10,61,117,61,124,20,112,111,108,105,10,11,12,13,14
values_281,24,10,114,22,51,104,59,84,17,87,10,11,12,13,14,15
values_381,24,10,18,10,123,11,43,93,119,68,28,20,64,124,28,78
values_769,24,10,44,127,51,15,17,86,92,71,72,117,126,123,113,72
values_701,24,10,31,76,17,52,70,13,59,27,23,10,11,12,13,14
values_855,24,10,62,90,106,46,103,84,89,40,75,94,10,11,12,13
values_320,24,10,81,23,11,72,87,31,56,67,124,10,11,12,13,14
values_50,24,10,36,41,17,119,69,86,99,30,113,51,46,123,26,30
values_918,24,10,45,87,93,88,20,12,67,62,95,64,21,17,105,39
values_615,24,10,123,127,79,41,31,37,105,45,15,97,43,46,87,64
values_704,24,10,103,10,112,120,115,73,107,12,117,114,34,18,24,96
values_633,24,10,121,48,69,69,89,48,116,80,103,50,122,30,122,17
values_847,24,10,79,65,66,37,56,113,125,13,75,10,11,12,13,14
values_602,24,10,58,113,121,87,28,90,14,78,30,122,127,90,47,53
values_399,24,10,67,73,11,35,80,40,61,12,76,12,27,69,124,16
values_22,24,10,70,95,116,80,104,95,59,47,78,36,102,28,55,92
values_313,24,10,69,53,60,109,107,108,37,14,36,32,10,11,12,13
values_375,24,10,73,115,15,118,75,109,103,38,49,10,11,12,13,14
values_963,24,10,99,33,39,94,68,48,16,106,15,10,11,12,13,14
values_168,24,10,27,121,48,68,93,22,78,45,55,10,11,12,13,84
values_226,24,10,104,19,62,65,22,13,100,14,72,32,110,68,124,20
values_190,24,10,118,63,112,86,38,124,108,80,75,97,10,11,12,13
values_429,24,10,11,120,102,79,102,83,118,70,10,59,47,72,27,44
values_236,24,10,121,69,26,65,40,29,77,24,106,64,122,115,88,70
values_777,24,10,75,68,24,34,55,30,89,105,16,118,43,42,14,62
values_909,24,10,39,28,94,73,63,40,85,45,117,98,75,109,71,56
values_438,24,10,118,71,121,24,71,93,15,48,112,10,10,11,12,13
values_607,24,10,12,75,118,10,81,106,27,106,61,87,112,51,91,17
values_717,24,10,21,21,28,40,127,101,10,11,99,27,10,11,12,13
values_782,24,10,92,68,86,37,69,126,53,35,32,10,11,12,64,77
values_258,24,10,19,92,25,51,60,41,77,100,10,11,12,13,14,35
values_872,24,10,42,33,15,79,67,77,35,127,72,92,55,54,71,94
values_637,24,10,111,91,18,25,121,49,76,48,13,10,11,12,13,14
values_746,24,10,58,105,120,69,125,46,116,73,93,101,10,11,12,13
values_4,24,10,68,29,61,21,50,113,43,95,101,13,10,11,12,13
values_345,24,10,38,86,118,80,60,53,97,103,35,28,25,100,24,100.0
values_102,24,10,63,27,24,53,25,102,76,66,97,62,10,11,12,13
values_962,24,10,114,103,21,73,90,68,46,80,117,40,21,54,24,40
values_356,24,10,38,18,94,30,31,82,35,125,91,73,10,11,12,13
values_853,24,10,52,112,44,56,28,74,37,80,74,10,11,12,13,14
values_849,24,10,28,111,64,71,115,86,19,124,13,47,10,11,12,13
values_814,24,10,85,53,94,37,85,43,67,54,125,60,10,11,12,13
values_370,24,10,14,64,122,66,73,113,127,19,13,10,11,12,13,14
values_778,24,10,40,112,10,92,27,83,97,57,63,10,11,12,13,14
values_458,24,10,10,87,109,41,25,123,15,82,28,101,10,11,71,42
values_818,24,10,90,115,128,84,93,58,75,87,36,91,97,47,31,11
values_119,24,10,81,79,59,38,36,98,45,20,127,65,53,92,120,48
values_373,24,10,71,15,127,123,27,100,15,78,48,14,10,11,12,13
values_351,24,10,31,77,95,103,75,58,85,44,122,47,10,11,12,13
values_32,24,10,65,72,17,110,25,67,97,101,62,10,11,12,13,14
values_770,24,10,69,122,22,32,71,113,40,26,122,57,44,114,31,71
values_371,24,10,22,16,76,43,10,98,23,16,69,42,10,11,12,13
values_283,24,10,19,79,99,34,42,71,99,71,102,116,10,11,12,13
values_535,24,10,92,111,118,91,15,89,77,105,94,10,11,10,54,123
values_250,24,10,35,50,108,91,117,53,74,18,100,50,108,14,121,95
values_132,24,10,107,76,78,50,33,61,64,90,14,40,56,91,29,110
values_649,24,10,59,125,43,50,30,58,73,113,65,10,11,12,13,14
values_77,24,10,28,92,66,114,58,72,82,24,65,17,10,11,12,13
values_260,24,10,123,50,122,115,40,39,64,108,64,75,115,33,119,19
values_891,24,10,104,107,13,89,120,126,124,19,81,10,11,12,13,14
values_91,24,10,20,25,67,13,51,105,72,100,39,14,105,113,96,75
values_137,24,10,32,118,78,74,30,47,41,127,32,10,11,12,13,14
values_42,24,10,123,81,34,55,23,68,99,50,23,68,10,11,12,13
values_13,24,10,62,39,109,58,85,63,14,108,11,55,10,11,12,13
values_577,24,10,96,48,67,112,22,67,56,107,94,10,12,13,14,15
values_41,24,10,21,125,54,67,73,92,72,37,62,125,10,11,12,13
values_809,24,10,15,36,47,16,123,111,20,87,84,10,11,12,13,14
values_414,24,10,110,122,22,45,60,92,104,39,104,44,31,75,54,112
values_360,24,10,21,60,101,53,23,55,116,27,69,29,18,29,23,74
values_386,24,10,95,125,39,79,126,87,16,120,25,121,111,86,68,60
values_158,24,10,94,112,23,50,88,104,106,12,111,76,10,11,12,13
values_904,24,10,52,104,12,99,88,110,35,28,25,100,24,100.0,24,100.0
values_480,24,10,115,76,57,98,94,84,118,34,20,47,61,90,76,42
values_647,24,10,127,124,57,51,64,75,123,77,102,89,76,104,38,29
values_104,24,10,15,81,76,67,99,54,13,28,77,10,11,124,112,96
values_55,24,10,26,18,75,26,59,13,87,110,10,11,12,13,14,15
values_491,24,10,102,62,92,100,124,14,86,87,11,119,77,44,43,17
values_391,24,10,115,85,26,81,41,126,77,60,10,11,12,13,14,15
values_972,24,10,122,123,104,105,119,69,121,100,112,21,10,11,12,13
values_571,24,10,13,38,53,23,82,22,90,66,63,10,11,12,13,14
values_940,24,10,25,83,116,31,84,68,24,15,23,106,10,11,12,13
values_861,24,10,51,71,122,27,71,88,18,34,87,60,47,109,18,28
values_324,24,10,47,75,117,10,95,123,88,26,11,10,12,13,14,15
values_549,24,10,64,112,89,26,44,122,99,62,75,124,94,106,108,42
values_170,24,10,63,64,57,34,78,74,121,95,20,128,88,71,98,107
values_269,24,10,31,97,86,24,117,128,28,45,10,11,12,13,14,15
values_442,24,10,16,32,31,29,21,34,109,111,66,10,11,12,13,14
values_520,24,10,106,32,106,83,49,86,20,116,58,90,10,39,105,98
values_455,24,10,34,51,93,66,80,122,51,25,92,10,11,12,13,14
values_31,24,10,78,97,105,117,81,29,53,18,54,10,11,12,13,14
values_971,24,10,81,61,25,96,103,36,105,102,57,10,104,26,20,99
values_397,24,10,93,88,96,16,66,120,72,126,94,75,12,108,84,50
values_254,24,10,107,52,125,23,21,69,63,119,89,34,109,99,26,75
values_616,24,10,44,19,53,25,111,98,118,13,119,10,11,12,13,14
values_66,24,10,12,85,18,49,87,59,47,126,124,46,102,111,69,35
values_943,24,10,67,51,59,47,71,30,116,69,117,34,22,100,109,83
values_117,24,10,96,109,42,16,110,105,50,100,66,19,51,107,18,41
values_451,24,10,104,98,124,65,36,100,86,54,93,40,100,114,66,75
values_643,24,10,113,86,118,82,68,33,44,77,11,66,20,118,120,95
values_688,24,10,14,26,85,61,108,111,21,26,10,11,12,13,14,15
values_569,24,10,87,94,90,127,106,77,96,102,29,120,10,11,12,13
values_745,24,10,125,77,120,58,69,52,96,92,10,119,10,11,12,13
values_65,24,10,68,34,91,94,115,113,12,62,127,29,90,41,94,40
values_980,24,10,31,80,15,28,95,91,59,109,54,98,16,43,94,37
values_982,24,10,62,107,98,120,38,107,68,41,26,37,10,11,12,13
values_62,24,10,27,100,83,92,71,112,115,75,125,10,11,12,13,14
values_789,24,10,89,108,31,31,34,121,75,52,87,19,108,100,37,34
values_401,24,10,49,72,83,112,126,41,49,65,43,10,11,12,13,14
values_21,24,10,85,73,104,31,78,32,23,78,84,10,11,12,13,14
values_598,24,10,103,109,85,51,117,72,105,77,86,10,11,12,17,57
values_273,24,10,42,82,46,20,14,29,84,56,63,61,10,11,12,48
values_534,24,10,124,114,35,21,13,121,15,122,123,21,127,76,86,115
values_118,24,10,127,86,89,60,123,35,75,46,128,102,15,66,36,81
values_141,24,10,66,48,95,127,114,109,41,45,35,114,10,11,12,13
values_366,24,10,13,45,87,89,124,92,112,18,33,10,11,12,84,79
values_222,24,10,114,62,31,33,63,115,16,42,95,127,93,88,48,68
values_876,24,10,17,31,71,36,98,125,101,70,104,92,20,119,104,96
values_700,24,10,33,65,92,124,62,126,69,25,91,70,94,78,51,53
values_95,24,10,68,87,60,27,51,124,11,19,82,109,10,11,12,13
