;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;Total_Operands;DistinctOperands;ProgramLength;VocabularySize;ProgramVolume;Effort;ProgramLevel;ProgramLevel;DifficultyLevel;TimeToImplement;BugsDelivered;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;text;data;bss;CC4CS
15058;simulavr;Atmega328p;banker_algorithm;int8_t;134;98.0;27.0;308.0;57.0;1796.53;97811.08;0.02;0.02;54.44;5433.95;0.5988433333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;26;523.0;719.0;782;10;7;27.653846153846153
15059;simulavr;Atmega328p;banker_algorithm;int8_t;609;124.0;51.0;364.0;81.0;2307.71;84163.37;0.03;0.03;36.47;4675.74;0.7692366666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;63;1710.0;2242.0;818;36;19;35.58730158730159
15060;simulavr;Atmega328p;banker_algorithm;int8_t;993;224.0;125.0;572.0;155.0;4161.94;111873.03;0.04;0.04;26.88;6215.17;1.3873133333333332;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;158;5793.0;7441.0;854;136;67;47.09493670886076
15061;simulavr;Atmega328p;banker_algorithm;int8_t;731;754.0;249.0;1652.0;279.0;13421.05;609606.66;0.02;0.02;45.42;33867.04;4.473683333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;707;34803.0;43899.0;984;666;327;62.091937765205095
15062;simulavr;Atmega328p;banker_algorithm;int8_t;127;166.0;82.0;452.0;112.0;3076.92;93433.44;0.03;0.03;30.37;5190.75;1.02564;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;107;3725.0;4741.0;884;78;39;44.308411214953274
15063;simulavr;Atmega328p;banker_algorithm;int8_t;889;143.0;64.0;404.0;94.0;2648.05;88751.18;0.03;0.03;33.52;4930.62;0.8826833333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;83;2734.0;3489.0;884;56;28;42.036144578313255
15064;simulavr;Atmega328p;banker_algorithm;int8_t;987;908.0;258.0;1964.0;288.0;16045.73;847065.42;0.02;0.02;52.79;47059.19;5.348576666666666;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;863;35142.0;47120.0;858;820;403;54.60023174971031
15065;simulavr;Atmega328p;banker_algorithm;int8_t;780;829.0;258.0;1804.0;288.0;14738.54;710363.58;0.02;0.02;48.2;39464.64;4.912846666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;807;32328.0;43311.0;858;742;364;53.66914498141264
15066;simulavr;Atmega328p;banker_algorithm;int8_t;435;298.0;160.0;724.0;190.0;5480.58;153113.58;0.04;0.04;27.94;8506.31;1.82686;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;251;10735.0;13727.0;948;210;103;54.689243027888445
15067;simulavr;Atmega328p;banker_algorithm;int8_t;950;109.0;37.0;332.0;67.0;2013.94;88994.45;0.02;0.02;44.19;4944.14;0.6713133333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;47;1200.0;1563.0;848;22;12;33.255319148936174
15068;simulavr;Atmega328p;banker_algorithm;int8_t;976;98.0;28.0;308.0;58.0;1804.26;94723.55;0.02;0.02;52.5;5262.42;0.60142;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;35;682.0;914.0;782;10;7;26.114285714285714
15069;simulavr;Atmega328p;banker_algorithm;int8_t;557;124.0;50.0;364.0;80.0;2301.18;85603.96;0.03;0.03;37.2;4755.78;0.76706;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;98;2406.0;3090.0;818;36;19;31.53061224489796
15070;simulavr;Atmega328p;banker_algorithm;int8_t;398;109.0;38.0;332.0;68.0;2021.04;86957.8;0.02;0.02;43.03;4830.99;0.67368;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;38;1018.0;1345.0;848;22;12;35.39473684210526
15071;simulavr;Atmega328p;banker_algorithm;int8_t;892;166.0;82.0;452.0;112.0;3076.92;93433.44;0.03;0.03;30.37;5190.75;1.02564;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;107;3725.0;4741.0;884;78;39;44.308411214953274
15072;simulavr;Atmega328p;banker_algorithm;int8_t;670;683.0;238.0;1508.0;268.0;12163.66;523599.67;0.02;0.02;43.05;29088.87;4.054553333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;651;25918.0;34741.0;858;596;292;53.365591397849464
15073;simulavr;Atmega328p;banker_algorithm;int8_t;574;908.0;260.0;1964.0;290.0;16065.34;841576.73;0.02;0.02;52.38;46754.26;5.355113333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;854;34958.0;46888.0;858;820;403;54.903981264637004
15074;simulavr;Atmega328p;banker_algorithm;int8_t;163;683.0;247.0;1508.0;277.0;12235.52;507501.76;0.02;0.02;41.48;28194.54;4.078506666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;626;25366.0;34045.0;858;596;292;54.384984025559106
15075;simulavr;Atmega328p;banker_algorithm;int8_t;900;166.0;86.0;452.0;116.0;3099.81;89750.24;0.03;0.03;28.95;4986.12;1.03327;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;98;3531.0;4511.0;884;78;39;46.03061224489796
15076;simulavr;Atmega328p;banker_algorithm;int8_t;392;439.0;207.0;1012.0;237.0;7983.41;253964.94;0.03;0.03;31.81;14109.16;2.6611366666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;378;14978.0;20129.0;858;352;172;53.25132275132275
15077;simulavr;Atmega328p;banker_algorithm;int8_t;447;341.0;178.0;812.0;208.0;6252.76;179678.95;0.03;0.03;28.74;9982.16;2.0842533333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;311;11552.0;15479.0;858;254;124;49.77170418006431
15078;simulavr;Atmega328p;banker_algorithm;int8_t;523;439.0;208.0;1012.0;238.0;7989.56;252938.57;0.03;0.03;31.66;14052.14;2.663186666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;395;15346.0;20593.0;858;352;172;52.13417721518987
15079;simulavr;Atmega328p;banker_algorithm;int8_t;679;98.0;27.0;308.0;57.0;1796.53;97811.08;0.02;0.02;54.44;5433.95;0.5988433333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;46;853.0;1129.0;782;10;7;24.543478260869566
15080;simulavr;Atmega328p;banker_algorithm;int8_t;419;494.0;225.0;1124.0;255.0;8985.65;295927.51;0.03;0.03;32.93;16440.42;2.9952166666666664;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;443;22894.0;28486.0;1034;406;199;64.30248306997743
15081;simulavr;Atmega328p;banker_algorithm;int8_t;895;166.0;86.0;452.0;116.0;3099.81;89750.24;0.03;0.03;28.95;4986.12;1.03327;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;107;3725.0;4741.0;884;78;39;44.308411214953274
15082;simulavr;Atmega328p;banker_algorithm;int8_t;298;193.0;102.0;508.0;132.0;3578.55;101567.73;0.04;0.04;28.38;5642.65;1.19285;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;143;5426.0;6793.0;920;106;52;47.50349650349651
15083;simulavr;Atmega328p;banker_algorithm;int8_t;155;439.0;205.0;1012.0;235.0;7971.04;256045.2;0.03;0.03;32.12;14224.73;2.6570133333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;387;15162.0;20361.0;858;352;172;52.6124031007752
15084;simulavr;Atmega328p;banker_algorithm;int8_t;12;124.0;54.0;364.0;84.0;2326.8;80145.46;0.03;0.03;34.44;4452.53;0.7756000000000001;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;54;1539.0;2035.0;818;36;19;37.68518518518518
15085;simulavr;Atmega328p;banker_algorithm;int8_t;160;166.0;85.0;452.0;115.0;3094.16;90640.73;0.03;0.03;29.29;5035.6;1.0313866666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;131;4307.0;5431.0;884;78;39;41.458015267175576
15086;simulavr;Atmega328p;banker_algorithm;int8_t;626;829.0;251.0;1804.0;281.0;14674.51;727001.88;0.02;0.02;49.54;40388.99;4.8915033333333335;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;783;31776.0;42615.0;858;742;364;54.42528735632184
15087;simulavr;Atmega328p;banker_algorithm;int8_t;38;616.0;242.0;1372.0;272.0;11096.0;423665.42;0.03;0.03;38.18;23536.97;3.6986666666666665;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;583;22798.0;29066.0;854;528;259;49.85591766723842
15088;simulavr;Atmega328p;banker_algorithm;int8_t;146;98.0;28.0;308.0;58.0;1804.26;94723.55;0.02;0.02;52.5;5262.42;0.60142;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;58;1059.0;1386.0;782;10;7;23.896551724137932
15089;simulavr;Atmega328p;banker_algorithm;int8_t;81;259.0;145.0;644.0;175.0;4798.58;128568.85;0.04;0.04;26.79;7142.71;1.5995266666666665;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;194;8088.0;10143.0;920;172;84;52.28350515463917
15090;simulavr;Atmega328p;banker_algorithm;int8_t;687;259.0;141.0;644.0;171.0;4777.1;131624.27;0.04;0.04;27.55;7312.46;1.5923666666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;203;8294.0;10385.0;920;172;84;51.1576354679803
15091;simulavr;Atmega328p;banker_algorithm;int8_t;213;193.0;102.0;508.0;132.0;3578.55;101567.73;0.04;0.04;28.38;5642.65;1.19285;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;143;5426.0;6793.0;920;106;52;47.50349650349651
15092;simulavr;Atmega328p;banker_algorithm;int8_t;212;166.0;85.0;452.0;115.0;3094.16;90640.73;0.03;0.03;29.29;5035.6;1.0313866666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;115;3919.0;4971.0;884;78;39;43.22608695652174
15093;simulavr;Atmega328p;banker_algorithm;int8_t;568;109.0;39.0;332.0;69.0;2028.03;85021.26;0.02;0.02;41.92;4723.4;0.67601;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;38;1018.0;1345.0;848;22;12;35.39473684210526
15094;simulavr;Atmega328p;banker_algorithm;int8_t;5;143.0;67.0;404.0;97.0;2666.36;85363.47;0.03;0.03;32.01;4742.41;0.8887866666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;74;2540.0;3259.0;884;56;28;44.04054054054054
15095;simulavr;Atmega328p;banker_algorithm;int8_t;40;439.0;205.0;1012.0;235.0;7971.04;256045.2;0.03;0.03;32.12;14224.73;2.6570133333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;387;15162.0;20361.0;858;352;172;52.6124031007752
15096;simulavr;Atmega328p;banker_algorithm;int8_t;970;754.0;256.0;1652.0;286.0;13480.11;595546.93;0.02;0.02;44.18;33085.94;4.4933700000000005;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;698;34581.0;43637.0;984;666;327;62.51719197707737
15097;simulavr;Atmega328p;banker_algorithm;int8_t;707;166.0;83.0;452.0;113.0;3082.72;92481.63;0.03;0.03;30.0;5137.87;1.0275733333333332;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;98;3531.0;4511.0;884;78;39;46.03061224489796
15098;simulavr;Atmega328p;banker_algorithm;int8_t;406;439.0;210.0;1012.0;240.0;8001.77;250912.75;0.03;0.03;31.36;13939.6;2.667256666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;387;15162.0;20361.0;858;352;172;52.6124031007752
15099;simulavr;Atmega328p;banker_algorithm;int8_t;893;754.0;250.0;1652.0;280.0;13429.58;607554.0;0.02;0.02;45.24;33753.0;4.4765266666666665;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;707;34803.0;43899.0;984;666;327;62.091937765205095
15100;simulavr;Atmega328p;banker_algorithm;int8_t;144;683.0;245.0;1508.0;275.0;12219.76;510985.39;0.02;0.02;41.82;28388.08;4.073253333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;635;25550.0;34277.0;858;596;292;53.97952755905512
15101;simulavr;Atmega328p;banker_algorithm;int8_t;979;829.0;256.0;1804.0;286.0;14720.41;715032.31;0.02;0.02;48.57;39724.02;4.906803333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;799;32144.0;43079.0;858;742;364;53.91614518147684
15102;simulavr;Atmega328p;banker_algorithm;int8_t;831;683.0;245.0;1508.0;275.0;12219.76;510985.39;0.02;0.02;41.82;28388.08;4.073253333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;626;25366.0;34045.0;858;596;292;54.384984025559106
15103;simulavr;Atmega328p;banker_algorithm;int8_t;402;553.0;230.0;1244.0;260.0;9979.83;359924.58;0.03;0.03;36.07;19995.81;3.32661;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;494;19828.0;26627.0;858;466;228;53.90080971659919
15104;simulavr;Atmega328p;banker_algorithm;int8_t;404;553.0;225.0;1244.0;255.0;9944.98;366638.1;0.03;0.03;36.87;20368.78;3.3149933333333332;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;494;19828.0;26627.0;858;466;228;53.90080971659919
15105;simulavr;Atmega328p;banker_algorithm;int8_t;310;553.0;230.0;1244.0;260.0;9979.83;359924.58;0.03;0.03;36.07;19995.81;3.32661;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;511;20196.0;27091.0;858;466;228;53.01565557729941
15106;simulavr;Atmega328p;banker_algorithm;int8_t;70;341.0;181.0;812.0;211.0;6269.53;177174.91;0.04;0.04;28.26;9843.05;2.089843333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;278;10816.0;14551.0;858;254;124;52.34172661870504
15107;simulavr;Atmega328p;banker_algorithm;int8_t;268;439.0;205.0;1012.0;235.0;7971.04;256045.2;0.03;0.03;32.12;14224.73;2.6570133333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;387;15162.0;20361.0;858;352;172;52.6124031007752
15108;simulavr;Atmega328p;banker_algorithm;int8_t;412;166.0;88.0;452.0;118.0;3110.95;88025.88;0.04;0.04;28.3;4890.33;1.0369833333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;98;3531.0;4511.0;884;78;39;46.03061224489796
15109;simulavr;Atmega328p;banker_algorithm;int8_t;290;388.0;194.0;908.0;224.0;7089.08;212672.35;0.03;0.03;30.0;11815.13;2.363026666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;335;14325.0;17897.0;920;300;147;53.42388059701493
15110;simulavr;Atmega328p;banker_algorithm;int8_t;916;494.0;230.0;1124.0;260.0;9017.14;290508.77;0.03;0.03;32.22;16139.38;3.005713333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;443;22894.0;28486.0;1034;406;199;64.30248306997743
15111;simulavr;Atmega328p;banker_algorithm;int8_t;567;166.0;86.0;452.0;116.0;3099.81;89750.24;0.03;0.03;28.95;4986.12;1.03327;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;98;3531.0;4511.0;884;78;39;46.03061224489796
15112;simulavr;Atmega328p;banker_algorithm;int8_t;913;224.0;123.0;572.0;153.0;4151.23;113399.34;0.04;0.04;27.32;6299.96;1.383743333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;158;5793.0;7441.0;854;136;67;47.09493670886076
15113;simulavr;Atmega328p;banker_algorithm;int8_t;232;98.0;26.0;308.0;56.0;1788.67;101128.39;0.02;0.02;56.54;5618.24;0.5962233333333333;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;26;523.0;719.0;782;10;7;27.653846153846153
15114;simulavr;Atmega328p;banker_algorithm;int8_t;319;109.0;39.0;332.0;69.0;2028.03;85021.26;0.02;0.02;41.92;4723.4;0.67601;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;74;1758.0;2237.0;848;22;12;30.22972972972973
15115;simulavr;Atmega328p;banker_algorithm;int8_t;23;388.0;198.0;908.0;228.0;7112.26;209057.46;0.03;0.03;29.39;11614.3;2.3707533333333335;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;343;14531.0;18139.0;920;300;147;52.883381924198254
15116;simulavr;Atmega328p;banker_algorithm;int8_t;899;193.0;105.0;508.0;135.0;3595.02;99119.9;0.04;0.04;27.57;5506.66;1.19834;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;167;6044.0;7519.0;920;106;52;45.02395209580838
15117;simulavr;Atmega328p;banker_algorithm;int8_t;428;553.0;225.0;1244.0;255.0;9944.98;366638.1;0.03;0.03;36.87;20368.78;3.3149933333333332;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;494;19828.0;26627.0;858;466;228;53.90080971659919
15118;simulavr;Atmega328p;banker_algorithm;int8_t;858;683.0;241.0;1508.0;271.0;12187.88;518111.36;0.02;0.02;42.51;28783.96;4.062626666666667;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;626;25366.0;34045.0;858;596;292;54.384984025559106
15119;simulavr;Atmega328p;banker_algorithm;int8_t;546;908.0;260.0;1964.0;290.0;16065.34;841576.73;0.02;0.02;52.38;46754.26;5.355113333333334;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;854;34958.0;46888.0;858;820;403;54.903981264637004
15120;simulavr;Atmega328p;banker_algorithm;int8_t;432;553.0;230.0;1244.0;260.0;9979.83;359924.58;0.03;0.03;36.07;19995.81;3.32661;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;519;20380.0;27323.0;858;466;228;52.64547206165703
15121;simulavr;Atmega328p;banker_algorithm;int8_t;231;683.0;246.0;1508.0;276.0;12227.65;509237.09;0.02;0.02;41.65;28290.95;4.0758833333333335;40.0;6.0;7.0;6.0;4.0;1.0;16.0;3.0;3.0;2.0;0.0;9.0;0.0;0.0;1.0;3.0;3.0;0.0;659;26102.0;34973.0;858;596;292;53.06980273141123
