;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;Total_Operands;DistinctOperands;ProgramLength;VocabularySize;ProgramVolume;Effort;ProgramLevel;ProgramLevel;DifficultyLevel;TimeToImplement;BugsDelivered;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;text;data;bss;CC4CS
10;armulator;ARMV4T;banker_algorithm;int8_t;134;97.0;26.0;306.0;56.0;1777.05;99446.49;0.02;0.02;55.96;5524.8;0.5923499999999999;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;23;380.0;754.0;1004.0;12.0;7.0;32.78260869565217
11;armulator;ARMV4T;banker_algorithm;int8_t;609;123.0;50.0;362.0;80.0;2288.54;84447.05;0.03;0.03;36.9;4691.5;0.7628466666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;60;1191.0;2319.0;1004.0;36.0;19.0;38.65
12;armulator;ARMV4T;banker_algorithm;int8_t;993;223.0;124.0;570.0;154.0;4142.07;111735.63;0.04;0.04;26.98;6207.54;1.38069;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;155;3686.0;7072.0;1004.0;136.0;67.0;45.6258064516129
13;armulator;ARMV4T;banker_algorithm;int8_t;731;753.0;248.0;1650.0;278.0;13396.25;610123.69;0.02;0.02;45.54;33895.76;4.465416666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;704;20758.0;36978.0;1112.0;668.0;327.0;52.52556818181818
14;armulator;ARMV4T;banker_algorithm;int8_t;127;165.0;81.0;450.0;111.0;3057.49;93423.22;0.03;0.03;30.56;5190.18;1.0191633333333332;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;104;2650.0;4782.0;1112.0;80.0;39.0;45.98076923076923
15;armulator;ARMV4T;banker_algorithm;int8_t;889;142.0;63.0;402.0;93.0;2628.74;88876.51;0.03;0.03;33.81;4937.58;0.8762466666666666;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;80;1861.0;3443.0;1076.0;61.0;28.0;43.0375
16;armulator;ARMV4T;banker_algorithm;int8_t;987;907.0;257.0;1962.0;287.0;16019.55;848038.69;0.02;0.02;52.94;47113.26;5.339849999999999;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;860;25512.0;45424.0;1112.0;820.0;403.0;52.818604651162794
17;armulator;ARMV4T;banker_algorithm;int8_t;780;828.0;257.0;1802.0;287.0;14713.16;711040.76;0.02;0.02;48.33;39502.26;4.9043866666666664;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;804;24272.0;42692.0;1140.0;745.0;364.0;53.09950248756219
18;armulator;ARMV4T;banker_algorithm;int8_t;435;297.0;159.0;722.0;189.0;5459.94;152981.31;0.04;0.04;28.02;8498.96;1.81998;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;248;6853.0;12279.0;1112.0;212.0;103.0;49.51209677419355
19;armulator;ARMV4T;banker_algorithm;int8_t;950;108.0;36.0;330.0;66.0;1994.65;89759.25;0.02;0.02;45.0;4986.63;0.6648833333333334;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;44;875.0;1645.0;1076.0;25.0;12.0;37.38636363636363
20;armulator;ARMV4T;banker_algorithm;int8_t;976;97.0;27.0;306.0;57.0;1784.86;96184.36;0.02;0.02;53.89;5343.58;0.5949533333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;32;513.0;1021.0;1004.0;12.0;7.0;31.90625
21;armulator;ARMV4T;banker_algorithm;int8_t;557;123.0;49.0;362.0;79.0;2281.97;85923.1;0.03;0.03;37.65;4773.51;0.7606566666666666;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;95;1744.0;3430.0;1004.0;36.0;19.0;36.10526315789474
22;armulator;ARMV4T;banker_algorithm;int8_t;398;108.0;37.0;330.0;67.0;2001.81;87646.79;0.02;0.02;43.78;4869.27;0.66727;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;35;730.0;1366.0;1076.0;25.0;12.0;39.02857142857143
23;armulator;ARMV4T;banker_algorithm;int8_t;892;165.0;81.0;450.0;111.0;3057.49;93423.22;0.03;0.03;30.56;5190.18;1.0191633333333332;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;104;2650.0;4782.0;1112.0;80.0;39.0;45.98076923076923
24;armulator;ARMV4T;banker_algorithm;int8_t;670;682.0;237.0;1506.0;267.0;12139.41;523992.17;0.02;0.02;43.16;29110.68;4.04647;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;648;17979.0;32765.0;1076.0;601.0;292.0;50.56327160493827
25;armulator;ARMV4T;banker_algorithm;int8_t;574;907.0;259.0;1962.0;289.0;16039.2;842522.68;0.02;0.02;52.53;46806.82;5.3464;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;851;25361.0;45139.0;1112.0;820.0;403.0;53.04230317273795
26;armulator;ARMV4T;banker_algorithm;int8_t;163;682.0;246.0;1506.0;276.0;12211.44;507817.11;0.02;0.02;41.59;28212.06;4.07048;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;623;17544.0;31928.0;1076.0;601.0;292.0;51.24879614767255
27;armulator;ARMV4T;banker_algorithm;int8_t;900;165.0;85.0;450.0;115.0;3080.47;89696.05;0.03;0.03;29.12;4983.11;1.0268233333333332;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;95;2499.0;4497.0;1112.0;80.0;39.0;47.33684210526316
28;armulator;ARMV4T;banker_algorithm;int8_t;392;438.0;206.0;1010.0;236.0;7961.47;253916.77;0.03;0.03;31.89;14106.49;2.6538233333333334;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;375;11234.0;19770.0;1140.0;357.0;172.0;52.72
29;armulator;ARMV4T;banker_algorithm;int8_t;447;340.0;177.0;810.0;207.0;6231.72;179558.16;0.03;0.03;28.81;9975.45;2.07724;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;308;8744.0;15468.0;1140.0;257.0;124.0;50.22077922077922
30;armulator;ARMV4T;banker_algorithm;int8_t;523;438.0;207.0;1010.0;237.0;7967.63;252885.67;0.03;0.03;31.74;14049.2;2.655876666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;392;11546.0;20350.0;1140.0;357.0;172.0;51.91326530612245
31;armulator;ARMV4T;banker_algorithm;int8_t;679;97.0;26.0;306.0;56.0;1777.05;99446.49;0.02;0.02;55.96;5524.8;0.5923499999999999;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;43;667.0;1331.0;1004.0;12.0;7.0;30.953488372093023
32;armulator;ARMV4T;banker_algorithm;int8_t;419;493.0;224.0;1122.0;254.0;8963.3;295909.08;0.03;0.03;33.01;16439.39;2.9877666666666665;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;440;12738.0;22726.0;1112.0;408.0;199.0;51.65
33;armulator;ARMV4T;banker_algorithm;int8_t;895;165.0;85.0;450.0;115.0;3080.47;89696.05;0.03;0.03;29.12;4983.11;1.0268233333333332;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;104;2650.0;4782.0;1112.0;80.0;39.0;45.98076923076923
34;armulator;ARMV4T;banker_algorithm;int8_t;298;192.0;101.0;506.0;131.0;3558.91;101481.85;0.04;0.04;28.51;5637.88;1.1863033333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;140;3464.0;6376.0;1076.0;109.0;52.0;45.542857142857144
35;armulator;ARMV4T;banker_algorithm;int8_t;155;438.0;204.0;1010.0;234.0;7949.07;256006.76;0.03;0.03;32.21;14222.6;2.64969;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;384;11390.0;20060.0;1140.0;357.0;172.0;52.239583333333336
36;armulator;ARMV4T;banker_algorithm;int8_t;12;123.0;53.0;362.0;83.0;2307.76;80336.32;0.03;0.03;34.81;4463.13;0.7692533333333335;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;51;1058.0;2052.0;1004.0;36.0;19.0;40.23529411764706
37;armulator;ARMV4T;banker_algorithm;int8_t;160;165.0;84.0;450.0;114.0;3074.8;90596.8;0.03;0.03;29.46;5033.16;1.0249333333333335;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;128;3103.0;5637.0;1112.0;80.0;39.0;44.0390625
38;armulator;ARMV4T;banker_algorithm;int8_t;626;828.0;250.0;1802.0;280.0;14648.97;727760.73;0.02;0.02;49.68;40431.15;4.8829899999999995;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;780;23804.0;41822.0;1140.0;745.0;364.0;53.61794871794872
39;armulator;ARMV4T;banker_algorithm;int8_t;38;615.0;241.0;1370.0;271.0;11072.54;423834.94;0.03;0.03;38.28;23546.39;3.690846666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;580;14429.0;27609.0;1004.0;528.0;259.0;47.601724137931036
40;armulator;ARMV4T;banker_algorithm;int8_t;146;97.0;27.0;306.0;57.0;1784.86;96184.36;0.02;0.02;53.89;5343.58;0.5949533333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;55;854.0;1702.0;1004.0;12.0;7.0;30.945454545454545
41;armulator;ARMV4T;banker_algorithm;int8_t;81;258.0;144.0;642.0;174.0;4778.37;128418.69;0.04;0.04;26.88;7134.37;1.59279;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;191;5104.0;9328.0;1076.0;177.0;84.0;48.83769633507853
42;armulator;ARMV4T;banker_algorithm;int8_t;687;258.0;140.0;642.0;170.0;4756.83;131492.34;0.04;0.04;27.64;7305.13;1.58561;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;200;5249.0;9607.0;1076.0;177.0;84.0;48.035
43;armulator;ARMV4T;banker_algorithm;int8_t;213;192.0;101.0;506.0;131.0;3558.91;101481.85;0.04;0.04;28.51;5637.88;1.1863033333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;140;3464.0;6376.0;1076.0;109.0;52.0;45.542857142857144
44;armulator;ARMV4T;banker_algorithm;int8_t;212;165.0;84.0;450.0;114.0;3074.8;90596.8;0.03;0.03;29.46;5033.16;1.0249333333333335;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;112;2801.0;5067.0;1112.0;80.0;39.0;45.24107142857143
45;armulator;ARMV4T;banker_algorithm;int8_t;568;108.0;38.0;330.0;68.0;2008.86;85640.99;0.02;0.02;42.63;4757.83;0.66962;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;35;730.0;1366.0;1076.0;25.0;12.0;39.02857142857143
46;armulator;ARMV4T;banker_algorithm;int8_t;5;142.0;66.0;402.0;96.0;2647.15;85430.91;0.03;0.03;32.27;4746.16;0.8823833333333334;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;71;1716.0;3164.0;1076.0;61.0;28.0;44.563380281690144
47;armulator;ARMV4T;banker_algorithm;int8_t;40;438.0;204.0;1010.0;234.0;7949.07;256006.76;0.03;0.03;32.21;14222.6;2.64969;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;384;11390.0;20060.0;1140.0;357.0;172.0;52.239583333333336
48;armulator;ARMV4T;banker_algorithm;int8_t;970;753.0;255.0;1650.0;285.0;13455.45;595997.28;0.02;0.02;44.29;33110.96;4.48515;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;695;20607.0;36693.0;1112.0;668.0;327.0;52.79568345323741
49;armulator;ARMV4T;banker_algorithm;int8_t;707;165.0;82.0;450.0;112.0;3063.31;92459.65;0.03;0.03;30.18;5136.65;1.0211033333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;95;2499.0;4497.0;1112.0;80.0;39.0;47.33684210526316
50;armulator;ARMV4T;banker_algorithm;int8_t;406;438.0;209.0;1010.0;239.0;7979.88;250850.63;0.03;0.03;31.44;13936.15;2.65996;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;384;11390.0;20060.0;1140.0;357.0;172.0;52.239583333333336
51;armulator;ARMV4T;banker_algorithm;int8_t;893;753.0;249.0;1650.0;279.0;13404.8;608061.12;0.02;0.02;45.36;33781.17;4.468266666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;704;20758.0;36978.0;1112.0;668.0;327.0;52.52556818181818
52;armulator;ARMV4T;banker_algorithm;int8_t;144;682.0;244.0;1506.0;274.0;12195.64;511317.05;0.02;0.02;41.93;28406.5;4.065213333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;632;17689.0;32207.0;1076.0;601.0;292.0;50.960443037974684
53;armulator;ARMV4T;banker_algorithm;int8_t;979;828.0;255.0;1802.0;285.0;14694.98;715732.08;0.02;0.02;48.71;39762.89;4.898326666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;796;24116.0;42402.0;1140.0;745.0;364.0;53.268844221105525
54;armulator;ARMV4T;banker_algorithm;int8_t;831;682.0;244.0;1506.0;274.0;12195.64;511317.05;0.02;0.02;41.93;28406.5;4.065213333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;623;17544.0;31928.0;1076.0;601.0;292.0;51.24879614767255
55;armulator;ARMV4T;banker_algorithm;int8_t;402;552.0;229.0;1242.0;259.0;9956.88;360012.81;0.03;0.03;36.16;20000.71;3.3189599999999997;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;491;13726.0;24994.0;1076.0;469.0;228.0;50.90427698574338
56;armulator;ARMV4T;banker_algorithm;int8_t;404;552.0;224.0;1242.0;254.0;9921.95;366757.66;0.03;0.03;36.96;20375.43;3.307316666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;491;13726.0;24994.0;1076.0;469.0;228.0;50.90427698574338
57;armulator;ARMV4T;banker_algorithm;int8_t;310;552.0;229.0;1242.0;259.0;9956.88;360012.81;0.03;0.03;36.16;20000.71;3.3189599999999997;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;508;14016.0;25552.0;1076.0;469.0;228.0;50.2992125984252
58;armulator;ARMV4T;banker_algorithm;int8_t;70;340.0;180.0;810.0;210.0;6248.54;177041.93;0.04;0.04;28.33;9835.66;2.0828466666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;275;8120.0;14308.0;1140.0;257.0;124.0;52.02909090909091
59;armulator;ARMV4T;banker_algorithm;int8_t;268;438.0;204.0;1010.0;234.0;7949.07;256006.76;0.03;0.03;32.21;14222.6;2.64969;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;384;11390.0;20060.0;1140.0;357.0;172.0;52.239583333333336
60;armulator;ARMV4T;banker_algorithm;int8_t;412;165.0;87.0;450.0;117.0;3091.66;87952.51;0.04;0.04;28.45;4886.25;1.0305533333333332;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;95;2499.0;4497.0;1112.0;80.0;39.0;47.33684210526316
61;armulator;ARMV4T;banker_algorithm;int8_t;290;387.0;193.0;906.0;223.0;7067.62;212577.76;0.03;0.03;30.08;11809.88;2.3558733333333333;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;332;9472.0;16920.0;1112.0;300.0;147.0;50.963855421686745
62;armulator;ARMV4T;banker_algorithm;int8_t;916;493.0;229.0;1122.0;259.0;8994.86;290467.17;0.03;0.03;32.29;16137.06;2.998286666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;440;12738.0;22726.0;1112.0;408.0;199.0;51.65
63;armulator;ARMV4T;banker_algorithm;int8_t;567;165.0;85.0;450.0;115.0;3080.47;89696.05;0.03;0.03;29.12;4983.11;1.0268233333333332;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;95;2499.0;4497.0;1112.0;80.0;39.0;47.33684210526316
64;armulator;ARMV4T;banker_algorithm;int8_t;913;223.0;122.0;570.0;152.0;4131.32;113272.63;0.04;0.04;27.42;6292.92;1.3771066666666665;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;155;3686.0;7072.0;1004.0;136.0;67.0;45.6258064516129
65;armulator;ARMV4T;banker_algorithm;int8_t;232;97.0;25.0;306.0;55.0;1769.1;102961.39;0.02;0.02;58.2;5720.08;0.5897;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;23;380.0;754.0;1004.0;12.0;7.0;32.78260869565217
66;armulator;ARMV4T;banker_algorithm;int8_t;319;108.0;38.0;330.0;68.0;2008.86;85640.99;0.02;0.02;42.63;4757.83;0.66962;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;71;1331.0;2525.0;1076.0;25.0;12.0;35.563380281690144
67;armulator;ARMV4T;banker_algorithm;int8_t;23;387.0;197.0;906.0;227.0;7090.85;208946.2;0.03;0.03;29.47;11608.12;2.3636166666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;340;9623.0;17205.0;1112.0;300.0;147.0;50.60294117647059
68;armulator;ARMV4T;banker_algorithm;int8_t;899;192.0;104.0;506.0;134.0;3575.44;99012.22;0.04;0.04;27.69;5500.68;1.1918133333333334;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;164;3899.0;7213.0;1076.0;109.0;52.0;43.98170731707317
69;armulator;ARMV4T;banker_algorithm;int8_t;428;552.0;224.0;1242.0;254.0;9921.95;366757.66;0.03;0.03;36.96;20375.43;3.307316666666667;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;491;13726.0;24994.0;1076.0;469.0;228.0;50.90427698574338
70;armulator;ARMV4T;banker_algorithm;int8_t;858;682.0;240.0;1506.0;270.0;12163.68;518477.04;0.02;0.02;42.62;28804.28;4.05456;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;623;17544.0;31928.0;1076.0;601.0;292.0;51.24879614767255
71;armulator;ARMV4T;banker_algorithm;int8_t;546;907.0;259.0;1962.0;289.0;16039.2;842522.68;0.02;0.02;52.53;46806.82;5.3464;38.0;6.0;7.0;6.0;4.0;1.0;16.0;2.0;2.0;1.0;0.0;8.0;0.0;0.0;1.0;3.0;3.0;0.0;851;25361.0;45139.0;1112.0;820.0;403.0;53.04230317273795
