;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;SS_VAL_1
171;ARMV4T;28x28;banker_algorithm;int8_t;385;10
172;ARMV4T;28x28;banker_algorithm;int8_t;115;9
173;ARMV4T;28x28;banker_algorithm;int8_t;653;17
174;ARMV4T;28x28;banker_algorithm;int8_t;753;2
175;ARMV4T;28x28;banker_algorithm;int8_t;241;19
176;ARMV4T;28x28;banker_algorithm;int8_t;197;8
177;ARMV4T;28x28;banker_algorithm;int8_t;636;12
178;ARMV4T;28x28;banker_algorithm;int8_t;450;11
179;ARMV4T;28x28;banker_algorithm;int8_t;106;8
180;ARMV4T;28x28;banker_algorithm;int8_t;699;17
181;ARMV4T;28x28;banker_algorithm;int8_t;578;3
182;ARMV4T;28x28;banker_algorithm;int8_t;644;12
183;ARMV4T;28x28;banker_algorithm;int8_t;570;17
184;ARMV4T;28x28;banker_algorithm;int8_t;873;10
185;ARMV4T;28x28;banker_algorithm;int8_t;33;5
186;ARMV4T;28x28;banker_algorithm;int8_t;210;19
187;ARMV4T;28x28;banker_algorithm;int8_t;486;13
188;ARMV4T;28x28;banker_algorithm;int8_t;252;11
189;ARMV4T;28x28;banker_algorithm;int8_t;694;15
190;ARMV4T;28x28;banker_algorithm;int8_t;759;14
191;ARMV4T;28x28;banker_algorithm;int8_t;245;10
192;ARMV4T;28x28;banker_algorithm;int8_t;15;10
193;ARMV4T;28x28;banker_algorithm;int8_t;792;17
194;ARMV4T;28x28;banker_algorithm;int8_t;248;12
195;ARMV4T;28x28;banker_algorithm;int8_t;246;9
196;ARMV4T;28x28;banker_algorithm;int8_t;556;17
197;ARMV4T;28x28;banker_algorithm;int8_t;513;3
198;ARMV4T;28x28;banker_algorithm;int8_t;93;19
199;ARMV4T;28x28;banker_algorithm;int8_t;558;20
200;ARMV4T;28x28;banker_algorithm;int8_t;991;2
201;ARMV4T;28x28;banker_algorithm;int8_t;181;8
202;ARMV4T;28x28;banker_algorithm;int8_t;674;16
203;ARMV4T;28x28;banker_algorithm;int8_t;652;8
204;ARMV4T;28x28;banker_algorithm;int8_t;344;18
205;ARMV4T;28x28;banker_algorithm;int8_t;715;6
206;ARMV4T;28x28;banker_algorithm;int8_t;528;10
207;ARMV4T;28x28;banker_algorithm;int8_t;276;17
208;ARMV4T;28x28;banker_algorithm;int8_t;24;17
209;ARMV4T;28x28;banker_algorithm;int8_t;296;18
210;ARMV4T;28x28;banker_algorithm;int8_t;244;9
211;ARMV4T;28x28;banker_algorithm;int8_t;380;8
212;ARMV4T;28x28;banker_algorithm;int8_t;25;8
213;ARMV4T;28x28;banker_algorithm;int8_t;740;6
214;ARMV4T;28x28;banker_algorithm;int8_t;478;5
215;ARMV4T;28x28;banker_algorithm;int8_t;379;6
216;ARMV4T;28x28;banker_algorithm;int8_t;810;7
217;ARMV4T;28x28;banker_algorithm;int8_t;440;6
218;ARMV4T;28x28;banker_algorithm;int8_t;543;15
219;ARMV4T;28x28;banker_algorithm;int8_t;130;9
220;ARMV4T;28x28;banker_algorithm;int8_t;225;16
221;ARMV4T;28x28;banker_algorithm;int8_t;285;2
222;ARMV4T;28x28;banker_algorithm;int8_t;363;9
223;ARMV4T;28x28;banker_algorithm;int8_t;667;19
224;ARMV4T;28x28;banker_algorithm;int8_t;26;3
225;ARMV4T;28x28;banker_algorithm;int8_t;793;15
226;ARMV4T;28x28;banker_algorithm;int8_t;772;16
227;ARMV4T;28x28;banker_algorithm;int8_t;931;14
228;ARMV4T;28x28;banker_algorithm;int8_t;981;17
229;ARMV4T;28x28;banker_algorithm;int8_t;422;6
230;ARMV4T;28x28;banker_algorithm;int8_t;920;13
231;ARMV4T;28x28;banker_algorithm;int8_t;259;4
232;ARMV4T;28x28;banker_algorithm;int8_t;477;3
233;ARMV4T;28x28;banker_algorithm;int8_t;738;3
234;ARMV4T;28x28;banker_algorithm;int8_t;430;5
235;ARMV4T;28x28;banker_algorithm;int8_t;922;7
236;ARMV4T;28x28;banker_algorithm;int8_t;903;15
237;ARMV4T;28x28;banker_algorithm;int8_t;761;10
238;ARMV4T;28x28;banker_algorithm;int8_t;204;6
239;ARMV4T;28x28;banker_algorithm;int8_t;48;15
240;ARMV4T;28x28;banker_algorithm;int8_t;71;9
241;ARMV4T;28x28;banker_algorithm;int8_t;851;4
242;ARMV4T;28x28;banker_algorithm;int8_t;347;6
243;ARMV4T;28x28;banker_algorithm;int8_t;725;8
244;ARMV4T;28x28;banker_algorithm;int8_t;266;9
245;ARMV4T;28x28;banker_algorithm;int8_t;448;15
246;ARMV4T;28x28;banker_algorithm;int8_t;934;18
247;ARMV4T;28x28;banker_algorithm;int8_t;531;17
248;ARMV4T;28x28;banker_algorithm;int8_t;224;11
249;ARMV4T;28x28;banker_algorithm;int8_t;686;19
250;ARMV4T;28x28;banker_algorithm;int8_t;927;13
251;ARMV4T;28x28;banker_algorithm;int8_t;407;18
252;ARMV4T;28x28;banker_algorithm;int8_t;76;15
253;ARMV4T;28x28;banker_algorithm;int8_t;949;20
254;ARMV4T;28x28;banker_algorithm;int8_t;969;9
255;ARMV4T;28x28;banker_algorithm;int8_t;781;18
256;ARMV4T;28x28;banker_algorithm;int8_t;7;2
257;ARMV4T;28x28;banker_algorithm;int8_t;683;9
258;ARMV4T;28x28;banker_algorithm;int8_t;376;3
259;ARMV4T;28x28;banker_algorithm;int8_t;877;10
260;ARMV4T;28x28;banker_algorithm;int8_t;654;4
261;ARMV4T;28x28;banker_algorithm;int8_t;508;9
262;ARMV4T;28x28;banker_algorithm;int8_t;332;20
263;ARMV4T;28x28;banker_algorithm;int8_t;281;15
264;ARMV4T;28x28;banker_algorithm;int8_t;381;10
265;ARMV4T;28x28;banker_algorithm;int8_t;769;5
266;ARMV4T;28x28;banker_algorithm;int8_t;701;12
267;ARMV4T;28x28;banker_algorithm;int8_t;855;8
268;ARMV4T;28x28;banker_algorithm;int8_t;320;9
269;ARMV4T;28x28;banker_algorithm;int8_t;50;19
270;ARMV4T;28x28;banker_algorithm;int8_t;918;18
271;ARMV4T;28x28;banker_algorithm;int8_t;615;12
272;ARMV4T;28x28;banker_algorithm;int8_t;704;12
273;ARMV4T;28x28;banker_algorithm;int8_t;633;12
274;ARMV4T;28x28;banker_algorithm;int8_t;847;4
275;ARMV4T;28x28;banker_algorithm;int8_t;602;6
276;ARMV4T;28x28;banker_algorithm;int8_t;399;18
277;ARMV4T;28x28;banker_algorithm;int8_t;22;12
278;ARMV4T;28x28;banker_algorithm;int8_t;313;14
279;ARMV4T;28x28;banker_algorithm;int8_t;375;17
280;ARMV4T;28x28;banker_algorithm;int8_t;963;14
281;ARMV4T;28x28;banker_algorithm;int8_t;168;11
282;ARMV4T;28x28;banker_algorithm;int8_t;226;16
283;ARMV4T;28x28;banker_algorithm;int8_t;190;11
284;ARMV4T;28x28;banker_algorithm;int8_t;429;2
285;ARMV4T;28x28;banker_algorithm;int8_t;236;4
286;ARMV4T;28x28;banker_algorithm;int8_t;777;8
287;ARMV4T;28x28;banker_algorithm;int8_t;909;7
288;ARMV4T;28x28;banker_algorithm;int8_t;438;2
289;ARMV4T;28x28;banker_algorithm;int8_t;607;16
290;ARMV4T;28x28;banker_algorithm;int8_t;717;5
291;ARMV4T;28x28;banker_algorithm;int8_t;782;6
292;ARMV4T;28x28;banker_algorithm;int8_t;258;6
293;ARMV4T;28x28;banker_algorithm;int8_t;872;19
294;ARMV4T;28x28;banker_algorithm;int8_t;637;13
295;ARMV4T;28x28;banker_algorithm;int8_t;746;8
296;ARMV4T;28x28;banker_algorithm;int8_t;4;9
297;ARMV4T;28x28;banker_algorithm;int8_t;345;11
298;ARMV4T;28x28;banker_algorithm;int8_t;102;11
299;ARMV4T;28x28;banker_algorithm;int8_t;962;2
300;ARMV4T;28x28;banker_algorithm;int8_t;356;18
301;ARMV4T;28x28;banker_algorithm;int8_t;853;2
302;ARMV4T;28x28;banker_algorithm;int8_t;849;6
303;ARMV4T;28x28;banker_algorithm;int8_t;814;7
304;ARMV4T;28x28;banker_algorithm;int8_t;370;16
305;ARMV4T;28x28;banker_algorithm;int8_t;778;3
306;ARMV4T;28x28;banker_algorithm;int8_t;458;5
307;ARMV4T;28x28;banker_algorithm;int8_t;818;5
308;ARMV4T;28x28;banker_algorithm;int8_t;119;5
309;ARMV4T;28x28;banker_algorithm;int8_t;373;10
310;ARMV4T;28x28;banker_algorithm;int8_t;351;4
311;ARMV4T;28x28;banker_algorithm;int8_t;32;5
312;ARMV4T;28x28;banker_algorithm;int8_t;770;13
313;ARMV4T;28x28;banker_algorithm;int8_t;371;7
314;ARMV4T;28x28;banker_algorithm;int8_t;283;18
315;ARMV4T;28x28;banker_algorithm;int8_t;535;4
316;ARMV4T;28x28;banker_algorithm;int8_t;250;17
317;ARMV4T;28x28;banker_algorithm;int8_t;132;20
318;ARMV4T;28x28;banker_algorithm;int8_t;649;10
319;ARMV4T;28x28;banker_algorithm;int8_t;77;8
320;ARMV4T;28x28;banker_algorithm;int8_t;260;6
321;ARMV4T;28x28;banker_algorithm;int8_t;891;3
322;ARMV4T;28x28;banker_algorithm;int8_t;91;11
323;ARMV4T;28x28;banker_algorithm;int8_t;137;20
324;ARMV4T;28x28;banker_algorithm;int8_t;42;11
325;ARMV4T;28x28;banker_algorithm;int8_t;13;13
326;ARMV4T;28x28;banker_algorithm;int8_t;577;20
327;ARMV4T;28x28;banker_algorithm;int8_t;41;7
328;ARMV4T;28x28;banker_algorithm;int8_t;809;12
329;ARMV4T;28x28;banker_algorithm;int8_t;414;18
330;ARMV4T;28x28;banker_algorithm;int8_t;360;12
331;ARMV4T;28x28;banker_algorithm;int8_t;386;10
332;ARMV4T;28x28;banker_algorithm;int8_t;158;18
333;ARMV4T;28x28;banker_algorithm;int8_t;904;2
334;ARMV4T;28x28;banker_algorithm;int8_t;480;17
335;ARMV4T;28x28;banker_algorithm;int8_t;647;5
336;ARMV4T;28x28;banker_algorithm;int8_t;104;7
337;ARMV4T;28x28;banker_algorithm;int8_t;55;14
338;ARMV4T;28x28;banker_algorithm;int8_t;491;19
339;ARMV4T;28x28;banker_algorithm;int8_t;391;16
340;ARMV4T;28x28;banker_algorithm;int8_t;972;19
341;ARMV4T;28x28;banker_algorithm;int8_t;571;6
342;ARMV4T;28x28;banker_algorithm;int8_t;940;6
343;ARMV4T;28x28;banker_algorithm;int8_t;861;5
344;ARMV4T;28x28;banker_algorithm;int8_t;324;14
345;ARMV4T;28x28;banker_algorithm;int8_t;549;7
346;ARMV4T;28x28;banker_algorithm;int8_t;170;20
347;ARMV4T;28x28;banker_algorithm;int8_t;269;10
348;ARMV4T;28x28;banker_algorithm;int8_t;442;15
349;ARMV4T;28x28;banker_algorithm;int8_t;520;19
350;ARMV4T;28x28;banker_algorithm;int8_t;455;19
351;ARMV4T;28x28;banker_algorithm;int8_t;31;16
352;ARMV4T;28x28;banker_algorithm;int8_t;971;6
353;ARMV4T;28x28;banker_algorithm;int8_t;397;17
354;ARMV4T;28x28;banker_algorithm;int8_t;254;13
355;ARMV4T;28x28;banker_algorithm;int8_t;616;11
356;ARMV4T;28x28;banker_algorithm;int8_t;66;8
357;ARMV4T;28x28;banker_algorithm;int8_t;943;17
358;ARMV4T;28x28;banker_algorithm;int8_t;117;11
359;ARMV4T;28x28;banker_algorithm;int8_t;451;20
360;ARMV4T;28x28;banker_algorithm;int8_t;643;5
361;ARMV4T;28x28;banker_algorithm;int8_t;688;6
362;ARMV4T;28x28;banker_algorithm;int8_t;569;10
363;ARMV4T;28x28;banker_algorithm;int8_t;745;19
364;ARMV4T;28x28;banker_algorithm;int8_t;65;17
365;ARMV4T;28x28;banker_algorithm;int8_t;980;8
366;ARMV4T;28x28;banker_algorithm;int8_t;982;13
367;ARMV4T;28x28;banker_algorithm;int8_t;62;3
368;ARMV4T;28x28;banker_algorithm;int8_t;789;13
369;ARMV4T;28x28;banker_algorithm;int8_t;401;13
370;ARMV4T;28x28;banker_algorithm;int8_t;21;5
371;ARMV4T;28x28;banker_algorithm;int8_t;598;9
372;ARMV4T;28x28;banker_algorithm;int8_t;273;13
373;ARMV4T;28x28;banker_algorithm;int8_t;534;17
374;ARMV4T;28x28;banker_algorithm;int8_t;118;5
375;ARMV4T;28x28;banker_algorithm;int8_t;141;18
376;ARMV4T;28x28;banker_algorithm;int8_t;366;16
377;ARMV4T;28x28;banker_algorithm;int8_t;222;9
378;ARMV4T;28x28;banker_algorithm;int8_t;876;2
379;ARMV4T;28x28;banker_algorithm;int8_t;700;7
380;ARMV4T;28x28;banker_algorithm;int8_t;95;19
381;ARMV4T;28x28;banker_algorithm;int8_t;806;7
382;ARMV4T;28x28;banker_algorithm;int8_t;671;13
383;ARMV4T;28x28;banker_algorithm;int8_t;816;20
384;ARMV4T;28x28;banker_algorithm;int8_t;630;4
385;ARMV4T;28x28;banker_algorithm;int8_t;433;7
386;ARMV4T;28x28;banker_algorithm;int8_t;905;17
387;ARMV4T;28x28;banker_algorithm;int8_t;84;8
388;ARMV4T;28x28;banker_algorithm;int8_t;233;12
389;ARMV4T;28x28;banker_algorithm;int8_t;664;20
390;ARMV4T;28x28;banker_algorithm;int8_t;162;17
391;ARMV4T;28x28;banker_algorithm;int8_t;681;9
392;ARMV4T;28x28;banker_algorithm;int8_t;542;8
393;ARMV4T;28x28;banker_algorithm;int8_t;169;15
394;ARMV4T;28x28;banker_algorithm;int8_t;660;13
395;ARMV4T;28x28;banker_algorithm;int8_t;488;6
396;ARMV4T;28x28;banker_algorithm;int8_t;894;11
397;ARMV4T;28x28;banker_algorithm;int8_t;828;9
398;ARMV4T;28x28;banker_algorithm;int8_t;537;13
399;ARMV4T;28x28;banker_algorithm;int8_t;845;8
400;ARMV4T;28x28;banker_algorithm;int8_t;584;7
401;ARMV4T;28x28;banker_algorithm;int8_t;457;20
402;ARMV4T;28x28;banker_algorithm;int8_t;499;11
403;ARMV4T;28x28;banker_algorithm;int8_t;369;3
404;ARMV4T;28x28;banker_algorithm;int8_t;58;8
405;ARMV4T;28x28;banker_algorithm;int8_t;64;13
406;ARMV4T;28x28;banker_algorithm;int8_t;196;5
407;ARMV4T;28x28;banker_algorithm;int8_t;462;9
408;ARMV4T;28x28;banker_algorithm;int8_t;343;7
409;ARMV4T;28x28;banker_algorithm;int8_t;262;13
410;ARMV4T;28x28;banker_algorithm;int8_t;966;8
411;ARMV4T;28x28;banker_algorithm;int8_t;261;6
412;ARMV4T;28x28;banker_algorithm;int8_t;349;16
413;ARMV4T;28x28;banker_algorithm;int8_t;263;17
414;ARMV4T;28x28;banker_algorithm;int8_t;801;7
415;ARMV4T;28x28;banker_algorithm;int8_t;292;7
416;ARMV4T;28x28;banker_algorithm;int8_t;786;11
417;ARMV4T;28x28;banker_algorithm;int8_t;101;5
418;ARMV4T;28x28;banker_algorithm;int8_t;691;5
419;ARMV4T;28x28;banker_algorithm;int8_t;926;5
420;ARMV4T;28x28;banker_algorithm;int8_t;754;8
421;ARMV4T;28x28;banker_algorithm;int8_t;215;13
422;ARMV4T;28x28;banker_algorithm;int8_t;977;4
423;ARMV4T;28x28;banker_algorithm;int8_t;850;14
424;ARMV4T;28x28;banker_algorithm;int8_t;646;7
425;ARMV4T;28x28;banker_algorithm;int8_t;628;16
426;ARMV4T;28x28;banker_algorithm;int8_t;941;8
427;ARMV4T;28x28;banker_algorithm;int8_t;353;10
428;ARMV4T;28x28;banker_algorithm;int8_t;690;15
429;ARMV4T;28x28;banker_algorithm;int8_t;961;14
430;ARMV4T;28x28;banker_algorithm;int8_t;331;3
431;ARMV4T;28x28;banker_algorithm;int8_t;377;3
432;ARMV4T;28x28;banker_algorithm;int8_t;128;4
433;ARMV4T;28x28;banker_algorithm;int8_t;336;7
434;ARMV4T;28x28;banker_algorithm;int8_t;632;9
435;ARMV4T;28x28;banker_algorithm;int8_t;166;12
436;ARMV4T;28x28;banker_algorithm;int8_t;744;7
437;ARMV4T;28x28;banker_algorithm;int8_t;837;3
438;ARMV4T;28x28;banker_algorithm;int8_t;807;14
439;ARMV4T;28x28;banker_algorithm;int8_t;838;8
440;ARMV4T;28x28;banker_algorithm;int8_t;723;7
441;ARMV4T;28x28;banker_algorithm;int8_t;874;2
442;ARMV4T;28x28;banker_algorithm;int8_t;627;6
443;ARMV4T;28x28;banker_algorithm;int8_t;555;13
444;ARMV4T;28x28;banker_algorithm;int8_t;446;2
445;ARMV4T;28x28;banker_algorithm;int8_t;716;12
446;ARMV4T;28x28;banker_algorithm;int8_t;240;15
447;ARMV4T;28x28;banker_algorithm;int8_t;140;12
448;ARMV4T;28x28;banker_algorithm;int8_t;317;17
449;ARMV4T;28x28;banker_algorithm;int8_t;83;19
450;ARMV4T;28x28;banker_algorithm;int8_t;696;12
451;ARMV4T;28x28;banker_algorithm;int8_t;413;13
452;ARMV4T;28x28;banker_algorithm;int8_t;94;10
453;ARMV4T;28x28;banker_algorithm;int8_t;937;8
454;ARMV4T;28x28;banker_algorithm;int8_t;199;20
455;ARMV4T;28x28;banker_algorithm;int8_t;596;17
456;ARMV4T;28x28;banker_algorithm;int8_t;0;14
457;ARMV4T;28x28;banker_algorithm;int8_t;953;2
458;ARMV4T;28x28;banker_algorithm;int8_t;906;5
459;ARMV4T;28x28;banker_algorithm;int8_t;742;5
460;ARMV4T;28x28;banker_algorithm;int8_t;396;16
461;ARMV4T;28x28;banker_algorithm;int8_t;159;3
462;ARMV4T;28x28;banker_algorithm;int8_t;238;8
