;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;V_VAL_1;V_VAL_2;V_VAL_3;V_VAL_4;V_VAL_5;V_VAL_6;V_VAL_7;V_VAL_8;V_VAL_9;V_VAL_10;V_VAL_11;V_VAL_12;V_VAL_13;V_VAL_14;V_VAL_15;V_VAL_16;V_VAL_17;V_VAL_18;V_VAL_19;V_VAL_20;V_VAL_21;V_VAL_22;V_VAL_23;V_VAL_24;V_VAL_25;V_VAL_26;V_VAL_27;V_VAL_28
18;armulator;ARMV4T;banker_algorithm;int8_t;435;112;150;86;141;49;13;88;107;173;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;armulator;ARMV4T;banker_algorithm;int8_t;950;79;158;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;armulator;ARMV4T;banker_algorithm;int8_t;976;40;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;armulator;ARMV4T;banker_algorithm;int8_t;557;39;129;167;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;armulator;ARMV4T;banker_algorithm;int8_t;398;30;98;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;armulator;ARMV4T;banker_algorithm;int8_t;892;178;120;42;22;36;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;armulator;ARMV4T;banker_algorithm;int8_t;670;10;250;38;210;131;95;101;178;199;237;2;167;140;249;43;156;105;0;0;0;0;0;0;0;0;0;0;0
25;armulator;ARMV4T;banker_algorithm;int8_t;574;195;95;24;170;234;120;235;96;20;207;199;24;242;206;199;17;101;183;246;117;0;0;0;0;0;0;0;0
26;armulator;ARMV4T;banker_algorithm;int8_t;163;155;89;121;223;181;123;237;181;197;5;109;60;102;63;191;229;254;0;0;0;0;0;0;0;0;0;0;0
27;armulator;ARMV4T;banker_algorithm;int8_t;900;120;59;108;77;160;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;armulator;ARMV4T;banker_algorithm;int8_t;392;237;181;3;233;226;215;144;81;186;12;232;92;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;armulator;ARMV4T;banker_algorithm;int8_t;447;141;187;100;51;189;127;200;149;63;241;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;armulator;ARMV4T;banker_algorithm;int8_t;523;29;100;20;244;145;204;190;25;243;251;222;110;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;armulator;ARMV4T;banker_algorithm;int8_t;679;121;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;armulator;ARMV4T;banker_algorithm;int8_t;419;193;24;85;71;225;239;145;222;18;97;64;32;34;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;armulator;ARMV4T;banker_algorithm;int8_t;895;92;210;17;136;181;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;armulator;ARMV4T;banker_algorithm;int8_t;298;206;132;246;136;102;223;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;armulator;ARMV4T;banker_algorithm;int8_t;155;56;82;72;190;122;47;202;139;115;194;236;230;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;armulator;ARMV4T;banker_algorithm;int8_t;12;96;201;5;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;armulator;ARMV4T;banker_algorithm;int8_t;160;206;40;228;104;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;armulator;ARMV4T;banker_algorithm;int8_t;626;211;39;56;217;107;44;114;119;151;109;99;250;214;103;28;155;99;86;65;0;0;0;0;0;0;0;0;0
39;armulator;ARMV4T;banker_algorithm;int8_t;38;43;113;239;106;1;30;201;245;230;199;33;181;124;152;57;146;0;0;0;0;0;0;0;0;0;0;0;0
40;armulator;ARMV4T;banker_algorithm;int8_t;146;107;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;armulator;ARMV4T;banker_algorithm;int8_t;81;202;233;65;9;90;138;96;158;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;armulator;ARMV4T;banker_algorithm;int8_t;687;75;9;207;7;141;138;25;212;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;armulator;ARMV4T;banker_algorithm;int8_t;213;27;232;239;45;220;67;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;armulator;ARMV4T;banker_algorithm;int8_t;212;220;169;154;76;119;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;armulator;ARMV4T;banker_algorithm;int8_t;568;181;70;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;armulator;ARMV4T;banker_algorithm;int8_t;5;40;122;2;58;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;armulator;ARMV4T;banker_algorithm;int8_t;40;187;252;108;69;121;188;149;230;177;153;65;83;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;armulator;ARMV4T;banker_algorithm;int8_t;970;187;237;51;109;103;193;214;175;81;217;194;34;160;66;67;176;175;161;0;0;0;0;0;0;0;0;0;0
49;armulator;ARMV4T;banker_algorithm;int8_t;707;9;167;200;137;216;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;armulator;ARMV4T;banker_algorithm;int8_t;406;103;29;234;143;192;115;22;180;181;10;56;90;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;armulator;ARMV4T;banker_algorithm;int8_t;893;86;203;16;66;54;109;202;105;8;226;227;89;80;147;31;118;224;102;0;0;0;0;0;0;0;0;0;0
52;armulator;ARMV4T;banker_algorithm;int8_t;144;82;34;44;77;4;86;124;23;244;198;68;107;170;75;41;238;155;0;0;0;0;0;0;0;0;0;0;0
53;armulator;ARMV4T;banker_algorithm;int8_t;979;67;228;58;139;161;242;8;88;234;5;156;253;210;226;0;112;216;248;184;0;0;0;0;0;0;0;0;0
54;armulator;ARMV4T;banker_algorithm;int8_t;831;18;158;171;64;207;171;53;112;12;92;244;37;126;184;62;180;125;0;0;0;0;0;0;0;0;0;0;0
55;armulator;ARMV4T;banker_algorithm;int8_t;402;130;254;48;187;251;35;165;116;186;115;94;90;150;141;174;0;0;0;0;0;0;0;0;0;0;0;0;0
56;armulator;ARMV4T;banker_algorithm;int8_t;404;183;67;108;172;255;189;161;200;184;126;123;92;152;47;102;0;0;0;0;0;0;0;0;0;0;0;0;0
57;armulator;ARMV4T;banker_algorithm;int8_t;310;180;50;20;180;36;142;16;24;114;214;240;216;204;144;204;0;0;0;0;0;0;0;0;0;0;0;0;0
58;armulator;ARMV4T;banker_algorithm;int8_t;70;117;66;112;90;23;90;154;9;225;42;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;armulator;ARMV4T;banker_algorithm;int8_t;268;24;41;246;41;152;183;72;158;29;139;181;60;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;armulator;ARMV4T;banker_algorithm;int8_t;412;9;227;183;119;112;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;armulator;ARMV4T;banker_algorithm;int8_t;290;35;6;138;239;93;79;113;97;241;187;235;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;armulator;ARMV4T;banker_algorithm;int8_t;916;101;171;57;28;153;65;248;248;231;243;217;175;165;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;armulator;ARMV4T;banker_algorithm;int8_t;567;105;116;99;16;83;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;armulator;ARMV4T;banker_algorithm;int8_t;913;203;234;75;6;44;190;114;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;armulator;ARMV4T;banker_algorithm;int8_t;232;129;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;armulator;ARMV4T;banker_algorithm;int8_t;319;85;79;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;armulator;ARMV4T;banker_algorithm;int8_t;23;33;51;53;57;236;193;217;38;208;125;89;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;armulator;ARMV4T;banker_algorithm;int8_t;899;176;39;230;125;247;30;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;armulator;ARMV4T;banker_algorithm;int8_t;428;89;244;103;0;13;140;255;124;153;54;36;68;157;255;88;0;0;0;0;0;0;0;0;0;0;0;0;0
70;armulator;ARMV4T;banker_algorithm;int8_t;858;113;86;210;95;122;250;60;91;209;92;55;102;86;228;226;123;226;0;0;0;0;0;0;0;0;0;0;0
71;armulator;ARMV4T;banker_algorithm;int8_t;546;214;23;102;67;41;199;127;3;222;100;160;126;8;72;240;175;250;134;245;245;0;0;0;0;0;0;0;0
72;armulator;ARMV4T;banker_algorithm;int8_t;432;194;132;108;156;223;217;180;30;40;86;69;79;72;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0
73;armulator;ARMV4T;banker_algorithm;int8_t;231;204;194;88;157;104;84;124;243;67;164;127;55;43;107;91;62;252;0;0;0;0;0;0;0;0;0;0;0
74;armulator;ARMV4T;banker_algorithm;int8_t;388;92;250;43;113;211;211;118;5;249;219;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;armulator;ARMV4T;banker_algorithm;int8_t;350;84;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;armulator;ARMV4T;banker_algorithm;int8_t;603;40;179;20;53;185;229;54;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;armulator;ARMV4T;banker_algorithm;int8_t;364;255;154;194;118;221;3;8;93;126;55;224;74;52;56;148;77;201;18;174;253;0;0;0;0;0;0;0;0
78;armulator;ARMV4T;banker_algorithm;int8_t;530;177;87;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;armulator;ARMV4T;banker_algorithm;int8_t;72;181;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;armulator;ARMV4T;banker_algorithm;int8_t;536;193;205;245;5;48;139;98;153;126;159;130;185;118;147;241;231;43;239;231;0;0;0;0;0;0;0;0;0
81;armulator;ARMV4T;banker_algorithm;int8_t;79;144;167;204;36;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;armulator;ARMV4T;banker_algorithm;int8_t;342;28;34;34;160;64;77;237;248;253;118;191;133;133;175;176;239;208;0;0;0;0;0;0;0;0;0;0;0
83;armulator;ARMV4T;banker_algorithm;int8_t;803;34;19;217;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;armulator;ARMV4T;banker_algorithm;int8_t;501;111;22;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;armulator;ARMV4T;banker_algorithm;int8_t;540;68;4;175;188;126;137;25;85;169;122;194;30;202;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;armulator;ARMV4T;banker_algorithm;int8_t;955;131;235;17;146;254;121;164;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;armulator;ARMV4T;banker_algorithm;int8_t;191;22;179;195;12;6;138;247;65;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;armulator;ARMV4T;banker_algorithm;int8_t;812;10;57;238;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;armulator;ARMV4T;banker_algorithm;int8_t;545;21;20;223;31;12;167;78;252;223;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;armulator;ARMV4T;banker_algorithm;int8_t;78;58;140;28;9;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;armulator;ARMV4T;banker_algorithm;int8_t;526;179;247;104;62;57;255;112;195;96;34;76;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;armulator;ARMV4T;banker_algorithm;int8_t;695;145;133;68;97;130;70;98;169;73;139;41;139;46;185;148;22;42;182;0;0;0;0;0;0;0;0;0;0
93;armulator;ARMV4T;banker_algorithm;int8_t;87;128;24;207;154;61;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;armulator;ARMV4T;banker_algorithm;int8_t;300;65;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;armulator;ARMV4T;banker_algorithm;int8_t;964;152;243;143;110;180;86;79;10;245;147;106;61;156;5;130;0;0;0;0;0;0;0;0;0;0;0;0;0
96;armulator;ARMV4T;banker_algorithm;int8_t;998;93;118;19;216;17;138;118;115;168;173;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;armulator;ARMV4T;banker_algorithm;int8_t;988;138;168;129;58;39;74;148;167;214;87;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;armulator;ARMV4T;banker_algorithm;int8_t;6;5;47;149;7;43;253;22;11;202;42;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;armulator;ARMV4T;banker_algorithm;int8_t;625;2;60;7;234;122;33;63;33;89;133;179;84;168;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;armulator;ARMV4T;banker_algorithm;int8_t;518;75;92;168;170;87;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;armulator;ARMV4T;banker_algorithm;int8_t;122;105;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;armulator;ARMV4T;banker_algorithm;int8_t;541;112;128;123;67;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;armulator;ARMV4T;banker_algorithm;int8_t;279;202;81;116;91;243;131;246;237;150;123;102;1;27;41;204;90;222;162;222;0;0;0;0;0;0;0;0;0
104;armulator;ARMV4T;banker_algorithm;int8_t;256;124;230;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;armulator;ARMV4T;banker_algorithm;int8_t;796;72;237;228;59;116;65;126;48;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;armulator;ARMV4T;banker_algorithm;int8_t;504;140;163;240;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;armulator;ARMV4T;banker_algorithm;int8_t;752;170;198;83;207;215;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;armulator;ARMV4T;banker_algorithm;int8_t;459;168;152;207;46;191;39;172;94;131;56;96;167;22;41;16;205;196;0;0;0;0;0;0;0;0;0;0;0
109;armulator;ARMV4T;banker_algorithm;int8_t;658;196;5;197;32;171;194;193;92;232;234;53;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;armulator;ARMV4T;banker_algorithm;int8_t;408;216;119;49;80;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;armulator;ARMV4T;banker_algorithm;int8_t;867;138;209;54;246;230;109;166;140;135;253;51;153;87;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;armulator;ARMV4T;banker_algorithm;int8_t;727;176;243;175;117;42;58;82;70;40;107;97;120;48;132;237;117;31;205;252;0;0;0;0;0;0;0;0;0
113;armulator;ARMV4T;banker_algorithm;int8_t;177;113;230;189;98;114;179;150;107;165;238;129;86;201;171;157;223;18;213;59;0;0;0;0;0;0;0;0;0
114;armulator;ARMV4T;banker_algorithm;int8_t;823;89;248;46;230;63;114;124;88;212;47;73;91;64;76;63;194;31;205;181;198;0;0;0;0;0;0;0;0
115;armulator;ARMV4T;banker_algorithm;int8_t;822;113;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;armulator;ARMV4T;banker_algorithm;int8_t;218;159;158;101;26;16;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
117;armulator;ARMV4T;banker_algorithm;int8_t;426;34;72;206;189;197;171;114;126;120;100;87;98;157;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118;armulator;ARMV4T;banker_algorithm;int8_t;776;221;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;armulator;ARMV4T;banker_algorithm;int8_t;143;146;61;216;57;170;248;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;armulator;ARMV4T;banker_algorithm;int8_t;739;190;105;53;61;204;225;19;139;200;222;142;181;70;228;230;105;32;0;0;0;0;0;0;0;0;0;0;0
121;armulator;ARMV4T;banker_algorithm;int8_t;312;137;198;9;193;25;194;91;184;219;7;202;214;50;214;126;0;0;0;0;0;0;0;0;0;0;0;0;0
122;armulator;ARMV4T;banker_algorithm;int8_t;174;249;184;88;195;116;206;118;29;134;33;218;84;44;22;118;83;180;0;0;0;0;0;0;0;0;0;0;0
123;armulator;ARMV4T;banker_algorithm;int8_t;669;236;240;81;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
124;armulator;ARMV4T;banker_algorithm;int8_t;120;210;208;70;102;42;230;121;182;245;217;200;1;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;armulator;ARMV4T;banker_algorithm;int8_t;974;14;101;111;47;238;159;89;232;85;21;211;91;106;119;36;0;0;0;0;0;0;0;0;0;0;0;0;0
126;armulator;ARMV4T;banker_algorithm;int8_t;217;213;36;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127;armulator;ARMV4T;banker_algorithm;int8_t;866;39;48;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
128;armulator;ARMV4T;banker_algorithm;int8_t;192;203;143;99;133;200;81;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;armulator;ARMV4T;banker_algorithm;int8_t;328;215;218;202;77;219;129;10;53;58;192;62;199;182;26;95;9;129;150;0;0;0;0;0;0;0;0;0;0
130;armulator;ARMV4T;banker_algorithm;int8_t;68;18;198;94;7;142;136;185;234;233;129;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131;armulator;ARMV4T;banker_algorithm;int8_t;387;103;204;223;29;195;70;69;118;24;149;160;24;106;75;84;82;166;143;0;0;0;0;0;0;0;0;0;0
132;armulator;ARMV4T;banker_algorithm;int8_t;69;189;214;119;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133;armulator;ARMV4T;banker_algorithm;int8_t;749;0;222;195;0;77;90;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134;armulator;ARMV4T;banker_algorithm;int8_t;135;121;10;30;142;14;205;24;228;159;134;15;65;130;98;221;178;107;138;73;0;0;0;0;0;0;0;0;0
135;armulator;ARMV4T;banker_algorithm;int8_t;341;98;107;202;242;155;239;60;125;229;240;64;169;131;171;134;110;0;0;0;0;0;0;0;0;0;0;0;0
136;armulator;ARMV4T;banker_algorithm;int8_t;494;61;194;78;151;181;139;145;181;77;248;192;136;138;161;200;30;251;0;0;0;0;0;0;0;0;0;0;0
137;armulator;ARMV4T;banker_algorithm;int8_t;1;201;204;192;25;64;196;124;201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;armulator;ARMV4T;banker_algorithm;int8_t;589;4;139;198;87;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
139;armulator;ARMV4T;banker_algorithm;int8_t;925;136;51;21;172;194;40;146;178;254;38;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;armulator;ARMV4T;banker_algorithm;int8_t;524;243;68;144;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;armulator;ARMV4T;banker_algorithm;int8_t;994;178;241;181;73;144;109;161;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
142;armulator;ARMV4T;banker_algorithm;int8_t;856;213;153;223;200;84;143;227;151;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;armulator;ARMV4T;banker_algorithm;int8_t;156;163;30;88;195;246;201;68;109;61;110;95;129;9;55;26;94;236;219;64;194;0;0;0;0;0;0;0;0
144;armulator;ARMV4T;banker_algorithm;int8_t;470;129;203;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;armulator;ARMV4T;banker_algorithm;int8_t;207;167;250;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;armulator;ARMV4T;banker_algorithm;int8_t;655;40;244;48;58;68;216;12;212;67;145;100;97;44;222;51;47;0;0;0;0;0;0;0;0;0;0;0;0
147;armulator;ARMV4T;banker_algorithm;int8_t;441;168;60;184;176;190;241;51;60;123;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;armulator;ARMV4T;banker_algorithm;int8_t;109;19;239;232;28;207;156;19;179;206;250;229;58;77;254;164;90;159;32;0;0;0;0;0;0;0;0;0;0
149;armulator;ARMV4T;banker_algorithm;int8_t;45;232;154;155;168;12;163;94;28;238;30;97;22;54;121;50;206;0;0;0;0;0;0;0;0;0;0;0;0
150;armulator;ARMV4T;banker_algorithm;int8_t;125;144;24;94;74;37;137;56;231;218;249;196;253;221;106;144;193;255;204;128;0;0;0;0;0;0;0;0;0
151;armulator;ARMV4T;banker_algorithm;int8_t;600;144;236;229;164;182;176;57;129;219;191;218;247;206;103;146;22;63;45;227;0;0;0;0;0;0;0;0;0
152;armulator;ARMV4T;banker_algorithm;int8_t;708;235;107;252;10;132;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
153;armulator;ARMV4T;banker_algorithm;int8_t;791;30;182;123;7;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;armulator;ARMV4T;banker_algorithm;int8_t;912;68;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;armulator;ARMV4T;banker_algorithm;int8_t;533;8;190;116;88;203;205;7;55;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
156;armulator;ARMV4T;banker_algorithm;int8_t;418;103;141;255;239;245;249;84;29;109;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;armulator;ARMV4T;banker_algorithm;int8_t;228;216;136;233;145;128;70;57;106;161;116;84;209;223;37;207;0;0;0;0;0;0;0;0;0;0;0;0;0
158;armulator;ARMV4T;banker_algorithm;int8_t;585;96;27;125;226;99;222;222;212;119;60;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;armulator;ARMV4T;banker_algorithm;int8_t;465;211;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
